"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	46	2374487	1.9
	"1999"	"1999"	"1 year"	"1"	49	2363433	2.1
	"1999"	"1999"	"2 years"	"2"	65	2365382	2.7
	"1999"	"1999"	"3 years"	"3"	57	2405816	2.4
	"1999"	"1999"	"4 years"	"4"	83	2481557	3.3
	"1999"	"1999"	"5 years"	"5"	81	2509253	3.2
	"1999"	"1999"	"6 years"	"6"	78	2535620	3.1
	"1999"	"1999"	"7 years"	"7"	61	2613153	2.3
	"1999"	"1999"	"8 years"	"8"	60	2613188	2.3
	"1999"	"1999"	"9 years"	"9"	58	2633097	2.2
	"1999"	"1999"	"10 years"	"10"	67	2580775	2.6
	"1999"	"1999"	"11 years"	"11"	55	2514213	2.2
	"1999"	"1999"	"12 years"	"12"	65	2496089	2.6
	"1999"	"1999"	"13 years"	"13"	58	2486639	2.3
	"1999"	"1999"	"14 years"	"14"	67	2487205	2.7
	"1999"	"1999"	"15 years"	"15"	82	2437245	3.4
	"1999"	"1999"	"16 years"	"16"	102	2490477	4.1
	"1999"	"1999"	"17 years"	"17"	93	2493695	3.7
	"1999"	"1999"	"18 years"	"18"	87	2454426	3.5
	"1999"	"1999"	"19 years"	"19"	109	2505730	4.4
	"1999"	"1999"	"20 years"	"20"	139	2398857	5.8
	"1999"	"1999"	"21 years"	"21"	111	2306761	4.8
	"1999"	"1999"	"22 years"	"22"	111	2278596	4.9
	"1999"	"1999"	"23 years"	"23"	118	2209854	5.3
	"1999"	"1999"	"24 years"	"24"	135	2272395	5.9
	"1999"	"1999"	"25 years"	"25"	134	2276246	5.9
	"1999"	"1999"	"26 years"	"26"	159	2286465	7.0
	"1999"	"1999"	"27 years"	"27"	172	2438862	7.1
	"1999"	"1999"	"28 years"	"28"	193	2578586	7.5
	"1999"	"1999"	"29 years"	"29"	234	2613322	9.0
