"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	46	2376596	1.9
	"1999"	"1999"	"1 year"	"1"	49	2364992	2.1
	"1999"	"1999"	"2 years"	"2"	65	2366675	2.7
	"1999"	"1999"	"3 years"	"3"	57	2407471	2.4
	"1999"	"1999"	"4 years"	"4"	82	2483304	3.3
	"1999"	"1999"	"5 years"	"5"	81	2510903	3.2
	"1999"	"1999"	"6 years"	"6"	77	2537092	3.0
	"1999"	"1999"	"7 years"	"7"	61	2614745	2.3
	"1999"	"1999"	"8 years"	"8"	60	2614819	2.3
	"1999"	"1999"	"9 years"	"9"	58	2634736	2.2
	"1999"	"1999"	"10 years"	"10"	68	2582180	2.6
	"1999"	"1999"	"11 years"	"11"	54	2515479	2.1
	"1999"	"1999"	"12 years"	"12"	65	2497272	2.6
	"1999"	"1999"	"13 years"	"13"	58	2487353	2.3
	"1999"	"1999"	"14 years"	"14"	66	2487503	2.7
	"1999"	"1999"	"15 years"	"15"	83	2437592	3.4
	"1999"	"1999"	"16 years"	"16"	102	2490483	4.1
	"1999"	"1999"	"17 years"	"17"	92	2493881	3.7
	"1999"	"1999"	"18 years"	"18"	87	2454902	3.5
	"1999"	"1999"	"19 years"	"19"	109	2506631	4.3
	"1999"	"1999"	"20 years"	"20"	139	2399463	5.8
	"1999"	"1999"	"21 years"	"21"	112	2307771	4.9
	"1999"	"1999"	"22 years"	"22"	111	2280243	4.9
	"1999"	"1999"	"23 years"	"23"	116	2212013	5.2
	"1999"	"1999"	"24 years"	"24"	134	2275388	5.9
	"1999"	"1999"	"25 years"	"25"	132	2279872	5.8
	"1999"	"1999"	"26 years"	"26"	158	2290260	6.9
	"1999"	"1999"	"27 years"	"27"	172	2443972	7.0
	"1999"	"1999"	"28 years"	"28"	192	2584054	7.4
	"1999"	"1999"	"29 years"	"29"	234	2619136	8.9
	"1999"	"1999"	"30 years"	"30"	233	2645229	8.8
