"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	46	2371684	1.9
	"1999"	"1999"	"1 year"	"1"	49	2360422	2.1
	"1999"	"1999"	"2 years"	"2"	65	2362321	2.8
	"1999"	"1999"	"3 years"	"3"	57	2403195	2.4
	"1999"	"1999"	"4 years"	"4"	82	2479014	3.3
	"1999"	"1999"	"5 years"	"5"	82	2506646	3.3
	"1999"	"1999"	"6 years"	"6"	77	2532805	3.0
	"1999"	"1999"	"7 years"	"7"	62	2610558	2.4
	"1999"	"1999"	"8 years"	"8"	60	2610517	2.3
	"1999"	"1999"	"9 years"	"9"	58	2630465	2.2
	"1999"	"1999"	"10 years"	"10"	67	2578224	2.6
	"1999"	"1999"	"11 years"	"11"	55	2511795	2.2
	"1999"	"1999"	"12 years"	"12"	67	2493425	2.7
	"1999"	"1999"	"13 years"	"13"	58	2483941	2.3
	"1999"	"1999"	"14 years"	"14"	66	2484231	2.7
	"1999"	"1999"	"15 years"	"15"	82	2434129	3.4
	"1999"	"1999"	"16 years"	"16"	102	2487245	4.1
	"1999"	"1999"	"17 years"	"17"	92	2490520	3.7
	"1999"	"1999"	"18 years"	"18"	87	2452682	3.5
	"1999"	"1999"	"19 years"	"19"	109	2505103	4.4
	"1999"	"1999"	"20 years"	"20"	138	2397711	5.8
	"1999"	"1999"	"21 years"	"21"	112	2305846	4.9
	"1999"	"1999"	"22 years"	"22"	111	2277281	4.9
	"1999"	"1999"	"23 years"	"23"	116	2207899	5.3
	"1999"	"1999"	"24 years"	"24"	134	2270097	5.9
	"1999"	"1999"	"25 years"	"25"	132	2274249	5.8
	"1999"	"1999"	"26 years"	"26"	160	2284316	7.0
	"1999"	"1999"	"27 years"	"27"	172	2437111	7.1
	"1999"	"1999"	"28 years"	"28"	191	2576824	7.4
	"1999"	"1999"	"29 years"	"29"	235	2611597	9.0
	"1999"	"1999"	"30 years"	"30"	233	2638402	8.8
	"1999"	"1999"	"31 years"	"31"	271	2481940	10.9
	"1999"	"1999"	"32 years"	"32"	309	2547644	12.1
	"1999"	"1999"	"33 years"	"33"	333	2564083	13.0
	"1999"	"1999"	"34 years"	"34"	412	2728030	15.1
	"1999"	"1999"	"35 years"	"35"	508	2869543	17.7
	"1999"	"1999"	"36 years"	"36"	530	2827880	18.7
	"1999"	"1999"	"37 years"	"37"	663	2847708	23.3
	"1999"	"1999"	"38 years"	"38"	821	2818355	29.1
	"1999"	"1999"	"39 years"	"39"	856	2861613	29.9
