"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	47	2382980	2.0
	"1999"	"1999"	"1 year"	"1"	49	2372557	2.1
	"1999"	"1999"	"2 years"	"2"	66	2374701	2.8
	"1999"	"1999"	"3 years"	"3"	60	2415604	2.5
	"1999"	"1999"	"4 years"	"4"	82	2491991	3.3
	"1999"	"1999"	"5 years"	"5"	81	2520235	3.2
	"1999"	"1999"	"6 years"	"6"	78	2547339	3.1
	"1999"	"1999"	"7 years"	"7"	61	2624885	2.3
	"1999"	"1999"	"8 years"	"8"	60	2625201	2.3
	"1999"	"1999"	"9 years"	"9"	58	2644970	2.2
	"1999"	"1999"	"10 years"	"10"	68	2592883	2.6
	"1999"	"1999"	"11 years"	"11"	54	2526048	2.1
	"1999"	"1999"	"12 years"	"12"	65	2507852	2.6
	"1999"	"1999"	"13 years"	"13"	58	2498283	2.3
	"1999"	"1999"	"14 years"	"14"	66	2499055	2.6
	"1999"	"1999"	"15 years"	"15"	82	2448671	3.3
	"1999"	"1999"	"16 years"	"16"	102	2502185	4.1
	"1999"	"1999"	"17 years"	"17"	94	2505537	3.8
	"1999"	"1999"	"18 years"	"18"	87	2465101	3.5
	"1999"	"1999"	"19 years"	"19"	110	2515528	4.4
	"1999"	"1999"	"20 years"	"20"	140	2407367	5.8
	"1999"	"1999"	"21 years"	"21"	111	2315321	4.8
	"1999"	"1999"	"22 years"	"22"	111	2287142	4.9
	"1999"	"1999"	"23 years"	"23"	120	2218860	5.4
	"1999"	"1999"	"24 years"	"24"	134	2281770	5.9
	"1999"	"1999"	"25 years"	"25"	132	2285572	5.8
	"1999"	"1999"	"26 years"	"26"	159	2295571	6.9
	"1999"	"1999"	"27 years"	"27"	173	2449335	7.1
	"1999"	"1999"	"28 years"	"28"	191	2588929	7.4
	"1999"	"1999"	"29 years"	"29"	236	2623824	9.0
	"1999"	"1999"	"30 years"	"30"	235	2650276	8.9
	"1999"	"1999"	"31 years"	"31"	274	2493302	11.0
	"1999"	"1999"	"32 years"	"32"	310	2559763	12.1
	"1999"	"1999"	"33 years"	"33"	334	2576249	13.0
	"1999"	"1999"	"34 years"	"34"	410	2741718	15.0
	"1999"	"1999"	"35 years"	"35"	510	2884499	17.7
	"1999"	"1999"	"36 years"	"36"	534	2842433	18.8
	"1999"	"1999"	"37 years"	"37"	666	2862800	23.3
	"1999"	"1999"	"38 years"	"38"	826	2833539	29.2
	"1999"	"1999"	"39 years"	"39"	860	2877729	29.9
	"1999"	"1999"	"40 years"	"40"	971	2907406	33.4
	"1999"	"1999"	"41 years"	"41"	1183	2768449	42.7
	"1999"	"1999"	"42 years"	"42"	1239	2789484	44.4
	"1999"	"1999"	"43 years"	"43"	1442	2667114	54.1
	"1999"	"1999"	"44 years"	"44"	1672	2636242	63.4
	"1999"	"1999"	"45 years"	"45"	1796	2623368	68.5
	"1999"	"1999"	"46 years"	"46"	2015	2470299	81.6
	"1999"	"1999"	"47 years"	"47"	2132	2431778	87.7
	"1999"	"1999"	"48 years"	"48"	2362	2290595	103.1
	"1999"	"1999"	"49 years"	"49"	2565	2319429	110.6
	"1999"	"1999"	"50 years"	"50"	2883	2316166	124.5
	"1999"	"1999"	"51 years"	"51"	3244	2207822	146.9
	"1999"	"1999"	"52 years"	"52"	3675	2372083	154.9
	"1999"	"1999"	"53 years"	"53"	3260	1712722	190.3
	"1999"	"1999"	"54 years"	"54"	3596	1781345	201.9
	"1999"	"1999"	"55 years"	"55"	4058	1740954	233.1
	"1999"	"1999"	"56 years"	"56"	4505	1779018	253.2
	"1999"	"1999"	"57 years"	"57"	4454	1543429	288.6
	"1999"	"1999"	"58 years"	"58"	4563	1454528	313.7
	"1999"	"1999"	"59 years"	"59"	4825	1389482	347.3
	"1999"	"1999"	"60 years"	"60"	5048	1382395	365.2
	"1999"	"1999"	"61 years"	"61"	5537	1299080	426.2
	"1999"	"1999"	"62 years"	"62"	5713	1236175	462.2
	"1999"	"1999"	"63 years"	"63"	6002	1222971	490.8
	"1999"	"1999"	"64 years"	"64"	6698	1223226	547.6
	"1999"	"1999"	"65 years"	"65"	6750	1131607	596.5
	"1999"	"1999"	"66 years"	"66"	7057	1122341	628.8
	"1999"	"1999"	"67 years"	"67"	7489	1130652	662.4
	"1999"	"1999"	"68 years"	"68"	8299	1132243	733.0
	"1999"	"1999"	"69 years"	"69"	8856	1119564	791.0
