GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",12509,1148,6369,847,432,486,2016,1439,1941,1158,321,196,991,630,309,412,218,275,141,176,6140,758,241,268,521,380,1684,963,207,257,916,726,404,461,1424,989,743,492
0500000US01015,01015,"Calhoun County, Alabama",14862,832,6751,585,106,93,776,399,2495,822,253,211,2175,842,406,338,207,214,333,227,8111,570,271,187,511,456,2579,647,446,379,2352,809,216,255,647,379,1089,544
0500000US01051,01051,"Elmore County, Alabama",10953,1034,5786,456,270,203,1738,694,1590,547,288,178,957,484,421,350,415,237,107,142,5167,1034,82,145,780,450,1403,956,33,65,1315,605,865,751,445,353,244,211
0500000US01055,01055,"Etowah County, Alabama",10358,626,4402,342,96,147,455,389,1620,577,320,314,1125,611,139,185,506,438,141,172,5956,421,269,255,1424,679,1084,485,51,90,1099,632,405,346,971,812,653,518
0500000US01069,01069,"Houston County, Alabama",17517,148,7635,92,488,171,1293,300,2575,441,497,222,1485,295,657,261,412,190,228,126,9882,110,426,155,1383,286,2585,434,196,108,2564,403,1000,293,1018,296,710,215
0500000US01073,01073,"Jefferson County, Alabama",184514,1020,79684,642,2377,763,9655,1877,26409,2714,4019,1167,19343,2237,6810,1511,8804,1521,2267,767,104830,579,2456,877,9710,1490,25319,2291,2536,755,28828,2547,13580,2309,15207,1828,7194,1345
0500000US01081,01081,"Lee County, Alabama",21973,1177,9139,498,441,346,1058,551,3311,884,496,472,1957,758,979,669,545,416,352,285,12834,1127,235,232,1561,789,3389,1054,319,262,3728,1352,1688,789,1063,813,851,506
0500000US01083,01083,"Limestone County, Alabama",8926,677,4913,510,776,481,618,414,663,456,201,136,1061,640,338,235,1209,1136,47,86,4013,508,257,202,388,282,961,660,50,88,396,394,565,490,924,621,472,336
0500000US01089,01089,"Madison County, Alabama",55185,907,25030,465,347,223,2235,858,5211,1118,1339,492,7281,1513,1085,560,3726,1098,3806,1328,30155,667,808,311,3321,1609,3955,1191,1427,734,8501,1517,2295,799,5250,1076,4598,1154
0500000US01097,01097,"Mobile County, Alabama",91877,750,39916,349,2451,748,4475,1064,16101,1959,2070,649,8458,1405,2692,837,2418,884,1251,473,51961,646,1431,646,4221,1204,13820,1600,2221,686,12476,1660,6012,1170,7429,1566,4351,859
0500000US01101,01101,"Montgomery County, Alabama",83125,627,36397,236,3032,1136,4862,1130,8979,1589,3560,1160,7413,1472,2614,930,3554,1109,2383,822,46728,572,1735,634,5943,1654,10636,1716,2519,948,10231,1894,3475,966,7790,1370,4399,1082
0500000US01103,01103,"Morgan County, Alabama",9388,761,4555,515,183,186,433,339,2058,500,221,257,939,488,350,306,295,268,76,97,4833,523,283,312,890,573,1062,696,53,93,1120,618,773,557,570,450,82,110
0500000US01117,01117,"Shelby County, Alabama",16686,896,7149,575,85,109,932,619,1559,592,570,570,1311,761,538,385,1720,748,434,319,9537,688,67,126,302,261,2011,755,103,171,2361,856,1287,780,2167,765,1239,512
0500000US01121,01121,"Talladega County, Alabama",17845,1168,8288,822,227,297,1131,510,2910,965,177,117,1941,823,1336,775,261,267,305,309,9557,658,507,365,1253,635,2267,883,639,514,2368,1070,1369,787,667,447,487,365
0500000US01125,01125,"Tuscaloosa County, Alabama",39214,441,17075,384,992,612,1872,755,6049,1311,987,604,2911,875,906,562,2905,920,453,323,22139,169,1069,787,1839,801,5553,1244,700,355,6130,1620,1552,587,2715,788,2581,904
0500000US02020,02020,"Anchorage Municipality, Alaska",9829,848,5483,735,287,265,314,304,1700,748,431,456,1077,495,883,759,651,443,140,171,4346,464,372,294,91,116,1148,820,142,232,1071,611,560,433,698,549,264,218
0500000US04013,04013,"Maricopa County, Arizona",144741,2802,72277,1571,2229,1014,3683,1024,18026,2663,2681,874,22595,2364,5977,1398,10902,2013,6184,1344,72464,2047,2173,829,3770,990,16128,1976,2114,845,21083,2572,8852,2086,11147,1977,7197,1427
0500000US04019,04019,"Pima County, Arizona",22597,910,12760,544,203,209,878,521,2168,765,741,459,3987,979,852,553,2479,839,1452,612,9837,590,285,231,720,521,1192,605,307,300,3203,887,1161,649,1260,641,1709,616
0500000US04021,04021,"Pinal County, Arizona",13372,955,7638,592,103,113,1317,480,1952,863,636,363,1982,679,785,591,681,487,182,221,5734,644,306,459,660,565,1694,814,285,257,1814,874,0,208,805,755,170,258
0500000US05045,05045,"Faulkner County, Arkansas",8295,453,4030,352,78,111,236,230,1289,626,439,411,199,224,281,321,998,600,510,463,4265,360,0,201,141,140,1041,521,129,225,753,415,1056,643,388,291,757,578
0500000US05069,05069,"Jefferson County, Arkansas",24216,873,11292,397,359,301,1863,562,3827,840,1044,463,2256,581,494,418,1069,388,380,301,12924,528,373,263,1253,454,3867,777,421,305,3624,807,279,198,1652,452,1455,678
0500000US05119,05119,"Pulaski County, Arkansas",87756,1725,37837,1096,421,291,4136,1237,13068,1940,1444,669,9045,1866,1953,805,4128,1258,3642,1730,49919,841,976,373,4739,1531,11581,1966,1475,703,14545,1892,4477,1150,6915,1456,5211,1213
0500000US05125,05125,"Saline County, Arkansas",5052,476,2396,419,0,201,90,141,896,615,0,201,451,355,472,359,259,252,228,305,2656,510,91,143,248,203,302,289,164,200,749,370,386,315,376,264,340,307
0500000US06001,06001,"Alameda County, California",125465,2231,57629,1254,1377,628,4644,1197,13736,1958,1852,689,15253,1972,5103,1341,9629,1962,6035,1186,67836,1395,2068,691,4818,1107,13497,1809,1378,688,19932,2291,5939,1296,10093,1403,10111,1518
0500000US06013,06013,"Contra Costa County, California",64109,2774,27934,1988,991,511,2417,730,5554,1379,2119,995,8395,1680,2610,1053,4248,1361,1600,607,36175,1524,953,684,3052,1164,6816,1502,662,440,10023,1657,3539,1316,4768,1033,6362,1767
0500000US06019,06019,"Fresno County, California",28607,811,14265,509,611,453,1514,550,2992,1012,705,323,3725,884,1768,821,2254,789,696,519,14342,596,490,264,1580,680,2432,708,983,535,4481,1014,2559,978,1477,860,340,255
0500000US06029,06029,"Kern County, California",28589,1163,15761,876,1002,501,2682,828,4159,810,947,515,4219,921,976,447,1192,591,584,401,12828,571,421,297,1301,535,3301,1054,641,556,3701,1123,1352,776,1137,575,974,529
0500000US06037,06037,"Los Angeles County, California",584575,3475,267644,2339,7692,1428,21697,2406,60252,4740,7928,1748,79395,4185,25605,3149,45977,4113,19098,2362,316931,2692,9111,1715,22526,2119,62106,4321,4427,1091,95496,4842,31632,2945,59327,4773,32306,2567
0500000US06047,06047,"Merced County, California",6186,587,3279,467,22,52,245,219,817,376,354,161,695,506,322,233,652,401,172,286,2907,301,87,86,370,287,594,303,7,16,1160,502,168,197,239,245,282,271
0500000US06053,06053,"Monterey County, California",8330,901,5383,692,102,79,620,227,1723,793,182,146,1329,431,336,262,933,419,158,162,2947,362,0,210,173,169,870,507,0,210,698,449,541,388,268,221,397,340
0500000US06059,06059,"Orange County, California",39235,1475,20617,1037,482,310,786,489,4934,997,493,352,4599,1217,2378,663,5005,1173,1940,732,18618,847,523,347,1056,593,3341,1001,234,233,3921,1001,2588,712,3390,826,3565,1062
0500000US06065,06065,"Riverside County, California",102539,2089,49900,1569,487,336,3704,1022,11933,1901,1607,878,14256,2276,6588,1408,7527,1654,3798,998,52639,1069,788,389,2706,910,10583,1876,911,493,18011,2567,4961,1166,8644,2041,6035,1414
0500000US06067,06067,"Sacramento County, California",97476,2113,46778,1149,821,449,3887,1128,11527,2033,1464,518,15597,1979,4366,1076,6785,1535,2331,916,50698,1632,1008,634,3818,971,10213,1695,1324,650,15987,1908,6526,1651,7704,1308,4118,877
0500000US06071,06071,"San Bernardino County, California",111123,2898,52193,1654,1289,617,5181,1170,14189,2127,1727,589,15385,2081,4486,1270,6089,1410,3847,1074,58930,1912,948,499,4199,1024,13310,1947,1351,637,18070,2444,7339,1863,8698,1678,5015,1155
0500000US06073,06073,"San Diego County, California",109119,2845,58948,2012,1871,856,2314,895,12946,2243,2192,856,18506,2394,6126,1317,10053,1638,4940,1603,50171,1660,2245,829,2895,1037,9211,1686,1120,517,15983,1967,5772,1436,8231,1609,4714,1274
