GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US01003,01003,"Baldwin County, Alabama",11213,1463,29113,2297,48327,3075,78228,4157,147124,9058,227708,24641
0500000US01015,01015,"Calhoun County, Alabama",8817,1635,22677,2365,38996,2754,60479,3688,127116,10835,204367,30835
0500000US01043,01043,"Cullman County, Alabama",9224,1207,23033,2641,37095,2304,56056,4268,117634,18360,210305,63980
0500000US01049,01049,"DeKalb County, Alabama",9743,1588,24290,2848,38350,2427,55602,4033,107498,12076,168362,36146
0500000US01051,01051,"Elmore County, Alabama",13917,2954,35161,3566,53989,4393,77523,6528,130181,8926,173230,17037
0500000US01055,01055,"Etowah County, Alabama",9547,1101,20804,1729,35006,3323,57881,3715,114179,10133,191973,31431
0500000US01069,01069,"Houston County, Alabama",9418,620,23690,1352,40532,2116,66961,3531,154539,11168,271426,31726
0500000US01073,01073,"Jefferson County, Alabama",8471,560,25602,1198,44573,1655,73474,2457,167670,7059,305256,24131
0500000US01077,01077,"Lauderdale County, Alabama",8288,1267,22417,2293,42550,3987,67582,4869,137420,12080,214954,29351
0500000US01081,01081,"Lee County, Alabama",6315,1390,23132,2104,44825,3491,74021,4435,138752,8519,208483,13173
0500000US01083,01083,"Limestone County, Alabama",11878,1584,29225,3412,48524,4567,81029,6405,158431,15380,251403,38520
0500000US01089,01089,"Madison County, Alabama",11947,1205,33081,1781,56916,1971,90032,2638,179796,10034,295807,30816
0500000US01095,01095,"Marshall County, Alabama",9797,1290,21847,1685,36206,3042,62301,5038,131380,15811,223251,48793
0500000US01097,01097,"Mobile County, Alabama",7840,685,22109,1221,40072,2018,63695,2311,137655,10708,237792,36792
0500000US01101,01101,"Montgomery County, Alabama",8382,1155,23719,1950,42655,2332,67571,2763,152661,14386,271969,47407
0500000US01103,01103,"Morgan County, Alabama",9707,1561,24342,2256,43460,3095,69568,4031,134158,10701,212221,29832
0500000US01115,01115,"St. Clair County, Alabama",10388,2212,28635,3998,51698,4865,74645,5346,139208,21306,230880,69029
0500000US01117,01117,"Shelby County, Alabama",16292,1511,38316,2886,65289,3827,93253,3521,203256,23094,370656,84048
0500000US01121,01121,"Talladega County, Alabama",7933,1294,18503,1759,32589,3462,53760,4352,111082,15461,176984,44735
0500000US01125,01125,"Tuscaloosa County, Alabama",7919,1042,23148,2134,41755,2661,69530,3956,145077,10541,237717,34001
0500000US01127,01127,"Walker County, Alabama",8549,1687,21577,2929,36631,3723,58922,5238,128149,19089,226568,55874
0500000US02020,02020,"Anchorage Municipality, Alaska",18863,1912,45854,2960,73555,3414,110735,4570,212271,12271,340339,36646
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",17552,2909,40364,4396,65255,4907,95280,8874,199229,33968,355851,124037
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",16046,1371,41197,3430,68364,3183,101626,5079,186167,10155,280146,25195
0500000US04001,04001,"Apache County, Arizona",5156,910,17595,2398,33198,2786,50740,4611,102825,7650,152411,16823
0500000US04003,04003,"Cochise County, Arizona",9023,1330,25013,2572,42622,3452,67196,5044,143004,17997,240708,59955
0500000US04005,04005,"Coconino County, Arizona",8875,1219,25801,2664,45582,3676,72694,5407,160363,15931,278281,42778
