GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US01003,01003,"Baldwin County, Alabama",12911,1455,29677,2632,48896,3190,73600,4401,145764,10226,233835,23501
0500000US01015,01015,"Calhoun County, Alabama",6805,1233,19674,2217,36761,2686,59491,4421,121605,10821,196393,27129
0500000US01043,01043,"Cullman County, Alabama",9150,1279,22726,2316,37130,3857,61305,5135,114814,9906,170117,19907
0500000US01049,01049,"DeKalb County, Alabama",8249,1671,17626,2295,32504,4034,51233,4511,105849,16537,184906,52383
0500000US01051,01051,"Elmore County, Alabama",11891,2644,30723,3373,49875,4318,79227,5904,141024,11179,214235,32708
0500000US01055,01055,"Etowah County, Alabama",9893,1431,24515,2019,39316,2743,63007,4557,116341,7505,169131,17282
0500000US01069,01069,"Houston County, Alabama",8820,733,22613,1424,38590,1886,64399,2713,138552,9856,245970,33182
0500000US01073,01073,"Jefferson County, Alabama",9645,678,25719,1196,43668,1519,68732,2056,165215,9862,313541,35002
0500000US01077,01077,"Lauderdale County, Alabama",9541,1283,23369,2235,39430,3509,60854,3864,114821,8531,174837,20903
0500000US01081,01081,"Lee County, Alabama",7383,933,20623,1989,37205,2903,60554,4095,136583,15567,243882,59038
0500000US01083,01083,"Limestone County, Alabama",12122,2038,29256,3123,46021,3349,71408,5574,144806,13389,224436,34889
0500000US01089,01089,"Madison County, Alabama",13599,1137,34385,1873,57757,2756,91743,3267,182072,10903,306548,35657
0500000US01095,01095,"Marshall County, Alabama",8010,1101,18549,2321,36378,3352,56508,3041,109633,8714,165176,19558
0500000US01097,01097,"Mobile County, Alabama",8733,777,23130,1237,40257,1640,62016,2047,129431,7231,227245,23829
0500000US01101,01101,"Montgomery County, Alabama",10257,1112,25576,1965,41975,2136,66807,3245,138198,11795,235400,39867
0500000US01103,01103,"Morgan County, Alabama",9246,1323,23442,2042,39586,2498,64980,4001,128383,10551,193843,23569
0500000US01115,01115,"St. Clair County, Alabama",10565,1778,26186,3234,41779,3867,64769,6154,123992,13229,182536,19447
0500000US01117,01117,"Shelby County, Alabama",19423,1756,40918,2168,64741,2423,97060,4414,202994,15438,341821,46945
0500000US01121,01121,"Talladega County, Alabama",6910,1636,20871,2591,36865,3615,58946,6170,120705,13829,179546,26100
0500000US01125,01125,"Tuscaloosa County, Alabama",6975,1107,22903,2086,41511,2593,64242,3458,142056,13261,248566,41164
0500000US01127,01127,"Walker County, Alabama",9725,1268,21966,1995,36292,2922,57537,4710,108167,15306,170245,54480
0500000US02020,02020,"Anchorage Municipality, Alaska",20303,2236,47079,2653,72249,2746,103244,3434,200233,16822,330034,58697
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",17388,3348,44417,4692,71202,6130,100323,6515,177326,17954,280843,54496
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",17405,2725,43252,3656,71078,5126,99602,4805,164305,10585,239159,27253
0500000US04001,04001,"Apache County, Arizona",4549,1206,14116,2176,26812,3699,46101,4140,104276,17487,179395,54116
0500000US04003,04003,"Cochise County, Arizona",10439,1714,27728,2390,46329,3779,73054,4954,134506,9686,195959,23184
0500000US04005,04005,"Coconino County, Arizona",10191,1959,30503,3413,50848,3481,75783,4121,145303,15005,232056,53757
