GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US01003,01003,"Baldwin County, Alabama",11888,1491,30000,2248,47677,2682,71193,3975,163272,17604,283247,58037
0500000US01015,01015,"Calhoun County, Alabama",7105,1320,19269,2004,36497,3395,61869,5036,115752,9012,172772,20430
0500000US01043,01043,"Cullman County, Alabama",7315,1890,20641,2307,34976,3912,53153,6532,121159,15352,203448,41424
0500000US01049,01049,"DeKalb County, Alabama",9944,1615,22913,2474,35973,3220,54559,4165,126768,32803,244368,117258
0500000US01051,01051,"Elmore County, Alabama",15008,2238,33123,2756,53062,4438,78919,5927,145383,13100,227338,32013
0500000US01055,01055,"Etowah County, Alabama",8961,1426,21756,2149,35259,2829,52072,4031,114161,13099,200378,41891
0500000US01069,01069,"Houston County, Alabama",9170,862,22993,1505,38868,2089,62734,3201,127569,7316,206936,23570
0500000US01073,01073,"Jefferson County, Alabama",9093,565,24591,900,41897,1220,67913,2096,157740,6679,275163,20728
0500000US01077,01077,"Lauderdale County, Alabama",7590,1330,21743,2756,38644,3132,63709,4399,125638,12472,204378,44100
0500000US01081,01081,"Lee County, Alabama",7489,877,21010,1721,38664,2939,65813,4326,135092,10814,216279,36884
0500000US01083,01083,"Limestone County, Alabama",13010,2364,32249,3145,50298,3848,78272,5524,152237,18508,254014,66141
0500000US01089,01089,"Madison County, Alabama",11126,1047,30766,1569,53902,2461,88590,3678,188522,10382,315165,27219
0500000US01095,01095,"Marshall County, Alabama",9481,1277,22736,1803,38376,3073,60269,5552,119309,10780,181313,23427
0500000US01097,01097,"Mobile County, Alabama",7771,840,22869,1217,40340,1824,62496,2258,139542,7714,236571,22832
