GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US01003,01003,"Baldwin County, Alabama",11657,1688,28271,2405,45854,3274,72439,5066,167136,17294,293864,42483
0500000US01015,01015,"Calhoun County, Alabama",7227,1415,22033,2292,36612,2279,57107,3190,121867,16075,212555,58597
0500000US01043,01043,"Cullman County, Alabama",8380,1871,24742,3169,39948,3105,62492,6163,129942,10624,213780,30134
0500000US01049,01049,"DeKalb County, Alabama",10492,1813,24494,3381,40699,4330,59330,5739,102902,9520,150344,23215
0500000US01051,01051,"Elmore County, Alabama",12501,2557,31344,3137,50752,4368,75819,5565,142253,23292,245509,85005
0500000US01055,01055,"Etowah County, Alabama",9486,1120,22373,1586,39147,3480,62095,3810,116926,9747,179915,30376
0500000US01069,01069,"Houston County, Alabama",9199,722,23549,1274,39303,1918,63361,2816,135457,7360,238584,23497
0500000US01073,01073,"Jefferson County, Alabama",9232,592,25829,1038,45181,1327,74011,2152,179409,10173,335171,34048
0500000US01077,01077,"Lauderdale County, Alabama",9661,1430,26069,2514,44015,2918,64296,4523,134409,16503,228035,52700
0500000US01081,01081,"Lee County, Alabama",7924,1077,24633,2725,45884,4046,78775,6383,166269,19458,299885,61989
0500000US01083,01083,"Limestone County, Alabama",10559,2079,28252,2926,47841,4630,77712,6279,157600,25418,261840,83238
0500000US01089,01089,"Madison County, Alabama",13062,1161,33969,1694,58193,2434,93489,3480,193596,13024,342375,42085
0500000US01095,01095,"Marshall County, Alabama",9675,1543,23117,1580,37870,3770,60291,3616,134148,17297,236597,53459
0500000US01097,01097,"Mobile County, Alabama",8613,818,23876,1363,43044,1817,67791,2722,136335,6673,218725,20536
0500000US01101,01101,"Montgomery County, Alabama",8431,1067,25494,1879,45338,2538,75110,3644,160823,11649,277839,34390
0500000US01103,01103,"Morgan County, Alabama",9303,1772,25429,2804,43737,3930,67916,4510,143573,17919,243612,56044
0500000US01115,01115,"St. Clair County, Alabama",12995,2848,33492,4052,53587,4479,78173,6282,154177,20267,256375,53891
0500000US01117,01117,"Shelby County, Alabama",17796,1837,42092,2522,68589,2879,101972,4146,200513,14860,333664,52620
0500000US01121,01121,"Talladega County, Alabama",9472,2067,24433,2489,37472,3367,60296,7016,133481,18896,225848,57317
0500000US01125,01125,"Tuscaloosa County, Alabama",9707,1200,27328,2048,46382,2577,71658,3254,143794,14314,242052,51159
0500000US01127,01127,"Walker County, Alabama",9298,1303,20649,2670,35846,4578,56184,4283,116577,12435,182116,28740
0500000US02020,02020,"Anchorage Municipality, Alaska",24106,2040,52640,2397,80034,3173,116682,4769,224492,14006,374728,46997
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",17243,3065,42562,5746,68773,5900,100627,8897,182532,24913,281809,79255
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",16091,2228,45108,3137,71727,3411,102293,4532,184004,13223,280303,43265
