SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED,GRADS,ACADEMIC,CAREER,NONDUP,EL,BONUS,TRANSITIONRATE,TRANRATEWBONUS
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,LEP,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ACD,Y,6,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,LUP,N,43,5,24,24,0,3,55.8,57.6
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,MIG,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,MIL,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,SXF,N,38,11,28,28,0,1,73.7,74.3
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,SXM,N,43,13,23,27,0,3,62.8,64.5
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,TST,N,81,24,51,55,0,4,67.9,69.1
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,LEN,N,81,24,51,55,0,4,67.9,69.1
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,HOM,N,14,2,6,6,0,2,42.9,46.4
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,FOS,Y,1,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ETW,Y,79,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ETP,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ETO,Y,1,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ETI,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ETH,Y,1,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ETB,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ETA,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ELN,N,81,24,51,55,0,4,67.9,69.1
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ELM,Y,0,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,CSG,Y,8,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ALT,Y,1,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,ACO,Y,75,,,,,,,
20182019,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,WKEC,908,LUN,N,38,19,27,31,0,1,81.6,82.2
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,SXM,N,27,7,13,17,0,3,63,65.7
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,TST,N,58,27,35,42,0,3,72.4,73.7
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,MIL,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,MIG,Y,1,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,LUP,N,41,16,25,29,0,3,70.7,72.6
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,LUN,N,17,11,10,13,0,0,76.5,76.5
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,LEP,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,LEN,N,58,27,35,42,0,3,72.4,73.7
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,HOM,Y,8,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,FOS,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ETW,Y,55,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ETP,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ETO,Y,2,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ETI,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ETH,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ETB,Y,1,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ETA,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ELN,N,58,27,35,42,0,3,72.4,73.7
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ELM,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,CSG,Y,5,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ALT,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ACO,Y,56,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,ACD,Y,2,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,SXF,N,31,20,22,25,0,0,80.6,80.6
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,TST,N,58,27,35,42,0,3,72.4,73.7
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,SXM,N,27,7,13,17,0,3,63,65.7
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,SXF,N,31,20,22,25,0,0,80.6,80.6
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,MIL,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,MIG,Y,1,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,LUP,N,41,16,25,29,0,3,70.7,72.6
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,LUN,N,17,11,10,13,0,0,76.5,76.5
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,LEP,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,LEN,N,58,27,35,42,0,3,72.4,73.7
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,HOM,Y,8,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,FOS,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ETW,Y,55,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ETP,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ETO,Y,2,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ETI,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ETH,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ETB,Y,1,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ETA,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ELN,N,58,27,35,42,0,3,72.4,73.7
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ELM,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,CSG,Y,5,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ALT,Y,0,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ACD,Y,2,,,,,,,
20182019,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,GRREC,902,ACO,Y,56,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ACD,N,10,0,0,0,0,0,0,0
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,TST,N,125,56,43,78,1,0,62.4,62.4
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ALT,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,CSG,N,62,16,23,33,1,0,53.2,53.2
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ELM,Y,2,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ELN,Y,123,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ETA,Y,1,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ETB,N,26,4,8,11,0,0,42.3,42.3
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ETH,N,12,4,5,8,0,0,66.7,66.7
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ETI,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ETO,N,17,8,10,14,1,0,82.4,82.4
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ETP,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ETW,N,69,39,20,44,0,0,63.8,63.8
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,FOS,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,HOM,Y,4,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,LEN,N,125,56,43,78,1,0,62.4,62.4
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,LEP,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,LUN,N,49,30,16,37,1,0,75.5,75.5
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,LUP,N,76,26,27,41,0,0,53.9,53.9
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,MIG,Y,1,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,MIL,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,SXF,N,57,28,16,40,1,0,70.2,70.2
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,SXM,N,68,28,27,38,0,0,55.9,55.9
20182019,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,ACO,N,115,56,43,78,1,0,67.8,67.8
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,LEP,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,LUN,N,49,30,16,37,1,0,75.5,75.5
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,LUP,N,76,26,27,41,0,0,53.9,53.9
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,MIG,Y,1,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,MIL,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,SXF,N,57,28,16,40,1,0,70.2,70.2
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,SXM,N,68,28,27,38,0,0,55.9,55.9
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,TST,N,125,56,43,78,1,0,62.4,62.4
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ACD,N,10,0,0,0,0,0,0,0
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ACO,N,115,56,43,78,1,0,67.8,67.8
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ALT,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,CSG,N,62,16,23,33,1,0,53.2,53.2
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ELM,Y,2,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ELN,Y,123,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ETA,Y,1,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ETB,N,26,4,8,11,0,0,42.3,42.3
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ETH,N,12,4,5,8,0,0,66.7,66.7
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ETI,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ETO,N,17,8,10,14,1,0,82.4,82.4
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ETP,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,ETW,N,69,39,20,44,0,0,63.8,63.8
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,FOS,Y,0,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,HOM,Y,4,,,,,,,
20182019,011,BOYLE,143,Danville Independent,,---District Total---,143,,,CKEC,901,LEN,N,125,56,43,78,1,0,62.4,62.4
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ACD,N,28,1,4,6,1,0,21.4,21.4
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,TST,N,334,154,87,179,1,1,53.6,53.7
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ALT,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,CSG,N,97,8,7,14,1,0,14.4,14.4
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ELM,N,44,0,0,1,1,0,2.3,2.3
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ELN,N,290,154,87,178,0,1,61.4,61.5
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ETA,N,37,1,0,1,0,0,2.7,2.7
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ETB,N,15,3,1,3,0,0,20,20
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ETH,N,17,2,1,3,1,0,17.6,17.6
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ETI,Y,1,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ETO,Y,6,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ETP,Y,4,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ETW,N,254,146,84,169,0,1,66.5,66.6
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,FOS,Y,2,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,HOM,Y,1,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,LEN,N,290,154,87,178,0,1,61.4,61.5
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,LEP,N,44,0,0,1,1,0,2.3,2.3
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,LUN,N,172,113,64,129,0,1,75,75.1
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,LUP,N,162,41,23,50,1,0,30.9,30.9
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,MIG,Y,6,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,MIL,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,SXF,N,172,83,34,88,1,0,51.2,51.2
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,SXM,N,162,71,53,91,0,1,56.2,56.3
20182019,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,ACO,N,306,153,83,173,0,1,56.5,56.6
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ACD,N,22,1,1,3,1,0,13.6,13.6
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ACO,N,372,231,75,258,3,0,69.4,69.4
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ALT,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,CSG,N,50,11,5,14,1,0,28,28
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ELM,N,16,3,0,7,4,0,43.8,43.8
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ELN,N,378,229,76,254,0,0,67.2,67.2
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ETA,N,16,7,1,8,1,0,50,50
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ETB,Y,7,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ETH,Y,7,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ETI,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ETO,N,10,7,3,7,0,0,70,70
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ETP,Y,1,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,ETW,N,353,215,71,241,2,0,68.3,68.3
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,FOS,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,HOM,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,LEN,Y,386,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,LEP,Y,8,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,LUN,N,248,174,49,185,1,0,74.6,74.6
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,LUP,N,146,58,27,76,3,0,52.1,52.1
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,MIG,Y,4,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,MIL,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,SXF,N,203,124,31,134,2,0,66,66
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,SXM,N,191,108,45,127,2,0,66.5,66.5
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,TST,N,394,232,76,261,4,0,66.2,66.2
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ACD,N,60,2,6,10,2,0,16.7,16.7
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,TST,N,774,387,166,444,5,1,57.4,57.4
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ALT,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,CSG,N,164,19,13,29,2,0,17.7,17.7
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ELM,N,60,3,0,8,5,0,13.3,13.3
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ELN,N,714,384,166,436,0,1,61.1,61.1
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ETA,N,53,8,1,9,1,0,17,17
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ETB,N,25,5,1,5,0,0,20,20
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ETH,N,28,3,1,5,2,0,17.9,17.9
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ETI,Y,1,,,,,,,
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ETO,N,18,9,3,9,0,0,50,50
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ETP,Y,5,,,,,,,
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ETW,N,644,362,158,414,2,1,64.3,64.3
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,FOS,Y,4,,,,,,,
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,HOM,Y,5,,,,,,,
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,LEN,N,722,387,166,443,4,1,61.4,61.4
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,LEP,N,52,0,0,1,1,0,1.9,1.9
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,LUN,N,429,287,113,314,1,1,73.2,73.3
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,LUP,N,345,100,53,130,4,0,37.7,37.7
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,MIG,N,10,0,0,0,0,0,0,0
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,MIL,Y,0,,,,,,,
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,SXF,N,398,207,65,222,3,0,55.8,55.8
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,SXM,N,376,180,101,222,2,1,59,59.1
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ACO,N,714,385,160,434,3,1,60.8,60.8
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,HOM,Y,0,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,LEN,N,45,23,16,29,0,3,64.4,66.1
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ETW,Y,42,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ETP,Y,1,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ETO,Y,1,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ETI,Y,0,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ETH,Y,1,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ETB,Y,0,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ETA,Y,0,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ELN,N,45,23,16,29,0,3,64.4,66.1
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ELM,Y,0,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,CSG,N,10,4,2,4,0,0,40,40
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ALT,Y,1,,,,,,,
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,ACO,Y,37,,,,,,,
