SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED,GRADS,ACADEMIC,CAREER,NONDUP,EL,BONUS,TRANSITIONRATE,TRANRATEWBONUS
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,FOS,Y,3,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ETW,Y,267,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ETP,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ETO,Y,2,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ETI,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ETH,Y,2,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ETB,Y,1,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ETA,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ELN,Y,270,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ELM,Y,2,,,,,,,
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,CSG,N,37,2,13,15,0,2,40.5,41.9
20182019,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,ALT,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ACD,N,33,1,13,14,0,2,42.4,43.9
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,TST,N,277,113,141,187,0,26,67.5,69.9
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,SXF,N,129,61,83,101,0,15,78.3,81.2
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,MIL,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,MIG,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,LUP,N,169,50,78,100,0,15,59.2,61.4
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,LUN,N,108,63,63,87,0,11,80.6,83.1
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,LEP,Y,2,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,LEN,Y,275,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,HOM,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,FOS,Y,3,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ETW,Y,271,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ETP,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ETO,Y,2,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ETI,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ETH,Y,3,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ETB,Y,1,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ETA,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ELN,Y,275,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ELM,Y,2,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,CSG,N,39,2,13,15,0,2,38.5,39.7
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ALT,Y,0,,,,,,,
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,ACO,N,244,112,128,173,0,24,70.9,73.4
20182019,058,JOHNSON,285,Johnson County,,---District Total---,285,,,KEDC,903,SXM,N,148,52,58,86,0,11,58.1,60
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,SXM,N,166,95,35,113,3,3,68.1,68.5
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,TST,N,344,225,70,256,9,13,74.4,75.4
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,MIL,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,MIG,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,LUP,N,125,55,25,68,4,6,54.4,55.6
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,LUN,N,219,170,45,188,5,7,85.8,86.6
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,LEP,N,12,0,0,2,2,0,16.7,16.7
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,LEN,N,332,225,70,254,7,13,76.5,77.5
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,HOM,N,14,3,1,3,0,0,21.4,21.4
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,FOS,Y,2,,,,,,,
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ETW,N,274,192,58,209,0,9,76.3,77.1
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ETP,Y,3,,,,,,,
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ETO,N,13,8,5,10,0,1,76.9,78.8
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ETI,Y,2,,,,,,,
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ETH,N,32,14,3,20,6,1,62.5,63.3
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ETB,N,10,4,3,7,0,2,70,75
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ETA,N,10,4,0,6,2,0,60,60
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ELN,N,318,222,69,244,0,13,76.7,77.8
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ELM,N,26,3,1,12,9,0,46.2,46.2
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,CSG,N,89,32,18,51,8,4,57.3,58.4
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ALT,Y,3,,,,,,,
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ACO,N,317,222,64,246,8,13,77.6,78.6
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,ACD,N,27,3,6,10,1,0,37,37
20182019,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,SXF,N,178,130,35,143,6,10,80.3,81.7
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,TST,N,226,115,19,120,0,0,53.1,53.1
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,SXM,N,135,64,9,68,0,0,50.4,50.4
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,SXF,N,91,51,10,52,0,0,57.1,57.1
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,MIL,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,MIG,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,LUP,N,87,29,6,30,0,0,34.5,34.5
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,LUN,N,139,86,13,90,0,0,64.7,64.7
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,LEP,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,LEN,N,226,115,19,120,0,0,53.1,53.1
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,HOM,Y,8,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,FOS,Y,1,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ETW,N,200,104,19,109,0,0,54.5,54.5
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ETP,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ETO,N,10,3,0,3,0,0,30,30
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ETI,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ETH,Y,7,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ETB,Y,6,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ETA,Y,3,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ELN,N,226,115,19,120,0,0,53.1,53.1
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ELM,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,CSG,N,39,9,0,9,0,0,23.1,23.1
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ALT,Y,3,,,,,,,
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ACD,N,17,2,0,2,0,0,11.8,11.8
20182019,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,ACO,N,209,113,19,118,0,0,56.5,56.5
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ETH,N,14,7,1,10,2,1,71.4,73.2
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ETI,Y,1,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ETO,N,12,8,1,8,0,1,66.7,68.8
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ETP,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ETW,N,382,281,72,292,0,33,76.4,78.6
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,FOS,Y,2,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,HOM,N,10,7,2,7,0,1,70,72.5
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,LEN,Y,414,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,LEP,Y,2,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,LUN,N,292,230,56,239,0,25,81.8,84
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,LUP,N,124,70,21,76,2,10,61.3,63.3
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,MIG,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,MIL,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,SXF,N,194,148,34,149,0,16,76.8,78.9
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,SXM,N,222,152,43,166,2,19,74.8,76.9
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,TST,N,416,300,77,315,2,35,75.7,77.8
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ACD,N,31,4,2,6,0,0,19.4,19.4
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ACO,N,385,296,75,309,2,35,80.3,82.5
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ALT,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,CSG,N,65,23,7,29,2,2,44.6,45.4
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ELM,Y,6,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ELN,Y,410,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ETA,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,ETB,Y,7,,,,,,,
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ACD,N,75,9,8,18,1,0,24,24
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,TST,N,987,640,166,691,11,48,70,71.2
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ALT,Y,6,,,,,,,
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,CSG,N,193,64,25,89,10,6,46.1,46.9
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ELM,N,32,4,1,15,11,0,46.9,46.9
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ELN,N,955,636,165,676,0,48,70.8,72
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ETA,N,13,7,0,9,2,0,69.2,69.2
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ETB,N,23,9,5,13,0,2,56.5,58.7
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ETH,N,53,24,4,33,8,2,62.3,63.2
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ETI,Y,3,,,,,,,
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ETO,N,35,19,6,21,0,2,60,61.4
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ETP,Y,3,,,,,,,
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ETW,N,857,577,149,610,0,42,71.2,72.4
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,FOS,Y,5,,,,,,,
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,HOM,N,32,12,3,12,0,1,37.5,38.3
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,LEN,N,973,640,166,689,9,48,70.8,72
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,LEP,N,14,0,0,2,2,0,14.3,14.3
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,LUN,N,650,486,114,517,5,32,79.5,80.8
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,LUP,N,337,154,52,174,6,16,51.6,52.8
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,MIG,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,MIL,Y,0,,,,,,,
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,SXF,N,463,329,79,344,6,26,74.3,75.7
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,SXM,N,524,311,87,347,5,22,66.2,67.3
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ACO,N,912,631,158,673,10,48,73.8,75.1
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ETH,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ETI,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ETO,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ETP,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ETW,Y,13,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,FOS,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,HOM,Y,3,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,LEN,N,14,4,3,5,0,0,35.7,35.7
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,LEP,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,LUN,Y,1,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,LUP,Y,13,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,MIG,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,MIL,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,SXF,Y,6,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,SXM,Y,8,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,TST,N,14,4,3,5,0,0,35.7,35.7
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ACD,Y,3,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ACO,Y,11,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ALT,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,CSG,Y,4,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ELM,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ELN,N,14,4,3,5,0,0,35.7,35.7
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ETA,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ETB,Y,1,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ACD,N,20,9,11,14,0,5,70,76.3
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ACO,N,112,59,67,98,0,21,87.5,92.2
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,TST,N,132,68,78,112,0,26,84.8,89.8
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,SXM,N,71,36,41,61,0,13,85.9,90.5
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,SXF,N,61,32,37,51,0,13,83.6,88.9
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,MIL,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,MIG,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,LUP,N,95,38,59,77,0,23,81.1,87.1
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,LUN,N,37,30,19,35,0,3,94.6,96.6
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,LEP,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,LEN,N,132,68,78,112,0,26,84.8,89.8
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,HOM,Y,4,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,FOS,Y,1,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ETW,Y,128,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ETP,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ETO,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ETI,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ETH,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ETB,Y,4,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ETA,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ELN,N,132,68,78,112,0,26,84.8,89.8
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ELM,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,CSG,N,23,11,12,16,0,5,69.6,75
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,ALT,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ACD,N,23,12,13,17,0,5,73.9,79.3
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,TST,N,146,72,81,117,0,26,80.1,84.6
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,SXF,N,67,34,39,53,0,13,79.1,84
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,MIL,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,MIG,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,LUP,N,108,42,62,82,0,23,75.9,81.3
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,LUN,N,38,30,19,35,0,3,92.1,94.1
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,LEP,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,LEN,N,146,72,81,117,0,26,80.1,84.6
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,HOM,Y,7,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,FOS,Y,1,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ETW,Y,141,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ETP,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ETO,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ETI,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ETH,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ETB,Y,5,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ETA,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ELN,N,146,72,81,117,0,26,80.1,84.6
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ELM,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,CSG,N,27,14,14,19,0,5,70.4,75
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ALT,Y,0,,,,,,,
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ACO,N,123,60,68,100,0,21,81.3,85.6
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,SXM,N,79,38,42,64,0,13,81,85.1
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,ACD,N,27,4,14,14,0,3,51.9,54.6
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,ACO,N,152,71,96,115,0,31,75.7,80.8
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,TST,N,179,75,110,129,0,34,72.1,76.8
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,SXM,N,97,33,61,70,0,22,72.2,77.8
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,SXF,N,82,42,49,59,0,12,72,75.6
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,MIL,Y,0,,,,,,,
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,MIG,Y,0,,,,,,,
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,LUP,N,131,46,73,89,0,27,67.9,73.1
