SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,COLLEGE COUNT,TECHNICAL TRAINING COUNT,MILITARY COUNT,WORKING COUNT,WORK AND SCHOOL COUNT,OTHER COUNT,COLLEGE PERCENT,TECHNICAL TRAINING PERCENT,MILITARY PERCENT,WORKING PERCENT,WORK AND SCHOOL PERCENT,OTHER PERCENT
20192020,106,SHELBY,531,Shelby County,"",---District Total---,531,"","",OVEC,906,198,24,11,152,38,92,38.4,4.7,2.1,29.5,7.4,17.9
20192020,106,SHELBY,531,Shelby County,040,Martha Layne Collins High School,531040,106531040,210532002253,OVEC,906,120,22,3,71,19,25,46.2,8.5,1.2,27.3,7.3,9.6
20192020,106,SHELBY,531,Shelby County,090,Shelby County High School,531090,106531090,210532001292,OVEC,906,78,*,8,79,19,63,31.3,*,3.2,31.7,7.6,25.3
20192020,106,SHELBY,531,Shelby County,170,Ascension Academy,531170,106531170,210532001690,OVEC,906,*,*,*,*,*,4,*,*,*,*,*,66.7
20192020,107,SIMPSON,535,Simpson County,"",---District Total---,535,"","",GRREC,902,88,18,13,72,22,17,38.3,7.8,5.7,31.3,9.6,7.4
20192020,107,SIMPSON,535,Simpson County,007,Franklin-Simpson High School West Campus,535007,107535007,210540001652,GRREC,902,*,*,*,27,*,4,*,*,*,79.4,*,11.8
20192020,107,SIMPSON,535,Simpson County,040,Franklin-Simpson High School,535040,107535040,210540001301,GRREC,902,87,18,11,45,22,13,44.4,9.2,5.6,23.0,11.2,6.6
20192020,100,PULASKI,536,Somerset Independent,"",---District Total---,536,"","",SESC,907,92,*,3,9,*,23,71.9,*,2.3,7,*,18
20192020,100,PULASKI,536,Somerset Independent,070,Somerset High School,536070,100536070,210543001310,SESC,907,92,*,3,9,*,23,71.9,*,2.3,7.0,*,18.0
20192020,108,SPENCER,541,Spencer County,"",---District Total---,541,"","",OVEC,906,168,10,8,33,*,8,73.4,4.4,3.5,14.4,*,3.5
20192020,108,SPENCER,541,Spencer County,042,Hillview Academy,541042,108541042,210549002051,OVEC,906,3,*,*,*,*,*,37.5,*,*,*,*,*
20192020,108,SPENCER,541,Spencer County,050,Spencer County High School,541050,108541050,210549001315,OVEC,906,165,10,6,32,*,8,74.7,4.5,2.7,14.5,*,3.6
20192020,109,TAYLOR,545,Taylor County,"",---District Total---,545,"","",GRREC,902,62,3,6,73,57,6,30,*,2.9,35.3,27.5,2.9
20192020,109,TAYLOR,545,Taylor County,030,Taylor County High School,545030,109545030,210552001318,GRREC,902,62,3,6,73,57,6,30.0,*,2.9,35.3,27.5,2.9
20192020,110,TODD,551,Todd County,"",---District Total---,551,"","",GRREC,902,33,*,7,31,16,39,26.2,*,5.6,24.6,12.7,31
20192020,110,TODD,551,Todd County,017,Horizons High School,551017,110551017,210555002034,GRREC,902,*,*,*,10,*,4,*,*,*,55.6,*,22.2
20192020,110,TODD,551,Todd County,095,Todd County Central High School,551095,110551095,210555001325,GRREC,902,32,*,6,21,14,35,29.6,*,5.6,19.4,13.0,32.4
20192020,111,TRIGG,555,Trigg County,"",---District Total---,555,"","",WKEC,908,68,14,7,22,9,12,51.5,10.6,5.3,16.7,6.8,9.1
20192020,111,TRIGG,555,Trigg County,070,Trigg County High School,555070,111555070,210558001329,WKEC,908,68,14,7,22,9,12,51.5,10.6,5.3,16.7,6.8,9.1
20192020,112,TRIMBLE,561,Trimble County,"",---District Total---,561,"","",OVEC,906,30,4,*,25,11,4,39.5,5.3,*,32.9,14.5,5.3
20192020,112,TRIMBLE,561,Trimble County,025,Trimble County JR/SR High School,561025,112561025,210561002475,OVEC,906,30,4,*,25,11,4,39.5,5.3,*,32.9,14.5,5.3
20192020,113,UNION,565,Union County,"",---District Total---,565,"","",WKEC,908,93,3,3,47,9,24,52,*,1.7,26.3,5,13.4
20192020,113,UNION,565,Union County,021,Union County Learning Academy,565021,113565021,210564001872,WKEC,908,*,*,*,4,*,3,*,*,*,57.1,*,42.9
20192020,113,UNION,565,Union County,065,Union County High School,565065,113565065,210564001338,WKEC,908,93,3,3,43,9,21,54.1,*,1.7,25.0,5.2,12.2
20192020,008,BOONE,567,Walton-Verona Independent,"",---District Total---,567,"","",NKCES,905,74,5,7,38,7,*,56.5,3.8,5.3,29,5.3,*
20192020,008,BOONE,567,Walton-Verona Independent,020,Walton-Verona High School,567020,008567020,210570001342,NKCES,905,74,5,7,38,7,*,56.5,3.8,5.3,29.0,5.3,*
20192020,114,WARREN,571,Warren County,"",---District Total---,571,"","",GRREC,902,536,157,48,334,143,13,43.5,12.8,3.9,27.1,11.6,1.1
20192020,114,WARREN,571,Warren County,003,South Warren High School,571003,114571003,210573002277,GRREC,902,160,33,11,42,39,*,56.1,11.6,3.9,14.7,13.7,*
20192020,114,WARREN,571,Warren County,016,Lighthouse Academy,571016,114571016,210573001926,GRREC,902,10,*,*,123,24,5,6.2,*,*,75.9,14.8,3.1
20192020,114,WARREN,571,Warren County,020,Beacon Academy,571020,114571020,210573002410,GRREC,902,19,*,*,20,12,*,35.8,3.8,*,37.7,22.6,*
20192020,114,WARREN,571,Warren County,210,Warren Central High School,571210,114571210,210573001353,GRREC,902,74,74,14,38,3,*,36.3,36.3,6.9,18.6,1.5,*
20192020,114,WARREN,571,Warren County,220,Warren East High School,571220,114571220,210573001354,GRREC,902,114,12,16,35,15,*,59.1,6.2,8.3,18.1,7.8,*
20192020,114,WARREN,571,Warren County,230,Greenwood High School,571230,114571230,210573001692,GRREC,902,142,36,6,61,29,4,51.1,12.9,2.2,21.9,10.4,1.4
20192020,114,WARREN,571,Warren County,245,GEO International High School,571245,114571245,210573002427,GRREC,902,16,*,*,8,21,*,34.8,*,*,17.4,45.7,*
20192020,114,WARREN,571,Warren County,455,Warren County Day Treatment,571455,114571455,210573001540,GRREC,902,*,*,*,7,*,*,*,*,*,70.0,*,*
20192020,115,WASHINGTON,575,Washington County,"",---District Total---,575,"","",CKEC,901,43,20,4,35,18,8,33.6,15.6,3.1,27.3,14.1,6.3
20192020,115,WASHINGTON,575,Washington County,021,Commander Academy,575021,115575021,210576002358,CKEC,901,3,3,*,7,6,*,14.3,14.3,*,33.3,28.6,*
20192020,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,40,17,4,28,12,6,37.4,15.9,3.7,26.2,11.2,5.6
20192020,116,WAYNE,581,Wayne County,"",---District Total---,581,"","",SESC,907,80,*,4,99,20,21,35.4,*,1.8,43.8,8.8,9.3
20192020,116,WAYNE,581,Wayne County,060,Wayne County Learning Academy,581060,116581060,210579002403,SESC,907,*,*,*,*,*,4,*,*,*,*,*,100.0
20192020,116,WAYNE,581,Wayne County,170,Lake Cumberland Youth Development Center,581170,116581170,210579001361,SESC,907,*,*,*,6,*,5,*,7.7,*,46.2,*,38.5
20192020,116,WAYNE,581,Wayne County,180,Otter Creek Academy,581180,116581180,210579002250,SESC,907,*,*,*,*,3,5,*,*,*,*,33.3,55.6
20192020,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,79,*,4,93,16,7,39.5,*,2.0,46.5,8.0,3.5
20192020,117,WEBSTER,585,Webster County,"",---District Total---,585,"","",WKEC,908,69,*,*,34,32,13,45.7,*,*,22.5,21.2,8.6
20192020,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,69,*,*,34,32,13,45.7,*,*,22.5,21.2,8.6
20192020,118,WHITLEY,591,Whitley County,"",---District Total---,591,"","",SESC,907,97,*,5,117,20,21,37,*,1.9,44.7,7.6,8
20192020,118,WHITLEY,591,Whitley County,225,Whitley County Alternative School,591225,118591225,210588001262,SESC,907,*,*,*,10,*,13,*,*,*,43.5,*,56.5
20192020,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,97,*,5,107,20,8,40.6,*,2.1,44.8,8.4,3.3
20192020,118,WHITLEY,592,Williamsburg Independent,"",---District Total---,592,"","",SESC,907,45,*,*,*,*,7,84.9,*,*,*,*,13.2
20192020,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,45,*,*,*,*,7,84.9,*,*,*,*,13.2
20192020,041,GRANT,593,Williamstown Independent,"",---District Total---,593,"","",NKCES,905,27,*,3,14,*,4,52.9,3.9,5.9,27.5,*,7.8
20192020,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,27,*,3,14,*,4,52.9,3.9,5.9,27.5,*,7.8
20192020,119,WOLFE,595,Wolfe County,"",---District Total---,595,"","",KVEC,904,23,22,3,44,*,*,24.5,23.4,3.2,46.8,*,*
20192020,119,WOLFE,595,Wolfe County,140,Dessie Scott School,595140,119595140,210597002380,KVEC,904,*,*,*,*,*,*,*,*,*,*,*,*
20192020,119,WOLFE,595,Wolfe County,312,Success Academy,595312,119595312,210597002369,KVEC,904,*,*,*,18,*,*,*,4.8,*,85.7,*,*
20192020,119,WOLFE,595,Wolfe County,320,Wolfe County High School,595320,119595320,210597001397,KVEC,904,22,21,3,24,*,*,31.0,29.6,4.2,33.8,*,*
20192020,120,WOODFORD,601,Woodford County,"",---District Total---,601,"","",CKEC,901,142,59,11,74,7,6,47.5,19.7,3.7,24.7,2.3,2
20192020,120,WOODFORD,601,Woodford County,013,Safe Harbor Academy,601013,120601013,210600001840,CKEC,901,*,*,*,11,5,*,*,*,*,61.1,27.8,*
20192020,120,WOODFORD,601,Woodford County,084,Woodford County High School,601084,120601084,210600001404,CKEC,901,140,59,11,63,*,6,49.8,21.0,3.9,22.4,*,2.1
20192020,056,JEFFERSON,602,Kentucky School for the Blind District,"",---District Total---,602,"","","",909,*,*,*,3,*,3,*,*,*,37.5,*,37.5
20192020,056,JEFFERSON,602,Kentucky School for the Blind,176,Kentucky School for the Blind,602176,056602176,210009401779,"",909,*,*,*,3,*,3,*,*,*,37.5,*,37.5
20192020,011,BOYLE,603,Kentucky School for the Deaf District,"",---District Total---,603,"","",CKEC,901,5,*,*,*,*,*,55.6,*,*,*,*,*
20192020,011,BOYLE,603,Kentucky School for the Deaf,390,Kentucky School for the Deaf,603390,011603390,210009501715,CKEC,901,5,*,*,*,*,*,55.6,*,*,*,*,*
20192020,"","",999,State,"",---State Total---,999,"","","","",23140,2188,1360,9750,3765,6127,49.9,4.7,2.9,21,8.1,13.2
