SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,COLLEGE COUNT,TECHNICAL TRAINING COUNT,MILITARY COUNT,WORKING COUNT,WORK AND SCHOOL COUNT,OTHER COUNT,COLLEGE PERCENT,TECHNICAL TRAINING PERCENT,MILITARY PERCENT,WORKING PERCENT,WORK AND SCHOOL PERCENT,OTHER PERCENT
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,79,9,3,61,*,31,43.2,4.9,1.6,33.3,*,16.9
20192020,001,ADAIR,001,Adair County,010,Adair County High School,001010,001001010,210003000001,GRREC,902,79,9,3,61,*,21,45.7,5.2,1.7,35.3,*,12.1
20192020,001,ADAIR,001,Adair County,012,Adair Learning Academy,001012,001001012,210003001913,GRREC,902,*,*,*,*,*,10,*,*,*,*,*,100.0
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,52,7,*,52,49,69,22.6,3,*,22.6,21.3,30
20192020,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,52,7,*,52,49,69,22.6,3.0,*,22.6,21.3,30.0
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,158,7,10,49,14,3,65.6,*,4.1,20.3,5.8,1.2
20192020,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,157,7,10,49,14,3,65.4,*,4.2,20.4,5.8,1.3
20192020,003,ANDERSON,011,Anderson County,030,APEX Academy,011030,003011030,210012002371,CKEC,901,*,*,*,*,*,*,*,*,*,*,*,*
20192020,010,BOYD,012,Ashland Independent,"",---District Total---,012,"","",KEDC,903,155,7,15,24,16,31,62.5,*,6,9.7,6.5,12.5
20192020,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,155,7,15,24,16,31,62.5,*,6.0,9.7,6.5,12.5
20192020,012,BRACKEN,013,Augusta Independent,"",---District Total---,013,"","",KEDC,903,7,3,*,4,*,*,46.7,20,*,26.7,*,*
20192020,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,7,3,*,4,*,*,46.7,20.0,*,26.7,*,*
20192020,004,BALLARD,015,Ballard County,"",---District Total---,015,"","",WKEC,908,44,*,9,24,14,11,42.7,*,8.7,23.3,13.6,10.7
20192020,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,44,*,9,24,14,11,42.7,*,8.7,23.3,13.6,10.7
20192020,061,KNOX,016,Barbourville Independent,"",---District Total---,016,"","",SESC,907,26,*,*,7,7,*,59.1,4.5,*,15.9,15.9,*
20192020,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,26,*,*,7,7,*,59.1,4.5,*,15.9,15.9,*
20192020,090,NELSON,017,Bardstown Independent,"",---District Total---,017,"","",CKEC,901,50,10,5,46,25,*,36.8,7.4,3.7,33.8,18.4,*
20192020,090,NELSON,017,Bardstown Independent,005,Bardstown Alternative School,017005,090017005,210027002359,CKEC,901,*,*,*,12,*,*,*,7.1,*,85.7,*,*
20192020,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,49,9,5,34,25,*,40.2,7.4,4.1,27.9,20.5,*
20192020,005,BARREN,021,Barren County,"",---District Total---,021,"","",GRREC,902,166,55,11,65,79,11,42.9,14.2,2.8,16.8,20.4,2.8
20192020,005,BARREN,021,Barren County,011,College Street Campus,021011,005021011,210030001303,GRREC,902,*,*,*,9,6,*,*,*,*,50.0,33.3,*
20192020,005,BARREN,021,Barren County,012,BAVEL,021012,005021012,210030001970,GRREC,902,21,*,*,11,25,*,36.2,*,*,19.0,43.1,*
20192020,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,145,54,10,45,48,9,46.6,17.4,3.2,14.5,15.4,2.9
20192020,006,BATH,025,Bath County,"",---District Total---,025,"","",KEDC,903,54,35,3,27,*,*,45.4,29.4,2.5,22.7,*,*
20192020,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,54,35,3,27,*,*,45.4,29.4,2.5,22.7,*,*
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,91,*,*,*,*,4,91.9,*,*,*,*,4
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,91,*,*,*,*,4,91.9,*,*,*,*,4.0
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,64,*,6,45,22,38,36.4,*,3.4,25.6,12.5,21.6
20192020,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,62,*,6,41,22,30,38.3,*,3.7,25.3,13.6,18.5
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,*,*,*,4,*,8,*,*,*,28.6,*,57.1
20192020,019,CAMPBELL,032,Bellevue Independent,"",---District Total---,032,"","",NKCES,905,32,3,*,11,*,*,64,6,*,22,*,*
20192020,019,CAMPBELL,032,Bellevue Independent,010,Bellevue High School,032010,019032010,210042000075,NKCES,905,32,3,*,11,*,*,64.0,6.0,*,22.0,*,*
20192020,073,MADISON,034,Berea Independent,"",---District Total---,034,"","",SESC,907,49,5,*,17,*,*,68.1,6.9,*,23.6,*,*
20192020,073,MADISON,034,Berea Independent,020,Berea Community High School,034020,073034020,210048000078,SESC,907,49,5,*,17,*,*,68.1,6.9,*,23.6,*,*
20192020,008,BOONE,035,Boone County,"",---District Total---,035,"","",NKCES,905,983,131,53,205,45,111,64.3,8.6,3.5,13.4,2.9,7.3
20192020,008,BOONE,035,Boone County,015,Randall K. Cooper High School,035015,008035015,210051002206,NKCES,905,208,43,17,29,6,4,67.8,14.0,5.5,9.4,2.0,1.3
20192020,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000081,NKCES,905,162,48,10,81,12,*,51.6,15.3,3.2,25.8,3.8,*
20192020,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000084,NKCES,905,263,12,15,31,12,12,76.2,3.5,4.3,9.0,3.5,3.5
20192020,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000011,NKCES,905,339,28,11,38,6,*,80.1,6.6,2.6,9.0,1.4,*
20192020,008,BOONE,035,Boone County,170,Boone County Alternative Center,035170,008035170,210051002266,NKCES,905,11,*,*,26,9,93,7.9,*,*,18.7,6.5,66.9
20192020,009,BOURBON,041,Bourbon County,"",---District Total---,041,"","",CKEC,901,74,52,9,36,13,14,37.4,26.3,4.5,18.2,6.6,7.1
20192020,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000098,CKEC,901,74,52,9,36,13,14,37.4,26.3,4.5,18.2,6.6,7.1
20192020,114,WARREN,042,Bowling Green Independent,"",---District Total---,042,"","",GRREC,902,193,19,4,83,29,16,56.1,5.5,1.2,24.1,8.4,4.7
20192020,114,WARREN,042,Bowling Green Independent,013,Warren Regional Juvenile Detention Ctr,042013,114042013,210057001911,GRREC,902,*,*,*,*,*,4,*,*,*,*,*,80.0
20192020,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000105,GRREC,902,193,19,4,45,*,10,71.2,7.0,1.5,16.6,*,3.7
20192020,114,WARREN,042,Bowling Green Independent,098,Bowling Green Learning Center,042098,114042098,210057001696,GRREC,902,*,*,*,38,28,*,*,*,*,55.9,41.2,*
20192020,010,BOYD,045,Boyd County,"",---District Total---,045,"","",KEDC,903,122,8,3,41,10,36,55.5,3.6,1.4,18.6,4.5,16.4
20192020,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,KEDC,903,122,7,3,40,9,15,62.2,3.6,1.5,20.4,4.6,7.7
20192020,010,BOYD,045,Boyd County,045,Boyd County Central School,045045,010045045,210062002466,KEDC,903,*,*,*,*,*,5,*,12.5,*,*,*,62.5
20192020,010,BOYD,045,Boyd County,085,Ramey-Estep High School,045085,010045085,210062000640,KEDC,903,*,*,*,*,*,16,*,*,*,*,*,100.0
20192020,011,BOYLE,051,Boyle County,"",---District Total---,051,"","",CKEC,901,145,*,*,17,*,54,66.2,*,*,7.8,*,24.7
20192020,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000120,CKEC,901,145,*,*,17,*,54,66.2,*,*,7.8,*,24.7
20192020,012,BRACKEN,055,Bracken County,"",---District Total---,055,"","",NKCES,905,37,6,4,36,3,7,39.8,6.5,4.3,38.7,3.2,7.5
20192020,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000125,NKCES,905,37,6,4,36,3,7,39.8,6.5,4.3,38.7,3.2,7.5
20192020,013,BREATHITT,061,Breathitt County,"",---District Total---,061,"","",KVEC,904,49,*,4,29,9,23,42.2,*,3.4,25,7.8,19.8
20192020,013,BREATHITT,061,Breathitt County,031,Breathitt Regional Juvenile Det Ctr,061031,013061031,210069001623,KVEC,904,*,*,*,*,*,*,*,50.0,*,*,*,*
20192020,013,BREATHITT,061,Breathitt County,033,Breathitt County Day Treatment,061033,013061033,210069001842,KVEC,904,*,*,*,*,*,3,*,*,*,*,*,100.0
20192020,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,KVEC,904,49,*,4,29,9,19,44.1,*,3.6,26.1,8.1,17.1
20192020,014,BRECKINRIDGE,065,Breckinridge County,"",---District Total---,065,"","",GRREC,902,104,4,5,52,13,46,46.4,*,2.2,23.2,5.8,20.5
20192020,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,GRREC,902,104,4,5,52,13,46,46.4,*,2.2,23.2,5.8,20.5
20192020,015,BULLITT,071,Bullitt County,"",---District Total---,071,"","",OVEC,906,348,39,43,289,211,48,35.6,4,4.4,29.6,21.6,4.9
20192020,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,OVEC,906,76,6,15,150,58,5,24.5,*,4.8,48.4,18.7,1.6
20192020,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,OVEC,906,154,31,11,74,72,14,43.3,8.7,3.1,20.8,20.2,3.9
20192020,015,BULLITT,071,Bullitt County,032,Spring Meadows,071032,015071032,210075002169,OVEC,906,*,*,*,*,*,*,*,*,*,*,*,*
20192020,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,OVEC,906,117,*,17,64,80,22,38.9,*,5.6,21.3,26.6,7.3
20192020,015,BULLITT,071,Bullitt County,120,Bullitt Alternative Center,071120,015071120,210075000929,OVEC,906,*,*,*,*,*,6,*,10.0,*,*,*,60.0
20192020,084,MERCER,072,Burgin Independent,"",---District Total---,072,"","",CKEC,901,20,*,*,5,*,*,64.5,6.5,*,16.1,*,*
20192020,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,CKEC,901,20,*,*,5,*,*,64.5,6.5,*,16.1,*,*
20192020,016,BUTLER,075,Butler County,"",---District Total---,075,"","",GRREC,902,27,23,3,72,24,22,15.8,13.5,1.8,42.1,14,12.9
20192020,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,25,23,3,68,23,20,15.4,14.2,1.9,42.0,14.2,12.3
20192020,016,BUTLER,075,Butler County,032,Butler County Learning Center,075032,016075032,210081001977,GRREC,902,*,*,*,*,*,*,*,*,*,*,*,*
20192020,016,BUTLER,075,Butler County,110,Green River School,075110,016075110,210081000163,GRREC,902,*,*,*,3,*,*,*,*,*,37.5,*,*
20192020,017,CALDWELL,081,Caldwell County,"",---District Total---,081,"","",WKEC,908,74,3,6,17,*,36,53.6,*,4.3,12.3,*,26.1
20192020,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,74,3,6,17,*,36,53.6,*,4.3,12.3,*,26.1
20192020,018,CALLOWAY,085,Calloway County,"",---District Total---,085,"","",WKEC,908,119,3,*,72,*,12,57.2,*,*,34.6,*,5.8
20192020,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,117,3,*,69,*,3,60.3,*,*,35.6,*,1.5
20192020,018,CALLOWAY,085,Calloway County,096,Calloway County Alternative Program,085096,018085096,210087002370,WKEC,908,*,*,*,3,*,9,*,*,*,21.4,*,64.3
20192020,019,CAMPBELL,091,Campbell County,"",---District Total---,091,"","",NKCES,905,206,*,10,127,7,7,57.5,*,2.8,35.5,2,2
20192020,019,CAMPBELL,091,Campbell County,016,Alexandria Educational Center,091016,019091016,210090001398,NKCES,905,*,*,*,*,*,*,*,*,*,*,*,*
20192020,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,206,*,10,125,7,6,58.0,*,2.8,35.2,2.0,1.7
20192020,109,TAYLOR,092,Campbellsville Independent,"",---District Total---,092,"","",GRREC,902,38,*,4,25,6,5,48.1,*,5.1,31.6,7.6,6.3
20192020,109,TAYLOR,092,Campbellsville Independent,011,Campbellsville Eagle Academy,092011,109092011,210093001653,GRREC,902,*,*,*,3,*,*,*,*,*,60.0,*,*
20192020,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,37,*,4,22,5,5,50.0,*,5.4,29.7,6.8,6.8
20192020,020,CARLISLE,095,Carlisle County,"",---District Total---,095,"","",WKEC,908,12,*,*,12,22,*,24,*,*,24,44,*
20192020,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,12,*,*,12,22,*,24.0,*,*,24.0,44.0,*
20192020,021,CARROLL,101,Carroll County,"",---District Total---,101,"","",OVEC,906,61,6,*,22,16,19,48.4,4.8,*,17.5,12.7,15.1
20192020,021,CARROLL,101,Carroll County,018,Carroll County High School,101018,021101018,210099000190,OVEC,906,61,6,*,18,16,19,50.0,4.9,*,14.8,13.1,15.6
20192020,022,CARTER,105,Carter County,"",---District Total---,105,"","",KEDC,903,161,10,5,91,14,61,47.1,*,1.5,26.6,4.1,17.8
20192020,022,CARTER,105,Carter County,040,Carter Virtual Academy,105040,022105040,210102002294,KEDC,903,*,*,*,3,*,5,*,*,*,37.5,*,62.5
20192020,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000194,KEDC,903,108,*,*,53,*,21,58.4,*,*,28.6,*,11.4
20192020,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000202,KEDC,903,53,8,4,35,14,35,35.6,5.4,2.7,23.5,9.4,23.5
20192020,023,CASEY,111,Casey County,"",---District Total---,111,"","",SESC,907,71,*,3,44,19,13,46.7,*,2,28.9,12.5,8.6
20192020,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000204,SESC,907,71,*,3,44,19,13,46.7,*,2.0,28.9,12.5,8.6
20192020,005,BARREN,113,Caverna Independent,"",---District Total---,113,"","",GRREC,902,*,*,*,28,20,*,*,*,*,57.1,40.8,*
20192020,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,*,*,*,28,20,*,*,*,*,57.1,40.8,*
20192020,024,CHRISTIAN,115,Christian County,"",---District Total---,115,"","",WKEC,908,213,*,14,244,48,45,37.6,*,2.5,43.1,8.5,8
20192020,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,106,*,11,96,48,44,34.6,*,3.6,31.4,15.7,14.4
20192020,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,107,*,3,148,*,*,41.2,*,1.2,56.9,*,*
20192020,025,CLARK,121,Clark County,"",---District Total---,121,"","",CKEC,901,162,13,9,104,79,6,43.4,3.5,2.4,27.9,21.2,1.6
20192020,025,CLARK,121,Clark County,013,Phoenix Academy,121013,025121013,210120001624,CKEC,901,*,*,*,12,6,*,*,*,*,63.2,31.6,*
20192020,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,161,13,9,92,73,6,45.5,3.7,2.5,26.0,20.6,1.7
20192020,026,CLAY,125,Clay County,"",---District Total---,125,"","",SESC,907,67,*,3,65,15,20,39,*,1.7,37.8,8.7,11.6
20192020,026,CLAY,125,Clay County,041,Horse Creek Learning Center,125041,026125041,210123001846,SESC,907,*,*,*,3,*,*,*,*,*,42.9,*,*
20192020,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,65,*,3,62,15,18,39.4,*,1.8,37.6,9.1,10.9
20192020,027,CLINTON,131,Clinton County,"",---District Total---,131,"","",GRREC,902,49,5,7,26,8,26,40.5,4.1,5.8,21.5,6.6,21.5
20192020,027,CLINTON,131,Clinton County,016,Foothills Academy,131016,027131016,210126002162,GRREC,902,*,*,*,*,*,*,*,25.0,*,*,*,*
20192020,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,49,4,7,25,7,25,41.9,3.4,6.0,21.4,6.0,21.4
20192020,014,BRECKINRIDGE,132,Cloverport Independent,"",---District Total---,132,"","",GRREC,902,13,*,*,17,3,*,37.1,*,*,48.6,8.6,*
20192020,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,13,*,*,17,3,*,37.1,*,*,48.6,8.6,*
20192020,118,WHITLEY,133,Corbin Independent,"",---District Total---,133,"","",SESC,907,128,21,8,70,48,4,45.9,7.5,2.9,25.1,17.2,1.4
20192020,118,WHITLEY,133,Corbin Independent,012,Corbin Educational Center,133012,118133012,210132001622,SESC,907,*,*,*,6,*,*,*,12.5,*,75.0,*,*
20192020,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,120,20,8,56,41,*,49.0,8.2,3.3,22.9,16.7,*
20192020,118,WHITLEY,133,Corbin Independent,100,Corbin School of Innovation,133100,118133100,210132002367,SESC,907,7,*,*,8,7,*,31.8,*,*,36.4,31.8,*
20192020,059,KENTON,134,Covington Independent,"",---District Total---,134,"","",NKCES,905,22,7,*,84,39,16,12.9,4.1,*,49.4,22.9,9.4
20192020,059,KENTON,134,Covington Independent,011,Covington Adult High School,134011,059134011,210135001495,NKCES,905,*,*,*,7,5,8,*,9.1,*,31.8,22.7,36.4
20192020,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,22,5,*,77,34,8,14.9,3.4,*,52.0,23.0,5.4
20192020,028,CRITTENDEN,135,Crittenden County,"",---District Total---,135,"","",WKEC,908,38,*,4,21,15,*,47.5,*,5,26.3,18.8,*
20192020,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,WKEC,908,38,*,4,20,15,*,48.7,*,5.1,25.6,19.2,*
20192020,028,CRITTENDEN,135,Crittenden County,022,Pathway Academy High School,135022,028135022,210138002225,WKEC,908,*,*,*,*,*,*,*,*,*,*,*,*
20192020,029,CUMBERLAND,141,Cumberland County,"",---District Total---,141,"","",GRREC,902,22,4,3,16,10,6,36.1,6.6,4.9,26.2,16.4,9.8
20192020,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,22,4,3,16,10,6,36.1,6.6,4.9,26.2,16.4,9.8
20192020,011,BOYLE,143,Danville Independent,"",---District Total---,143,"","",CKEC,901,67,*,*,34,9,14,53.2,*,*,27,7.1,11.1
20192020,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,67,*,*,34,9,14,53.2,*,*,27.0,7.1,11.1
20192020,030,DAVIESS,145,Daviess County,"",---District Total---,145,"","",GRREC,902,274,111,13,84,23,253,36.1,14.6,1.7,11.1,3,33.4
20192020,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,100,7,5,14,13,161,33.3,*,1.7,4.7,4.3,53.7
20192020,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,173,104,8,67,10,23,44.9,27.0,2.1,17.4,2.6,6.0
20192020,030,DAVIESS,145,Daviess County,160,Owensboro Day Treatment,145160,030145160,210147000312,GRREC,902,*,*,*,*,*,3,*,*,*,*,*,100.0
20192020,030,DAVIESS,145,Daviess County,170,Valley High School,145170,030145170,210147001700,GRREC,902,*,*,*,*,*,*,*,*,*,*,*,*
20192020,030,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,030145180,210147000969,GRREC,902,*,*,*,3,*,65,*,*,*,4.3,*,94.2
20192020,054,HOPKINS,146,Dawson Springs Independent,"",---District Total---,146,"","",WKEC,908,18,*,*,12,11,3,40,*,*,26.7,24.4,6.7
20192020,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,18,*,*,12,11,3,40.0,*,*,26.7,24.4,6.7
20192020,019,CAMPBELL,147,Dayton Independent,"",---District Total---,147,"","",NKCES,905,*,*,*,*,*,53,*,*,*,*,*,98.1
20192020,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,NKCES,905,*,*,*,*,*,53,*,*,*,*,*,98.1
20192020,031,EDMONSON,151,Edmonson County,"",---District Total---,151,"","",GRREC,902,50,6,*,56,14,5,37.6,4.5,*,42.1,10.5,3.8
20192020,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,GRREC,902,50,6,*,56,14,5,37.6,4.5,*,42.1,10.5,3.8
20192020,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,139,*,3,23,*,25,72.8,*,1.6,12,*,13.1
20192020,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,137,*,*,22,*,7,81.5,*,*,13.1,*,4.2
20192020,047,HARDIN,152,Elizabethtown Independent,041,Valley View Education Center,152041,047152041,210165002355,GRREC,902,*,*,*,*,*,15,*,*,*,*,*,75.0
20192020,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,29,11,*,36,3,3,34.5,13.1,*,42.9,3.6,3.6
20192020,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,29,11,*,36,3,3,34.5,13.1,*,42.9,3.6,3.6
20192020,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,23,*,3,42,25,17,20.9,*,2.7,38.2,22.7,15.5
20192020,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,16,*,*,21,3,4,36.4,*,*,47.7,6.8,9.1
20192020,052,HENRY,156,Eminence Independent,025,Bluegrass Challenge Academy,156025,052156025,210171002455,OVEC,906,7,*,3,13,5,*,25.0,*,10.7,46.4,17.9,*
20192020,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,99,*,5,38,18,*,60.4,*,3,23.2,11,*
20192020,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,97,*,5,33,13,*,64.2,*,3.3,21.9,8.6,*
20192020,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,NKCES,905,*,*,*,5,5,*,*,*,*,38.5,38.5,*
20192020,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,52,*,7,53,21,30,31.5,*,4.2,32.1,12.7,18.2
20192020,033,ESTILL,161,Estill County,014,Estill County Success Academy,161014,033161014,210176002406,SESC,907,*,*,*,*,*,4,*,*,*,*,*,100.0
20192020,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,52,*,7,53,21,26,32.3,*,4.3,32.9,13.0,16.1
20192020,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,14,21,*,7,*,5,28.6,42.9,*,14.3,*,10.2
20192020,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,14,21,*,7,*,5,28.6,42.9,*,14.3,*,10.2
20192020,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,1349,53,39,315,129,832,49.7,*,1.4,11.6,4.7,30.6
20192020,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,380,17,14,64,41,13,71.8,3.2,2.6,12.1,7.8,2.5
20192020,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,374,17,15,131,26,18,64.4,*,2.6,22.5,4.5,3.1
20192020,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,*,3,*,*,3,438,*,*,*,*,0.7,98.2
20192020,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,128,5,5,46,38,15,54.0,*,2.1,19.4,16.0,6.3
20192020,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,43,3,3,3,4,332,11.1,*,0.8,0.8,1.0,85.6
20192020,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,423,8,*,70,17,16,78.9,*,*,13.1,3.2,3.0
20192020,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,42,23,3,44,23,24,26.4,14.5,1.9,27.7,14.5,15.1
20192020,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,42,23,3,44,23,24,26.4,14.5,1.9,27.7,14.5,15.1
20192020,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,166,*,4,75,61,57,45.5,*,1.1,20.5,16.7,15.6
20192020,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,KVEC,904,48,*,*,33,7,23,43.2,*,*,29.7,6.3,20.7
20192020,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195002450,KVEC,904,67,*,4,23,8,33,48.9,*,2.9,16.8,5.8,24.1
20192020,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,KVEC,904,51,*,*,19,46,*,43.6,*,*,16.2,39.3,*
20192020,019,CAMPBELL,176,Fort Thomas Independent,"",---District Total---,176,"","",NKCES,905,220,10,5,11,*,*,88.7,4,2,4.4,*,*
20192020,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,NKCES,905,220,10,5,11,*,*,88.7,4.0,2.0,4.4,*,*
20192020,037,FRANKLIN,177,Frankfort Independent,"",---District Total---,177,"","",CKEC,901,23,*,3,12,5,5,46,4,6,24,10,10
20192020,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000433,CKEC,901,20,*,3,7,5,*,52.6,5.3,7.9,18.4,13.2,*
20192020,037,FRANKLIN,177,Frankfort Independent,080,Panther Transition Academy,177080,037177080,210198001524,CKEC,901,3,*,*,5,*,4,25.0,*,*,41.7,*,33.3
20192020,037,FRANKLIN,181,Franklin County,"",---District Total---,181,"","",OVEC,906,227,24,9,137,49,13,49.5,5.2,2,29.8,10.7,2.8
20192020,037,FRANKLIN,181,Franklin County,011,The Academy,181011,037181011,210201001917,OVEC,906,*,*,*,14,*,*,*,*,*,87.5,*,*
20192020,037,FRANKLIN,181,Franklin County,040,Franklin County High School,181040,037181040,210201000440,OVEC,906,119,14,8,41,27,6,55.3,6.5,3.7,19.1,12.6,2.8
20192020,037,FRANKLIN,181,Franklin County,070,Western Hills High School,181070,037181070,210201001420,OVEC,906,108,10,*,42,20,7,57.4,5.3,*,22.3,10.6,3.7
