"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Gender"	"Gender Code"	Births
	"2008"	"2008"	"Wake County, NC"	"37183"	"Male"	"M"	481
	"2008"	"2008"	"Franklin County, OH"	"39049"	"Female"	"F"	926
	"2008"	"2008"	"Franklin County, OH"	"39049"	"Male"	"M"	827
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"Female"	"F"	643
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"Male"	"M"	557
	"2008"	"2008"	"Montgomery County, OH"	"39113"	"Female"	"F"	342
	"2008"	"2008"	"Montgomery County, OH"	"39113"	"Male"	"M"	283
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"Female"	"F"	602
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"Male"	"M"	510
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"Female"	"F"	443
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"Male"	"M"	396
	"2008"	"2008"	"Greenville County, SC"	"45045"	"Female"	"F"	320
	"2008"	"2008"	"Greenville County, SC"	"45045"	"Male"	"M"	267
	"2008"	"2008"	"Davidson County, TN"	"47037"	"Female"	"F"	467
	"2008"	"2008"	"Davidson County, TN"	"47037"	"Male"	"M"	414
	"2008"	"2008"	"Knox County, TN"	"47093"	"Female"	"F"	258
	"2008"	"2008"	"Knox County, TN"	"47093"	"Male"	"M"	230
	"2008"	"2008"	"Shelby County, TN"	"47157"	"Female"	"F"	888
	"2008"	"2008"	"Shelby County, TN"	"47157"	"Male"	"M"	765
	"2008"	"2008"	"Richmond city, VA"	"51760"	"Female"	"F"	204
	"2008"	"2008"	"Richmond city, VA"	"51760"	"Male"	"M"	189
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"Female"	"F"	634
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"Male"	"M"	509
	"2009"	"2009"	"Duval County, FL"	"12031"	"Female"	"F"	704
	"2009"	"2009"	"Duval County, FL"	"12031"	"Male"	"M"	581
	"2009"	"2009"	"Marion County, IN"	"18097"	"Female"	"F"	798
	"2009"	"2009"	"Marion County, IN"	"18097"	"Male"	"M"	684
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"Female"	"F"	497
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"Male"	"M"	441
	"2009"	"2009"	"Kent County, MI"	"26081"	"Female"	"F"	347
	"2009"	"2009"	"Kent County, MI"	"26081"	"Male"	"M"	302
	"2009"	"2009"	"Jackson County, MO"	"29095"	"Female"	"F"	458
	"2009"	"2009"	"Jackson County, MO"	"29095"	"Male"	"M"	447
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"Female"	"F"	533
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"Male"	"M"	452
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"Female"	"F"	307
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"Male"	"M"	332
	"2009"	"2009"	"Douglas County, NE"	"31055"	"Female"	"F"	356
	"2009"	"2009"	"Douglas County, NE"	"31055"	"Male"	"M"	349
	"2009"	"2009"	"Guilford County, NC"	"37081"	"Female"	"F"	311
	"2009"	"2009"	"Guilford County, NC"	"37081"	"Male"	"M"	276
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	708
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	648
	"2009"	"2009"	"Wake County, NC"	"37183"	"Female"	"F"	541
	"2009"	"2009"	"Wake County, NC"	"37183"	"Male"	"M"	489
	"2009"	"2009"	"Franklin County, OH"	"39049"	"Female"	"F"	859
	"2009"	"2009"	"Franklin County, OH"	"39049"	"Male"	"M"	794
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"Female"	"F"	604
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"Male"	"M"	532
	"2009"	"2009"	"Montgomery County, OH"	"39113"	"Female"	"F"	365
	"2009"	"2009"	"Montgomery County, OH"	"39113"	"Male"	"M"	330
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"Female"	"F"	634
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"Male"	"M"	526
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"Female"	"F"	456
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"Male"	"M"	388
	"2009"	"2009"	"Greenville County, SC"	"45045"	"Female"	"F"	407
	"2009"	"2009"	"Greenville County, SC"	"45045"	"Male"	"M"	341
	"2009"	"2009"	"Davidson County, TN"	"47037"	"Female"	"F"	464
	"2009"	"2009"	"Davidson County, TN"	"47037"	"Male"	"M"	424
	"2009"	"2009"	"Knox County, TN"	"47093"	"Female"	"F"	218
	"2009"	"2009"	"Knox County, TN"	"47093"	"Male"	"M"	227
	"2009"	"2009"	"Shelby County, TN"	"47157"	"Female"	"F"	861
	"2009"	"2009"	"Shelby County, TN"	"47157"	"Male"	"M"	742
	"2009"	"2009"	"Richmond city, VA"	"51760"	"Female"	"F"	190
	"2009"	"2009"	"Richmond city, VA"	"51760"	"Male"	"M"	165
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"Female"	"F"	521
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"Male"	"M"	477
	"2010"	"2010"	"Duval County, FL"	"12031"	"Female"	"F"	651
	"2010"	"2010"	"Duval County, FL"	"12031"	"Male"	"M"	520
	"2010"	"2010"	"Marion County, IN"	"18097"	"Female"	"F"	736
	"2010"	"2010"	"Marion County, IN"	"18097"	"Male"	"M"	667
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"Female"	"F"	510
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"Male"	"M"	462
	"2010"	"2010"	"Kent County, MI"	"26081"	"Female"	"F"	356
	"2010"	"2010"	"Kent County, MI"	"26081"	"Male"	"M"	298
	"2010"	"2010"	"Jackson County, MO"	"29095"	"Female"	"F"	408
	"2010"	"2010"	"Jackson County, MO"	"29095"	"Male"	"M"	387
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"Female"	"F"	537
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"Male"	"M"	468
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"Female"	"F"	324
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"Male"	"M"	273
	"2010"	"2010"	"Douglas County, NE"	"31055"	"Female"	"F"	368
	"2010"	"2010"	"Douglas County, NE"	"31055"	"Male"	"M"	321
	"2010"	"2010"	"Guilford County, NC"	"37081"	"Female"	"F"	297
	"2010"	"2010"	"Guilford County, NC"	"37081"	"Male"	"M"	265
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	683
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	657
	"2010"	"2010"	"Wake County, NC"	"37183"	"Female"	"F"	548
	"2010"	"2010"	"Wake County, NC"	"37183"	"Male"	"M"	470
	"2010"	"2010"	"Franklin County, OH"	"39049"	"Female"	"F"	885
	"2010"	"2010"	"Franklin County, OH"	"39049"	"Male"	"M"	791
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"Female"	"F"	543
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"Male"	"M"	500
	"2010"	"2010"	"Montgomery County, OH"	"39113"	"Female"	"F"	331
	"2010"	"2010"	"Montgomery County, OH"	"39113"	"Male"	"M"	303
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"Female"	"F"	559
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"Male"	"M"	536
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"Female"	"F"	422
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"Male"	"M"	387
	"2010"	"2010"	"Greenville County, SC"	"45045"	"Female"	"F"	267
	"2010"	"2010"	"Greenville County, SC"	"45045"	"Male"	"M"	241
	"2010"	"2010"	"Davidson County, TN"	"47037"	"Female"	"F"	440
	"2010"	"2010"	"Davidson County, TN"	"47037"	"Male"	"M"	385
	"2010"	"2010"	"Knox County, TN"	"47093"	"Female"	"F"	246
	"2010"	"2010"	"Knox County, TN"	"47093"	"Male"	"M"	206
	"2010"	"2010"	"Shelby County, TN"	"47157"	"Female"	"F"	799
	"2010"	"2010"	"Shelby County, TN"	"47157"	"Male"	"M"	727
	"2010"	"2010"	"Richmond city, VA"	"51760"	"Female"	"F"	176
	"2010"	"2010"	"Richmond city, VA"	"51760"	"Male"	"M"	160
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"Female"	"F"	512
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"Male"	"M"	444
	"2011"	"2011"	"Duval County, FL"	"12031"	"Female"	"F"	609
	"2011"	"2011"	"Duval County, FL"	"12031"	"Male"	"M"	509
	"2011"	"2011"	"Marion County, IN"	"18097"	"Female"	"F"	698
	"2011"	"2011"	"Marion County, IN"	"18097"	"Male"	"M"	632
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"Female"	"F"	477
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"Male"	"M"	441
	"2011"	"2011"	"Kent County, MI"	"26081"	"Female"	"F"	349
	"2011"	"2011"	"Kent County, MI"	"26081"	"Male"	"M"	339
	"2011"	"2011"	"Jackson County, MO"	"29095"	"Female"	"F"	427
	"2011"	"2011"	"Jackson County, MO"	"29095"	"Male"	"M"	367
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"Female"	"F"	571
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"Male"	"M"	470
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"Female"	"F"	346
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"Male"	"M"	274
	"2011"	"2011"	"Douglas County, NE"	"31055"	"Female"	"F"	337
	"2011"	"2011"	"Douglas County, NE"	"31055"	"Male"	"M"	288
	"2011"	"2011"	"Guilford County, NC"	"37081"	"Female"	"F"	312
	"2011"	"2011"	"Guilford County, NC"	"37081"	"Male"	"M"	275
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	696
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	593
	"2011"	"2011"	"Wake County, NC"	"37183"	"Female"	"F"	519
	"2011"	"2011"	"Wake County, NC"	"37183"	"Male"	"M"	504
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Female"	"F"	884
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Male"	"M"	793
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Female"	"F"	611
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Male"	"M"	530
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Female"	"F"	314
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Male"	"M"	284
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Female"	"F"	590
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Male"	"M"	488
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Female"	"F"	451
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Male"	"M"	391
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Female"	"F"	280
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Male"	"M"	253
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Female"	"F"	435
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Male"	"M"	398
	"2011"	"2011"	"Knox County, TN"	"47093"	"Female"	"F"	233
	"2011"	"2011"	"Knox County, TN"	"47093"	"Male"	"M"	210
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Female"	"F"	800
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Male"	"M"	739
	"2011"	"2011"	"Richmond city, VA"	"51760"	"Female"	"F"	191
	"2011"	"2011"	"Richmond city, VA"	"51760"	"Male"	"M"	166
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Female"	"F"	521
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Male"	"M"	450
	"2012"	"2012"	"Duval County, FL"	"12031"	"Female"	"F"	613
	"2012"	"2012"	"Duval County, FL"	"12031"	"Male"	"M"	608
	"2012"	"2012"	"Marion County, IN"	"18097"	"Female"	"F"	688
	"2012"	"2012"	"Marion County, IN"	"18097"	"Male"	"M"	602
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"Female"	"F"	470
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"Male"	"M"	391
	"2012"	"2012"	"Kent County, MI"	"26081"	"Female"	"F"	376
	"2012"	"2012"	"Kent County, MI"	"26081"	"Male"	"M"	317
	"2012"	"2012"	"Jackson County, MO"	"29095"	"Female"	"F"	434
	"2012"	"2012"	"Jackson County, MO"	"29095"	"Male"	"M"	354
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"Female"	"F"	544
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"Male"	"M"	428
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"Female"	"F"	276
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"Male"	"M"	267
	"2012"	"2012"	"Douglas County, NE"	"31055"	"Female"	"F"	347
	"2012"	"2012"	"Douglas County, NE"	"31055"	"Male"	"M"	285
	"2012"	"2012"	"Guilford County, NC"	"37081"	"Female"	"F"	292
	"2012"	"2012"	"Guilford County, NC"	"37081"	"Male"	"M"	278
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	763
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	592
	"2012"	"2012"	"Wake County, NC"	"37183"	"Female"	"F"	528
	"2012"	"2012"	"Wake County, NC"	"37183"	"Male"	"M"	483
	"2012"	"2012"	"Franklin County, OH"	"39049"	"Female"	"F"	891
	"2012"	"2012"	"Franklin County, OH"	"39049"	"Male"	"M"	787
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"Female"	"F"	573
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"Male"	"M"	511
	"2012"	"2012"	"Montgomery County, OH"	"39113"	"Female"	"F"	350
	"2012"	"2012"	"Montgomery County, OH"	"39113"	"Male"	"M"	307
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"Female"	"F"	493
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"Male"	"M"	466
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"Female"	"F"	500
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"Male"	"M"	389
	"2012"	"2012"	"Greenville County, SC"	"45045"	"Female"	"F"	250
	"2012"	"2012"	"Greenville County, SC"	"45045"	"Male"	"M"	233
	"2012"	"2012"	"Davidson County, TN"	"47037"	"Female"	"F"	474
	"2012"	"2012"	"Davidson County, TN"	"47037"	"Male"	"M"	428
	"2012"	"2012"	"Knox County, TN"	"47093"	"Female"	"F"	219
	"2012"	"2012"	"Knox County, TN"	"47093"	"Male"	"M"	208
	"2012"	"2012"	"Shelby County, TN"	"47157"	"Female"	"F"	852
	"2012"	"2012"	"Shelby County, TN"	"47157"	"Male"	"M"	793
	"2012"	"2012"	"Richmond city, VA"	"51760"	"Female"	"F"	157
	"2012"	"2012"	"Richmond city, VA"	"51760"	"Male"	"M"	173
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"Female"	"F"	502
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"Male"	"M"	443
	"2013"	"2013"	"Duval County, FL"	"12031"	"Female"	"F"	618
	"2013"	"2013"	"Duval County, FL"	"12031"	"Male"	"M"	535
	"2013"	"2013"	"Marion County, IN"	"18097"	"Female"	"F"	693
	"2013"	"2013"	"Marion County, IN"	"18097"	"Male"	"M"	617
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"Female"	"F"	485
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"Male"	"M"	430
	"2013"	"2013"	"Kent County, MI"	"26081"	"Female"	"F"	358
	"2013"	"2013"	"Kent County, MI"	"26081"	"Male"	"M"	376
	"2013"	"2013"	"Jackson County, MO"	"29095"	"Female"	"F"	437
	"2013"	"2013"	"Jackson County, MO"	"29095"	"Male"	"M"	359
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"Female"	"F"	553
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"Male"	"M"	465
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"Female"	"F"	310
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"Male"	"M"	261
	"2013"	"2013"	"Douglas County, NE"	"31055"	"Female"	"F"	332
	"2013"	"2013"	"Douglas County, NE"	"31055"	"Male"	"M"	295
	"2013"	"2013"	"Guilford County, NC"	"37081"	"Female"	"F"	307
	"2013"	"2013"	"Guilford County, NC"	"37081"	"Male"	"M"	269
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	664
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	566
	"2013"	"2013"	"Wake County, NC"	"37183"	"Female"	"F"	537
	"2013"	"2013"	"Wake County, NC"	"37183"	"Male"	"M"	444
	"2013"	"2013"	"Franklin County, OH"	"39049"	"Female"	"F"	904
	"2013"	"2013"	"Franklin County, OH"	"39049"	"Male"	"M"	821
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"Female"	"F"	524
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"Male"	"M"	464
	"2013"	"2013"	"Montgomery County, OH"	"39113"	"Female"	"F"	343
	"2013"	"2013"	"Montgomery County, OH"	"39113"	"Male"	"M"	288
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"Female"	"F"	500
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"Male"	"M"	517
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"Female"	"F"	425
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"Male"	"M"	365
	"2013"	"2013"	"Greenville County, SC"	"45045"	"Female"	"F"	269
	"2013"	"2013"	"Greenville County, SC"	"45045"	"Male"	"M"	219
	"2013"	"2013"	"Davidson County, TN"	"47037"	"Female"	"F"	474
	"2013"	"2013"	"Davidson County, TN"	"47037"	"Male"	"M"	395
	"2013"	"2013"	"Knox County, TN"	"47093"	"Female"	"F"	235
	"2013"	"2013"	"Knox County, TN"	"47093"	"Male"	"M"	196
	"2013"	"2013"	"Shelby County, TN"	"47157"	"Female"	"F"	872
	"2013"	"2013"	"Shelby County, TN"	"47157"	"Male"	"M"	740
	"2013"	"2013"	"Richmond city, VA"	"51760"	"Female"	"F"	166
	"2013"	"2013"	"Richmond city, VA"	"51760"	"Male"	"M"	133
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"Female"	"F"	523
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"Male"	"M"	476
	"2014"	"2014"	"Duval County, FL"	"12031"	"Female"	"F"	611
	"2014"	"2014"	"Duval County, FL"	"12031"	"Male"	"M"	565
	"2014"	"2014"	"Marion County, IN"	"18097"	"Female"	"F"	725
	"2014"	"2014"	"Marion County, IN"	"18097"	"Male"	"M"	575
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"Female"	"F"	479
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"Male"	"M"	425
	"2014"	"2014"	"Kent County, MI"	"26081"	"Female"	"F"	393
	"2014"	"2014"	"Kent County, MI"	"26081"	"Male"	"M"	333
	"2014"	"2014"	"Jackson County, MO"	"29095"	"Female"	"F"	450
	"2014"	"2014"	"Jackson County, MO"	"29095"	"Male"	"M"	430
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"Female"	"F"	582
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"Male"	"M"	484
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"Female"	"F"	317
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"Male"	"M"	254
	"2014"	"2014"	"Douglas County, NE"	"31055"	"Female"	"F"	322
	"2014"	"2014"	"Douglas County, NE"	"31055"	"Male"	"M"	293
	"2014"	"2014"	"Guilford County, NC"	"37081"	"Female"	"F"	316
	"2014"	"2014"	"Guilford County, NC"	"37081"	"Male"	"M"	273
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	692
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	604
	"2014"	"2014"	"Wake County, NC"	"37183"	"Female"	"F"	532
	"2014"	"2014"	"Wake County, NC"	"37183"	"Male"	"M"	482
	"2014"	"2014"	"Franklin County, OH"	"39049"	"Female"	"F"	877
	"2014"	"2014"	"Franklin County, OH"	"39049"	"Male"	"M"	817
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"Female"	"F"	571
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"Male"	"M"	465
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"Female"	"F"	335
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"Male"	"M"	262
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"Female"	"F"	572
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"Male"	"M"	488
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"Female"	"F"	404
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"Male"	"M"	365
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Female"	"F"	278
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Male"	"M"	240
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Female"	"F"	468
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Male"	"M"	449
	"2014"	"2014"	"Knox County, TN"	"47093"	"Female"	"F"	240
	"2014"	"2014"	"Knox County, TN"	"47093"	"Male"	"M"	194
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Female"	"F"	812
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Male"	"M"	747
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Female"	"F"	168
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Male"	"M"	143
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Female"	"F"	513
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Male"	"M"	470
	"2015"	"2015"	"Duval County, FL"	"12031"	"Female"	"F"	712
	"2015"	"2015"	"Duval County, FL"	"12031"	"Male"	"M"	589
	"2015"	"2015"	"Marion County, IN"	"18097"	"Female"	"F"	694
	"2015"	"2015"	"Marion County, IN"	"18097"	"Male"	"M"	641
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"Female"	"F"	461
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"Male"	"M"	433
	"2015"	"2015"	"Kent County, MI"	"26081"	"Female"	"F"	364
	"2015"	"2015"	"Kent County, MI"	"26081"	"Male"	"M"	331
	"2015"	"2015"	"Jackson County, MO"	"29095"	"Female"	"F"	445
