GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0500000US01069,01069,"Houston County, Alabama",1906,215,997,126,98,102,350,159,349,164,10,18,105,84,35,39,20,36,30,40,909,129,93,74,85,67,233,165,23,34,73,60,109,75,282,185,11,20
0500000US01073,01073,"Jefferson County, Alabama",11384,447,6228,582,1481,571,599,404,1951,662,372,258,546,306,193,191,691,466,395,338,5156,576,1010,545,328,257,1166,561,118,201,1025,651,0,200,1077,677,432,321
0500000US01089,01089,"Madison County, Alabama",9842,505,5160,395,1207,721,784,552,817,533,360,373,775,486,444,439,379,249,394,282,4682,280,753,487,464,315,774,406,89,130,1015,534,424,319,819,485,344,255
0500000US01097,01097,"Mobile County, Alabama",7058,476,3719,295,255,402,57,90,1461,853,0,200,747,483,567,452,198,203,434,375,3339,355,349,367,347,329,676,493,41,70,934,500,393,341,110,140,489,419
0500000US01101,01101,"Montgomery County, Alabama",3343,234,1759,210,140,121,284,252,543,280,106,163,306,244,0,200,77,95,303,225,1584,257,504,310,327,269,383,314,0,200,62,76,73,115,0,200,235,151
0500000US01117,01117,"Shelby County, Alabama",6305,218,3475,244,311,337,481,457,1265,771,0,200,211,278,121,150,468,349,618,481,2830,157,347,268,428,355,477,383,162,222,451,399,433,570,232,155,300,220
0500000US02020,02020,"Anchorage Municipality, Alaska",13938,*****,6956,*****,491,257,493,490,1721,689,159,151,2284,725,931,589,513,330,364,272,6982,*****,435,255,362,362,807,490,350,335,1658,674,1075,675,1576,718,719,547
0500000US04003,04003,"Cochise County, Arizona",25892,*****,12729,*****,1385,490,1429,452,2830,801,1040,410,2689,621,1396,585,1292,520,668,320,13163,*****,1423,565,1664,710,1806,594,635,312,5122,1094,1214,547,709,412,590,312
0500000US04005,04005,"Coconino County, Arizona",9893,489,5096,*****,256,301,726,538,1590,650,0,208,1199,702,450,421,598,506,277,278,4797,490,77,70,312,305,828,517,125,164,1344,599,599,449,1017,558,495,324
