"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"2 years"	"2"	"2001"	"2001"	794	2373545	33.5
	"2 years"	"2"	"2002"	"2002"	779	2412007	32.3
	"2 years"	"2"	"2003"	"2003"	791	2506860	31.6
	"2 years"	"2"	"2004"	"2004"	695	2469880	28.1
	"2 years"	"2"	"2005"	"2005"	759	2487141	30.5
	"2 years"	"2"	"2006"	"2006"	728	2508390	29.0
	"2 years"	"2"	"2007"	"2007"	703	2499358	28.1
	"2 years"	"2"	"2008"	"2008"	687	2509636	27.4
	"2 years"	"2"	"2009"	"2009"	653	2579522	25.3
	"2 years"	"2"	"2010"	"2010"	633	2578412	24.5
	"2 years"	"2"	"2011"	"2011"	610	2502787	24.4
	"2 years"	"2"	"2012"	"2012"	622	2511498	24.8
	"2 years"	"2"	"2013"	"2013"	591	2532303	23.3
	"2 years"	"2"	"2014"	"2014"	581	2501567	23.2
	"2 years"	"2"	"2015"	"2015"	602	2513311	24.0
	"2 years"	"2"	"2016"	"2016"	602	2522341	23.9
	"2 years"	"2"	"2017"	"2017"	546	2542517	21.5
	"2 years"	"2"	"2018"	"2018"	600	2516490	23.8
	"2 years"	"2"	"2019"	"2019"	535	2469526	21.7
	"3 years"	"3"	"1999"	"1999"	615	2406542	25.6
	"3 years"	"3"	"2000"	"2000"	529	2406541	22.0
	"3 years"	"3"	"2001"	"2001"	595	2376068	25.0
	"3 years"	"3"	"2002"	"2002"	537	2374279	22.6
	"3 years"	"3"	"2003"	"2003"	598	2412359	24.8
	"3 years"	"3"	"2004"	"2004"	536	2506575	21.4
	"3 years"	"3"	"2005"	"2005"	536	2469808	21.7
	"3 years"	"3"	"2006"	"2006"	498	2491890	20.0
	"3 years"	"3"	"2007"	"2007"	531	2519252	21.1
	"3 years"	"3"	"2008"	"2008"	516	2513200	20.5
	"3 years"	"3"	"2009"	"2009"	526	2524210	20.8
	"3 years"	"3"	"2010"	"2010"	472	2588852	18.2
	"3 years"	"3"	"2011"	"2011"	509	2583839	19.7
	"3 years"	"3"	"2012"	"2012"	485	2509019	19.3
	"3 years"	"3"	"2013"	"2013"	451	2518286	17.9
	"3 years"	"3"	"2014"	"2014"	426	2542704	16.8
	"3 years"	"3"	"2015"	"2015"	459	2511764	18.3
	"3 years"	"3"	"2016"	"2016"	462	2519572	18.3
	"3 years"	"3"	"2017"	"2017"	446	2530471	17.6
	"3 years"	"3"	"2018"	"2018"	440	2549073	17.3
	"3 years"	"3"	"2019"	"2019"	426	2518912	16.9
	"4 years"	"4"	"1999"	"1999"	505	2482486	20.3
	"4 years"	"4"	"2000"	"2000"	481	2465944	19.5
	"4 years"	"4"	"2001"	"2001"	505	2401757	21.0
	"4 years"	"4"	"2002"	"2002"	480	2380791	20.2
	"4 years"	"4"	"2003"	"2003"	448	2379486	18.8
	"4 years"	"4"	"2004"	"2004"	440	2419147	18.2
	"4 years"	"4"	"2005"	"2005"	413	2515479	16.4
	"4 years"	"4"	"2006"	"2006"	431	2482601	17.4
	"4 years"	"4"	"2007"	"2007"	454	2511307	18.1
	"4 years"	"4"	"2008"	"2008"	429	2546299	16.8
	"4 years"	"4"	"2009"	"2009"	391	2542499	15.4
	"4 years"	"4"	"2010"	"2010"	380	2551215	14.9
	"4 years"	"4"	"2011"	"2011"	392	2593939	15.1
	"4 years"	"4"	"2012"	"2012"	412	2589103	15.9
	"4 years"	"4"	"2013"	"2013"	404	2515439	16.1
	"4 years"	"4"	"2014"	"2014"	385	2528142	15.2
	"4 years"	"4"	"2015"	"2015"	340	2551666	13.3
	"4 years"	"4"	"2016"	"2016"	397	2519316	15.8
	"4 years"	"4"	"2017"	"2017"	356	2526693	14.1
	"4 years"	"4"	"2018"	"2018"	327	2537731	12.9
	"4 years"	"4"	"2019"	"2019"	338	2551650	13.2
	"5 years"	"5"	"1999"	"1999"	460	2510030	18.3
	"5 years"	"5"	"2000"	"2000"	444	2487671	17.8
	"5 years"	"5"	"2001"	"2001"	401	2453677	16.3
	"5 years"	"5"	"2002"	"2002"	407	2404461	16.9
	"5 years"	"5"	"2003"	"2003"	396	2381792	16.6
	"5 years"	"5"	"2004"	"2004"	405	2379893	17.0
	"5 years"	"5"	"2005"	"2005"	348	2419850	14.4
	"5 years"	"5"	"2006"	"2006"	397	2518052	15.8
	"5 years"	"5"	"2007"	"2007"	362	2488877	14.5
	"5 years"	"5"	"2008"	"2008"	355	2520872	14.1
	"5 years"	"5"	"2009"	"2009"	364	2560026	14.2
	"5 years"	"5"	"2010"	"2010"	288	2550608	11.3
	"5 years"	"5"	"2011"	"2011"	336	2569751	13.1
	"5 years"	"5"	"2012"	"2012"	339	2598846	13.0
	"5 years"	"5"	"2013"	"2013"	340	2594943	13.1
	"5 years"	"5"	"2014"	"2014"	311	2524038	12.3
	"5 years"	"5"	"2015"	"2015"	289	2539714	11.4
	"5 years"	"5"	"2016"	"2016"	312	2558079	12.2
	"5 years"	"5"	"2017"	"2017"	302	2526303	12.0
	"5 years"	"5"	"2018"	"2018"	304	2533765	12.0
	"5 years"	"5"	"2019"	"2019"	319	2540376	12.6
	"6 years"	"6"	"1999"	"1999"	392	2536177	15.5
	"6 years"	"6"	"2000"	"2000"	400	2520570	15.9
	"6 years"	"6"	"2001"	"2001"	399	2490072	16.0
	"6 years"	"6"	"2002"	"2002"	351	2452081	14.3
	"6 years"	"6"	"2003"	"2003"	356	2400623	14.8
	"6 years"	"6"	"2004"	"2004"	359	2375589	15.1
	"6 years"	"6"	"2005"	"2005"	368	2371924	15.5
	"6 years"	"6"	"2006"	"2006"	313	2412009	13.0
	"6 years"	"6"	"2007"	"2007"	343	2510801	13.7
	"6 years"	"6"	"2008"	"2008"	307	2482797	12.4
	"6 years"	"6"	"2009"	"2009"	320	2515422	12.7
	"6 years"	"6"	"2010"	"2010"	292	2551984	11.4
	"6 years"	"6"	"2011"	"2011"	300	2566215	11.7
	"6 years"	"6"	"2012"	"2012"	283	2575395	11.0
	"6 years"	"6"	"2013"	"2013"	292	2605071	11.2
	"6 years"	"6"	"2014"	"2014"	278	2603356	10.7
	"6 years"	"6"	"2015"	"2015"	308	2533335	12.2
	"6 years"	"6"	"2016"	"2016"	300	2546250	11.8
	"6 years"	"6"	"2017"	"2017"	272	2563689	10.6
	"6 years"	"6"	"2018"	"2018"	285	2531665	11.3
	"6 years"	"6"	"2019"	"2019"	292	2535736	11.5
	"7 years"	"7"	"1999"	"1999"	424	2613771	16.2
	"7 years"	"7"	"2000"	"2000"	393	2580678	15.2
	"7 years"	"7"	"2001"	"2001"	356	2515073	14.2
	"7 years"	"7"	"2002"	"2002"	329	2495588	13.2
	"7 years"	"7"	"2003"	"2003"	353	2457955	14.4
	"7 years"	"7"	"2004"	"2004"	313	2408264	13.0
	"7 years"	"7"	"2005"	"2005"	331	2385146	13.9
	"7 years"	"7"	"2006"	"2006"	303	2385483	12.7
	"7 years"	"7"	"2007"	"2007"	327	2431350	13.4
	"7 years"	"7"	"2008"	"2008"	301	2536007	11.9
	"7 years"	"7"	"2009"	"2009"	266	2510634	10.6
	"7 years"	"7"	"2010"	"2010"	279	2531034	11.0
	"7 years"	"7"	"2011"	"2011"	262	2567305	10.2
	"7 years"	"7"	"2012"	"2012"	265	2571274	10.3
	"7 years"	"7"	"2013"	"2013"	256	2581652	9.9
	"7 years"	"7"	"2014"	"2014"	280	2612610	10.7
	"7 years"	"7"	"2015"	"2015"	275	2611988	10.5
	"7 years"	"7"	"2016"	"2016"	308	2539821	12.1
	"7 years"	"7"	"2017"	"2017"	299	2552042	11.7
	"7 years"	"7"	"2018"	"2018"	244	2568996	9.5
	"7 years"	"7"	"2019"	"2019"	256	2534387	10.1
	"8 years"	"8"	"1999"	"1999"	423	2613961	16.2
	"8 years"	"8"	"2000"	"2000"	380	2616722	14.5
	"8 years"	"8"	"2001"	"2001"	354	2568333	13.8
	"8 years"	"8"	"2002"	"2002"	370	2518758	14.7
	"8 years"	"8"	"2003"	"2003"	341	2499323	13.6
	"8 years"	"8"	"2004"	"2004"	309	2460647	12.6
	"8 years"	"8"	"2005"	"2005"	287	2411397	11.9
	"8 years"	"8"	"2006"	"2006"	292	2390666	12.2
	"8 years"	"8"	"2007"	"2007"	304	2394388	12.7
	"8 years"	"8"	"2008"	"2008"	295	2443453	12.1
	"8 years"	"8"	"2009"	"2009"	266	2550016	10.4
	"8 years"	"8"	"2010"	"2010"	249	2530175	9.8
	"8 years"	"8"	"2011"	"2011"	285	2547478	11.2
	"8 years"	"8"	"2012"	"2012"	245	2572701	9.5
	"8 years"	"8"	"2013"	"2013"	280	2575685	10.9
	"8 years"	"8"	"2014"	"2014"	260	2589102	10.0
	"8 years"	"8"	"2015"	"2015"	282	2621277	10.8
	"8 years"	"8"	"2016"	"2016"	304	2618211	11.6
	"8 years"	"8"	"2017"	"2017"	248	2545392	9.7
	"8 years"	"8"	"2018"	"2018"	268	2557101	10.5
	"8 years"	"8"	"2019"	"2019"	264	2571871	10.3
	"9 years"	"9"	"1999"	"1999"	378	2634250	14.3
	"9 years"	"9"	"2000"	"2000"	364	2666837	13.6
	"9 years"	"9"	"2001"	"2001"	363	2617650	13.9
	"9 years"	"9"	"2002"	"2002"	358	2579384	13.9
	"9 years"	"9"	"2003"	"2003"	329	2531302	13.0
	"9 years"	"9"	"2004"	"2004"	357	2514150	14.2
	"9 years"	"9"	"2005"	"2005"	322	2478928	13.0
	"9 years"	"9"	"2006"	"2006"	286	2433687	11.8
	"9 years"	"9"	"2007"	"2007"	290	2418784	12.0
	"9 years"	"9"	"2008"	"2008"	278	2428311	11.4
	"9 years"	"9"	"2009"	"2009"	308	2482577	12.4
	"9 years"	"9"	"2010"	"2010"	258	2589085	10.0
	"9 years"	"9"	"2011"	"2011"	263	2525556	10.4
	"9 years"	"9"	"2012"	"2012"	267	2553491	10.5
	"9 years"	"9"	"2013"	"2013"	253	2578999	9.8
	"9 years"	"9"	"2014"	"2014"	278	2583272	10.8
	"9 years"	"9"	"2015"	"2015"	247	2597639	9.5
	"9 years"	"9"	"2016"	"2016"	278	2627361	10.6
	"9 years"	"9"	"2017"	"2017"	242	2626044	9.2
	"9 years"	"9"	"2018"	"2018"	270	2550102	10.6
	"9 years"	"9"	"2019"	"2019"	254	2560288	9.9
	"10 years"	"10"	"1999"	"1999"	410	2581664	15.9
	"10 years"	"10"	"2000"	"2000"	364	2666364	13.7
	"10 years"	"10"	"2001"	"2001"	394	2673848	14.7
	"10 years"	"10"	"2002"	"2002"	383	2657983	14.4
	"10 years"	"10"	"2003"	"2003"	409	2633318	15.5
	"10 years"	"10"	"2004"	"2004"	352	2598712	13.5
	"10 years"	"10"	"2005"	"2005"	305	2595677	11.8
	"10 years"	"10"	"2006"	"2006"	317	2575692	12.3
	"10 years"	"10"	"2007"	"2007"	333	2546092	13.1
	"10 years"	"10"	"2008"	"2008"	285	2547211	11.2
	"10 years"	"10"	"2009"	"2009"	284	2572437	11.0
	"10 years"	"10"	"2010"	"2010"	246	2603539	9.4
	"10 years"	"10"	"2011"	"2011"	266	2582171	10.3
	"10 years"	"10"	"2012"	"2012"	240	2531944	9.5
	"10 years"	"10"	"2013"	"2013"	256	2558380	10.0
	"10 years"	"10"	"2014"	"2014"	275	2586911	10.6
	"10 years"	"10"	"2015"	"2015"	247	2591876	9.5
	"10 years"	"10"	"2016"	"2016"	291	2604519	11.2
	"10 years"	"10"	"2017"	"2017"	270	2634291	10.2
	"10 years"	"10"	"2018"	"2018"	290	2630771	11.0
	"10 years"	"10"	"2019"	"2019"	302	2552286	11.8
	"11 years"	"11"	"1999"	"1999"	428	2514957	17.0
	"11 years"	"11"	"2000"	"2000"	445	2565966	17.3
	"11 years"	"11"	"2001"	"2001"	392	2712449	14.5
	"11 years"	"11"	"2002"	"2002"	372	2685602	13.9
	"11 years"	"11"	"2003"	"2003"	380	2664791	14.3
	"11 years"	"11"	"2004"	"2004"	343	2634829	13.0
	"11 years"	"11"	"2005"	"2005"	354	2596151	13.6
	"11 years"	"11"	"2006"	"2006"	338	2590643	13.0
	"11 years"	"11"	"2007"	"2007"	310	2570189	12.1
	"11 years"	"11"	"2008"	"2008"	300	2538921	11.8
	"11 years"	"11"	"2009"	"2009"	329	2537657	13.0
	"11 years"	"11"	"2010"	"2010"	307	2567433	12.0
	"11 years"	"11"	"2011"	"2011"	277	2620006	10.6
	"11 years"	"11"	"2012"	"2012"	271	2588367	10.5
	"11 years"	"11"	"2013"	"2013"	248	2540051	9.8
	"11 years"	"11"	"2014"	"2014"	269	2566196	10.5
	"11 years"	"11"	"2015"	"2015"	268	2596813	10.3
	"11 years"	"11"	"2016"	"2016"	309	2597856	11.9
	"11 years"	"11"	"2017"	"2017"	306	2611075	11.7
	"11 years"	"11"	"2018"	"2018"	302	2638171	11.4
	"11 years"	"11"	"2019"	"2019"	317	2632464	12.0
	"12 years"	"12"	"1999"	"1999"	408	2496955	16.3
	"12 years"	"12"	"2000"	"2000"	435	2542077	17.1
	"12 years"	"12"	"2001"	"2001"	428	2608848	16.4
	"12 years"	"12"	"2002"	"2002"	474	2733670	17.3
	"12 years"	"12"	"2003"	"2003"	440	2707210	16.3
	"12 years"	"12"	"2004"	"2004"	440	2685957	16.4
	"12 years"	"12"	"2005"	"2005"	409	2656878	15.4
	"12 years"	"12"	"2006"	"2006"	348	2620810	13.3
	"12 years"	"12"	"2007"	"2007"	347	2619769	13.2
	"12 years"	"12"	"2008"	"2008"	339	2601383	13.0
	"12 years"	"12"	"2009"	"2009"	341	2572099	13.3
	"12 years"	"12"	"2010"	"2010"	347	2563148	13.5
	"12 years"	"12"	"2011"	"2011"	327	2575244	12.7
	"12 years"	"12"	"2012"	"2012"	316	2626764	12.0
	"12 years"	"12"	"2013"	"2013"	323	2595371	12.4
	"12 years"	"12"	"2014"	"2014"	332	2548358	13.0
	"12 years"	"12"	"2015"	"2015"	297	2575742	11.5
	"12 years"	"12"	"2016"	"2016"	314	2602411	12.1
	"12 years"	"12"	"2017"	"2017"	335	2606773	12.9
	"12 years"	"12"	"2018"	"2018"	352	2614495	13.5
	"12 years"	"12"	"2019"	"2019"	333	2639984	12.6
	"13 years"	"13"	"1999"	"1999"	524	2487371	21.1
	"13 years"	"13"	"2000"	"2000"	512	2498268	20.5
	"13 years"	"13"	"2001"	"2001"	528	2567534	20.6
	"13 years"	"13"	"2002"	"2002"	579	2625301	22.1
	"13 years"	"13"	"2003"	"2003"	552	2747254	20.1
	"13 years"	"13"	"2004"	"2004"	538	2717216	19.8
	"13 years"	"13"	"2005"	"2005"	507	2693805	18.8
	"13 years"	"13"	"2006"	"2006"	460	2664554	17.3
	"13 years"	"13"	"2007"	"2007"	454	2629887	17.3
	"13 years"	"13"	"2008"	"2008"	399	2628805	15.2
	"13 years"	"13"	"2009"	"2009"	408	2609923	15.6
	"13 years"	"13"	"2010"	"2010"	366	2582418	14.2
	"13 years"	"13"	"2011"	"2011"	368	2573529	14.3
	"13 years"	"13"	"2012"	"2012"	376	2582868	14.6
	"13 years"	"13"	"2013"	"2013"	404	2632583	15.3
	"13 years"	"13"	"2014"	"2014"	402	2604007	15.4
	"13 years"	"13"	"2015"	"2015"	402	2558164	15.7
	"13 years"	"13"	"2016"	"2016"	384	2580951	14.9
	"13 years"	"13"	"2017"	"2017"	392	2609499	15.0
	"13 years"	"13"	"2018"	"2018"	397	2610872	15.2
	"13 years"	"13"	"2019"	"2019"	423	2617812	16.2
	"14 years"	"14"	"1999"	"1999"	703	2487870	28.3
	"14 years"	"14"	"2000"	"2000"	689	2515992	27.4
	"14 years"	"14"	"2001"	"2001"	629	2530430	24.9
	"14 years"	"14"	"2002"	"2002"	657	2580083	25.5
	"14 years"	"14"	"2003"	"2003"	675	2633606	25.6
	"14 years"	"14"	"2004"	"2004"	705	2749491	25.6
	"14 years"	"14"	"2005"	"2005"	682	2716204	25.1
	"14 years"	"14"	"2006"	"2006"	598	2690371	22.2
	"14 years"	"14"	"2007"	"2007"	564	2660570	21.2
	"14 years"	"14"	"2008"	"2008"	541	2624422	20.6
	"14 years"	"14"	"2009"	"2009"	523	2621003	20.0
	"14 years"	"14"	"2010"	"2010"	504	2610866	19.3
	"14 years"	"14"	"2011"	"2011"	519	2589880	20.0
	"14 years"	"14"	"2012"	"2012"	487	2582144	18.9
	"14 years"	"14"	"2013"	"2013"	485	2589297	18.7
	"14 years"	"14"	"2014"	"2014"	471	2642611	17.8
	"14 years"	"14"	"2015"	"2015"	535	2614357	20.5
	"14 years"	"14"	"2016"	"2016"	499	2565023	19.5
	"14 years"	"14"	"2017"	"2017"	552	2594162	21.3
	"14 years"	"14"	"2018"	"2018"	521	2614504	19.9
	"14 years"	"14"	"2019"	"2019"	496	2614844	19.0
	"15 years"	"15"	"1999"	"1999"	897	2437964	36.8
	"15 years"	"15"	"2000"	"2000"	889	2491772	35.7
	"15 years"	"15"	"2001"	"2001"	845	2539538	33.3
	"15 years"	"15"	"2002"	"2002"	831	2556398	32.5
	"15 years"	"15"	"2003"	"2003"	844	2605969	32.4
	"15 years"	"15"	"2004"	"2004"	866	2660075	32.6
	"15 years"	"15"	"2005"	"2005"	936	2778053	33.7
	"15 years"	"15"	"2006"	"2006"	815	2747193	29.7
	"15 years"	"15"	"2007"	"2007"	816	2725707	29.9
	"15 years"	"15"	"2008"	"2008"	773	2699370	28.6
	"15 years"	"15"	"2009"	"2009"	686	2664725	25.7
	"15 years"	"15"	"2010"	"2010"	656	2657343	24.7
	"15 years"	"15"	"2011"	"2011"	599	2606180	23.0
	"15 years"	"15"	"2012"	"2012"	651	2601329	25.0
	"15 years"	"15"	"2013"	"2013"	621	2591317	24.0
	"15 years"	"15"	"2014"	"2014"	585	2601969	22.5
	"15 years"	"15"	"2015"	"2015"	636	2654126	24.0
	"15 years"	"15"	"2016"	"2016"	663	2623260	25.3
	"15 years"	"15"	"2017"	"2017"	704	2576767	27.3
	"15 years"	"15"	"2018"	"2018"	717	2600718	27.6
	"15 years"	"15"	"2019"	"2019"	656	2619640	25.0
	"16 years"	"16"	"1999"	"1999"	1299	2490884	52.2
	"16 years"	"16"	"2000"	"2000"	1260	2467054	51.1
	"16 years"	"16"	"2001"	"2001"	1248	2550146	48.9
	"16 years"	"16"	"2002"	"2002"	1391	2569301	54.1
	"16 years"	"16"	"2003"	"2003"	1296	2585023	50.1
	"16 years"	"16"	"2004"	"2004"	1285	2633433	48.8
	"16 years"	"16"	"2005"	"2005"	1229	2687865	45.7
	"16 years"	"16"	"2006"	"2006"	1243	2807469	44.3
	"16 years"	"16"	"2007"	"2007"	1146	2778619	41.2
	"16 years"	"16"	"2008"	"2008"	1036	2758940	37.6
	"16 years"	"16"	"2009"	"2009"	992	2733202	36.3
	"16 years"	"16"	"2010"	"2010"	925	2704235	34.2
	"16 years"	"16"	"2011"	"2011"	905	2659650	34.0
	"16 years"	"16"	"2012"	"2012"	823	2619621	31.4
	"16 years"	"16"	"2013"	"2013"	783	2608588	30.0
	"16 years"	"16"	"2014"	"2014"	815	2606165	31.3
	"16 years"	"16"	"2015"	"2015"	861	2614607	32.9
	"16 years"	"16"	"2016"	"2016"	912	2666616	34.2
	"16 years"	"16"	"2017"	"2017"	954	2640381	36.1
	"16 years"	"16"	"2018"	"2018"	859	2585361	33.2
	"16 years"	"16"	"2019"	"2019"	878	2606882	33.7
	"17 years"	"17"	"1999"	"1999"	1636	2494208	65.6
	"17 years"	"17"	"2000"	"2000"	1582	2511368	63.0
	"17 years"	"17"	"2001"	"2001"	1635	2504748	65.3
	"17 years"	"17"	"2002"	"2002"	1634	2578708	63.4
	"17 years"	"17"	"2003"	"2003"	1637	2592133	63.2
	"17 years"	"17"	"2004"	"2004"	1569	2603515	60.3
	"17 years"	"17"	"2005"	"2005"	1605	2648876	60.6
	"17 years"	"17"	"2006"	"2006"	1616	2701533	59.8
	"17 years"	"17"	"2007"	"2007"	1546	2819385	54.8
	"17 years"	"17"	"2008"	"2008"	1364	2788779	48.9
	"17 years"	"17"	"2009"	"2009"	1324	2766476	47.9
	"17 years"	"17"	"2010"	"2010"	1188	2752564	43.2
	"17 years"	"17"	"2011"	"2011"	1137	2715168	41.9
	"17 years"	"17"	"2012"	"2012"	1038	2674939	38.8
	"17 years"	"17"	"2013"	"2013"	1074	2630203	40.8
	"17 years"	"17"	"2014"	"2014"	1009	2626711	38.4
	"17 years"	"17"	"2015"	"2015"	1126	2621613	43.0
	"17 years"	"17"	"2016"	"2016"	1175	2630292	44.7
	"17 years"	"17"	"2017"	"2017"	1134	2686152	42.2
	"17 years"	"17"	"2018"	"2018"	1130	2650425	42.6
	"17 years"	"17"	"2019"	"2019"	1101	2592740	42.5
	"18 years"	"18"	"1999"	"1999"	2011	2454896	81.9
	"18 years"	"18"	"2000"	"2000"	1947	2504695	77.7
	"18 years"	"18"	"2001"	"2001"	2036	2544070	80.0
	"18 years"	"18"	"2002"	"2002"	2067	2536440	81.5
	"18 years"	"18"	"2003"	"2003"	2154	2608826	82.6
	"18 years"	"18"	"2004"	"2004"	2139	2619208	81.7
	"18 years"	"18"	"2005"	"2005"	2016	2631512	76.6
	"18 years"	"18"	"2006"	"2006"	2095	2679085	78.2
	"18 years"	"18"	"2007"	"2007"	2050	2734222	75.0
	"18 years"	"18"	"2008"	"2008"	1889	2855545	66.2
	"18 years"	"18"	"2009"	"2009"	1814	2826578	64.2
	"18 years"	"18"	"2010"	"2010"	1682	2809137	59.9
	"18 years"	"18"	"2011"	"2011"	1600	2762968	57.9
	"18 years"	"18"	"2012"	"2012"	1566	2743707	57.1
	"18 years"	"18"	"2013"	"2013"	1432	2698984	53.1
	"18 years"	"18"	"2014"	"2014"	1444	2665733	54.2
	"18 years"	"18"	"2015"	"2015"	1492	2661713	56.1
	"18 years"	"18"	"2016"	"2016"	1578	2654006	59.5
	"18 years"	"18"	"2017"	"2017"	1566	2667398	58.7
	"18 years"	"18"	"2018"	"2018"	1570	2712182	57.9
	"18 years"	"18"	"2019"	"2019"	1574	2674952	58.8
	"19 years"	"19"	"1999"	"1999"	2117	2506497	84.5
	"19 years"	"19"	"2000"	"2000"	2142	2529755	84.7
	"19 years"	"19"	"2001"	"2001"	2237	2540922	88.0
	"19 years"	"19"	"2002"	"2002"	2287	2562425	89.3
	"19 years"	"19"	"2003"	"2003"	2307	2546892	90.6
	"19 years"	"19"	"2004"	"2004"	2193	2617208	83.8
	"19 years"	"19"	"2005"	"2005"	2292	2629282	87.2
	"19 years"	"19"	"2006"	"2006"	2393	2640380	90.6
	"19 years"	"19"	"2007"	"2007"	2222	2686257	82.7
	"19 years"	"19"	"2008"	"2008"	2124	2741745	77.5
	"19 years"	"19"	"2009"	"2009"	1990	2859955	69.6
	"19 years"	"19"	"2010"	"2010"	1953	2846855	68.6
	"19 years"	"19"	"2011"	"2011"	1895	2797056	67.7
	"19 years"	"19"	"2012"	"2012"	1748	2761279	63.3
	"19 years"	"19"	"2013"	"2013"	1750	2732486	64.0
	"19 years"	"19"	"2014"	"2014"	1691	2704766	62.5
	"19 years"	"19"	"2015"	"2015"	1789	2670548	67.0
	"19 years"	"19"	"2016"	"2016"	1869	2658081	70.3
	"19 years"	"19"	"2017"	"2017"	1889	2657574	71.1
	"19 years"	"19"	"2018"	"2018"	1651	2657563	62.1
	"19 years"	"19"	"2019"	"2019"	1768	2699313	65.5
	"20 years"	"20"	"1999"	"1999"	2069	2399437	86.2
	"20 years"	"20"	"2000"	"2000"	2199	2481274	88.6
	"20 years"	"20"	"2001"	"2001"	2223	2546133	87.3
	"20 years"	"20"	"2002"	"2002"	2297	2557089	89.8
	"20 years"	"20"	"2003"	"2003"	2383	2564080	92.9
	"20 years"	"20"	"2004"	"2004"	2206	2548224	86.6
	"20 years"	"20"	"2005"	"2005"	2331	2615051	89.1
	"20 years"	"20"	"2006"	"2006"	2356	2621548	89.9
	"20 years"	"20"	"2007"	"2007"	2218	2627610	84.4
	"20 years"	"20"	"2008"	"2008"	2198	2670322	82.3
	"20 years"	"20"	"2009"	"2009"	2090	2721741	76.8
	"20 years"	"20"	"2010"	"2010"	2049	2807053	73.0
	"20 years"	"20"	"2011"	"2011"	2027	2849630	71.1
	"20 years"	"20"	"2012"	"2012"	2016	2813865	71.6
	"20 years"	"20"	"2013"	"2013"	1927	2767281	69.6
	"20 years"	"20"	"2014"	"2014"	1916	2754725	69.6
	"20 years"	"20"	"2015"	"2015"	1935	2722076	71.1
	"20 years"	"20"	"2016"	"2016"	2101	2677133	78.5
	"20 years"	"20"	"2017"	"2017"	2076	2668337	77.8
	"20 years"	"20"	"2018"	"2018"	1882	2655164	70.9
	"20 years"	"20"	"2019"	"2019"	1986	2652088	74.9
	"21 years"	"21"	"1999"	"1999"	2096	2307415	90.8
