"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"0"	"1999"	"1999"	15950	2376596	671.1
	"< 1 year"	"0"	"2000"	"2000"	16050	2380384	674.3
	"< 1 year"	"0"	"2001"	"2001"	15978	2520442	633.9
	"< 1 year"	"0"	"2002"	"2002"	16324	2492598	654.9
	"< 1 year"	"0"	"2003"	"2003"	16222	2516616	644.6
	"< 1 year"	"0"	"2004"	"2004"	16310	2535318	643.3
	"< 1 year"	"0"	"2005"	"2005"	16406	2528211	648.9
	"< 1 year"	"0"	"2006"	"2006"	16507	2541971	649.4
	"< 1 year"	"0"	"2007"	"2007"	16916	2613038	647.4
	"< 1 year"	"0"	"2008"	"2008"	16423	2609060	629.5
	"< 1 year"	"0"	"2009"	"2009"	15294	2528224	604.9
	"< 1 year"	"0"	"2010"	"2010"	14192	2491539	569.6
	"< 1 year"	"0"	"2011"	"2011"	13902	2538023	547.7
	"< 1 year"	"0"	"2012"	"2012"	13674	2507818	545.3
	"< 1 year"	"0"	"2013"	"2013"	13782	2503969	550.4
	"< 1 year"	"0"	"2014"	"2014"	13518	2510197	538.5
	"< 1 year"	"0"	"2015"	"2015"	13682	2526203	541.6
	"< 1 year"	"0"	"2016"	"2016"	13308	2522153	527.6
	"< 1 year"	"0"	"2017"	"2017"	12843	2500434	513.6
	"< 1 year"	"0"	"2018"	"2018"	12319	2440825	504.7
	"< 1 year"	"0"	"2019"	"2019"	12069	2388425	505.3
	"1 year"	"1"	"1999"	"1999"	1151	2364992	48.7
	"1 year"	"1"	"2000"	"2000"	1136	2387053	47.6
	"1 year"	"1"	"2001"	"2001"	1206	2414809	49.9
	"1 year"	"1"	"2002"	"2002"	1133	2513662	45.1
	"1 year"	"1"	"2003"	"2003"	1113	2479618	44.9
	"1 year"	"1"	"2004"	"2004"	1171	2497048	46.9
	"1 year"	"1"	"2005"	"2005"	1130	2513628	45.0
	"1 year"	"1"	"2006"	"2006"	1082	2503943	43.2
	"1 year"	"1"	"2007"	"2007"	1113	2514538	44.3
	"1 year"	"1"	"2008"	"2008"	1182	2583220	45.8
	"1 year"	"1"	"2009"	"2009"	1006	2574271	39.1
	"1 year"	"1"	"2010"	"2010"	1043	2509289	41.6
	"1 year"	"1"	"2011"	"2011"	975	2512225	38.8
	"1 year"	"1"	"2012"	"2012"	959	2530247	37.9
	"1 year"	"1"	"2013"	"2013"	981	2506710	39.1
	"1 year"	"1"	"2014"	"2014"	869	2518625	34.5
	"1 year"	"1"	"2015"	"2015"	938	2517628	37.3
	"1 year"	"1"	"2016"	"2016"	915	2534154	36.1
	"1 year"	"1"	"2017"	"2017"	855	2516227	34.0
	"1 year"	"1"	"2018"	"2018"	855	2475513	34.5
	"1 year"	"1"	"2019"	"2019"	837	2410393	34.7
	"2 years"	"2"	"1999"	"1999"	794	2366675	33.5
	"2 years"	"2"	"2000"	"2000"	791	2370282	33.4
	"2 years"	"2"	"2001"	"2001"	793	2375220	33.4
	"2 years"	"2"	"2002"	"2002"	783	2413812	32.4
	"2 years"	"2"	"2003"	"2003"	789	2509496	31.4
	"2 years"	"2"	"2004"	"2004"	694	2473041	28.1
	"2 years"	"2"	"2005"	"2005"	756	2490435	30.4
	"2 years"	"2"	"2006"	"2006"	731	2511910	29.1
	"2 years"	"2"	"2007"	"2007"	706	2503614	28.2
	"2 years"	"2"	"2008"	"2008"	687	2514363	27.3
	"2 years"	"2"	"2009"	"2009"	657	2584313	25.4
	"2 years"	"2"	"2010"	"2010"	633	2583269	24.5
	"2 years"	"2"	"2011"	"2011"	610	2508084	24.3
	"2 years"	"2"	"2012"	"2012"	625	2516921	24.8
	"2 years"	"2"	"2013"	"2013"	593	2537640	23.4
	"2 years"	"2"	"2014"	"2014"	581	2506781	23.2
	"2 years"	"2"	"2015"	"2015"	603	2518546	23.9
	"2 years"	"2"	"2016"	"2016"	603	2527501	23.9
	"2 years"	"2"	"2017"	"2017"	549	2548116	21.5
	"2 years"	"2"	"2018"	"2018"	598	2522372	23.7
	"2 years"	"2"	"2019"	"2019"	538	2475557	21.7
	"3 years"	"3"	"1999"	"1999"	616	2407471	25.6
	"3 years"	"3"	"2000"	"2000"	530	2407638	22.0
	"3 years"	"3"	"2001"	"2001"	597	2377393	25.1
	"3 years"	"3"	"2002"	"2002"	539	2376100	22.7
	"3 years"	"3"	"2003"	"2003"	598	2414408	24.8
	"3 years"	"3"	"2004"	"2004"	535	2509580	21.3
	"3 years"	"3"	"2005"	"2005"	534	2473283	21.6
	"3 years"	"3"	"2006"	"2006"	500	2495618	20.0
	"3 years"	"3"	"2007"	"2007"	530	2523145	21.0
	"3 years"	"3"	"2008"	"2008"	519	2517663	20.6
	"3 years"	"3"	"2009"	"2009"	528	2528935	20.9
	"3 years"	"3"	"2010"	"2010"	475	2593542	18.3
	"3 years"	"3"	"2011"	"2011"	508	2588853	19.6
	"3 years"	"3"	"2012"	"2012"	488	2514520	19.4
	"3 years"	"3"	"2013"	"2013"	453	2523953	17.9
	"3 years"	"3"	"2014"	"2014"	430	2548172	16.9
	"3 years"	"3"	"2015"	"2015"	461	2517129	18.3
	"3 years"	"3"	"2016"	"2016"	460	2524703	18.2
	"3 years"	"3"	"2017"	"2017"	448	2535635	17.7
	"3 years"	"3"	"2018"	"2018"	440	2554694	17.2
	"3 years"	"3"	"2019"	"2019"	428	2524710	17.0
	"4 years"	"4"	"1999"	"1999"	501	2483304	20.2
	"4 years"	"4"	"2000"	"2000"	479	2466953	19.4
	"4 years"	"4"	"2001"	"2001"	507	2403023	21.1
	"4 years"	"4"	"2002"	"2002"	480	2382151	20.1
	"4 years"	"4"	"2003"	"2003"	447	2381510	18.8
	"4 years"	"4"	"2004"	"2004"	440	2421445	18.2
	"4 years"	"4"	"2005"	"2005"	412	2518842	16.4
	"4 years"	"4"	"2006"	"2006"	433	2486494	17.4
	"4 years"	"4"	"2007"	"2007"	456	2515241	18.1
	"4 years"	"4"	"2008"	"2008"	430	2550474	16.9
	"4 years"	"4"	"2009"	"2009"	392	2547077	15.4
	"4 years"	"4"	"2010"	"2010"	382	2556000	14.9
	"4 years"	"4"	"2011"	"2011"	395	2598832	15.2
	"4 years"	"4"	"2012"	"2012"	410	2594275	15.8
	"4 years"	"4"	"2013"	"2013"	404	2520777	16.0
	"4 years"	"4"	"2014"	"2014"	386	2533693	15.2
	"4 years"	"4"	"2015"	"2015"	338	2557039	13.2
	"4 years"	"4"	"2016"	"2016"	398	2524669	15.8
	"4 years"	"4"	"2017"	"2017"	356	2531753	14.1
	"4 years"	"4"	"2018"	"2018"	331	2542832	13.0
	"4 years"	"4"	"2019"	"2019"	335	2557355	13.1
	"5 years"	"5"	"1999"	"1999"	461	2510903	18.4
	"5 years"	"5"	"2000"	"2000"	444	2488636	17.8
	"5 years"	"5"	"2001"	"2001"	400	2454891	16.3
	"5 years"	"5"	"2002"	"2002"	407	2405801	16.9
	"5 years"	"5"	"2003"	"2003"	398	2383375	16.7
	"5 years"	"5"	"2004"	"2004"	405	2382159	17.0
	"5 years"	"5"	"2005"	"2005"	348	2422403	14.4
	"5 years"	"5"	"2006"	"2006"	400	2521731	15.9
	"5 years"	"5"	"2007"	"2007"	363	2493071	14.6
	"5 years"	"5"	"2008"	"2008"	354	2525064	14.0
	"5 years"	"5"	"2009"	"2009"	366	2564310	14.3
	"5 years"	"5"	"2010"	"2010"	289	2555190	11.3
	"5 years"	"5"	"2011"	"2011"	334	2574817	13.0
	"5 years"	"5"	"2012"	"2012"	341	2603878	13.1
	"5 years"	"5"	"2013"	"2013"	339	2600229	13.0
	"5 years"	"5"	"2014"	"2014"	314	2529525	12.4
	"5 years"	"5"	"2015"	"2015"	289	2545151	11.4
	"5 years"	"5"	"2016"	"2016"	318	2563504	12.4
	"5 years"	"5"	"2017"	"2017"	304	2531746	12.0
	"5 years"	"5"	"2018"	"2018"	303	2538669	11.9
	"5 years"	"5"	"2019"	"2019"	317	2545502	12.5
	"6 years"	"6"	"1999"	"1999"	394	2537092	15.5
	"6 years"	"6"	"2000"	"2000"	401	2521601	15.9
	"6 years"	"6"	"2001"	"2001"	398	2491230	16.0
	"6 years"	"6"	"2002"	"2002"	350	2453471	14.3
	"6 years"	"6"	"2003"	"2003"	357	2402280	14.9
	"6 years"	"6"	"2004"	"2004"	359	2377429	15.1
	"6 years"	"6"	"2005"	"2005"	367	2374617	15.5
	"6 years"	"6"	"2006"	"2006"	313	2415175	13.0
	"6 years"	"6"	"2007"	"2007"	345	2514894	13.7
	"6 years"	"6"	"2008"	"2008"	307	2487433	12.3
	"6 years"	"6"	"2009"	"2009"	321	2520084	12.7
	"6 years"	"6"	"2010"	"2010"	292	2556652	11.4
	"6 years"	"6"	"2011"	"2011"	301	2571024	11.7
	"6 years"	"6"	"2012"	"2012"	286	2580537	11.1
	"6 years"	"6"	"2013"	"2013"	293	2610216	11.2
	"6 years"	"6"	"2014"	"2014"	278	2608718	10.7
	"6 years"	"6"	"2015"	"2015"	308	2538953	12.1
	"6 years"	"6"	"2016"	"2016"	299	2551815	11.7
	"6 years"	"6"	"2017"	"2017"	273	2569078	10.6
	"6 years"	"6"	"2018"	"2018"	285	2537259	11.2
	"6 years"	"6"	"2019"	"2019"	294	2540699	11.6
	"7 years"	"7"	"1999"	"1999"	425	2614745	16.3
	"7 years"	"7"	"2000"	"2000"	391	2581785	15.1
	"7 years"	"7"	"2001"	"2001"	355	2516248	14.1
	"7 years"	"7"	"2002"	"2002"	328	2496928	13.1
	"7 years"	"7"	"2003"	"2003"	353	2459487	14.4
	"7 years"	"7"	"2004"	"2004"	312	2410034	12.9
	"7 years"	"7"	"2005"	"2005"	332	2387231	13.9
	"7 years"	"7"	"2006"	"2006"	305	2388217	12.8
	"7 years"	"7"	"2007"	"2007"	327	2434734	13.4
	"7 years"	"7"	"2008"	"2008"	298	2540067	11.7
	"7 years"	"7"	"2009"	"2009"	267	2515180	10.6
	"7 years"	"7"	"2010"	"2010"	280	2535519	11.0
	"7 years"	"7"	"2011"	"2011"	265	2572172	10.3
	"7 years"	"7"	"2012"	"2012"	265	2576249	10.3
	"7 years"	"7"	"2013"	"2013"	257	2586927	9.9
	"7 years"	"7"	"2014"	"2014"	280	2617927	10.7
	"7 years"	"7"	"2015"	"2015"	277	2617533	10.6
	"7 years"	"7"	"2016"	"2016"	308	2545562	12.1
	"7 years"	"7"	"2017"	"2017"	300	2557639	11.7
	"7 years"	"7"	"2018"	"2018"	247	2574346	9.6
	"7 years"	"7"	"2019"	"2019"	259	2539975	10.2
	"8 years"	"8"	"1999"	"1999"	423	2614819	16.2
	"8 years"	"8"	"2000"	"2000"	380	2617739	14.5
	"8 years"	"8"	"2001"	"2001"	353	2569693	13.7
	"8 years"	"8"	"2002"	"2002"	371	2520108	14.7
	"8 years"	"8"	"2003"	"2003"	341	2500806	13.6
	"8 years"	"8"	"2004"	"2004"	311	2462352	12.6
	"8 years"	"8"	"2005"	"2005"	286	2413488	11.9
	"8 years"	"8"	"2006"	"2006"	292	2393135	12.2
	"8 years"	"8"	"2007"	"2007"	303	2397502	12.6
	"8 years"	"8"	"2008"	"2008"	297	2447075	12.1
	"8 years"	"8"	"2009"	"2009"	264	2554257	10.3
	"8 years"	"8"	"2010"	"2010"	252	2534682	9.9
	"8 years"	"8"	"2011"	"2011"	286	2552154	11.2
	"8 years"	"8"	"2012"	"2012"	247	2577681	9.6
	"8 years"	"8"	"2013"	"2013"	278	2580786	10.8
	"8 years"	"8"	"2014"	"2014"	262	2594464	10.1
	"8 years"	"8"	"2015"	"2015"	282	2626714	10.7
	"8 years"	"8"	"2016"	"2016"	305	2623893	11.6
	"8 years"	"8"	"2017"	"2017"	247	2551079	9.7
	"8 years"	"8"	"2018"	"2018"	266	2562688	10.4
	"8 years"	"8"	"2019"	"2019"	264	2577254	10.2
	"9 years"	"9"	"1999"	"1999"	378	2634736	14.3
	"9 years"	"9"	"2000"	"2000"	363	2667698	13.6
	"9 years"	"9"	"2001"	"2001"	362	2618881	13.8
	"9 years"	"9"	"2002"	"2002"	359	2580966	13.9
	"9 years"	"9"	"2003"	"2003"	328	2532938	12.9
	"9 years"	"9"	"2004"	"2004"	359	2515956	14.3
	"9 years"	"9"	"2005"	"2005"	322	2481085	13.0
	"9 years"	"9"	"2006"	"2006"	286	2436148	11.7
	"9 years"	"9"	"2007"	"2007"	293	2421687	12.1
	"9 years"	"9"	"2008"	"2008"	278	2431756	11.4
	"9 years"	"9"	"2009"	"2009"	310	2486512	12.5
	"9 years"	"9"	"2010"	"2010"	258	2593584	9.9
	"9 years"	"9"	"2011"	"2011"	264	2530281	10.4
