"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"0"	"1999"	"1999"	15998	2374796	673.7
	"< 1 year"	"0"	"2000"	"2000"	16061	2378445	675.3
	"< 1 year"	"0"	"2001"	"2001"	16004	2517751	635.6
	"< 1 year"	"0"	"2002"	"2002"	16323	2489433	655.7
	"< 1 year"	"0"	"2003"	"2003"	16229	2513287	645.7
	"< 1 year"	"0"	"2004"	"2004"	16282	2531832	643.1
	"< 1 year"	"0"	"2005"	"2005"	16405	2524353	649.9
	"< 1 year"	"0"	"2006"	"2006"	16524	2537649	651.2
	"< 1 year"	"0"	"2007"	"2007"	16941	2608512	649.5
	"< 1 year"	"0"	"2008"	"2008"	16453	2604540	631.7
	"< 1 year"	"0"	"2009"	"2009"	15287	2523723	605.7
	"< 1 year"	"0"	"2010"	"2010"	14221	2486784	571.9
	"< 1 year"	"0"	"2011"	"2011"	13910	2533368	549.1
	"< 1 year"	"0"	"2012"	"2012"	13704	2503580	547.4
	"< 1 year"	"0"	"2013"	"2013"	13804	2498647	552.5
	"< 1 year"	"0"	"2014"	"2014"	13521	2504819	539.8
	"< 1 year"	"0"	"2015"	"2015"	13683	2520426	542.9
	"< 1 year"	"0"	"2016"	"2016"	13294	2516025	528.4
	"< 1 year"	"0"	"2017"	"2017"	12862	2493833	515.8
	"< 1 year"	"0"	"2018"	"2018"	12313	2434372	505.8
	"< 1 year"	"0"	"2019"	"2019"	12062	2382007	506.4
	"1 year"	"1"	"1999"	"1999"	1151	2363720	48.7
	"1 year"	"1"	"2000"	"2000"	1138	2385410	47.7
	"1 year"	"1"	"2001"	"2001"	1205	2412534	49.9
	"1 year"	"1"	"2002"	"2002"	1132	2510634	45.1
	"1 year"	"1"	"2003"	"2003"	1110	2475929	44.8
	"1 year"	"1"	"2004"	"2004"	1170	2493314	46.9
	"1 year"	"1"	"2005"	"2005"	1131	2509694	45.1
	"1 year"	"1"	"2006"	"2006"	1084	2499205	43.4
	"1 year"	"1"	"2007"	"2007"	1116	2509352	44.5
	"1 year"	"1"	"2008"	"2008"	1182	2577895	45.9
	"1 year"	"1"	"2009"	"2009"	1004	2569134	39.1
	"1 year"	"1"	"2010"	"2010"	1041	2504183	41.6
	"1 year"	"1"	"2011"	"2011"	977	2507100	39.0
	"1 year"	"1"	"2012"	"2012"	960	2525879	38.0
	"1 year"	"1"	"2013"	"2013"	981	2501576	39.2
	"1 year"	"1"	"2014"	"2014"	871	2513189	34.7
	"1 year"	"1"	"2015"	"2015"	936	2511837	37.3
	"1 year"	"1"	"2016"	"2016"	915	2528161	36.2
	"1 year"	"1"	"2017"	"2017"	856	2509672	34.1
	"1 year"	"1"	"2018"	"2018"	857	2469098	34.7
	"1 year"	"1"	"2019"	"2019"	841	2404226	35.0
	"2 years"	"2"	"1999"	"1999"	799	2365674	33.8
	"2 years"	"2"	"2000"	"2000"	791	2368959	33.4
	"2 years"	"2"	"2001"	"2001"	797	2373217	33.6
	"2 years"	"2"	"2002"	"2002"	779	2411492	32.3
	"2 years"	"2"	"2003"	"2003"	793	2506447	31.6
	"2 years"	"2"	"2004"	"2004"	695	2469472	28.1
	"2 years"	"2"	"2005"	"2005"	757	2486549	30.4
	"2 years"	"2"	"2006"	"2006"	730	2507982	29.1
	"2 years"	"2"	"2007"	"2007"	707	2498664	28.3
	"2 years"	"2"	"2008"	"2008"	687	2509454	27.4
	"2 years"	"2"	"2009"	"2009"	655	2579210	25.4
	"2 years"	"2"	"2010"	"2010"	631	2578491	24.5
	"2 years"	"2"	"2011"	"2011"	610	2502693	24.4
	"2 years"	"2"	"2012"	"2012"	624	2511595	24.8
	"2 years"	"2"	"2013"	"2013"	593	2532181	23.4
	"2 years"	"2"	"2014"	"2014"	580	2501500	23.2
	"2 years"	"2"	"2015"	"2015"	606	2513002	24.1
	"2 years"	"2"	"2016"	"2016"	605	2521783	24.0
	"2 years"	"2"	"2017"	"2017"	551	2542253	21.7
	"2 years"	"2"	"2018"	"2018"	600	2516073	23.8
	"2 years"	"2"	"2019"	"2019"	541	2469142	21.9
	"3 years"	"3"	"1999"	"1999"	617	2406294	25.6
	"3 years"	"3"	"2000"	"2000"	528	2406252	21.9
	"3 years"	"3"	"2001"	"2001"	597	2375673	25.1
	"3 years"	"3"	"2002"	"2002"	540	2373913	22.7
	"3 years"	"3"	"2003"	"2003"	597	2411877	24.8
	"3 years"	"3"	"2004"	"2004"	533	2506302	21.3
	"3 years"	"3"	"2005"	"2005"	533	2469396	21.6
	"3 years"	"3"	"2006"	"2006"	499	2491293	20.0
	"3 years"	"3"	"2007"	"2007"	535	2518891	21.2
	"3 years"	"3"	"2008"	"2008"	519	2512515	20.7
	"3 years"	"3"	"2009"	"2009"	525	2523965	20.8
	"3 years"	"3"	"2010"	"2010"	477	2588573	18.4
	"3 years"	"3"	"2011"	"2011"	508	2583860	19.7
	"3 years"	"3"	"2012"	"2012"	487	2508866	19.4
	"3 years"	"3"	"2013"	"2013"	456	2518440	18.1
	"3 years"	"3"	"2014"	"2014"	426	2542534	16.8
	"3 years"	"3"	"2015"	"2015"	462	2511586	18.4
	"3 years"	"3"	"2016"	"2016"	461	2519259	18.3
	"3 years"	"3"	"2017"	"2017"	449	2529806	17.7
	"3 years"	"3"	"2018"	"2018"	441	2548829	17.3
	"3 years"	"3"	"2019"	"2019"	431	2518513	17.1
	"4 years"	"4"	"1999"	"1999"	502	2482467	20.2
	"4 years"	"4"	"2000"	"2000"	480	2465775	19.5
	"4 years"	"4"	"2001"	"2001"	506	2401359	21.1
	"4 years"	"4"	"2002"	"2002"	479	2380324	20.1
	"4 years"	"4"	"2003"	"2003"	450	2379176	18.9
	"4 years"	"4"	"2004"	"2004"	444	2418755	18.4
	"4 years"	"4"	"2005"	"2005"	414	2515264	16.5
	"4 years"	"4"	"2006"	"2006"	431	2482368	17.4
	"4 years"	"4"	"2007"	"2007"	454	2510803	18.1
	"4 years"	"4"	"2008"	"2008"	430	2546208	16.9
	"4 years"	"4"	"2009"	"2009"	393	2541891	15.5
	"4 years"	"4"	"2010"	"2010"	381	2551035	14.9
	"4 years"	"4"	"2011"	"2011"	394	2593594	15.2
	"4 years"	"4"	"2012"	"2012"	413	2589082	16.0
	"4 years"	"4"	"2013"	"2013"	404	2515274	16.1
