"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"0"	"1999"	"1999"	15938	2371684	672.0
	"< 1 year"	"0"	"2000"	"2000"	15991	2375383	673.2
	"< 1 year"	"0"	"2001"	"2001"	15939	2514493	633.9
	"< 1 year"	"0"	"2002"	"2002"	16284	2486441	654.9
	"< 1 year"	"0"	"2003"	"2003"	16180	2510357	644.5
	"< 1 year"	"0"	"2004"	"2004"	16251	2528758	642.6
	"< 1 year"	"0"	"2005"	"2005"	16350	2521343	648.5
	"< 1 year"	"0"	"2006"	"2006"	16478	2534524	650.1
	"< 1 year"	"0"	"2007"	"2007"	16880	2605340	647.9
	"< 1 year"	"0"	"2008"	"2008"	16389	2601423	630.0
	"< 1 year"	"0"	"2009"	"2009"	15270	2520737	605.8
	"< 1 year"	"0"	"2010"	"2010"	14171	2483795	570.5
	"< 1 year"	"0"	"2011"	"2011"	13866	2529966	548.1
	"< 1 year"	"0"	"2012"	"2012"	13649	2499747	546.0
	"< 1 year"	"0"	"2013"	"2013"	13748	2495952	550.8
	"< 1 year"	"0"	"2014"	"2014"	13475	2502250	538.5
	"< 1 year"	"0"	"2015"	"2015"	13637	2517997	541.6
	"< 1 year"	"0"	"2016"	"2016"	13258	2513313	527.5
	"< 1 year"	"0"	"2017"	"2017"	12832	2491497	515.0
	"< 1 year"	"0"	"2018"	"2018"	12296	2432171	505.6
	"< 1 year"	"0"	"2019"	"2019"	12035	2379742	505.7
	"1 year"	"1"	"1999"	"1999"	1146	2360422	48.6
	"1 year"	"1"	"2000"	"2000"	1135	2382255	47.6
	"1 year"	"1"	"2001"	"2001"	1204	2409617	50.0
	"1 year"	"1"	"2002"	"2002"	1127	2507557	44.9
	"1 year"	"1"	"2003"	"2003"	1106	2473040	44.7
	"1 year"	"1"	"2004"	"2004"	1165	2490776	46.8
	"1 year"	"1"	"2005"	"2005"	1124	2506754	44.8
	"1 year"	"1"	"2006"	"2006"	1081	2496776	43.3
	"1 year"	"1"	"2007"	"2007"	1117	2506858	44.6
	"1 year"	"1"	"2008"	"2008"	1180	2575267	45.8
	"1 year"	"1"	"2009"	"2009"	998	2566386	38.9
	"1 year"	"1"	"2010"	"2010"	1044	2501580	41.7
	"1 year"	"1"	"2011"	"2011"	973	2504284	38.9
	"1 year"	"1"	"2012"	"2012"	956	2522410	37.9
	"1 year"	"1"	"2013"	"2013"	977	2498766	39.1
	"1 year"	"1"	"2014"	"2014"	869	2510760	34.6
	"1 year"	"1"	"2015"	"2015"	939	2509476	37.4
	"1 year"	"1"	"2016"	"2016"	921	2525537	36.5
	"1 year"	"1"	"2017"	"2017"	851	2507407	33.9
	"1 year"	"1"	"2018"	"2018"	853	2466887	34.6
	"1 year"	"1"	"2019"	"2019"	833	2401820	34.7
	"2 years"	"2"	"1999"	"1999"	796	2362321	33.7
	"2 years"	"2"	"2000"	"2000"	789	2365767	33.4
	"2 years"	"2"	"2001"	"2001"	795	2370216	33.5
	"2 years"	"2"	"2002"	"2002"	780	2408673	32.4
	"2 years"	"2"	"2003"	"2003"	791	2503471	31.6
	"2 years"	"2"	"2004"	"2004"	692	2466687	28.1
	"2 years"	"2"	"2005"	"2005"	755	2484063	30.4
	"2 years"	"2"	"2006"	"2006"	729	2505001	29.1
	"2 years"	"2"	"2007"	"2007"	702	2496531	28.1
	"2 years"	"2"	"2008"	"2008"	686	2506848	27.4
	"2 years"	"2"	"2009"	"2009"	653	2576581	25.3
	"2 years"	"2"	"2010"	"2010"	632	2575746	24.5
	"2 years"	"2"	"2011"	"2011"	610	2500220	24.4
	"2 years"	"2"	"2012"	"2012"	624	2508898	24.9
	"2 years"	"2"	"2013"	"2013"	592	2529755	23.4
	"2 years"	"2"	"2014"	"2014"	580	2498854	23.2
	"2 years"	"2"	"2015"	"2015"	604	2510695	24.1
	"2 years"	"2"	"2016"	"2016"	601	2519594	23.9
	"2 years"	"2"	"2017"	"2017"	548	2539933	21.6
	"2 years"	"2"	"2018"	"2018"	596	2513940	23.7
	"2 years"	"2"	"2019"	"2019"	537	2467084	21.8
	"3 years"	"3"	"1999"	"1999"	616	2403195	25.6
	"3 years"	"3"	"2000"	"2000"	528	2403246	22.0
	"3 years"	"3"	"2001"	"2001"	594	2372759	25.0
	"3 years"	"3"	"2002"	"2002"	539	2370944	22.7
	"3 years"	"3"	"2003"	"2003"	598	2409258	24.8
	"3 years"	"3"	"2004"	"2004"	532	2503400	21.3
	"3 years"	"3"	"2005"	"2005"	532	2466874	21.6
	"3 years"	"3"	"2006"	"2006"	499	2489045	20.0
	"3 years"	"3"	"2007"	"2007"	529	2516139	21.0
	"3 years"	"3"	"2008"	"2008"	515	2510569	20.5
	"3 years"	"3"	"2009"	"2009"	524	2521589	20.8
	"3 years"	"3"	"2010"	"2010"	473	2586079	18.3
	"3 years"	"3"	"2011"	"2011"	507	2581212	19.6
	"3 years"	"3"	"2012"	"2012"	487	2506569	19.4
	"3 years"	"3"	"2013"	"2013"	453	2515858	18.0
	"3 years"	"3"	"2014"	"2014"	426	2540263	16.8
	"3 years"	"3"	"2015"	"2015"	461	2509157	18.4
	"3 years"	"3"	"2016"	"2016"	461	2517217	18.3
	"3 years"	"3"	"2017"	"2017"	445	2527901	17.6
	"3 years"	"3"	"2018"	"2018"	440	2546609	17.3
	"3 years"	"3"	"2019"	"2019"	427	2516433	17.0
	"4 years"	"4"	"1999"	"1999"	501	2479014	20.2
	"4 years"	"4"	"2000"	"2000"	481	2462555	19.5
	"4 years"	"4"	"2001"	"2001"	504	2398516	21.0
	"4 years"	"4"	"2002"	"2002"	480	2377432	20.2
	"4 years"	"4"	"2003"	"2003"	447	2376208	18.8
	"4 years"	"4"	"2004"	"2004"	441	2416031	18.3
	"4 years"	"4"	"2005"	"2005"	414	2512359	16.5
	"4 years"	"4"	"2006"	"2006"	431	2479839	17.4
	"4 years"	"4"	"2007"	"2007"	454	2508627	18.1
	"4 years"	"4"	"2008"	"2008"	430	2543347	16.9
	"4 years"	"4"	"2009"	"2009"	391	2539910	15.4
	"4 years"	"4"	"2010"	"2010"	383	2548608	15.0
	"4 years"	"4"	"2011"	"2011"	392	2591274	15.1
	"4 years"	"4"	"2012"	"2012"	409	2586561	15.8
	"4 years"	"4"	"2013"	"2013"	404	2513075	16.1
	"4 years"	"4"	"2014"	"2014"	386	2525826	15.3
	"4 years"	"4"	"2015"	"2015"	340	2549325	13.3
	"4 years"	"4"	"2016"	"2016"	399	2516818	15.9
	"4 years"	"4"	"2017"	"2017"	355	2524374	14.1
	"4 years"	"4"	"2018"	"2018"	329	2535328	13.0
	"4 years"	"4"	"2019"	"2019"	337	2549332	13.2
	"5 years"	"5"	"1999"	"1999"	460	2506646	18.4
	"5 years"	"5"	"2000"	"2000"	443	2484324	17.8
	"5 years"	"5"	"2001"	"2001"	400	2450440	16.3
	"5 years"	"5"	"2002"	"2002"	406	2401211	16.9
	"5 years"	"5"	"2003"	"2003"	395	2378556	16.6
	"5 years"	"5"	"2004"	"2004"	403	2376737	17.0
	"5 years"	"5"	"2005"	"2005"	349	2416867	14.4
	"5 years"	"5"	"2006"	"2006"	395	2515220	15.7
	"5 years"	"5"	"2007"	"2007"	362	2486342	14.6
	"5 years"	"5"	"2008"	"2008"	353	2518378	14.0
	"5 years"	"5"	"2009"	"2009"	367	2557176	14.4
	"5 years"	"5"	"2010"	"2010"	288	2548077	11.3
	"5 years"	"5"	"2011"	"2011"	336	2567175	13.1
	"5 years"	"5"	"2012"	"2012"	339	2596117	13.1
	"5 years"	"5"	"2013"	"2013"	340	2592511	13.1
	"5 years"	"5"	"2014"	"2014"	312	2521839	12.4
	"5 years"	"5"	"2015"	"2015"	288	2537364	11.4
	"5 years"	"5"	"2016"	"2016"	314	2555827	12.3
	"5 years"	"5"	"2017"	"2017"	303	2523799	12.0
	"5 years"	"5"	"2018"	"2018"	304	2531483	12.0
	"5 years"	"5"	"2019"	"2019"	318	2538062	12.5
	"6 years"	"6"	"1999"	"1999"	392	2532805	15.5
	"6 years"	"6"	"2000"	"2000"	402	2517255	16.0
	"6 years"	"6"	"2001"	"2001"	397	2486806	16.0
	"6 years"	"6"	"2002"	"2002"	349	2448954	14.3
	"6 years"	"6"	"2003"	"2003"	355	2397499	14.8
	"6 years"	"6"	"2004"	"2004"	358	2372482	15.1
