"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"12 years"	"12"	"2011"	"2011"	327	2572499	12.7
	"12 years"	"12"	"2012"	"2012"	314	2624165	12.0
	"12 years"	"12"	"2013"	"2013"	324	2592753	12.5
	"12 years"	"12"	"2014"	"2014"	330	2545946	13.0
	"12 years"	"12"	"2015"	"2015"	294	2573502	11.4
	"12 years"	"12"	"2016"	"2016"	313	2599986	12.0
	"12 years"	"12"	"2017"	"2017"	334	2604472	12.8
	"12 years"	"12"	"2018"	"2018"	353	2612471	13.5
	"12 years"	"12"	"2019"	"2019"	333	2638192	12.6
	"13 years"	"13"	"1999"	"1999"	522	2483763	21.0
	"13 years"	"13"	"2000"	"2000"	510	2494645	20.4
	"13 years"	"13"	"2001"	"2001"	527	2563492	20.6
	"13 years"	"13"	"2002"	"2002"	577	2621779	22.0
	"13 years"	"13"	"2003"	"2003"	550	2743347	20.0
	"13 years"	"13"	"2004"	"2004"	534	2713442	19.7
	"13 years"	"13"	"2005"	"2005"	508	2690357	18.9
	"13 years"	"13"	"2006"	"2006"	461	2661374	17.3
	"13 years"	"13"	"2007"	"2007"	450	2626773	17.1
	"13 years"	"13"	"2008"	"2008"	398	2625868	15.2
	"13 years"	"13"	"2009"	"2009"	407	2607193	15.6
	"13 years"	"13"	"2010"	"2010"	365	2579609	14.1
	"13 years"	"13"	"2011"	"2011"	368	2570957	14.3
	"13 years"	"13"	"2012"	"2012"	373	2580168	14.5
	"13 years"	"13"	"2013"	"2013"	405	2630028	15.4
	"13 years"	"13"	"2014"	"2014"	400	2601425	15.4
	"13 years"	"13"	"2015"	"2015"	401	2555786	15.7
	"13 years"	"13"	"2016"	"2016"	383	2578667	14.9
	"13 years"	"13"	"2017"	"2017"	391	2607192	15.0
	"13 years"	"13"	"2018"	"2018"	398	2608740	15.3
	"13 years"	"13"	"2019"	"2019"	424	2615847	16.2
	"14 years"	"14"	"1999"	"1999"	705	2483967	28.4
	"14 years"	"14"	"2000"	"2000"	688	2511984	27.4
	"14 years"	"14"	"2001"	"2001"	625	2526800	24.7
	"14 years"	"14"	"2002"	"2002"	658	2576036	25.5
	"14 years"	"14"	"2003"	"2003"	672	2630108	25.6
	"14 years"	"14"	"2004"	"2004"	704	2745597	25.6
	"14 years"	"14"	"2005"	"2005"	681	2712364	25.1
	"14 years"	"14"	"2006"	"2006"	597	2686925	22.2
	"14 years"	"14"	"2007"	"2007"	563	2657399	21.2
	"14 years"	"14"	"2008"	"2008"	538	2621297	20.5
	"14 years"	"14"	"2009"	"2009"	519	2618051	19.8
	"14 years"	"14"	"2010"	"2010"	505	2607977	19.4
	"14 years"	"14"	"2011"	"2011"	519	2587139	20.1
	"14 years"	"14"	"2012"	"2012"	488	2579607	18.9
	"14 years"	"14"	"2013"	"2013"	487	2586632	18.8
	"14 years"	"14"	"2014"	"2014"	470	2640052	17.8
	"14 years"	"14"	"2015"	"2015"	536	2611943	20.5
	"14 years"	"14"	"2016"	"2016"	500	2562641	19.5
	"14 years"	"14"	"2017"	"2017"	551	2592099	21.3
	"14 years"	"14"	"2018"	"2018"	517	2612237	19.8
	"14 years"	"14"	"2019"	"2019"	496	2612792	19.0
	"15 years"	"15"	"1999"	"1999"	893	2434269	36.7
	"15 years"	"15"	"2000"	"2000"	889	2487856	35.7
	"15 years"	"15"	"2001"	"2001"	845	2535504	33.3
	"15 years"	"15"	"2002"	"2002"	831	2552833	32.6
	"15 years"	"15"	"2003"	"2003"	841	2601944	32.3
	"15 years"	"15"	"2004"	"2004"	868	2656630	32.7
	"15 years"	"15"	"2005"	"2005"	936	2774253	33.7
	"15 years"	"15"	"2006"	"2006"	814	2743566	29.7
	"15 years"	"15"	"2007"	"2007"	813	2722405	29.9
	"15 years"	"15"	"2008"	"2008"	773	2696346	28.7
	"15 years"	"15"	"2009"	"2009"	684	2661787	25.7
	"15 years"	"15"	"2010"	"2010"	655	2654516	24.7
	"15 years"	"15"	"2011"	"2011"	600	2603317	23.0
	"15 years"	"15"	"2012"	"2012"	648	2598657	24.9
	"15 years"	"15"	"2013"	"2013"	622	2588886	24.0
	"15 years"	"15"	"2014"	"2014"	583	2599364	22.4
	"15 years"	"15"	"2015"	"2015"	635	2651656	23.9
	"15 years"	"15"	"2016"	"2016"	666	2620825	25.4
	"15 years"	"15"	"2017"	"2017"	702	2574545	27.3
	"15 years"	"15"	"2018"	"2018"	716	2598696	27.6
	"15 years"	"15"	"2019"	"2019"	656	2617491	25.1
	"16 years"	"16"	"1999"	"1999"	1300	2487137	52.3
	"16 years"	"16"	"2000"	"2000"	1255	2463221	50.9
	"16 years"	"16"	"2001"	"2001"	1247	2546218	49.0
	"16 years"	"16"	"2002"	"2002"	1387	2565295	54.1
	"16 years"	"16"	"2003"	"2003"	1293	2581478	50.1
	"16 years"	"16"	"2004"	"2004"	1283	2629498	48.8
	"16 years"	"16"	"2005"	"2005"	1227	2684564	45.7
	"16 years"	"16"	"2006"	"2006"	1243	2803874	44.3
	"16 years"	"16"	"2007"	"2007"	1143	2775218	41.2
	"16 years"	"16"	"2008"	"2008"	1036	2755822	37.6
	"16 years"	"16"	"2009"	"2009"	991	2730425	36.3
	"16 years"	"16"	"2010"	"2010"	922	2701455	34.1
	"16 years"	"16"	"2011"	"2011"	905	2656823	34.1
	"16 years"	"16"	"2012"	"2012"	820	2616689	31.3
	"16 years"	"16"	"2013"	"2013"	783	2605925	30.0
	"16 years"	"16"	"2014"	"2014"	815	2603668	31.3
	"16 years"	"16"	"2015"	"2015"	865	2611985	33.1
	"16 years"	"16"	"2016"	"2016"	912	2664036	34.2
	"16 years"	"16"	"2017"	"2017"	949	2637984	36.0
	"16 years"	"16"	"2018"	"2018"	859	2583049	33.3
	"16 years"	"16"	"2019"	"2019"	878	2604767	33.7
	"17 years"	"17"	"1999"	"1999"	1635	2490440	65.7
	"17 years"	"17"	"2000"	"2000"	1584	2507485	63.2
	"17 years"	"17"	"2001"	"2001"	1637	2500906	65.5
	"17 years"	"17"	"2002"	"2002"	1629	2574779	63.3
	"17 years"	"17"	"2003"	"2003"	1636	2588165	63.2
	"17 years"	"17"	"2004"	"2004"	1567	2599992	60.3
	"17 years"	"17"	"2005"	"2005"	1611	2644994	60.9
	"17 years"	"17"	"2006"	"2006"	1616	2698270	59.9
	"17 years"	"17"	"2007"	"2007"	1544	2815837	54.8
	"17 years"	"17"	"2008"	"2008"	1359	2785377	48.8
	"17 years"	"17"	"2009"	"2009"	1326	2763292	48.0
	"17 years"	"17"	"2010"	"2010"	1183	2749598	43.0
	"17 years"	"17"	"2011"	"2011"	1137	2712437	41.9
	"17 years"	"17"	"2012"	"2012"	1033	2672165	38.7
	"17 years"	"17"	"2013"	"2013"	1074	2627475	40.9
	"17 years"	"17"	"2014"	"2014"	1012	2624065	38.6
	"17 years"	"17"	"2015"	"2015"	1122	2619155	42.8
	"17 years"	"17"	"2016"	"2016"	1177	2627630	44.8
	"17 years"	"17"	"2017"	"2017"	1137	2683671	42.4
	"17 years"	"17"	"2018"	"2018"	1133	2648026	42.8
	"17 years"	"17"	"2019"	"2019"	1100	2590480	42.5
	"18 years"	"18"	"1999"	"1999"	2004	2451588	81.7
	"18 years"	"18"	"2000"	"2000"	1948	2501269	77.9
	"18 years"	"18"	"2001"	"2001"	2037	2540778	80.2
	"18 years"	"18"	"2002"	"2002"	2070	2533163	81.7
	"18 years"	"18"	"2003"	"2003"	2152	2605462	82.6
	"18 years"	"18"	"2004"	"2004"	2134	2615859	81.6
	"18 years"	"18"	"2005"	"2005"	2017	2628679	76.7
	"18 years"	"18"	"2006"	"2006"	2097	2675959	78.4
	"18 years"	"18"	"2007"	"2007"	2050	2731494	75.1
	"18 years"	"18"	"2008"	"2008"	1889	2852586	66.2
	"18 years"	"18"	"2009"	"2009"	1817	2823745	64.3
	"18 years"	"18"	"2010"	"2010"	1679	2806407	59.8
	"18 years"	"18"	"2011"	"2011"	1598	2760408	57.9
	"18 years"	"18"	"2012"	"2012"	1560	2741417	56.9
	"18 years"	"18"	"2013"	"2013"	1435	2696553	53.2
	"18 years"	"18"	"2014"	"2014"	1441	2663362	54.1
	"18 years"	"18"	"2015"	"2015"	1494	2659437	56.2
	"18 years"	"18"	"2016"	"2016"	1577	2651671	59.5
	"18 years"	"18"	"2017"	"2017"	1561	2664982	58.6
	"18 years"	"18"	"2018"	"2018"	1571	2709847	58.0
	"18 years"	"18"	"2019"	"2019"	1575	2672672	58.9
	"19 years"	"19"	"1999"	"1999"	2116	2503223	84.5
	"19 years"	"19"	"2000"	"2000"	2142	2526411	84.8
	"19 years"	"19"	"2001"	"2001"	2238	2537708	88.2
	"19 years"	"19"	"2002"	"2002"	2285	2559388	89.3
	"19 years"	"19"	"2003"	"2003"	2312	2543951	90.9
	"19 years"	"19"	"2004"	"2004"	2191	2614279	83.8
	"19 years"	"19"	"2005"	"2005"	2296	2626410	87.4
	"19 years"	"19"	"2006"	"2006"	2392	2637832	90.7
	"19 years"	"19"	"2007"	"2007"	2229	2683476	83.1
	"19 years"	"19"	"2008"	"2008"	2122	2739342	77.5
	"19 years"	"19"	"2009"	"2009"	1991	2857278	69.7
	"19 years"	"19"	"2010"	"2010"	1953	2844333	68.7
	"19 years"	"19"	"2011"	"2011"	1892	2795007	67.7
	"19 years"	"19"	"2012"	"2012"	1751	2759321	63.5
	"19 years"	"19"	"2013"	"2013"	1751	2730796	64.1
	"19 years"	"19"	"2014"	"2014"	1697	2703014	62.8
	"19 years"	"19"	"2015"	"2015"	1788	2668741	67.0
	"19 years"	"19"	"2016"	"2016"	1872	2656066	70.5
	"19 years"	"19"	"2017"	"2017"	1889	2655593	71.1
	"19 years"	"19"	"2018"	"2018"	1652	2655564	62.2
	"19 years"	"19"	"2019"	"2019"	1772	2697422	65.7
	"20 years"	"20"	"1999"	"1999"	2070	2395952	86.4
	"20 years"	"20"	"2000"	"2000"	2193	2477640	88.5
	"20 years"	"20"	"2001"	"2001"	2223	2542843	87.4
	"20 years"	"20"	"2002"	"2002"	2295	2553789	89.9
	"20 years"	"20"	"2003"	"2003"	2385	2561040	93.1
	"20 years"	"20"	"2004"	"2004"	2214	2545375	87.0
	"20 years"	"20"	"2005"	"2005"	2323	2612110	88.9
	"20 years"	"20"	"2006"	"2006"	2364	2618666	90.3
	"20 years"	"20"	"2007"	"2007"	2218	2625131	84.5
	"20 years"	"20"	"2008"	"2008"	2195	2667592	82.3
	"20 years"	"20"	"2009"	"2009"	2088	2719392	76.8
	"20 years"	"20"	"2010"	"2010"	2049	2804488	73.1
	"20 years"	"20"	"2011"	"2011"	2025	2847460	71.1
	"20 years"	"20"	"2012"	"2012"	2013	2812210	71.6
	"20 years"	"20"	"2013"	"2013"	1929	2765621	69.7
	"20 years"	"20"	"2014"	"2014"	1915	2753349	69.6
	"20 years"	"20"	"2015"	"2015"	1934	2720603	71.1
	"20 years"	"20"	"2016"	"2016"	2102	2675424	78.6
	"20 years"	"20"	"2017"	"2017"	2077	2666734	77.9
	"20 years"	"20"	"2018"	"2018"	1881	2653565	70.9
	"20 years"	"20"	"2019"	"2019"	1986	2650434	74.9
	"21 years"	"21"	"1999"	"1999"	2094	2304359	90.9
