"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"12 years"	"12"	"2005"	"2005"	406	2652869	15.3
	"12 years"	"12"	"2006"	"2006"	349	2616999	13.3
	"12 years"	"12"	"2007"	"2007"	345	2616038	13.2
	"12 years"	"12"	"2008"	"2008"	340	2597794	13.1
	"12 years"	"12"	"2009"	"2009"	341	2568604	13.3
	"12 years"	"12"	"2010"	"2010"	346	2559608	13.5
	"12 years"	"12"	"2011"	"2011"	325	2571774	12.6
	"12 years"	"12"	"2012"	"2012"	314	2623069	12.0
	"12 years"	"12"	"2013"	"2013"	323	2592014	12.5
	"12 years"	"12"	"2014"	"2014"	330	2545087	13.0
	"12 years"	"12"	"2015"	"2015"	295	2572634	11.5
	"12 years"	"12"	"2016"	"2016"	315	2599066	12.1
	"12 years"	"12"	"2017"	"2017"	334	2603496	12.8
	"12 years"	"12"	"2018"	"2018"	353	2611195	13.5
	"12 years"	"12"	"2019"	"2019"	332	2636718	12.6
	"13 years"	"13"	"1999"	"1999"	522	2483406	21.0
	"13 years"	"13"	"2000"	"2000"	510	2494261	20.4
	"13 years"	"13"	"2001"	"2001"	526	2563136	20.5
	"13 years"	"13"	"2002"	"2002"	575	2621126	21.9
	"13 years"	"13"	"2003"	"2003"	553	2742689	20.2
	"13 years"	"13"	"2004"	"2004"	534	2712686	19.7
	"13 years"	"13"	"2005"	"2005"	506	2689641	18.8
	"13 years"	"13"	"2006"	"2006"	460	2660625	17.3
	"13 years"	"13"	"2007"	"2007"	450	2626117	17.1
	"13 years"	"13"	"2008"	"2008"	398	2625166	15.2
	"13 years"	"13"	"2009"	"2009"	408	2606406	15.7
	"13 years"	"13"	"2010"	"2010"	365	2578966	14.2
	"13 years"	"13"	"2011"	"2011"	368	2569978	14.3
	"13 years"	"13"	"2012"	"2012"	373	2579437	14.5
	"13 years"	"13"	"2013"	"2013"	405	2629041	15.4
	"13 years"	"13"	"2014"	"2014"	401	2600664	15.4
	"13 years"	"13"	"2015"	"2015"	401	2554919	15.7
	"13 years"	"13"	"2016"	"2016"	382	2577847	14.8
	"13 years"	"13"	"2017"	"2017"	392	2606218	15.0
	"13 years"	"13"	"2018"	"2018"	397	2607648	15.2
	"13 years"	"13"	"2019"	"2019"	424	2614608	16.2
	"14 years"	"14"	"1999"	"1999"	702	2483544	28.3
	"14 years"	"14"	"2000"	"2000"	687	2511547	27.4
	"14 years"	"14"	"2001"	"2001"	625	2526359	24.7
	"14 years"	"14"	"2002"	"2002"	658	2575669	25.5
	"14 years"	"14"	"2003"	"2003"	674	2629445	25.6
	"14 years"	"14"	"2004"	"2004"	703	2744847	25.6
	"14 years"	"14"	"2005"	"2005"	681	2711639	25.1
	"14 years"	"14"	"2006"	"2006"	596	2686153	22.2
	"14 years"	"14"	"2007"	"2007"	562	2656487	21.2
	"14 years"	"14"	"2008"	"2008"	540	2620555	20.6
	"14 years"	"14"	"2009"	"2009"	518	2617217	19.8
	"14 years"	"14"	"2010"	"2010"	504	2607123	19.3
	"14 years"	"14"	"2011"	"2011"	523	2586438	20.2
	"14 years"	"14"	"2012"	"2012"	488	2578646	18.9
	"14 years"	"14"	"2013"	"2013"	485	2585962	18.8
	"14 years"	"14"	"2014"	"2014"	470	2639081	17.8
	"14 years"	"14"	"2015"	"2015"	533	2611090	20.4
	"14 years"	"14"	"2016"	"2016"	503	2561826	19.6
	"14 years"	"14"	"2017"	"2017"	552	2591202	21.3
	"14 years"	"14"	"2018"	"2018"	517	2611217	19.8
	"14 years"	"14"	"2019"	"2019"	495	2611703	19.0
	"15 years"	"15"	"1999"	"1999"	892	2433780	36.7
	"15 years"	"15"	"2000"	"2000"	889	2487323	35.7
	"15 years"	"15"	"2001"	"2001"	848	2535045	33.5
	"15 years"	"15"	"2002"	"2002"	832	2552421	32.6
	"15 years"	"15"	"2003"	"2003"	843	2601643	32.4
	"15 years"	"15"	"2004"	"2004"	865	2655994	32.6
	"15 years"	"15"	"2005"	"2005"	934	2773534	33.7
	"15 years"	"15"	"2006"	"2006"	814	2742878	29.7
	"15 years"	"15"	"2007"	"2007"	812	2721648	29.8
	"15 years"	"15"	"2008"	"2008"	773	2695502	28.7
	"15 years"	"15"	"2009"	"2009"	685	2661168	25.7
	"15 years"	"15"	"2010"	"2010"	658	2653843	24.8
	"15 years"	"15"	"2011"	"2011"	599	2602453	23.0
	"15 years"	"15"	"2012"	"2012"	649	2597970	25.0
	"15 years"	"15"	"2013"	"2013"	620	2587944	24.0
	"15 years"	"15"	"2014"	"2014"	584	2598658	22.5
	"15 years"	"15"	"2015"	"2015"	636	2650667	24.0
	"15 years"	"15"	"2016"	"2016"	666	2619970	25.4
	"15 years"	"15"	"2017"	"2017"	703	2573649	27.3
	"15 years"	"15"	"2018"	"2018"	715	2597775	27.5
	"15 years"	"15"	"2019"	"2019"	656	2616456	25.1
	"16 years"	"16"	"1999"	"1999"	1299	2486982	52.2
	"16 years"	"16"	"2000"	"2000"	1258	2463041	51.1
	"16 years"	"16"	"2001"	"2001"	1247	2545651	49.0
	"16 years"	"16"	"2002"	"2002"	1386	2564798	54.0
	"16 years"	"16"	"2003"	"2003"	1294	2581036	50.1
	"16 years"	"16"	"2004"	"2004"	1281	2629092	48.7
	"16 years"	"16"	"2005"	"2005"	1228	2683864	45.8
	"16 years"	"16"	"2006"	"2006"	1243	2803013	44.3
	"16 years"	"16"	"2007"	"2007"	1143	2774371	41.2
	"16 years"	"16"	"2008"	"2008"	1036	2754896	37.6
	"16 years"	"16"	"2009"	"2009"	992	2729389	36.3
	"16 years"	"16"	"2010"	"2010"	919	2700564	34.0
	"16 years"	"16"	"2011"	"2011"	904	2656136	34.0
	"16 years"	"16"	"2012"	"2012"	819	2615892	31.3
	"16 years"	"16"	"2013"	"2013"	781	2605269	30.0
	"16 years"	"16"	"2014"	"2014"	813	2602835	31.2
	"16 years"	"16"	"2015"	"2015"	862	2611338	33.0
	"16 years"	"16"	"2016"	"2016"	910	2663086	34.2
	"16 years"	"16"	"2017"	"2017"	951	2637146	36.1
	"16 years"	"16"	"2018"	"2018"	858	2582119	33.2
	"16 years"	"16"	"2019"	"2019"	876	2603947	33.6
	"17 years"	"17"	"1999"	"1999"	1637	2490068	65.7
	"17 years"	"17"	"2000"	"2000"	1580	2507098	63.0
	"17 years"	"17"	"2001"	"2001"	1635	2500622	65.4
	"17 years"	"17"	"2002"	"2002"	1629	2574130	63.3
	"17 years"	"17"	"2003"	"2003"	1634	2587680	63.1
	"17 years"	"17"	"2004"	"2004"	1568	2599520	60.3
	"17 years"	"17"	"2005"	"2005"	1611	2644571	60.9
	"17 years"	"17"	"2006"	"2006"	1615	2697525	59.9
	"17 years"	"17"	"2007"	"2007"	1544	2814896	54.9
	"17 years"	"17"	"2008"	"2008"	1362	2784481	48.9
	"17 years"	"17"	"2009"	"2009"	1325	2762414	48.0
	"17 years"	"17"	"2010"	"2010"	1185	2748614	43.1
	"17 years"	"17"	"2011"	"2011"	1137	2711494	41.9
	"17 years"	"17"	"2012"	"2012"	1034	2671505	38.7
	"17 years"	"17"	"2013"	"2013"	1073	2626675	40.9
	"17 years"	"17"	"2014"	"2014"	1006	2623465	38.3
	"17 years"	"17"	"2015"	"2015"	1121	2618249	42.8
	"17 years"	"17"	"2016"	"2016"	1176	2626880	44.8
	"17 years"	"17"	"2017"	"2017"	1134	2682668	42.3
	"17 years"	"17"	"2018"	"2018"	1129	2647060	42.7
	"17 years"	"17"	"2019"	"2019"	1100	2589561	42.5
	"18 years"	"18"	"1999"	"1999"	2002	2452088	81.6
	"18 years"	"18"	"2000"	"2000"	1949	2501726	77.9
	"18 years"	"18"	"2001"	"2001"	2037	2541555	80.1
	"18 years"	"18"	"2002"	"2002"	2069	2533990	81.6
	"18 years"	"18"	"2003"	"2003"	2155	2606007	82.7
	"18 years"	"18"	"2004"	"2004"	2138	2616490	81.7
	"18 years"	"18"	"2005"	"2005"	2013	2629170	76.6
	"18 years"	"18"	"2006"	"2006"	2096	2676384	78.3
	"18 years"	"18"	"2007"	"2007"	2050	2731702	75.0
	"18 years"	"18"	"2008"	"2008"	1887	2852538	66.2
	"18 years"	"18"	"2009"	"2009"	1821	2823704	64.5
	"18 years"	"18"	"2010"	"2010"	1679	2806311	59.8
	"18 years"	"18"	"2011"	"2011"	1597	2760739	57.8
	"18 years"	"18"	"2012"	"2012"	1560	2741346	56.9
	"18 years"	"18"	"2013"	"2013"	1431	2696654	53.1
	"18 years"	"18"	"2014"	"2014"	1439	2663349	54.0
	"18 years"	"18"	"2015"	"2015"	1497	2659481	56.3
	"18 years"	"18"	"2016"	"2016"	1581	2651634	59.6
	"18 years"	"18"	"2017"	"2017"	1564	2665101	58.7
	"18 years"	"18"	"2018"	"2018"	1575	2709723	58.1
	"18 years"	"18"	"2019"	"2019"	1573	2672626	58.9
	"19 years"	"19"	"1999"	"1999"	2113	2504962	84.4
	"19 years"	"19"	"2000"	"2000"	2142	2528177	84.7
	"19 years"	"19"	"2001"	"2001"	2232	2540168	87.9
	"19 years"	"19"	"2002"	"2002"	2289	2561882	89.3
	"19 years"	"19"	"2003"	"2003"	2307	2546458	90.6
	"19 years"	"19"	"2004"	"2004"	2193	2616446	83.8
	"19 years"	"19"	"2005"	"2005"	2288	2628458	87.0
	"19 years"	"19"	"2006"	"2006"	2397	2639734	90.8
	"19 years"	"19"	"2007"	"2007"	2223	2685340	82.8
	"19 years"	"19"	"2008"	"2008"	2120	2740944	77.3
	"19 years"	"19"	"2009"	"2009"	1996	2858646	69.8
	"19 years"	"19"	"2010"	"2010"	1950	2845539	68.5
	"19 years"	"19"	"2011"	"2011"	1893	2796904	67.7
	"19 years"	"19"	"2012"	"2012"	1747	2760863	63.3
	"19 years"	"19"	"2013"	"2013"	1750	2732267	64.0
	"19 years"	"19"	"2014"	"2014"	1697	2704497	62.7
	"19 years"	"19"	"2015"	"2015"	1790	2670177	67.0
	"19 years"	"19"	"2016"	"2016"	1869	2657771	70.3
	"19 years"	"19"	"2017"	"2017"	1888	2657185	71.1
	"19 years"	"19"	"2018"	"2018"	1649	2657275	62.1
	"19 years"	"19"	"2019"	"2019"	1771	2698857	65.6
	"20 years"	"20"	"1999"	"1999"	2072	2397710	86.4
	"20 years"	"20"	"2000"	"2000"	2197	2479382	88.6
	"20 years"	"20"	"2001"	"2001"	2224	2544864	87.4
	"20 years"	"20"	"2002"	"2002"	2297	2556320	89.9
	"20 years"	"20"	"2003"	"2003"	2390	2563745	93.2
	"20 years"	"20"	"2004"	"2004"	2209	2548003	86.7
	"20 years"	"20"	"2005"	"2005"	2322	2614496	88.8
	"20 years"	"20"	"2006"	"2006"	2360	2620998	90.0
	"20 years"	"20"	"2007"	"2007"	2219	2627304	84.5
	"20 years"	"20"	"2008"	"2008"	2197	2669692	82.3
	"20 years"	"20"	"2009"	"2009"	2090	2721298	76.8
	"20 years"	"20"	"2010"	"2010"	2049	2806177	73.0
	"20 years"	"20"	"2011"	"2011"	2026	2849055	71.1
	"20 years"	"20"	"2012"	"2012"	2011	2814369	71.5
	"20 years"	"20"	"2013"	"2013"	1927	2767879	69.6
	"20 years"	"20"	"2014"	"2014"	1916	2755407	69.5
	"20 years"	"20"	"2015"	"2015"	1932	2722717	71.0
	"20 years"	"20"	"2016"	"2016"	2103	2677653	78.5
	"20 years"	"20"	"2017"	"2017"	2075	2669023	77.7
	"20 years"	"20"	"2018"	"2018"	1884	2655726	70.9
	"20 years"	"20"	"2019"	"2019"	1982	2652656	74.7
	"21 years"	"21"	"1999"	"1999"	2091	2306120	90.7
