"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"2 years"	"2"	"2001"	"2001"	796	2372251	33.6
	"2 years"	"2"	"2002"	"2002"	782	2410650	32.4
	"2 years"	"2"	"2003"	"2003"	790	2505842	31.5
	"2 years"	"2"	"2004"	"2004"	695	2469216	28.1
	"2 years"	"2"	"2005"	"2005"	757	2486428	30.4
	"2 years"	"2"	"2006"	"2006"	730	2507469	29.1
	"2 years"	"2"	"2007"	"2007"	707	2498464	28.3
	"2 years"	"2"	"2008"	"2008"	689	2509571	27.5
	"2 years"	"2"	"2009"	"2009"	654	2579378	25.4
	"2 years"	"2"	"2010"	"2010"	633	2578549	24.5
	"2 years"	"2"	"2011"	"2011"	611	2503105	24.4
	"2 years"	"2"	"2012"	"2012"	625	2511799	24.9
	"2 years"	"2"	"2013"	"2013"	590	2532673	23.3
	"2 years"	"2"	"2014"	"2014"	579	2502012	23.1
	"2 years"	"2"	"2015"	"2015"	602	2513780	23.9
	"2 years"	"2"	"2016"	"2016"	605	2522607	24.0
	"2 years"	"2"	"2017"	"2017"	549	2542948	21.6
	"2 years"	"2"	"2018"	"2018"	598	2516829	23.8
	"2 years"	"2"	"2019"	"2019"	535	2469832	21.7
	"3 years"	"3"	"1999"	"1999"	615	2405158	25.6
	"3 years"	"3"	"2000"	"2000"	530	2405193	22.0
	"3 years"	"3"	"2001"	"2001"	597	2374495	25.1
	"3 years"	"3"	"2002"	"2002"	540	2372789	22.8
	"3 years"	"3"	"2003"	"2003"	598	2410963	24.8
	"3 years"	"3"	"2004"	"2004"	534	2505564	21.3
	"3 years"	"3"	"2005"	"2005"	534	2469024	21.6
	"3 years"	"3"	"2006"	"2006"	503	2491031	20.2
	"3 years"	"3"	"2007"	"2007"	532	2518245	21.1
	"3 years"	"3"	"2008"	"2008"	516	2512136	20.5
	"3 years"	"3"	"2009"	"2009"	525	2524055	20.8
	"3 years"	"3"	"2010"	"2010"	475	2588600	18.3
	"3 years"	"3"	"2011"	"2011"	507	2583709	19.6
	"3 years"	"3"	"2012"	"2012"	484	2509310	19.3
	"3 years"	"3"	"2013"	"2013"	454	2518583	18.0
	"3 years"	"3"	"2014"	"2014"	426	2543029	16.8
	"3 years"	"3"	"2015"	"2015"	461	2512157	18.4
	"3 years"	"3"	"2016"	"2016"	460	2519788	18.3
	"3 years"	"3"	"2017"	"2017"	447	2530444	17.7
	"3 years"	"3"	"2018"	"2018"	442	2549174	17.3
	"3 years"	"3"	"2019"	"2019"	428	2518875	17.0
	"4 years"	"4"	"1999"	"1999"	505	2480755	20.4
	"4 years"	"4"	"2000"	"2000"	482	2464164	19.6
	"4 years"	"4"	"2001"	"2001"	505	2400228	21.0
	"4 years"	"4"	"2002"	"2002"	480	2379045	20.2
	"4 years"	"4"	"2003"	"2003"	447	2377984	18.8
	"4 years"	"4"	"2004"	"2004"	444	2417767	18.4
	"4 years"	"4"	"2005"	"2005"	412	2514494	16.4
	"4 years"	"4"	"2006"	"2006"	432	2481940	17.4
	"4 years"	"4"	"2007"	"2007"	452	2510458	18.0
	"4 years"	"4"	"2008"	"2008"	430	2545558	16.9
	"4 years"	"4"	"2009"	"2009"	392	2541524	15.4
	"4 years"	"4"	"2010"	"2010"	380	2550949	14.9
	"4 years"	"4"	"2011"	"2011"	394	2593602	15.2
	"4 years"	"4"	"2012"	"2012"	411	2589002	15.9
	"4 years"	"4"	"2013"	"2013"	404	2515586	16.1
	"4 years"	"4"	"2014"	"2014"	387	2528385	15.3
	"4 years"	"4"	"2015"	"2015"	340	2551889	13.3
	"4 years"	"4"	"2016"	"2016"	398	2519357	15.8
	"4 years"	"4"	"2017"	"2017"	357	2526581	14.1
	"4 years"	"4"	"2018"	"2018"	328	2537308	12.9
	"4 years"	"4"	"2019"	"2019"	336	2551543	13.2
	"5 years"	"5"	"1999"	"1999"	461	2508322	18.4
	"5 years"	"5"	"2000"	"2000"	444	2485903	17.9
	"5 years"	"5"	"2001"	"2001"	401	2451948	16.4
	"5 years"	"5"	"2002"	"2002"	408	2402813	17.0
	"5 years"	"5"	"2003"	"2003"	395	2380047	16.6
	"5 years"	"5"	"2004"	"2004"	401	2378392	16.9
	"5 years"	"5"	"2005"	"2005"	349	2418442	14.4
	"5 years"	"5"	"2006"	"2006"	395	2517156	15.7
	"5 years"	"5"	"2007"	"2007"	361	2488163	14.5
	"5 years"	"5"	"2008"	"2008"	354	2520173	14.0
	"5 years"	"5"	"2009"	"2009"	367	2559283	14.3
	"5 years"	"5"	"2010"	"2010"	289	2549700	11.3
	"5 years"	"5"	"2011"	"2011"	334	2569425	13.0
	"5 years"	"5"	"2012"	"2012"	341	2598393	13.1
	"5 years"	"5"	"2013"	"2013"	340	2594876	13.1
	"5 years"	"5"	"2014"	"2014"	311	2524016	12.3
	"5 years"	"5"	"2015"	"2015"	290	2539673	11.4
	"5 years"	"5"	"2016"	"2016"	313	2557897	12.2
	"5 years"	"5"	"2017"	"2017"	303	2525802	12.0
	"5 years"	"5"	"2018"	"2018"	306	2533298	12.1
	"5 years"	"5"	"2019"	"2019"	320	2539622	12.6
	"6 years"	"6"	"1999"	"1999"	391	2534296	15.4
	"6 years"	"6"	"2000"	"2000"	401	2518646	15.9
	"6 years"	"6"	"2001"	"2001"	398	2488067	16.0
	"6 years"	"6"	"2002"	"2002"	350	2450187	14.3
	"6 years"	"6"	"2003"	"2003"	356	2398834	14.8
	"6 years"	"6"	"2004"	"2004"	358	2373679	15.1
	"6 years"	"6"	"2005"	"2005"	367	2370258	15.5
	"6 years"	"6"	"2006"	"2006"	313	2410476	13.0
	"6 years"	"6"	"2007"	"2007"	341	2509552	13.6
	"6 years"	"6"	"2008"	"2008"	307	2481695	12.4
	"6 years"	"6"	"2009"	"2009"	320	2514400	12.7
	"6 years"	"6"	"2010"	"2010"	291	2550934	11.4
	"6 years"	"6"	"2011"	"2011"	299	2565249	11.7
	"6 years"	"6"	"2012"	"2012"	283	2575005	11.0
	"6 years"	"6"	"2013"	"2013"	292	2604533	11.2
	"6 years"	"6"	"2014"	"2014"	280	2603166	10.8
	"6 years"	"6"	"2015"	"2015"	307	2533031	12.1
	"6 years"	"6"	"2016"	"2016"	299	2546181	11.7
	"6 years"	"6"	"2017"	"2017"	272	2563286	10.6
	"6 years"	"6"	"2018"	"2018"	285	2530899	11.3
	"6 years"	"6"	"2019"	"2019"	293	2534915	11.6
	"7 years"	"7"	"1999"	"1999"	426	2611791	16.3
	"7 years"	"7"	"2000"	"2000"	395	2578711	15.3
	"7 years"	"7"	"2001"	"2001"	358	2513112	14.2
	"7 years"	"7"	"2002"	"2002"	328	2493518	13.2
	"7 years"	"7"	"2003"	"2003"	351	2456049	14.3
	"7 years"	"7"	"2004"	"2004"	314	2406413	13.0
	"7 years"	"7"	"2005"	"2005"	330	2383169	13.8
	"7 years"	"7"	"2006"	"2006"	303	2383706	12.7
	"7 years"	"7"	"2007"	"2007"	327	2429754	13.5
	"7 years"	"7"	"2008"	"2008"	299	2534769	11.8
	"7 years"	"7"	"2009"	"2009"	267	2509509	10.6
	"7 years"	"7"	"2010"	"2010"	280	2529974	11.1
	"7 years"	"7"	"2011"	"2011"	264	2566268	10.3
	"7 years"	"7"	"2012"	"2012"	268	2570340	10.4
	"7 years"	"7"	"2013"	"2013"	256	2581060	9.9
	"7 years"	"7"	"2014"	"2014"	280	2611994	10.7
	"7 years"	"7"	"2015"	"2015"	274	2611658	10.5
	"7 years"	"7"	"2016"	"2016"	308	2539364	12.1
	"7 years"	"7"	"2017"	"2017"	300	2551659	11.8
	"7 years"	"7"	"2018"	"2018"	244	2568349	9.5
	"7 years"	"7"	"2019"	"2019"	256	2533296	10.1
	"8 years"	"8"	"1999"	"1999"	420	2612015	16.1
	"8 years"	"8"	"2000"	"2000"	381	2614802	14.6
	"8 years"	"8"	"2001"	"2001"	352	2566197	13.7
	"8 years"	"8"	"2002"	"2002"	371	2516634	14.7
	"8 years"	"8"	"2003"	"2003"	342	2497093	13.7
	"8 years"	"8"	"2004"	"2004"	309	2458664	12.6
	"8 years"	"8"	"2005"	"2005"	288	2409477	12.0
	"8 years"	"8"	"2006"	"2006"	291	2388557	12.2
	"8 years"	"8"	"2007"	"2007"	305	2392394	12.7
	"8 years"	"8"	"2008"	"2008"	294	2441695	12.0
	"8 years"	"8"	"2009"	"2009"	264	2548600	10.4
	"8 years"	"8"	"2010"	"2010"	249	2528834	9.8
	"8 years"	"8"	"2011"	"2011"	285	2546480	11.2
	"8 years"	"8"	"2012"	"2012"	246	2571681	9.6
	"8 years"	"8"	"2013"	"2013"	279	2574687	10.8
	"8 years"	"8"	"2014"	"2014"	259	2588415	10.0
	"8 years"	"8"	"2015"	"2015"	281	2620502	10.7
	"8 years"	"8"	"2016"	"2016"	307	2617671	11.7
	"8 years"	"8"	"2017"	"2017"	246	2544730	9.7
	"8 years"	"8"	"2018"	"2018"	267	2556383	10.4
	"8 years"	"8"	"2019"	"2019"	264	2570946	10.3
	"9 years"	"9"	"1999"	"1999"	378	2631656	14.4
	"9 years"	"9"	"2000"	"2000"	366	2664429	13.7
	"9 years"	"9"	"2001"	"2001"	363	2615535	13.9
	"9 years"	"9"	"2002"	"2002"	359	2577208	13.9
	"9 years"	"9"	"2003"	"2003"	328	2529153	13.0
	"9 years"	"9"	"2004"	"2004"	358	2511877	14.3
	"9 years"	"9"	"2005"	"2005"	324	2476888	13.1
	"9 years"	"9"	"2006"	"2006"	286	2431712	11.8
	"9 years"	"9"	"2007"	"2007"	291	2416577	12.0
	"9 years"	"9"	"2008"	"2008"	277	2426323	11.4
	"9 years"	"9"	"2009"	"2009"	310	2480758	12.5
	"9 years"	"9"	"2010"	"2010"	260	2587583	10.0
	"9 years"	"9"	"2011"	"2011"	263	2524245	10.4
	"9 years"	"9"	"2012"	"2012"	266	2552516	10.4
	"9 years"	"9"	"2013"	"2013"	253	2577870	9.8
	"9 years"	"9"	"2014"	"2014"	279	2582134	10.8
	"9 years"	"9"	"2015"	"2015"	247	2596787	9.5
	"9 years"	"9"	"2016"	"2016"	278	2626398	10.6
	"9 years"	"9"	"2017"	"2017"	244	2625320	9.3
	"9 years"	"9"	"2018"	"2018"	267	2549245	10.5
	"9 years"	"9"	"2019"	"2019"	252	2559369	9.8
	"10 years"	"10"	"1999"	"1999"	411	2579326	15.9
	"10 years"	"10"	"2000"	"2000"	365	2663813	13.7
	"10 years"	"10"	"2001"	"2001"	394	2671287	14.7
	"10 years"	"10"	"2002"	"2002"	382	2655723	14.4
	"10 years"	"10"	"2003"	"2003"	407	2630957	15.5
	"10 years"	"10"	"2004"	"2004"	350	2596586	13.5
	"10 years"	"10"	"2005"	"2005"	305	2593371	11.8
	"10 years"	"10"	"2006"	"2006"	318	2573482	12.4
	"10 years"	"10"	"2007"	"2007"	334	2544041	13.1
	"10 years"	"10"	"2008"	"2008"	285	2544991	11.2
	"10 years"	"10"	"2009"	"2009"	284	2570456	11.0
	"10 years"	"10"	"2010"	"2010"	245	2601752	9.4
	"10 years"	"10"	"2011"	"2011"	264	2580628	10.2
	"10 years"	"10"	"2012"	"2012"	240	2530677	9.5
	"10 years"	"10"	"2013"	"2013"	257	2557275	10.0
	"10 years"	"10"	"2014"	"2014"	275	2585703	10.6
	"10 years"	"10"	"2015"	"2015"	248	2590536	9.6
	"10 years"	"10"	"2016"	"2016"	291	2603492	11.2
	"10 years"	"10"	"2017"	"2017"	272	2633239	10.3
	"10 years"	"10"	"2018"	"2018"	289	2629927	11.0
	"10 years"	"10"	"2019"	"2019"	303	2551313	11.9
	"11 years"	"11"	"1999"	"1999"	428	2512836	17.0
	"11 years"	"11"	"2000"	"2000"	444	2563787	17.3
	"11 years"	"11"	"2001"	"2001"	389	2709759	14.4
	"11 years"	"11"	"2002"	"2002"	368	2683060	13.7
	"11 years"	"11"	"2003"	"2003"	379	2662515	14.2
	"11 years"	"11"	"2004"	"2004"	343	2632551	13.0
	"11 years"	"11"	"2005"	"2005"	358	2594036	13.8
	"11 years"	"11"	"2006"	"2006"	338	2588442	13.1
	"11 years"	"11"	"2007"	"2007"	309	2568094	12.0
	"11 years"	"11"	"2008"	"2008"	301	2536971	11.9
	"11 years"	"11"	"2009"	"2009"	331	2535547	13.1
	"11 years"	"11"	"2010"	"2010"	308	2565534	12.0
	"11 years"	"11"	"2011"	"2011"	278	2618285	10.6
	"11 years"	"11"	"2012"	"2012"	272	2586865	10.5
	"11 years"	"11"	"2013"	"2013"	248	2538691	9.8
	"11 years"	"11"	"2014"	"2014"	270	2564988	10.5
	"11 years"	"11"	"2015"	"2015"	270	2595371	10.4
	"11 years"	"11"	"2016"	"2016"	309	2596472	11.9
	"11 years"	"11"	"2017"	"2017"	304	2609875	11.6
	"11 years"	"11"	"2018"	"2018"	302	2636936	11.5
	"11 years"	"11"	"2019"	"2019"	315	2631464	12.0
	"12 years"	"12"	"1999"	"1999"	410	2494562	16.4
	"12 years"	"12"	"2000"	"2000"	436	2539621	17.2
	"12 years"	"12"	"2001"	"2001"	428	2606478	16.4
	"12 years"	"12"	"2002"	"2002"	473	2730947	17.3
	"12 years"	"12"	"2003"	"2003"	438	2704666	16.2
	"12 years"	"12"	"2004"	"2004"	438	2683645	16.3
	"12 years"	"12"	"2005"	"2005"	408	2654699	15.4
	"12 years"	"12"	"2006"	"2006"	349	2618677	13.3
	"12 years"	"12"	"2007"	"2007"	347	2617607	13.3
	"12 years"	"12"	"2008"	"2008"	340	2599275	13.1
	"12 years"	"12"	"2009"	"2009"	345	2570226	13.4
	"12 years"	"12"	"2010"	"2010"	347	2561155	13.5
	"12 years"	"12"	"2011"	"2011"	326	2573315	12.7
	"12 years"	"12"	"2012"	"2012"	314	2624986	12.0
	"12 years"	"12"	"2013"	"2013"	324	2593727	12.5
	"12 years"	"12"	"2014"	"2014"	330	2546894	13.0
	"12 years"	"12"	"2015"	"2015"	298	2574380	11.6
	"12 years"	"12"	"2016"	"2016"	315	2600755	12.1
	"12 years"	"12"	"2017"	"2017"	337	2605397	12.9
	"12 years"	"12"	"2018"	"2018"	354	2613169	13.5
	"12 years"	"12"	"2019"	"2019"	333	2638556	12.6
	"13 years"	"13"	"1999"	"1999"	525	2485005	21.1
	"13 years"	"13"	"2000"	"2000"	511	2495873	20.5
	"13 years"	"13"	"2001"	"2001"	527	2564938	20.5
	"13 years"	"13"	"2002"	"2002"	578	2622900	22.0
	"13 years"	"13"	"2003"	"2003"	552	2744482	20.1
	"13 years"	"13"	"2004"	"2004"	535	2714591	19.7
	"13 years"	"13"	"2005"	"2005"	511	2691450	19.0
	"13 years"	"13"	"2006"	"2006"	461	2662268	17.3
	"13 years"	"13"	"2007"	"2007"	452	2627656	17.2
	"13 years"	"13"	"2008"	"2008"	397	2626567	15.1
	"13 years"	"13"	"2009"	"2009"	410	2607753	15.7
	"13 years"	"13"	"2010"	"2010"	365	2580372	14.1
	"13 years"	"13"	"2011"	"2011"	369	2571534	14.3
	"13 years"	"13"	"2012"	"2012"	374	2580931	14.5
	"13 years"	"13"	"2013"	"2013"	408	2630758	15.5
	"13 years"	"13"	"2014"	"2014"	404	2602272	15.5
	"13 years"	"13"	"2015"	"2015"	402	2556613	15.7
	"13 years"	"13"	"2016"	"2016"	385	2579455	14.9
	"13 years"	"13"	"2017"	"2017"	390	2607773	15.0
	"13 years"	"13"	"2018"	"2018"	398	2609427	15.3
	"13 years"	"13"	"2019"	"2019"	425	2616335	16.2
	"14 years"	"14"	"1999"	"1999"	706	2485423	28.4
	"14 years"	"14"	"2000"	"2000"	693	2513414	27.6
	"14 years"	"14"	"2001"	"2001"	627	2527876	24.8
	"14 years"	"14"	"2002"	"2002"	659	2577420	25.6
	"14 years"	"14"	"2003"	"2003"	672	2631225	25.5
	"14 years"	"14"	"2004"	"2004"	706	2746641	25.7
	"14 years"	"14"	"2005"	"2005"	681	2713477	25.1
	"14 years"	"14"	"2006"	"2006"	597	2687925	22.2
	"14 years"	"14"	"2007"	"2007"	562	2658174	21.1
	"14 years"	"14"	"2008"	"2008"	539	2622085	20.6
	"14 years"	"14"	"2009"	"2009"	519	2618696	19.8
	"14 years"	"14"	"2010"	"2010"	507	2608550	19.4
	"14 years"	"14"	"2011"	"2011"	519	2587886	20.1
	"14 years"	"14"	"2012"	"2012"	488	2580119	18.9
	"14 years"	"14"	"2013"	"2013"	485	2587257	18.7
	"14 years"	"14"	"2014"	"2014"	473	2640545	17.9
	"14 years"	"14"	"2015"	"2015"	535	2612542	20.5
	"14 years"	"14"	"2016"	"2016"	501	2563424	19.5
	"14 years"	"14"	"2017"	"2017"	557	2592716	21.5
	"14 years"	"14"	"2018"	"2018"	520	2612644	19.9
	"14 years"	"14"	"2019"	"2019"	495	2613343	18.9
	"15 years"	"15"	"1999"	"1999"	893	2435630	36.7
	"15 years"	"15"	"2000"	"2000"	893	2489173	35.9
	"15 years"	"15"	"2001"	"2001"	845	2536883	33.3
	"15 years"	"15"	"2002"	"2002"	833	2553901	32.6
	"15 years"	"15"	"2003"	"2003"	844	2603271	32.4
	"15 years"	"15"	"2004"	"2004"	867	2657763	32.6
	"15 years"	"15"	"2005"	"2005"	936	2775271	33.7
	"15 years"	"15"	"2006"	"2006"	819	2744612	29.8
	"15 years"	"15"	"2007"	"2007"	814	2723302	29.9
	"15 years"	"15"	"2008"	"2008"	774	2697038	28.7
	"15 years"	"15"	"2009"	"2009"	686	2662514	25.8
	"15 years"	"15"	"2010"	"2010"	658	2655133	24.8
	"15 years"	"15"	"2011"	"2011"	600	2603888	23.0
	"15 years"	"15"	"2012"	"2012"	650	2599366	25.0
	"15 years"	"15"	"2013"	"2013"	621	2589189	24.0
	"15 years"	"15"	"2014"	"2014"	583	2599837	22.4
	"15 years"	"15"	"2015"	"2015"	640	2652021	24.1
	"15 years"	"15"	"2016"	"2016"	666	2621361	25.4
	"15 years"	"15"	"2017"	"2017"	705	2575084	27.4
	"15 years"	"15"	"2018"	"2018"	719	2599020	27.7
	"15 years"	"15"	"2019"	"2019"	657	2617670	25.1
	"16 years"	"16"	"1999"	"1999"	1299	2488811	52.2
	"16 years"	"16"	"2000"	"2000"	1259	2464891	51.1
	"16 years"	"16"	"2001"	"2001"	1247	2547447	49.0
	"16 years"	"16"	"2002"	"2002"	1384	2566602	53.9
	"16 years"	"16"	"2003"	"2003"	1297	2582560	50.2
	"16 years"	"16"	"2004"	"2004"	1281	2630790	48.7
	"16 years"	"16"	"2005"	"2005"	1233	2685593	45.9
	"16 years"	"16"	"2006"	"2006"	1242	2804830	44.3
	"16 years"	"16"	"2007"	"2007"	1143	2776107	41.2
	"16 years"	"16"	"2008"	"2008"	1035	2756657	37.5
	"16 years"	"16"	"2009"	"2009"	997	2730970	36.5
	"16 years"	"16"	"2010"	"2010"	921	2702142	34.1
	"16 years"	"16"	"2011"	"2011"	902	2657497	33.9
	"16 years"	"16"	"2012"	"2012"	820	2617347	31.3
	"16 years"	"16"	"2013"	"2013"	782	2606538	30.0
	"16 years"	"16"	"2014"	"2014"	818	2604098	31.4
	"16 years"	"16"	"2015"	"2015"	867	2612400	33.2
	"16 years"	"16"	"2016"	"2016"	913	2664426	34.3
	"16 years"	"16"	"2017"	"2017"	956	2638546	36.2
	"16 years"	"16"	"2018"	"2018"	858	2583541	33.2
	"16 years"	"16"	"2019"	"2019"	879	2605045	33.7
	"17 years"	"17"	"1999"	"1999"	1641	2492225	65.8
	"17 years"	"17"	"2000"	"2000"	1590	2509184	63.4
	"17 years"	"17"	"2001"	"2001"	1638	2502516	65.5
	"17 years"	"17"	"2002"	"2002"	1632	2575972	63.4
	"17 years"	"17"	"2003"	"2003"	1636	2589482	63.2
	"17 years"	"17"	"2004"	"2004"	1569	2601034	60.3
	"17 years"	"17"	"2005"	"2005"	1611	2646293	60.9
	"17 years"	"17"	"2006"	"2006"	1613	2699364	59.8
	"17 years"	"17"	"2007"	"2007"	1546	2816640	54.9
	"17 years"	"17"	"2008"	"2008"	1363	2786192	48.9
	"17 years"	"17"	"2009"	"2009"	1326	2764173	48.0
	"17 years"	"17"	"2010"	"2010"	1189	2750288	43.2
	"17 years"	"17"	"2011"	"2011"	1138	2713196	41.9
	"17 years"	"17"	"2012"	"2012"	1035	2673069	38.7
	"17 years"	"17"	"2013"	"2013"	1074	2628023	40.9
	"17 years"	"17"	"2014"	"2014"	1006	2624700	38.3
	"17 years"	"17"	"2015"	"2015"	1126	2619486	43.0
	"17 years"	"17"	"2016"	"2016"	1176	2628112	44.7
	"17 years"	"17"	"2017"	"2017"	1138	2684138	42.4
	"17 years"	"17"	"2018"	"2018"	1132	2648503	42.7
	"17 years"	"17"	"2019"	"2019"	1101	2590920	42.5
	"18 years"	"18"	"1999"	"1999"	2013	2454736	82.0
	"18 years"	"18"	"2000"	"2000"	1958	2504419	78.2
	"18 years"	"18"	"2001"	"2001"	2039	2543518	80.2
	"18 years"	"18"	"2002"	"2002"	2070	2535825	81.6
	"18 years"	"18"	"2003"	"2003"	2154	2607881	82.6
	"18 years"	"18"	"2004"	"2004"	2140	2618446	81.7
	"18 years"	"18"	"2005"	"2005"	2016	2631006	76.6
	"18 years"	"18"	"2006"	"2006"	2098	2678431	78.3
	"18 years"	"18"	"2007"	"2007"	2050	2733851	75.0
	"18 years"	"18"	"2008"	"2008"	1892	2854808	66.3
	"18 years"	"18"	"2009"	"2009"	1825	2825993	64.6
	"18 years"	"18"	"2010"	"2010"	1688	2808729	60.1
	"18 years"	"18"	"2011"	"2011"	1599	2762284	57.9
	"18 years"	"18"	"2012"	"2012"	1566	2743293	57.1
	"18 years"	"18"	"2013"	"2013"	1433	2698508	53.1
	"18 years"	"18"	"2014"	"2014"	1444	2665193	54.2
	"18 years"	"18"	"2015"	"2015"	1497	2661294	56.3
	"18 years"	"18"	"2016"	"2016"	1582	2653585	59.6
	"18 years"	"18"	"2017"	"2017"	1573	2666952	59.0
	"18 years"	"18"	"2018"	"2018"	1579	2711599	58.2
	"18 years"	"18"	"2019"	"2019"	1578	2674599	59.0
	"19 years"	"19"	"1999"	"1999"	2113	2507913	84.3
	"19 years"	"19"	"2000"	"2000"	2147	2531053	84.8
	"19 years"	"19"	"2001"	"2001"	2240	2542171	88.1
	"19 years"	"19"	"2002"	"2002"	2294	2563398	89.5
	"19 years"	"19"	"2003"	"2003"	2310	2548000	90.7
	"19 years"	"19"	"2004"	"2004"	2200	2618253	84.0
	"19 years"	"19"	"2005"	"2005"	2292	2630454	87.1
	"19 years"	"19"	"2006"	"2006"	2400	2641779	90.8
	"19 years"	"19"	"2007"	"2007"	2224	2687488	82.8
	"19 years"	"19"	"2008"	"2008"	2125	2743268	77.5
	"19 years"	"19"	"2009"	"2009"	1997	2861199	69.8
	"19 years"	"19"	"2010"	"2010"	1951	2848294	68.5
	"19 years"	"19"	"2011"	"2011"	1899	2798713	67.9
	"19 years"	"19"	"2012"	"2012"	1751	2762751	63.4
	"19 years"	"19"	"2013"	"2013"	1754	2734311	64.1
	"19 years"	"19"	"2014"	"2014"	1698	2706501	62.7
	"19 years"	"19"	"2015"	"2015"	1797	2672355	67.2
	"19 years"	"19"	"2016"	"2016"	1872	2660034	70.4
	"19 years"	"19"	"2017"	"2017"	1891	2659399	71.1
	"19 years"	"19"	"2018"	"2018"	1651	2659240	62.1
	"19 years"	"19"	"2019"	"2019"	1776	2701087	65.8
	"20 years"	"20"	"1999"	"1999"	2074	2400129	86.4
	"20 years"	"20"	"2000"	"2000"	2196	2481896	88.5
	"20 years"	"20"	"2001"	"2001"	2229	2547349	87.5
	"20 years"	"20"	"2002"	"2002"	2299	2557875	89.9
	"20 years"	"20"	"2003"	"2003"	2394	2564858	93.3
	"20 years"	"20"	"2004"	"2004"	2212	2549208	86.8
	"20 years"	"20"	"2005"	"2005"	2328	2615929	89.0
	"20 years"	"20"	"2006"	"2006"	2367	2622558	90.3
	"20 years"	"20"	"2007"	"2007"	2220	2628917	84.4
	"20 years"	"20"	"2008"	"2008"	2201	2671447	82.4
	"20 years"	"20"	"2009"	"2009"	2093	2723274	76.9
	"20 years"	"20"	"2010"	"2010"	2051	2808373	73.0
	"20 years"	"20"	"2011"	"2011"	2032	2850721	71.3
	"20 years"	"20"	"2012"	"2012"	2017	2815341	71.6
	"20 years"	"20"	"2013"	"2013"	1926	2768586	69.6
	"20 years"	"20"	"2014"	"2014"	1918	2756243	69.6
	"20 years"	"20"	"2015"	"2015"	1934	2723549	71.0
	"20 years"	"20"	"2016"	"2016"	2106	2678631	78.6
	"20 years"	"20"	"2017"	"2017"	2084	2669750	78.1
	"20 years"	"20"	"2018"	"2018"	1886	2656325	71.0
	"20 years"	"20"	"2019"	"2019"	1988	2653289	74.9
	"21 years"	"21"	"1999"	"1999"	2091	2308483	90.6
