"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"0"	"1999"	"1999"	15933	2372875	671.5
	"< 1 year"	"0"	"2000"	"2000"	16012	2376583	673.7
	"< 1 year"	"0"	"2001"	"2001"	15940	2516244	633.5
	"< 1 year"	"0"	"2002"	"2002"	16296	2488195	654.9
	"< 1 year"	"0"	"2003"	"2003"	16187	2512457	644.3
	"< 1 year"	"0"	"2004"	"2004"	16243	2530987	641.8
	"< 1 year"	"0"	"2005"	"2005"	16345	2523459	647.7
	"< 1 year"	"0"	"2006"	"2006"	16473	2536656	649.4
	"< 1 year"	"0"	"2007"	"2007"	16885	2607475	647.6
	"< 1 year"	"0"	"2008"	"2008"	16370	2603430	628.8
	"< 1 year"	"0"	"2009"	"2009"	15253	2522693	604.6
	"< 1 year"	"0"	"2010"	"2010"	14164	2485919	569.8
	"< 1 year"	"0"	"2011"	"2011"	13865	2532299	547.5
	"< 1 year"	"0"	"2012"	"2012"	13635	2502268	544.9
	"< 1 year"	"0"	"2013"	"2013"	13755	2498217	550.6
	"< 1 year"	"0"	"2014"	"2014"	13470	2504521	537.8
	"< 1 year"	"0"	"2015"	"2015"	13649	2520347	541.6
	"< 1 year"	"0"	"2016"	"2016"	13269	2516023	527.4
	"< 1 year"	"0"	"2017"	"2017"	12827	2494074	514.3
	"< 1 year"	"0"	"2018"	"2018"	12296	2434516	505.1
	"< 1 year"	"0"	"2019"	"2019"	12024	2381859	504.8
	"1 year"	"1"	"1999"	"1999"	1147	2361807	48.6
	"1 year"	"1"	"2000"	"2000"	1135	2383613	47.6
	"1 year"	"1"	"2001"	"2001"	1201	2410757	49.8
	"1 year"	"1"	"2002"	"2002"	1128	2509233	45.0
	"1 year"	"1"	"2003"	"2003"	1107	2474672	44.7
	"1 year"	"1"	"2004"	"2004"	1170	2492743	46.9
	"1 year"	"1"	"2005"	"2005"	1124	2508763	44.8
	"1 year"	"1"	"2006"	"2006"	1085	2498507	43.4
	"1 year"	"1"	"2007"	"2007"	1116	2508674	44.5
	"1 year"	"1"	"2008"	"2008"	1183	2577314	45.9
	"1 year"	"1"	"2009"	"2009"	1003	2568422	39.1
	"1 year"	"1"	"2010"	"2010"	1043	2503474	41.7
	"1 year"	"1"	"2011"	"2011"	976	2506274	38.9
	"1 year"	"1"	"2012"	"2012"	960	2524779	38.0
	"1 year"	"1"	"2013"	"2013"	979	2500918	39.1
	"1 year"	"1"	"2014"	"2014"	871	2512876	34.7
	"1 year"	"1"	"2015"	"2015"	932	2511719	37.1
	"1 year"	"1"	"2016"	"2016"	918	2528099	36.3
	"1 year"	"1"	"2017"	"2017"	854	2509858	34.0
	"1 year"	"1"	"2018"	"2018"	854	2469212	34.6
	"1 year"	"1"	"2019"	"2019"	834	2403882	34.7
	"2 years"	"2"	"1999"	"1999"	795	2363906	33.6
	"2 years"	"2"	"2000"	"2000"	794	2367158	33.5
	"2 years"	"2"	"2001"	"2001"	795	2371541	33.5
	"2 years"	"2"	"2002"	"2002"	781	2409796	32.4
	"2 years"	"2"	"2003"	"2003"	792	2505065	31.6
	"2 years"	"2"	"2004"	"2004"	693	2468228	28.1
	"2 years"	"2"	"2005"	"2005"	756	2485983	30.4
	"2 years"	"2"	"2006"	"2006"	727	2506984	29.0
	"2 years"	"2"	"2007"	"2007"	702	2497946	28.1
	"2 years"	"2"	"2008"	"2008"	687	2508554	27.4
	"2 years"	"2"	"2009"	"2009"	655	2578457	25.4
	"2 years"	"2"	"2010"	"2010"	630	2577600	24.4
	"2 years"	"2"	"2011"	"2011"	609	2502036	24.3
	"2 years"	"2"	"2012"	"2012"	624	2510944	24.9
	"2 years"	"2"	"2013"	"2013"	591	2531720	23.3
	"2 years"	"2"	"2014"	"2014"	580	2501065	23.2
	"2 years"	"2"	"2015"	"2015"	606	2512863	24.1
	"2 years"	"2"	"2016"	"2016"	602	2521847	23.9
	"2 years"	"2"	"2017"	"2017"	547	2542348	21.5
	"2 years"	"2"	"2018"	"2018"	597	2516286	23.7
	"2 years"	"2"	"2019"	"2019"	535	2469195	21.7
	"3 years"	"3"	"1999"	"1999"	618	2404607	25.7
	"3 years"	"3"	"2000"	"2000"	528	2404609	22.0
	"3 years"	"3"	"2001"	"2001"	596	2373951	25.1
	"3 years"	"3"	"2002"	"2002"	539	2372284	22.7
	"3 years"	"3"	"2003"	"2003"	598	2410202	24.8
	"3 years"	"3"	"2004"	"2004"	534	2505010	21.3
	"3 years"	"3"	"2005"	"2005"	533	2468196	21.6
	"3 years"	"3"	"2006"	"2006"	501	2490866	20.1
	"3 years"	"3"	"2007"	"2007"	532	2517925	21.1
	"3 years"	"3"	"2008"	"2008"	518	2512017	20.6
	"3 years"	"3"	"2009"	"2009"	525	2523272	20.8
	"3 years"	"3"	"2010"	"2010"	475	2587892	18.4
	"3 years"	"3"	"2011"	"2011"	511	2583049	19.8
	"3 years"	"3"	"2012"	"2012"	486	2508370	19.4
