"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"2 years"	"2"	"2012"	"2012"	624	2515770	24.8
	"2 years"	"2"	"2013"	"2013"	591	2536548	23.3
	"2 years"	"2"	"2014"	"2014"	580	2505429	23.1
	"2 years"	"2"	"2015"	"2015"	600	2517225	23.8
	"2 years"	"2"	"2016"	"2016"	604	2526767	23.9
	"2 years"	"2"	"2017"	"2017"	547	2547202	21.5
	"2 years"	"2"	"2018"	"2018"	597	2521377	23.7
	"2 years"	"2"	"2019"	"2019"	539	2474167	21.8
	"3 years"	"3"	"1999"	"1999"	618	2406475	25.7
	"3 years"	"3"	"2000"	"2000"	530	2406735	22.0
	"3 years"	"3"	"2001"	"2001"	594	2376595	25.0
	"3 years"	"3"	"2002"	"2002"	539	2375087	22.7
	"3 years"	"3"	"2003"	"2003"	597	2413437	24.7
	"3 years"	"3"	"2004"	"2004"	534	2508459	21.3
	"3 years"	"3"	"2005"	"2005"	534	2472293	21.6
	"3 years"	"3"	"2006"	"2006"	499	2495067	20.0
	"3 years"	"3"	"2007"	"2007"	530	2522913	21.0
	"3 years"	"3"	"2008"	"2008"	519	2517255	20.6
	"3 years"	"3"	"2009"	"2009"	525	2528858	20.8
	"3 years"	"3"	"2010"	"2010"	475	2593362	18.3
	"3 years"	"3"	"2011"	"2011"	512	2588279	19.8
	"3 years"	"3"	"2012"	"2012"	485	2513581	19.3
	"3 years"	"3"	"2013"	"2013"	452	2522974	17.9
	"3 years"	"3"	"2014"	"2014"	427	2547239	16.8
	"3 years"	"3"	"2015"	"2015"	461	2515877	18.3
	"3 years"	"3"	"2016"	"2016"	461	2524132	18.3
	"3 years"	"3"	"2017"	"2017"	447	2535319	17.6
	"3 years"	"3"	"2018"	"2018"	440	2554060	17.2
	"3 years"	"3"	"2019"	"2019"	428	2524015	17.0
	"4 years"	"4"	"1999"	"1999"	503	2482175	20.3
	"4 years"	"4"	"2000"	"2000"	481	2465888	19.5
	"4 years"	"4"	"2001"	"2001"	504	2402269	21.0
	"4 years"	"4"	"2002"	"2002"	479	2381385	20.1
	"4 years"	"4"	"2003"	"2003"	450	2380501	18.9
	"4 years"	"4"	"2004"	"2004"	442	2420389	18.3
	"4 years"	"4"	"2005"	"2005"	414	2517823	16.4
	"4 years"	"4"	"2006"	"2006"	433	2485737	17.4
	"4 years"	"4"	"2007"	"2007"	452	2514952	18.0
	"4 years"	"4"	"2008"	"2008"	433	2550478	17.0
	"4 years"	"4"	"2009"	"2009"	392	2546731	15.4
	"4 years"	"4"	"2010"	"2010"	383	2555877	15.0
	"4 years"	"4"	"2011"	"2011"	394	2598668	15.2
	"4 years"	"4"	"2012"	"2012"	409	2593773	15.8
	"4 years"	"4"	"2013"	"2013"	404	2520261	16.0
	"4 years"	"4"	"2014"	"2014"	386	2533113	15.2
	"4 years"	"4"	"2015"	"2015"	339	2556481	13.3
	"4 years"	"4"	"2016"	"2016"	400	2524001	15.8
	"4 years"	"4"	"2017"	"2017"	357	2531445	14.1
	"4 years"	"4"	"2018"	"2018"	330	2542944	13.0
	"4 years"	"4"	"2019"	"2019"	338	2556967	13.2
	"5 years"	"5"	"1999"	"1999"	460	2509950	18.3
	"5 years"	"5"	"2000"	"2000"	443	2487805	17.8
	"5 years"	"5"	"2001"	"2001"	401	2453943	16.3
	"5 years"	"5"	"2002"	"2002"	407	2405158	16.9
	"5 years"	"5"	"2003"	"2003"	396	2382879	16.6
	"5 years"	"5"	"2004"	"2004"	403	2381280	16.9
	"5 years"	"5"	"2005"	"2005"	347	2421672	14.3
	"5 years"	"5"	"2006"	"2006"	395	2521148	15.7
	"5 years"	"5"	"2007"	"2007"	363	2492786	14.6
	"5 years"	"5"	"2008"	"2008"	355	2525292	14.1
	"5 years"	"5"	"2009"	"2009"	365	2564746	14.2
	"5 years"	"5"	"2010"	"2010"	289	2555376	11.3
	"5 years"	"5"	"2011"	"2011"	336	2574792	13.0
	"5 years"	"5"	"2012"	"2012"	339	2603830	13.0
	"5 years"	"5"	"2013"	"2013"	340	2599928	13.1
	"5 years"	"5"	"2014"	"2014"	312	2529235	12.3
	"5 years"	"5"	"2015"	"2015"	289	2544799	11.4
	"5 years"	"5"	"2016"	"2016"	313	2563214	12.2
	"5 years"	"5"	"2017"	"2017"	302	2531285	11.9
	"5 years"	"5"	"2018"	"2018"	305	2538869	12.0
	"5 years"	"5"	"2019"	"2019"	319	2545850	12.5
	"6 years"	"6"	"1999"	"1999"	392	2536256	15.5
	"6 years"	"6"	"2000"	"2000"	401	2520880	15.9
	"6 years"	"6"	"2001"	"2001"	399	2490541	16.0
	"6 years"	"6"	"2002"	"2002"	351	2452677	14.3
	"6 years"	"6"	"2003"	"2003"	355	2401638	14.8
	"6 years"	"6"	"2004"	"2004"	358	2376842	15.1
	"6 years"	"6"	"2005"	"2005"	368	2373767	15.5
	"6 years"	"6"	"2006"	"2006"	313	2414539	13.0
	"6 years"	"6"	"2007"	"2007"	344	2514620	13.7
	"6 years"	"6"	"2008"	"2008"	308	2487312	12.4
	"6 years"	"6"	"2009"	"2009"	323	2520341	12.8
	"6 years"	"6"	"2010"	"2010"	291	2557033	11.4
	"6 years"	"6"	"2011"	"2011"	300	2571249	11.7
	"6 years"	"6"	"2012"	"2012"	284	2580608	11.0
	"6 years"	"6"	"2013"	"2013"	294	2610285	11.3
	"6 years"	"6"	"2014"	"2014"	279	2608586	10.7
	"6 years"	"6"	"2015"	"2015"	308	2538832	12.1
	"6 years"	"6"	"2016"	"2016"	298	2551990	11.7
	"6 years"	"6"	"2017"	"2017"	272	2568948	10.6
	"6 years"	"6"	"2018"	"2018"	288	2537021	11.4
	"6 years"	"6"	"2019"	"2019"	293	2541077	11.5
	"7 years"	"7"	"1999"	"1999"	423	2613642	16.2
	"7 years"	"7"	"2000"	"2000"	392	2580745	15.2
	"7 years"	"7"	"2001"	"2001"	356	2515707	14.2
	"7 years"	"7"	"2002"	"2002"	331	2496305	13.3
	"7 years"	"7"	"2003"	"2003"	351	2458737	14.3
	"7 years"	"7"	"2004"	"2004"	314	2409509	13.0
	"7 years"	"7"	"2005"	"2005"	330	2386768	13.8
	"7 years"	"7"	"2006"	"2006"	305	2387809	12.8
	"7 years"	"7"	"2007"	"2007"	329	2434454	13.5
	"7 years"	"7"	"2008"	"2008"	299	2540372	11.8
	"7 years"	"7"	"2009"	"2009"	265	2515460	10.5
	"7 years"	"7"	"2010"	"2010"	281	2536018	11.1
	"7 years"	"7"	"2011"	"2011"	264	2572662	10.3
	"7 years"	"7"	"2012"	"2012"	269	2576463	10.4
	"7 years"	"7"	"2013"	"2013"	258	2586979	10.0
	"7 years"	"7"	"2014"	"2014"	281	2618170	10.7
	"7 years"	"7"	"2015"	"2015"	276	2617593	10.5
	"7 years"	"7"	"2016"	"2016"	309	2545668	12.1
	"7 years"	"7"	"2017"	"2017"	300	2558025	11.7
	"7 years"	"7"	"2018"	"2018"	244	2574533	9.5
	"7 years"	"7"	"2019"	"2019"	256	2540106	10.1
	"8 years"	"8"	"1999"	"1999"	420	2613821	16.1
	"8 years"	"8"	"2000"	"2000"	382	2616844	14.6
	"8 years"	"8"	"2001"	"2001"	354	2568728	13.8
	"8 years"	"8"	"2002"	"2002"	372	2519603	14.8
	"8 years"	"8"	"2003"	"2003"	341	2500272	13.6
	"8 years"	"8"	"2004"	"2004"	308	2461705	12.5
	"8 years"	"8"	"2005"	"2005"	286	2413020	11.9
	"8 years"	"8"	"2006"	"2006"	291	2392830	12.2
	"8 years"	"8"	"2007"	"2007"	303	2397251	12.6
	"8 years"	"8"	"2008"	"2008"	296	2446973	12.1
	"8 years"	"8"	"2009"	"2009"	265	2554671	10.4
	"8 years"	"8"	"2010"	"2010"	250	2535093	9.9
	"8 years"	"8"	"2011"	"2011"	288	2552724	11.3
	"8 years"	"8"	"2012"	"2012"	247	2578272	9.6
	"8 years"	"8"	"2013"	"2013"	283	2581177	11.0
	"8 years"	"8"	"2014"	"2014"	261	2594703	10.1
	"8 years"	"8"	"2015"	"2015"	281	2627086	10.7
	"8 years"	"8"	"2016"	"2016"	307	2624050	11.7
	"8 years"	"8"	"2017"	"2017"	246	2551367	9.6
	"8 years"	"8"	"2018"	"2018"	269	2563384	10.5
	"8 years"	"8"	"2019"	"2019"	262	2577560	10.2
	"9 years"	"9"	"1999"	"1999"	378	2633559	14.4
	"9 years"	"9"	"2000"	"2000"	366	2666583	13.7
	"9 years"	"9"	"2001"	"2001"	365	2618020	13.9
	"9 years"	"9"	"2002"	"2002"	358	2580024	13.9
	"9 years"	"9"	"2003"	"2003"	331	2532517	13.1
	"9 years"	"9"	"2004"	"2004"	357	2515389	14.2
	"9 years"	"9"	"2005"	"2005"	320	2480407	12.9
	"9 years"	"9"	"2006"	"2006"	285	2435879	11.7
	"9 years"	"9"	"2007"	"2007"	289	2421577	11.9
	"9 years"	"9"	"2008"	"2008"	280	2431731	11.5
	"9 years"	"9"	"2009"	"2009"	309	2486508	12.4
	"9 years"	"9"	"2010"	"2010"	259	2593985	10.0
	"9 years"	"9"	"2011"	"2011"	266	2530811	10.5
	"9 years"	"9"	"2012"	"2012"	266	2558929	10.4
	"9 years"	"9"	"2013"	"2013"	252	2584693	9.7
	"9 years"	"9"	"2014"	"2014"	277	2588943	10.7
	"9 years"	"9"	"2015"	"2015"	249	2603559	9.6
	"9 years"	"9"	"2016"	"2016"	278	2633357	10.6
	"9 years"	"9"	"2017"	"2017"	242	2632088	9.2
	"9 years"	"9"	"2018"	"2018"	268	2556326	10.5
	"9 years"	"9"	"2019"	"2019"	253	2566821	9.9
	"10 years"	"10"	"1999"	"1999"	410	2581332	15.9
	"10 years"	"10"	"2000"	"2000"	364	2666136	13.7
	"10 years"	"10"	"2001"	"2001"	393	2673823	14.7
	"10 years"	"10"	"2002"	"2002"	381	2658491	14.3
	"10 years"	"10"	"2003"	"2003"	410	2634156	15.6
	"10 years"	"10"	"2004"	"2004"	349	2600107	13.4
	"10 years"	"10"	"2005"	"2005"	306	2597343	11.8
	"10 years"	"10"	"2006"	"2006"	316	2577629	12.3
	"10 years"	"10"	"2007"	"2007"	333	2548902	13.1
	"10 years"	"10"	"2008"	"2008"	285	2550588	11.2
	"10 years"	"10"	"2009"	"2009"	284	2576340	11.0
	"10 years"	"10"	"2010"	"2010"	245	2607768	9.4
	"10 years"	"10"	"2011"	"2011"	265	2587272	10.2
	"10 years"	"10"	"2012"	"2012"	240	2537367	9.5
	"10 years"	"10"	"2013"	"2013"	256	2564112	10.0
	"10 years"	"10"	"2014"	"2014"	274	2592827	10.6
	"10 years"	"10"	"2015"	"2015"	248	2597741	9.5
	"10 years"	"10"	"2016"	"2016"	291	2610583	11.1
	"10 years"	"10"	"2017"	"2017"	273	2640591	10.3
	"10 years"	"10"	"2018"	"2018"	290	2637004	11.0
	"10 years"	"10"	"2019"	"2019"	303	2558824	11.8
	"11 years"	"11"	"1999"	"1999"	428	2514740	17.0
	"11 years"	"11"	"2000"	"2000"	444	2565964	17.3
	"11 years"	"11"	"2001"	"2001"	391	2712608	14.4
	"11 years"	"11"	"2002"	"2002"	368	2685904	13.7
	"11 years"	"11"	"2003"	"2003"	378	2665733	14.2
	"11 years"	"11"	"2004"	"2004"	342	2636133	13.0
	"11 years"	"11"	"2005"	"2005"	357	2598147	13.7
	"11 years"	"11"	"2006"	"2006"	338	2592959	13.0
	"11 years"	"11"	"2007"	"2007"	309	2572925	12.0
	"11 years"	"11"	"2008"	"2008"	299	2542435	11.8
	"11 years"	"11"	"2009"	"2009"	329	2541661	12.9
	"11 years"	"11"	"2010"	"2010"	310	2571763	12.1
	"11 years"	"11"	"2011"	"2011"	278	2624510	10.6
	"11 years"	"11"	"2012"	"2012"	273	2593719	10.5
	"11 years"	"11"	"2013"	"2013"	248	2545654	9.7
	"11 years"	"11"	"2014"	"2014"	270	2572137	10.5
	"11 years"	"11"	"2015"	"2015"	268	2602938	10.3
	"11 years"	"11"	"2016"	"2016"	310	2603908	11.9
	"11 years"	"11"	"2017"	"2017"	308	2617444	11.8
	"11 years"	"11"	"2018"	"2018"	304	2644714	11.5
	"11 years"	"11"	"2019"	"2019"	315	2638943	11.9
	"12 years"	"12"	"1999"	"1999"	409	2496319	16.4
	"12 years"	"12"	"2000"	"2000"	435	2541685	17.1
	"12 years"	"12"	"2001"	"2001"	427	2609152	16.4
	"12 years"	"12"	"2002"	"2002"	472	2734150	17.3
	"12 years"	"12"	"2003"	"2003"	438	2707812	16.2
	"12 years"	"12"	"2004"	"2004"	436	2687141	16.2
	"12 years"	"12"	"2005"	"2005"	407	2658644	15.3
	"12 years"	"12"	"2006"	"2006"	349	2623312	13.3
	"12 years"	"12"	"2007"	"2007"	348	2622694	13.3
	"12 years"	"12"	"2008"	"2008"	338	2604689	13.0
	"12 years"	"12"	"2009"	"2009"	343	2576204	13.3
	"12 years"	"12"	"2010"	"2010"	346	2567452	13.5
	"12 years"	"12"	"2011"	"2011"	325	2579877	12.6
	"12 years"	"12"	"2012"	"2012"	316	2631471	12.0
	"12 years"	"12"	"2013"	"2013"	324	2600974	12.5
	"12 years"	"12"	"2014"	"2014"	333	2554261	13.0
	"12 years"	"12"	"2015"	"2015"	295	2581870	11.4
	"12 years"	"12"	"2016"	"2016"	314	2608680	12.0
	"12 years"	"12"	"2017"	"2017"	336	2613085	12.9
	"12 years"	"12"	"2018"	"2018"	352	2621204	13.4
	"12 years"	"12"	"2019"	"2019"	334	2646719	12.6
	"13 years"	"13"	"1999"	"1999"	523	2486518	21.0
	"13 years"	"13"	"2000"	"2000"	510	2497670	20.4
	"13 years"	"13"	"2001"	"2001"	526	2567392	20.5
	"13 years"	"13"	"2002"	"2002"	575	2625737	21.9
	"13 years"	"13"	"2003"	"2003"	550	2747952	20.0
	"13 years"	"13"	"2004"	"2004"	535	2717902	19.7
	"13 years"	"13"	"2005"	"2005"	506	2695319	18.8
	"13 years"	"13"	"2006"	"2006"	461	2666600	17.3
	"13 years"	"13"	"2007"	"2007"	450	2632545	17.1
	"13 years"	"13"	"2008"	"2008"	398	2631891	15.1
	"13 years"	"13"	"2009"	"2009"	409	2613353	15.7
	"13 years"	"13"	"2010"	"2010"	366	2586243	14.2
	"13 years"	"13"	"2011"	"2011"	370	2578136	14.4
	"13 years"	"13"	"2012"	"2012"	375	2587669	14.5
	"13 years"	"13"	"2013"	"2013"	407	2637627	15.4
	"13 years"	"13"	"2014"	"2014"	405	2609707	15.5
	"13 years"	"13"	"2015"	"2015"	402	2564283	15.7
	"13 years"	"13"	"2016"	"2016"	386	2587252	14.9
	"13 years"	"13"	"2017"	"2017"	393	2615951	15.0
	"13 years"	"13"	"2018"	"2018"	397	2617318	15.2
	"13 years"	"13"	"2019"	"2019"	422	2624703	16.1
	"14 years"	"14"	"1999"	"1999"	706	2486846	28.4
	"14 years"	"14"	"2000"	"2000"	689	2515141	27.4
	"14 years"	"14"	"2001"	"2001"	626	2530070	24.7
	"14 years"	"14"	"2002"	"2002"	659	2580106	25.5
	"14 years"	"14"	"2003"	"2003"	673	2634232	25.5
	"14 years"	"14"	"2004"	"2004"	706	2750295	25.7
	"14 years"	"14"	"2005"	"2005"	682	2717122	25.1
	"14 years"	"14"	"2006"	"2006"	601	2692094	22.3
	"14 years"	"14"	"2007"	"2007"	566	2663036	21.3
	"14 years"	"14"	"2008"	"2008"	543	2627392	20.7
	"14 years"	"14"	"2009"	"2009"	521	2624323	19.9
	"14 years"	"14"	"2010"	"2010"	507	2614351	19.4
	"14 years"	"14"	"2011"	"2011"	520	2594027	20.0
	"14 years"	"14"	"2012"	"2012"	488	2586884	18.9
	"14 years"	"14"	"2013"	"2013"	485	2594238	18.7
	"14 years"	"14"	"2014"	"2014"	472	2647789	17.8
	"14 years"	"14"	"2015"	"2015"	534	2620223	20.4
	"14 years"	"14"	"2016"	"2016"	499	2571201	19.4
	"14 years"	"14"	"2017"	"2017"	553	2600626	21.3
	"14 years"	"14"	"2018"	"2018"	520	2620991	19.8
	"14 years"	"14"	"2019"	"2019"	501	2621524	19.1
	"15 years"	"15"	"1999"	"1999"	893	2436801	36.6
	"15 years"	"15"	"2000"	"2000"	889	2490662	35.7
	"15 years"	"15"	"2001"	"2001"	846	2538876	33.3
	"15 years"	"15"	"2002"	"2002"	829	2556245	32.4
	"15 years"	"15"	"2003"	"2003"	840	2606216	32.2
	"15 years"	"15"	"2004"	"2004"	868	2660975	32.6
	"15 years"	"15"	"2005"	"2005"	937	2779294	33.7
	"15 years"	"15"	"2006"	"2006"	815	2748600	29.7
	"15 years"	"15"	"2007"	"2007"	815	2727970	29.9
	"15 years"	"15"	"2008"	"2008"	776	2702378	28.7
	"15 years"	"15"	"2009"	"2009"	685	2668171	25.7
	"15 years"	"15"	"2010"	"2010"	656	2661022	24.7
	"15 years"	"15"	"2011"	"2011"	600	2609823	23.0
	"15 years"	"15"	"2012"	"2012"	651	2605586	25.0
	"15 years"	"15"	"2013"	"2013"	622	2596149	24.0
	"15 years"	"15"	"2014"	"2014"	586	2607095	22.5
	"15 years"	"15"	"2015"	"2015"	640	2659467	24.1
	"15 years"	"15"	"2016"	"2016"	664	2629203	25.3
	"15 years"	"15"	"2017"	"2017"	702	2583064	27.2
	"15 years"	"15"	"2018"	"2018"	719	2607287	27.6
	"15 years"	"15"	"2019"	"2019"	659	2626325	25.1
	"16 years"	"16"	"1999"	"1999"	1300	2489626	52.2
	"16 years"	"16"	"2000"	"2000"	1259	2465888	51.1
	"16 years"	"16"	"2001"	"2001"	1242	2549264	48.7
	"16 years"	"16"	"2002"	"2002"	1384	2568791	53.9
	"16 years"	"16"	"2003"	"2003"	1299	2585071	50.3
	"16 years"	"16"	"2004"	"2004"	1285	2633789	48.8
	"16 years"	"16"	"2005"	"2005"	1229	2689026	45.7
	"16 years"	"16"	"2006"	"2006"	1242	2808896	44.2
	"16 years"	"16"	"2007"	"2007"	1143	2780327	41.1
	"16 years"	"16"	"2008"	"2008"	1037	2761365	37.6
	"16 years"	"16"	"2009"	"2009"	995	2736406	36.4
	"16 years"	"16"	"2010"	"2010"	921	2707604	34.0
	"16 years"	"16"	"2011"	"2011"	907	2663457	34.1
	"16 years"	"16"	"2012"	"2012"	822	2623406	31.3
	"16 years"	"16"	"2013"	"2013"	781	2613121	29.9
	"16 years"	"16"	"2014"	"2014"	820	2611167	31.4
	"16 years"	"16"	"2015"	"2015"	863	2619880	32.9
	"16 years"	"16"	"2016"	"2016"	911	2671984	34.1
	"16 years"	"16"	"2017"	"2017"	952	2646528	36.0
	"16 years"	"16"	"2018"	"2018"	859	2591622	33.1
	"16 years"	"16"	"2019"	"2019"	876	2613517	33.5
	"17 years"	"17"	"1999"	"1999"	1636	2492819	65.6
	"17 years"	"17"	"2000"	"2000"	1584	2510065	63.1
	"17 years"	"17"	"2001"	"2001"	1638	2503811	65.4
	"17 years"	"17"	"2002"	"2002"	1631	2577981	63.3
	"17 years"	"17"	"2003"	"2003"	1637	2591882	63.2
	"17 years"	"17"	"2004"	"2004"	1568	2603741	60.2
	"17 years"	"17"	"2005"	"2005"	1609	2649489	60.7
	"17 years"	"17"	"2006"	"2006"	1616	2702864	59.8
	"17 years"	"17"	"2007"	"2007"	1548	2821091	54.9
	"17 years"	"17"	"2008"	"2008"	1361	2790717	48.8
	"17 years"	"17"	"2009"	"2009"	1328	2769089	48.0
	"17 years"	"17"	"2010"	"2010"	1184	2755661	43.0
	"17 years"	"17"	"2011"	"2011"	1137	2718810	41.8
	"17 years"	"17"	"2012"	"2012"	1034	2678902	38.6
	"17 years"	"17"	"2013"	"2013"	1073	2634371	40.7
	"17 years"	"17"	"2014"	"2014"	1009	2631467	38.3
	"17 years"	"17"	"2015"	"2015"	1123	2626769	42.8
	"17 years"	"17"	"2016"	"2016"	1175	2635529	44.6
	"17 years"	"17"	"2017"	"2017"	1136	2691581	42.2
	"17 years"	"17"	"2018"	"2018"	1132	2656583	42.6
	"17 years"	"17"	"2019"	"2019"	1106	2599238	42.6
	"18 years"	"18"	"1999"	"1999"	2006	2454575	81.7
	"18 years"	"18"	"2000"	"2000"	1952	2504405	77.9
	"18 years"	"18"	"2001"	"2001"	2038	2544581	80.1
	"18 years"	"18"	"2002"	"2002"	2072	2537248	81.7
	"18 years"	"18"	"2003"	"2003"	2151	2609715	82.4
	"18 years"	"18"	"2004"	"2004"	2133	2620458	81.4
	"18 years"	"18"	"2005"	"2005"	2014	2633194	76.5
	"18 years"	"18"	"2006"	"2006"	2103	2681096	78.4
	"18 years"	"18"	"2007"	"2007"	2047	2736969	74.8
	"18 years"	"18"	"2008"	"2008"	1892	2858493	66.2
	"18 years"	"18"	"2009"	"2009"	1820	2829708	64.3
	"18 years"	"18"	"2010"	"2010"	1689	2812546	60.1
	"18 years"	"18"	"2011"	"2011"	1601	2767671	57.8
	"18 years"	"18"	"2012"	"2012"	1560	2748788	56.8
	"18 years"	"18"	"2013"	"2013"	1431	2704432	52.9
	"18 years"	"18"	"2014"	"2014"	1449	2671074	54.2
	"18 years"	"18"	"2015"	"2015"	1501	2667591	56.3
	"18 years"	"18"	"2016"	"2016"	1587	2660020	59.7
	"18 years"	"18"	"2017"	"2017"	1566	2673519	58.6
	"18 years"	"18"	"2018"	"2018"	1576	2718745	58.0
	"18 years"	"18"	"2019"	"2019"	1579	2682099	58.9
	"19 years"	"19"	"1999"	"1999"	2117	2507110	84.4
	"19 years"	"19"	"2000"	"2000"	2143	2530389	84.7
	"19 years"	"19"	"2001"	"2001"	2236	2541928	88.0
	"19 years"	"19"	"2002"	"2002"	2286	2564123	89.2
	"19 years"	"19"	"2003"	"2003"	2315	2548576	90.8
	"19 years"	"19"	"2004"	"2004"	2194	2618952	83.8
	"19 years"	"19"	"2005"	"2005"	2294	2631533	87.2
	"19 years"	"19"	"2006"	"2006"	2399	2643000	90.8
	"19 years"	"19"	"2007"	"2007"	2225	2689194	82.7
	"19 years"	"19"	"2008"	"2008"	2123	2745164	77.3
	"19 years"	"19"	"2009"	"2009"	1992	2863595	69.6
	"19 years"	"19"	"2010"	"2010"	1953	2850570	68.5
	"19 years"	"19"	"2011"	"2011"	1898	2801811	67.7
	"19 years"	"19"	"2012"	"2012"	1746	2767228	63.1
	"19 years"	"19"	"2013"	"2013"	1754	2738948	64.0
	"19 years"	"19"	"2014"	"2014"	1698	2711151	62.6
	"19 years"	"19"	"2015"	"2015"	1797	2676990	67.1
	"19 years"	"19"	"2016"	"2016"	1871	2664421	70.2
	"19 years"	"19"	"2017"	"2017"	1890	2664078	70.9
	"19 years"	"19"	"2018"	"2018"	1657	2664568	62.2
	"19 years"	"19"	"2019"	"2019"	1771	2706534	65.4
	"20 years"	"20"	"1999"	"1999"	2071	2399943	86.3
	"20 years"	"20"	"2000"	"2000"	2195	2481795	88.4
	"20 years"	"20"	"2001"	"2001"	2222	2546133	87.3
	"20 years"	"20"	"2002"	"2002"	2295	2557379	89.7
	"20 years"	"20"	"2003"	"2003"	2384	2564987	92.9
	"20 years"	"20"	"2004"	"2004"	2205	2549474	86.5
	"20 years"	"20"	"2005"	"2005"	2326	2616480	88.9
	"20 years"	"20"	"2006"	"2006"	2362	2623805	90.0
	"20 years"	"20"	"2007"	"2007"	2217	2630204	84.3
	"20 years"	"20"	"2008"	"2008"	2200	2673198	82.3
	"20 years"	"20"	"2009"	"2009"	2091	2725239	76.7
	"20 years"	"20"	"2010"	"2010"	2055	2810704	73.1
	"20 years"	"20"	"2011"	"2011"	2028	2852465	71.1
	"20 years"	"20"	"2012"	"2012"	2016	2817995	71.5
	"20 years"	"20"	"2013"	"2013"	1932	2772522	69.7
	"20 years"	"20"	"2014"	"2014"	1920	2760230	69.6
	"20 years"	"20"	"2015"	"2015"	1931	2727756	70.8
	"20 years"	"20"	"2016"	"2016"	2109	2682406	78.6
	"20 years"	"20"	"2017"	"2017"	2075	2673599	77.6
	"20 years"	"20"	"2018"	"2018"	1885	2661024	70.8
	"20 years"	"20"	"2019"	"2019"	1986	2658065	74.7
	"21 years"	"21"	"1999"	"1999"	2093	2308529	90.7
