GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01015,01015,"Calhoun County, Alabama",3980,81,1497,3,796,710,701,709,2048,352,1078,446,970,479,435,380,435,380,0,190
0500000US01049,01049,"DeKalb County, Alabama",9964,2,3539,804,2501,1222,1038,802,6425,804,2696,1470,3729,1758,0,190,0,190,0,190
0500000US01055,01055,"Etowah County, Alabama",3597,85,1534,2,1426,137,108,137,1754,384,669,477,1085,561,309,377,309,377,0,190
0500000US01069,01069,"Houston County, Alabama",3155,12,1183,4,1000,152,183,152,1740,40,624,204,1116,211,232,37,223,45,9,17
0500000US01073,01073,"Jefferson County, Alabama",26277,220,9283,4,7098,819,2185,820,16297,483,5604,1763,10693,1793,697,451,697,451,0,190
0500000US01081,01081,"Lee County, Alabama",4867,86,1515,8,1370,217,145,218,3042,338,1026,663,2016,745,310,319,310,319,0,190
0500000US01083,01083,"Limestone County, Alabama",4827,2,2008,3,1825,268,183,267,2759,67,699,531,2060,523,60,67,60,67,0,190
0500000US01089,01089,"Madison County, Alabama",15655,188,5501,5,5365,191,136,190,9774,278,5949,1266,3825,1218,380,227,380,227,0,190
0500000US01095,01095,"Marshall County, Alabama",11760,29,5008,3,4347,499,661,499,6686,108,1535,726,5151,757,66,105,66,105,0,190
0500000US01097,01097,"Mobile County, Alabama",10283,165,3221,3,2545,524,676,524,6537,305,3154,985,3383,945,525,236,525,236,0,190
0500000US01101,01101,"Montgomery County, Alabama",7855,497,3095,2,2366,535,729,535,4157,710,1446,575,2711,667,603,475,603,475,0,190
0500000US01103,01103,"Morgan County, Alabama",9253,146,3669,2,1814,1445,1855,1445,5163,451,1543,1288,3620,1221,421,421,166,157,255,410
0500000US01115,01115,"St. Clair County, Alabama",2002,339,830,222,542,167,288,134,1172,171,231,227,941,338,0,190,0,190,0,190
0500000US01117,01117,"Shelby County, Alabama",11785,190,4409,2,2318,1491,2091,1491,7201,205,2061,983,5140,937,175,205,175,205,0,190
0500000US01125,01125,"Tuscaloosa County, Alabama",6099,183,1934,2,1211,519,723,519,3871,327,1264,826,2607,967,294,276,294,276,0,190
0500000US02020,02020,"Anchorage Municipality, Alaska",22438,451,8513,56,7563,795,950,777,12968,558,8741,1211,4227,1306,957,311,906,324,51,83
