GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 19 years:,Margin of Error; Under 19 years:,Estimate; Under 19 years: - With health insurance coverage,Margin of Error; Under 19 years: - With health insurance coverage,Estimate; Under 19 years: - No health insurance coverage,Margin of Error; Under 19 years: - No health insurance coverage,Estimate; 19 to 64 years:,Margin of Error; 19 to 64 years:,Estimate; 19 to 64 years: - With health insurance coverage,Margin of Error; 19 to 64 years: - With health insurance coverage,Estimate; 19 to 64 years: - No health insurance coverage,Margin of Error; 19 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",9675,200,3601,2,3255,488,346,488,5650,416,3384,1391,2266,1334,424,416,401,399,23,40
0500000US01015,01015,"Calhoun County, Alabama",4204,143,1729,93,1729,93,0,200,2212,423,1286,525,926,432,263,380,263,380,0,200
0500000US01049,01049,"DeKalb County, Alabama",10625,200,4770,5,4681,154,89,154,5680,251,2464,1080,3216,1136,175,251,175,251,0,200
0500000US01055,01055,"Etowah County, Alabama",3954,200,1686,38,1619,92,67,102,2114,131,810,330,1304,359,154,133,154,133,0,200
0500000US01069,01069,"Houston County, Alabama",3507,2,1338,41,1222,161,116,158,2017,95,1428,218,589,202,152,74,152,74,0,200
0500000US01073,01073,"Jefferson County, Alabama",25563,54,10952,413,9356,815,1596,725,13880,598,6289,1426,7591,1245,731,418,731,418,0,200
0500000US01077,01077,"Lauderdale County, Alabama",2471,13,927,14,927,14,0,200,1458,96,935,359,523,383,86,95,81,96,5,9
0500000US01083,01083,"Limestone County, Alabama",5714,46,2468,2,2468,2,0,200,2951,404,1699,516,1252,556,295,401,295,401,0,200
0500000US01089,01089,"Madison County, Alabama",17578,132,6904,279,6637,336,267,260,9559,519,5208,1084,4351,1038,1115,415,890,356,225,313
0500000US01095,01095,"Marshall County, Alabama",13299,2,6482,209,6403,214,79,89,6767,224,2361,1223,4406,1303,50,75,50,75,0,200
0500000US01097,01097,"Mobile County, Alabama",11943,4,4021,164,3862,357,159,303,7089,349,5764,849,1325,841,833,283,771,277,62,102
0500000US01101,01101,"Montgomery County, Alabama",7514,310,3774,31,3460,320,314,315,3458,346,1463,519,1995,542,282,170,227,154,55,99
0500000US01103,01103,"Morgan County, Alabama",9753,191,4572,512,4572,512,0,200,4586,706,2602,1009,1984,786,595,601,595,601,0,200
0500000US01117,01117,"Shelby County, Alabama",12181,151,4951,196,4175,931,776,800,6545,416,3256,855,3289,834,685,300,685,300,0,200
