GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",9211,195,3436,2,3436,2,0,195,5091,219,3151,1101,1940,1047,684,219,684,219,0,195
0500000US01015,01015,"Calhoun County, Alabama",3952,264,1600,4,1424,183,176,183,2352,265,1227,741,1125,718,0,195,0,195,0,195
0500000US01049,01049,"DeKalb County, Alabama",10109,4,4482,3,4398,188,84,188,5036,526,3319,1093,1717,887,591,525,56,89,535,555
0500000US01055,01055,"Etowah County, Alabama",3894,195,1618,3,1499,209,119,209,2022,230,683,636,1339,757,254,230,254,230,0,195
0500000US01069,01069,"Houston County, Alabama",3380,4,1292,5,1121,207,171,207,1865,105,1124,414,741,364,223,105,130,79,93,130
0500000US01073,01073,"Jefferson County, Alabama",24554,2,9883,5,9113,399,770,399,13684,456,5979,1392,7705,1317,987,457,758,449,229,239
0500000US01081,01081,"Lee County, Alabama",5879,207,1936,4,1936,4,0,195,3685,379,2033,843,1652,919,258,316,258,316,0,195
0500000US01083,01083,"Limestone County, Alabama",5302,86,2269,2,1948,365,321,365,2931,181,1608,675,1323,707,102,163,102,163,0,195
0500000US01089,01089,"Madison County, Alabama",17088,167,6258,5,5952,289,306,289,9834,578,5080,1151,4754,996,996,506,996,506,0,195
0500000US01095,01095,"Marshall County, Alabama",12818,195,6062,2,6062,2,0,195,6540,293,2885,1308,3655,1411,216,293,216,293,0,195
0500000US01097,01097,"Mobile County, Alabama",11493,112,3704,4,3103,621,601,622,6773,644,4710,963,2063,812,1016,620,1016,620,0,195
0500000US01101,01101,"Montgomery County, Alabama",7082,478,3529,3,3132,306,397,306,3287,414,1184,419,2103,463,266,180,215,176,51,61
0500000US01103,01103,"Morgan County, Alabama",9570,168,4044,2,3516,470,528,470,5098,461,2809,1010,2289,979,428,410,343,403,85,141
0500000US01117,01117,"Shelby County, Alabama",12078,26,4795,4,4435,482,360,483,6859,385,4199,1327,2660,1267,424,383,424,383,0,195
0500000US01125,01125,"Tuscaloosa County, Alabama",7229,2,2673,2,2642,57,31,57,4310,174,1796,646,2514,607,246,175,246,175,0,195
0500000US02020,02020,"Anchorage Municipality, Alaska",25779,459,9293,68,8653,730,640,716,15983,551,13466,1356,2517,1315,503,306,414,282,89,143
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",4621,276,1820,3,1726,126,94,127,2732,285,1763,368,969,391,69,91,69,91,0,155
0500000US04001,04001,"Apache County, Arizona",4045,178,1456,3,1456,3,0,204,1904,492,1551,631,353,297,685,486,685,486,0,204
0500000US04003,04003,"Cochise County, Arizona",41030,1023,13499,80,12660,641,839,641,22692,1003,18760,1547,3932,1363,4839,125,4813,136,26,52
0500000US04005,04005,"Coconino County, Arizona",19322,252,5643,53,5044,473,599,470,12403,247,10668,783,1735,759,1276,2,1276,2,0,204
0500000US04013,04013,"Maricopa County, Arizona",1294733,1014,452801,201,403387,5913,49414,5884,775505,992,577628,9471,197877,9446,66427,291,63156,997,3271,903
0500000US04015,04015,"Mohave County, Arizona",31636,1303,9592,73,8874,657,718,645,18272,1301,15115,1593,3157,1165,3772,122,3772,122,0,204
0500000US04017,04017,"Navajo County, Arizona",10980,417,4079,5,3975,171,104,170,5917,612,4527,992,1390,856,984,450,984,450,0,204
0500000US04019,04019,"Pima County, Arizona",366790,1901,114462,326,104760,1836,9702,1885,220655,1854,178129,5158,42526,4734,31673,308,31470,368,203,199
0500000US04021,04021,"Pinal County, Arizona",110482,1526,39199,178,37012,1198,2187,1161,62300,1504,53181,2113,9119,2083,8983,149,8983,149,0,204
0500000US04025,04025,"Yavapai County, Arizona",32242,167,10543,9,9803,1075,740,1075,18471,123,13998,1963,4473,1962,3228,113,3228,113,0,204
0500000US04027,04027,"Yuma County, Arizona",127527,624,41322,5,35093,1955,6229,1954,75552,625,61744,2960,13808,3110,10653,4,10303,375,350,375
0500000US05007,05007,"Benton County, Arkansas",42259,70,15647,5,14790,630,857,631,25174,634,18318,1733,6856,1568,1438,631,857,483,581,599
0500000US05045,05045,"Faulkner County, Arkansas",4788,138,1887,197,1292,432,595,432,2901,138,1561,531,1340,536,0,197,0,197,0,197
0500000US05051,05051,"Garland County, Arkansas",5302,2,2308,305,2308,305,0,197,2777,384,1234,616,1543,608,217,233,217,233,0,197
0500000US05119,05119,"Pulaski County, Arkansas",23470,259,9349,7,8027,858,1322,858,13596,485,6665,1059,6931,1006,525,435,525,435,0,197
0500000US05131,05131,"Sebastian County, Arkansas",17789,2,6966,7,6966,7,0,197,10121,293,4828,1153,5293,1128,702,293,702,293,0,197
0500000US05143,05143,"Washington County, Arkansas",37278,126,14888,30,12823,1127,2065,1120,21011,512,13278,1939,7733,1966,1379,490,1182,603,197,311
0500000US05145,05145,"White County, Arkansas",3335,197,1313,1,758,432,555,432,1835,268,866,531,969,537,187,268,0,197,187,268
0500000US06001,06001,"Alameda County, California",369178,642,110075,125,106734,1396,3341,1396,235527,567,207466,3453,28061,3469,23576,198,23576,198,0,206
0500000US06007,06007,"Butte County, California",35610,383,11027,30,10763,212,264,210,22360,309,19492,1053,2868,1017,2223,235,2223,235,0,206
0500000US06013,06013,"Contra Costa County, California",287729,448,90947,118,87873,1705,3074,1678,178367,368,148701,3668,29666,3619,18415,180,17735,562,680,535
0500000US06017,06017,"El Dorado County, California",23682,26,7551,5,7551,5,0,206,14281,27,12953,680,1328,678,1850,2,1669,262,181,262
0500000US06019,06019,"Fresno County, California",512272,980,179355,92,173466,2175,5889,2180,298829,948,245583,5093,53246,5142,34088,208,32759,676,1329,691
0500000US06023,06023,"Humboldt County, California",15333,234,4905,31,4503,522,402,522,9337,372,7465,886,1872,801,1091,321,1091,321,0,206
0500000US06025,06025,"Imperial County, California",145027,938,46990,14,45873,744,1117,744,82023,902,73176,2459,8847,2213,16014,200,15720,388,294,310
0500000US06029,06029,"Kern County, California",453302,1286,166270,125,161296,1553,4974,1549,263515,1326,223730,4416,39785,4110,23517,234,22347,687,1170,660
0500000US06031,06031,"Kings County, California",74436,922,27274,7,26965,229,309,228,42424,921,36735,1510,5689,1349,4738,41,4708,66,30,52
0500000US06033,06033,"Lake County, California",12590,233,4537,16,4518,39,19,36,7000,578,5783,771,1217,543,1053,548,1053,548,0,206
0500000US06037,06037,"Los Angeles County, California",4897148,1855,1387057,503,1325109,6543,61948,6514,3135305,1563,2524769,16831,610536,17019,374786,829,363721,1835,11065,1666
0500000US06039,06039,"Madera County, California",86106,598,31249,5,30837,365,412,366,49503,599,42771,1629,6732,1585,5354,30,5244,185,110,181
0500000US06041,06041,"Marin County, California",40250,474,13361,69,13108,396,253,387,24567,468,18883,1761,5684,1693,2322,167,2322,167,0,206
0500000US06045,06045,"Mendocino County, California",21778,88,7997,45,7997,45,0,206,12768,522,9187,1030,3581,999,1013,514,1013,514,0,206
0500000US06047,06047,"Merced County, California",156929,604,56336,102,54595,1983,1741,1931,91205,578,81247,2164,9958,2213,9388,196,9108,358,280,290
0500000US06053,06053,"Monterey County, California",248846,879,86725,103,84133,1274,2592,1271,148874,755,118356,4140,30518,4121,13247,273,12918,355,329,280
