GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 19 years:,Margin of Error; Male: - Under 19 years:,Estimate; Male: - Under 19 years: - With health insurance coverage,Margin of Error; Male: - Under 19 years: - With health insurance coverage,Estimate; Male: - Under 19 years: - No health insurance coverage,Margin of Error; Male: - Under 19 years: - No health insurance coverage,Estimate; Male: - 19 to 64 years:,Margin of Error; Male: - 19 to 64 years:,Estimate; Male: - 19 to 64 years: - With health insurance coverage,Margin of Error; Male: - 19 to 64 years: - With health insurance coverage,Estimate; Male: - 19 to 64 years: - No health insurance coverage,Margin of Error; Male: - 19 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 19 years:,Margin of Error; Female: - Under 19 years:,Estimate; Female: - Under 19 years: - With health insurance coverage,Margin of Error; Female: - Under 19 years: - With health insurance coverage,Estimate; Female: - Under 19 years: - No health insurance coverage,Margin of Error; Female: - Under 19 years: - No health insurance coverage,Estimate; Female: - 19 to 64 years:,Margin of Error; Female: - 19 to 64 years:,Estimate; Female: - 19 to 64 years: - With health insurance coverage,Margin of Error; Female: - 19 to 64 years: - With health insurance coverage,Estimate; Female: - 19 to 64 years: - No health insurance coverage,Margin of Error; Female: - 19 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
310M300US10180,10180,"Abilene, TX Metro Area",157120,3044,75823,2112,22264,1058,20990,1182,1274,645,42376,1688,33845,1857,8531,1687,11183,612,11183,612,0,225,81297,1697,19815,989,18523,1009,1292,699,48033,1166,37702,1828,10331,1675,13449,688,13406,686,43,75
310M300US10420,10420,"Akron, OH Metro Area",696985,1133,339741,1453,79088,1240,77899,1466,1189,606,208471,1368,190248,3124,18223,2922,52182,527,52014,500,168,258,357244,1177,76249,1190,73245,1513,3004,1093,216167,1237,203651,2833,12516,2437,64828,850,64757,880,71,116
310M300US10500,10500,"Albany, GA Metro Area",148504,2008,69318,1683,19524,1330,18717,1399,807,501,40115,1190,28336,1885,11779,1827,9679,545,9679,545,0,224,79186,1807,19421,1338,18467,1413,954,563,46774,1082,37942,1771,8832,1562,12991,542,12826,568,165,179
310M300US10540,10540,"Albany, OR Metro Area",124360,404,61700,630,15075,627,14290,726,785,483,36035,643,31862,1319,4173,1179,10590,419,10590,419,0,207,62660,633,14665,509,14373,566,292,253,36038,485,32400,1276,3638,1155,11957,408,11957,408,0,207
310M300US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",876097,1724,427637,2454,96738,2259,95993,2360,745,499,266739,2351,251708,2806,15031,2358,64160,927,63947,899,213,233,448460,2046,91121,2132,89529,2229,1592,724,276585,1589,266689,2496,9896,2020,80754,1077,80749,1076,5,12
310M300US10740,10740,"Albuquerque, NM Metro Area",904161,2871,438703,2399,108222,1997,104692,2360,3530,1033,265642,2051,231836,4276,33806,3885,64839,647,64555,626,284,176,465458,2037,109725,2173,106033,2311,3692,1247,275117,1896,250436,3488,24681,3019,80616,767,79878,774,738,350
310M300US10780,10780,"Alexandria, LA Metro Area",148189,1960,71985,1530,21517,712,21068,715,449,384,40350,1658,33256,2133,7094,1776,10118,336,10118,336,0,214,76204,1058,18840,641,18068,880,772,606,44269,930,39442,1455,4827,1243,13095,422,13046,434,49,81
310M300US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",830974,2159,408752,1748,96970,1372,93076,1807,3894,1412,248481,1806,226219,3282,22262,2765,63301,843,63123,835,178,246,422222,1725,92006,1569,88788,1870,3218,985,252302,1541,236213,2712,16089,2338,77914,1142,77828,1147,86,152
310M300US11020,11020,"Altoona, PA Metro Area",122070,473,60020,441,14210,432,13644,543,566,301,35304,509,32456,1012,2848,878,10506,301,10447,316,59,93,62050,701,12845,316,12445,401,400,224,36297,398,34446,685,1851,556,12908,530,12861,535,47,79
