GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
310M200US10180,10180,"Abilene, TX Metro Area",154812,2736,75299,1746,20359,873,18380,1167,1979,756,44731,1437,34470,1670,10261,1455,10209,513,10162,509,47,78,79513,1468,18112,868,16752,956,1360,652,48433,1049,37953,1640,10480,1628,12968,687,12968,687,0,211
310M200US10420,10420,"Akron, OH Metro Area",697828,1215,338999,1322,76078,858,73227,1443,2851,1187,215127,1110,188693,2599,26434,2666,47794,547,47705,566,89,97,358829,1094,72467,801,68910,1443,3557,1243,225839,779,205721,2150,20118,2015,60523,696,60491,698,32,55
310M200US10500,10500,"Albany, GA Metro Area",149454,1897,68935,1268,18914,860,17650,1171,1264,929,40873,889,28974,1611,11899,1640,9148,466,9022,462,126,177,80519,1375,19439,877,17959,1033,1480,660,49231,737,37487,1688,11744,1521,11849,605,11819,596,30,53
310M200US10540,10540,"Albany, OR Metro Area",118579,475,59036,739,14707,418,13713,652,994,492,34793,671,31121,1285,3672,998,9536,325,9536,325,0,197,59543,733,13040,456,12710,547,330,341,35557,711,31673,1266,3884,1167,10946,326,10946,326,0,197
310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",869187,2520,422655,2619,89537,1409,87644,1557,1893,736,275858,2200,249306,3005,26552,2677,57260,745,56986,781,274,224,446532,1874,88391,1429,85782,1568,2609,892,284669,1052,268549,2478,16120,2204,73472,1181,73212,1121,260,335
310M200US10740,10740,"Albuquerque, NM Metro Area",895150,3049,436532,2225,105984,1107,101186,2239,4798,1771,272680,1601,220183,3656,52497,3761,57868,794,57186,803,682,396,458618,1969,103100,1113,97243,1907,5857,1594,283428,1296,240088,4005,43340,4008,72090,894,70861,1042,1229,749
310M200US10780,10780,"Alexandria, LA Metro Area",148641,1237,70315,1079,18310,725,17312,1169,998,857,42893,778,32435,1726,10458,1804,9112,416,9016,438,96,132,78326,1088,19325,641,18671,722,654,378,46535,702,37358,1613,9177,1705,12466,303,12077,333,389,295
310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",819982,2446,401395,1943,92560,1183,89540,1474,3020,1034,250609,1157,215899,3372,34710,3195,58226,1045,58015,1035,211,249,418587,1598,86972,1092,84313,1346,2659,738,256543,723,231086,2149,25457,2038,75072,1185,74607,1175,465,282
310M200US11020,11020,"Altoona, PA Metro Area",124427,522,60845,952,13219,648,12629,805,590,550,38209,626,32369,1354,5840,1255,9417,371,9314,380,103,107,63582,907,12680,649,12449,660,231,185,37431,596,33877,1012,3554,1146,13471,268,13428,277,43,71
310M200US11100,11100,"Amarillo, TX Metro Area",252991,2053,124109,1751,34705,951,29592,1379,5113,1354,75073,1542,57759,2098,17314,1929,14331,521,14244,531,87,115,128882,1088,32828,737,28334,1454,4494,1277,77544,867,59939,1850,17605,1829,18510,557,18211,615,299,280
310M200US11180,11180,"Ames, IA Metro Area",93395,349,48815,656,8149,373,8064,405,85,105,36174,505,33415,877,2759,897,4492,219,4492,219,0,155,44580,666,7914,355,7695,425,219,260,31480,501,29018,1189,2462,1113,5186,390,5186,390,0,155
310M200US11260,11260,"Anchorage, AK Metro Area",384922,1279,192586,1657,51442,1126,44831,1829,6611,1617,124314,1591,100469,2964,23845,2362,16830,882,16134,859,696,462,192336,1361,50066,1128,45448,1631,4618,1131,123281,887,98927,2634,24354,2729,18989,659,18523,790,466,314
310M200US11460,11460,"Ann Arbor, MI Metro Area",351368,1311,173992,1230,36102,454,35100,764,1002,566,119104,1125,108042,1624,11062,1493,18786,257,18701,280,85,99,177376,719,34189,444,33674,563,515,386,119948,636,112592,1398,7356,1194,23239,360,23192,367,47,83
