GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
310M200US10180,10180,"Abilene, TX Metro Area",156450,2777,74966,1865,19871,839,17679,825,2192,853,44736,1445,30937,1883,13799,1896,10359,532,10177,634,182,294,81484,1617,19424,997,16762,1187,2662,934,49397,937,36021,1834,13376,1733,12663,723,12663,723,0,213
310M200US10420,10420,"Akron, OH Metro Area",699636,873,339863,1290,76384,585,72603,1397,3781,1316,217716,1058,184150,3101,33566,2876,45763,588,45342,677,421,301,359773,1047,73308,660,71831,1202,1477,904,227654,752,198245,2569,29409,2612,58811,671,58582,732,229,258
310M200US10500,10500,"Albany, GA Metro Area",152626,2435,71269,1927,19992,945,18622,1007,1370,637,43326,1686,28689,1713,14637,1795,7951,384,7919,383,32,61,81357,1521,19425,941,18336,908,1089,423,50315,985,36181,1898,14134,1914,11617,515,11579,492,38,69
310M200US10540,10540,"Albany, OR Metro Area",118244,310,58557,893,14362,813,13452,877,910,491,35290,510,26514,1590,8776,1479,8905,267,8816,238,89,114,59687,826,13624,804,13388,801,236,331,35755,516,29967,1177,5788,1082,10308,184,10308,184,0,200
310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",867390,1559,423475,1837,91784,1345,89507,1611,2277,873,275830,1214,244246,3137,31584,3183,55861,714,55794,733,67,109,443915,1923,87309,1310,84973,1496,2336,863,286313,1060,266332,2655,19981,2542,70293,1190,70242,1194,51,79
310M200US10740,10740,"Albuquerque, NM Metro Area",891725,4433,436265,3640,108287,1029,100643,2214,7644,2052,273270,3328,206453,4767,66817,4730,54708,472,54136,636,572,355,455460,1869,104634,1061,99010,1664,5624,1443,282588,1171,218926,4275,63662,4191,68238,608,67456,720,782,454
310M200US10780,10780,"Alexandria, LA Metro Area",148777,1467,71772,1511,19815,745,19313,687,502,380,42818,1520,32926,1945,9892,1770,9139,336,9139,336,0,203,77005,945,18432,751,17548,808,884,505,46349,402,36500,1823,9849,1857,12224,278,12224,278,0,203
310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",817324,1716,398866,1387,91691,957,88974,1321,2717,1011,250143,1246,208936,3362,41207,3143,57032,986,56656,952,376,269,418458,1680,87939,941,83935,1749,4004,1222,258369,836,224264,3724,34105,3387,72150,1249,71890,1322,260,302
310M200US11020,11020,"Altoona, PA Metro Area",124793,469,60104,925,12636,388,12153,725,483,552,38171,698,31924,1079,6247,1223,9297,503,9249,506,48,82,64689,886,12939,358,12167,613,772,444,38345,591,34319,895,4026,1022,13405,365,13405,365,0,172
