GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
310M100US10180,10180,"Abilene, TX Metro Area",152524,5819,72267,4981,19241,940,17656,948,1585,598,43784,4939,31660,2779,12124,2817,9242,347,9204,365,38,64,80257,1477,19227,891,16682,1232,2545,1173,48933,794,36654,1652,12279,1618,12097,500,12007,497,90,92
310M100US10420,10420,"Akron, OH Metro Area",695104,1462,336313,1608,77823,959,73323,1913,4500,1750,216347,1254,174940,3415,41407,3146,42143,589,42080,589,63,92,358791,1199,76099,951,70880,2169,5219,1833,227154,726,195614,2962,31540,2883,55538,654,55538,654,0,187
310M100US10500,10500,"Albany, GA Metro Area",158055,4090,73398,2925,21731,1658,19829,1720,1902,1041,44026,2134,28518,2399,15508,1600,7641,659,7641,659,0,225,84657,2334,20715,1459,19061,1494,1654,592,52591,1532,37262,1933,15329,1743,11351,899,11284,906,67,109
310M100US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",860079,2670,420148,2269,93833,1384,90265,2065,3568,1400,275153,2283,240398,3539,34755,3313,51162,658,51080,667,82,140,439931,1928,87468,1384,85214,1724,2254,1039,284962,1023,264231,2684,20731,2574,67501,1278,67307,1254,194,180
310M100US10740,10740,"Albuquerque, NM Metro Area",887943,2273,434675,2172,113091,1260,103678,2686,9413,2516,272054,1697,196998,5028,75056,4924,49530,749,49176,849,354,329,453268,1808,105538,1255,97878,2311,7660,1873,285344,1048,225870,4600,59474,4381,62386,760,61337,999,1049,613
310M100US10780,10780,"Alexandria, LA Metro Area",148791,1346,71184,1299,19146,639,17572,851,1574,755,43500,1224,28937,2245,14563,1905,8538,485,8538,485,0,198,77607,822,19711,744,17730,1185,1981,925,46742,788,32565,1958,14177,1901,11154,491,11154,491,0,198
310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",815362,2025,398682,1698,95747,932,91567,1668,4180,1290,251414,1215,211230,3952,40184,3821,51521,775,51284,794,237,237,416680,1523,88382,906,84823,1428,3559,1494,259294,779,226763,3216,32531,3149,69004,1308,68746,1343,258,241
310M100US11020,11020,"Altoona, PA Metro Area",125091,771,60308,751,13358,161,12661,583,697,542,38634,500,32288,1104,6346,1157,8316,449,8269,462,47,79,64783,689,13123,295,12370,523,753,393,39275,414,34668,978,4607,970,12385,453,12385,453,0,168
310M100US11100,11100,"Amarillo, TX Metro Area",247523,2146,121137,1709,34433,904,30227,1435,4206,1253,74054,1374,51154,2176,22900,2070,12650,561,12564,574,86,107,126386,1247,31832,763,28158,1353,3674,1143,77953,795,58785,1842,19168,1893,16601,592,16491,597,110,121
