GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
310M200US10180,10180,"Abilene, TX Metro Area",155623,2863,73528,2097,19816,1122,18420,1172,1396,630,43450,1744,36309,1945,7141,1424,10262,546,10160,553,102,134,82095,1686,19310,1047,17832,1014,1478,669,50125,936,39512,1779,10613,1647,12660,679,12602,679,58,99
310M200US10420,10420,"Akron, OH Metro Area",698050,1493,339679,1440,75313,918,72280,1252,3033,971,215711,1095,197109,2618,18602,2289,48655,574,48444,543,211,237,358371,1361,72284,897,70771,1009,1513,573,224472,798,209011,2285,15461,2074,61615,715,61484,728,131,204
310M200US10500,10500,"Albany, GA Metro Area",153425,2379,70558,1497,19456,848,18525,1079,931,556,41824,1343,30255,1941,11569,2084,9278,500,9278,500,0,214,82867,1619,19923,1133,19847,1140,76,86,50451,985,40877,1700,9574,1580,12493,688,12493,688,0,214
310M200US10540,10540,"Albany, OR Metro Area",119973,447,59018,784,14013,471,13374,668,639,509,35312,660,31130,1296,4182,1169,9693,327,9693,327,0,197,60955,701,14078,609,13127,912,951,691,35486,428,31615,1114,3871,1105,11391,318,11391,318,0,197
310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",871468,1791,428562,2089,92840,1447,91946,1414,894,555,276139,1569,256134,2829,20005,2484,59583,617,59180,715,403,302,442906,1781,84275,1470,82910,1718,1365,665,283857,899,270513,2188,13344,2089,74774,1124,74774,1124,0,190
310M200US10740,10740,"Albuquerque, NM Metro Area",896058,2465,438024,2313,106431,1714,101716,2145,4715,1411,271630,1750,223046,4585,48584,4648,59963,667,59911,662,52,67,458034,2127,101721,1489,97904,2005,3817,1132,282518,1271,249658,3498,32860,3227,73795,721,72371,1053,1424,757
310M200US10780,10780,"Alexandria, LA Metro Area",147954,1113,70716,1307,19392,558,18905,624,487,342,41853,1179,33189,1923,8664,1747,9471,348,9334,395,137,211,77238,748,18233,526,17662,486,571,461,46044,510,38535,1380,7509,1300,12961,500,12882,509,79,133
310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",822922,1718,402143,1398,90625,859,88118,1112,2507,898,252560,1117,225668,2900,26892,2562,58958,764,58917,764,41,56,420779,1722,87623,868,85221,1272,2402,881,256917,913,240190,2245,16727,2044,76239,1226,75947,1252,292,242
310M200US11020,11020,"Altoona, PA Metro Area",124296,471,60326,667,12762,543,12421,637,341,239,37469,534,35449,925,2020,686,10095,308,10040,316,55,62,63970,764,13107,481,12405,641,702,533,37271,560,35040,822,2231,683,13592,417,13543,416,49,58
310M200US11100,11100,"Amarillo, TX Metro Area",255009,2037,125381,1705,35310,902,32473,1172,2837,1067,76277,1450,58926,2076,17351,1992,13794,547,13727,543,67,109,129628,1467,32719,1085,30879,1231,1840,718,78454,782,61323,1940,17131,1831,18455,381,18327,407,128,122
310M200US11180,11180,"Ames, IA Metro Area",95242,403,49143,532,7969,471,7969,471,0,155,36920,256,35299,672,1621,607,4254,151,4254,151,0,155,46099,629,8236,467,8199,474,37,56,32399,348,31702,590,697,465,5464,420,5464,420,0,155
310M200US11260,11260,"Anchorage, AK Metro Area",385788,1798,195206,2071,51532,868,46300,1476,5232,1146,126007,1766,105481,2998,20526,2387,17667,574,17648,576,19,33,190582,1261,49741,893,44961,1401,4780,1113,121821,974,102962,2112,18859,1897,19020,703,18692,731,328,256
310M200US11460,11460,"Ann Arbor, MI Metro Area",353447,1702,174776,1597,35284,371,34573,528,711,360,119706,1575,111568,2184,8138,1475,19786,234,19782,234,4,9,178671,787,34067,321,33310,503,757,416,120124,717,114837,1485,5287,1351,24480,296,24402,310,78,87
310M200US11500,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",114127,919,54892,858,13544,473,12960,592,584,554,33597,791,28333,1309,5264,1283,7751,72,7751,72,0,192,59235,749,11829,421,11472,401,357,295,36967,626,33066,1065,3901,972,10439,262,10439,262,0,192
310M200US11540,11540,"Appleton, WI Metro Area",231588,559,115581,847,29343,615,28314,964,1029,740,72557,862,67733,1235,4824,970,13681,350,13681,350,0,145,116007,818,27077,624,26187,917,890,729,71949,673,68653,946,3296,888,16981,630,16981,630,0,145
310M200US11700,11700,"Asheville, NC Metro Area",441475,1140,211771,2017,43086,1451,41492,1524,1594,786,128987,1586,103202,2894,25785,2303,39698,1000,39698,1000,0,200,229704,1719,41480,1224,40127,1430,1353,657,137385,1492,117869,2489,19516,2579,50839,1283,50664,1297,175,212
310M200US12020,12020,"Athens-Clarke County, GA Metro Area",200448,2448,95490,1933,19894,1389,17662,1658,2232,1171,65356,1206,52446,2061,12910,2007,10240,743,10181,750,59,96,104958,1722,19970,987,18396,1378,1574,792,71381,1301,58802,2285,12579,1968,13607,814,13571,817,36,74
310M200US12060,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5664453,4610,2735306,5658,737115,4001,685106,6754,52009,5987,1729172,3482,1387444,13316,341728,13212,269019,2011,266208,2149,2811,1136,2929147,4935,701389,3887,659846,5977,41543,4493,1872383,2705,1555796,10136,316587,9795,355375,2058,350650,2311,4725,1158
310M200US12100,12100,"Atlantic City-Hammonton, NJ Metro Area",271263,862,130063,1011,30283,745,29318,986,965,679,80844,744,69589,1829,11255,1738,18936,314,18356,602,580,515,141200,761,29786,724,28577,1019,1209,688,86983,412,78031,1518,8952,1520,24431,302,24263,340,168,148
310M200US12220,12220,"Auburn-Opelika, AL Metro Area",155898,534,76098,1870,16761,791,16647,818,114,141,52005,1700,44593,1859,7412,2339,7332,251,7332,251,0,192,79800,1822,16861,1165,16182,1176,679,446,53853,1071,48971,1617,4882,1320,9086,388,9086,388,0,192
310M200US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",571031,2653,271735,3091,71467,1598,67794,2005,3673,1089,164475,2730,135778,3358,28697,2990,35793,1100,35730,1087,63,109,299296,2338,68850,1993,65070,2433,3780,1492,181931,1993,152311,3221,29620,3167,48515,1433,47999,1533,516,593
310M200US12420,12420,"Austin-Round Rock, TX Metro Area",1983885,2921,988439,3377,244312,1767,228649,3482,15663,2809,657644,2947,534128,8914,123516,8676,86483,810,84512,1173,1971,929,995446,2564,233812,1716,216049,3399,17763,2923,655734,1769,559818,5833,95916,5546,105900,947,104301,1164,1599,599
310M200US12540,12540,"Bakersfield, CA Metro Area",853693,2645,425888,2420,130593,737,127418,1112,3175,976,255236,2545,218541,4277,36695,3620,40059,320,39542,556,517,514,427805,927,127008,726,123315,1512,3693,1126,253649,542,226796,3176,26853,3142,47148,438,45749,975,1399,913
310M200US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",2747783,2980,1315726,2776,316445,1357,304934,2736,11511,2480,832063,2351,760233,5391,71830,4751,167218,1093,166232,1209,986,494,1432057,2270,301427,1509,292031,2506,9396,2032,908450,1694,857206,3753,51244,3397,222180,1367,220608,1554,1572,671
310M200US12620,12620,"Bangor, ME Metro Area",151072,635,74332,814,14749,483,13555,542,1194,574,48283,695,41156,1416,7127,1232,11300,300,11287,304,13,22,76740,810,13471,441,12865,569,606,309,49440,605,44081,1327,5359,1219,13829,381,13809,381,20,33
310M200US12700,12700,"Barnstable Town, MA Metro Area",211994,515,100444,1182,16680,859,16466,895,214,298,57581,551,54309,978,3272,892,26183,430,26183,430,0,200,111550,1192,17214,833,16633,857,581,391,61350,649,58320,1162,3030,955,32986,550,32937,562,49,79
310M200US12940,12940,"Baton Rouge, LA Metro Area",813794,1932,390711,2344,99778,2018,97313,1912,2465,1296,246333,2287,207008,4152,39325,3804,44600,1118,44493,1129,107,134,423083,2178,97988,1797,95981,2059,2007,855,265909,1884,234188,4068,31721,3579,59186,837,58999,883,187,226
310M200US12980,12980,"Battle Creek, MI Metro Area",132771,374,64258,582,15734,544,15308,555,426,239,39160,374,34513,1051,4647,984,9364,293,9329,283,35,60,68513,579,15296,530,14781,676,515,332,40886,328,37687,687,3199,669,12331,267,12296,251,35,60
310M200US13020,13020,"Bay City, MI Metro Area",104734,529,51392,870,11212,336,10962,372,250,227,31957,677,29621,942,2336,729,8223,414,8223,414,0,167,53342,816,10933,539,10621,583,312,245,31644,564,29910,899,1734,634,10765,386,10765,386,0,167
310M200US13140,13140,"Beaumont-Port Arthur, TX Metro Area",392731,3273,191426,3430,48889,1386,43250,1531,5639,1379,118051,3208,85328,3567,32723,2709,24486,724,24279,692,207,215,201305,1683,48401,1318,42775,1940,5626,1711,120921,1205,88770,3226,32151,2915,31983,858,31849,859,134,137
310M200US13220,13220,"Beckley, WV Metro Area",119149,1054,58608,1250,12812,504,11467,753,1345,679,35736,1114,30245,1697,5491,1287,10060,337,9999,334,61,88,60541,751,12914,570,11244,948,1670,752,35093,487,31151,1319,3942,1217,12534,525,12534,525,0,189
310M200US13380,13380,"Bellingham, WA Metro Area",210540,724,103256,1135,20613,678,19425,857,1188,650,67178,1034,60248,1774,6930,1480,15465,581,15465,581,0,195,107284,1049,21435,864,20474,969,961,500,68424,578,62618,1439,5806,1392,17425,550,17353,581,72,122
310M200US13460,13460,"Bend-Redmond, OR Metro Area",174719,449,86233,1455,18964,1109,18039,1209,925,663,50841,848,43988,2193,6853,1918,16428,700,16428,700,0,197,88486,1366,17953,1168,16156,1405,1797,1292,53427,632,47372,1813,6055,1757,17106,403,17106,403,0,197
310M200US13740,13740,"Billings, MT Metro Area",166783,1280,81565,1147,19834,829,18397,1060,1437,808,49566,899,41675,1648,7891,1521,12165,397,12165,397,0,165,85218,1112,19700,725,18784,845,916,570,51131,704,44207,1487,6924,1397,14387,527,14387,527,0,165
310M200US13780,13780,"Binghamton, NY Metro Area",242864,1249,119861,975,25546,495,24392,872,1154,735,75633,790,68343,1667,7290,1574,18682,510,18682,510,0,190,123003,995,23485,535,22554,738,931,506,75801,708,71795,1166,4006,908,23717,436,23580,453,137,164
