GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - With health insurance coverage,Margin of Error; Male: - Under 18 years: - With health insurance coverage,Estimate; Male: - Under 18 years: - No health insurance coverage,Margin of Error; Male: - Under 18 years: - No health insurance coverage,Estimate; Male: - 18 to 64 years:,Margin of Error; Male: - 18 to 64 years:,Estimate; Male: - 18 to 64 years: - With health insurance coverage,Margin of Error; Male: - 18 to 64 years: - With health insurance coverage,Estimate; Male: - 18 to 64 years: - No health insurance coverage,Margin of Error; Male: - 18 to 64 years: - No health insurance coverage,Estimate; Male: - 65 years and over:,Margin of Error; Male: - 65 years and over:,Estimate; Male: - 65 years and over: - With health insurance coverage,Margin of Error; Male: - 65 years and over: - With health insurance coverage,Estimate; Male: - 65 years and over: - No health insurance coverage,Margin of Error; Male: - 65 years and over: - No health insurance coverage,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - With health insurance coverage,Margin of Error; Female: - Under 18 years: - With health insurance coverage,Estimate; Female: - Under 18 years: - No health insurance coverage,Margin of Error; Female: - Under 18 years: - No health insurance coverage,Estimate; Female: - 18 to 64 years:,Margin of Error; Female: - 18 to 64 years:,Estimate; Female: - 18 to 64 years: - With health insurance coverage,Margin of Error; Female: - 18 to 64 years: - With health insurance coverage,Estimate; Female: - 18 to 64 years: - No health insurance coverage,Margin of Error; Female: - 18 to 64 years: - No health insurance coverage,Estimate; Female: - 65 years and over:,Margin of Error; Female: - 65 years and over:,Estimate; Female: - 65 years and over: - With health insurance coverage,Margin of Error; Female: - 65 years and over: - With health insurance coverage,Estimate; Female: - 65 years and over: - No health insurance coverage,Margin of Error; Female: - 65 years and over: - No health insurance coverage
310M100US10180,10180,"Abilene, TX Metro Area",157531,2620,77047,1824,20982,845,18872,1173,2110,859,46181,1438,33145,1630,13036,1459,9884,542,9647,628,237,348,80484,1420,18598,721,17224,764,1374,519,49195,952,36514,1592,12681,1542,12691,563,12578,542,113,170
310M100US10420,10420,"Akron, OH Metro Area",696377,922,337427,1020,76586,742,72319,1374,4267,1182,216741,790,179685,3071,37056,2918,44100,480,43967,490,133,182,358950,1032,74864,732,71089,1527,3775,1516,226709,436,194584,3209,32125,3128,57377,764,57305,748,72,85
310M100US10500,10500,"Albany, GA Metro Area",150765,2253,70012,1791,19399,763,18092,937,1307,734,42310,1643,28304,1743,14006,1461,8303,539,8303,539,0,208,80753,1090,19508,777,17971,888,1537,771,49789,717,35472,1769,14317,1766,11456,352,11456,352,0,208
310M100US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",863691,1785,419298,2324,90438,1363,88987,1355,1451,541,275170,1603,243663,2896,31507,2737,53690,721,53670,721,20,32,444393,1987,89319,1425,87161,1714,2158,902,284652,1130,264846,2609,19806,2447,70422,1102,70097,1074,325,211
310M100US10740,10740,"Albuquerque, NM Metro Area",890892,3046,435729,2406,111583,1388,104894,2426,6689,2287,271439,1860,203874,3825,67565,3600,52707,608,52315,674,392,303,455163,1824,105664,1231,99588,1971,6076,1483,283838,1116,228565,3433,55273,3483,65661,553,65218,633,443,267
310M100US10780,10780,"Alexandria, LA Metro Area",148054,1536,70914,1678,20556,839,19550,1178,1006,845,41519,1343,30705,1673,10814,1417,8839,258,8819,260,20,34,77140,1025,18891,861,18466,769,425,326,46747,566,34669,1881,12078,1796,11502,374,11502,374,0,193
310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",817713,1684,398538,1694,93510,1115,88948,1658,4562,1300,250729,1393,208940,3474,41789,3291,54299,989,53957,1126,342,299,419175,1439,88194,1075,83376,1478,4818,1120,259674,893,225915,2872,33759,2800,71307,1134,70701,1124,606,420
310M100US11020,11020,"Altoona, PA Metro Area",125564,512,61549,516,13732,310,12838,753,894,683,38522,459,33026,1054,5496,987,9295,439,9295,439,0,165,64015,600,12599,250,12097,386,502,332,38737,259,33749,1019,4988,1013,12679,471,12679,471,0,165
310M100US11100,11100,"Amarillo, TX Metro Area",247402,1875,121846,1835,34354,932,30282,1443,4072,1196,74932,1522,52220,2407,22712,2274,12560,471,12479,479,81,85,125556,1269,31414,969,28352,1239,3062,1002,76909,931,55244,2102,21665,2047,17233,517,17225,517,8,15
310M100US11180,11180,"Ames, IA Metro Area",90425,349,47049,422,8402,335,8159,412,243,171,34680,252,31916,763,2764,764,3967,112,3967,112,0,151,43376,433,7270,320,6897,394,373,269,31099,319,29716,706,1383,642,5007,316,5007,316,0,151
310M100US11260,11260,"Anchorage, AK Metro Area",381507,1341,191547,1624,51647,1044,44264,1941,7383,1727,125265,1280,95177,3058,30088,2798,14635,549,14635,549,0,143,189960,1288,49337,1066,43187,1795,6150,1535,124055,932,97909,2345,26146,2435,16568,643,16408,694,160,216
310M100US11300,11300,"Anderson, IN Metro Area",124992,909,60536,916,15398,403,14539,627,859,416,36246,828,26523,1255,9723,1285,8892,176,8892,176,0,184,64456,449,13939,353,11864,782,2075,725,39103,262,32227,1095,6876,1123,11414,276,11369,284,45,74
310M100US11340,11340,"Anderson, SC Metro Area",188153,664,90962,767,23081,580,21828,848,1253,644,55318,303,40393,2084,14925,2096,12563,515,12563,515,0,197,97191,566,21483,554,18199,1520,3284,1368,58691,306,45042,1663,13649,1674,17017,399,16888,399,129,136
310M100US11460,11460,"Ann Arbor, MI Metro Area",348235,1016,171298,1042,36190,492,35204,679,986,495,118275,931,104361,2032,13914,2017,16833,307,16671,353,162,116,176937,595,33722,482,32357,1047,1365,865,122016,224,111492,1468,10524,1462,21199,368,21158,384,41,69
310M100US11500,11500,"Anniston-Oxford, AL Metro Area",115995,852,55337,1054,13442,477,13092,513,350,282,34677,825,27202,1455,7475,1355,7218,179,7182,183,36,69,60658,885,12712,500,12615,508,97,112,38135,610,32297,1172,5838,920,9811,223,9811,223,0,184
