"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	228	2375463	9.6
	"1999"	"1999"	"1 year"	"1"	126	2364346	5.3
	"1999"	"1999"	"2 years"	"2"	135	2366185	5.7
	"1999"	"1999"	"3 years"	"3"	104	2406849	4.3
	"1999"	"1999"	"4 years"	"4"	113	2482833	4.6
	"1999"	"1999"	"5 years"	"5"	103	2510225	4.1
	"1999"	"1999"	"6 years"	"6"	97	2536646	3.8
	"1999"	"1999"	"7 years"	"7"	87	2614380	3.3
	"1999"	"1999"	"8 years"	"8"	81	2614460	3.1
	"1999"	"1999"	"9 years"	"9"	76	2634371	2.9
	"1999"	"1999"	"10 years"	"10"	82	2582304	3.2
	"1999"	"1999"	"11 years"	"11"	71	2515871	2.8
	"1999"	"1999"	"12 years"	"12"	89	2497555	3.6
	"1999"	"1999"	"13 years"	"13"	94	2487943	3.8
	"1999"	"1999"	"14 years"	"14"	135	2488399	5.4
	"1999"	"1999"	"15 years"	"15"	179	2438468	7.3
	"1999"	"1999"	"16 years"	"16"	272	2491498	10.9
	"1999"	"1999"	"17 years"	"17"	339	2494676	13.6
	"1999"	"1999"	"18 years"	"18"	446	2455186	18.2
	"1999"	"1999"	"19 years"	"19"	511	2506104	20.4
	"1999"	"1999"	"20 years"	"20"	477	2398970	19.9
	"1999"	"1999"	"21 years"	"21"	490	2307346	21.2
	"1999"	"1999"	"22 years"	"22"	455	2279064	20.0
	"1999"	"1999"	"23 years"	"23"	453	2210540	20.5
	"1999"	"1999"	"24 years"	"24"	453	2273052	19.9
	"1999"	"1999"	"25 years"	"25"	406	2277230	17.8
	"1999"	"1999"	"26 years"	"26"	449	2287643	19.6
	"1999"	"1999"	"27 years"	"27"	424	2440535	17.4
	"1999"	"1999"	"28 years"	"28"	461	2580290	17.9
	"1999"	"1999"	"29 years"	"29"	520	2615159	19.9
	"1999"	"1999"	"30 years"	"30"	461	2641550	17.5
	"1999"	"1999"	"31 years"	"31"	512	2485016	20.6
	"1999"	"1999"	"32 years"	"32"	503	2550728	19.7
	"1999"	"1999"	"33 years"	"33"	547	2567272	21.3
	"1999"	"1999"	"34 years"	"34"	623	2731473	22.8
	"1999"	"1999"	"35 years"	"35"	708	2873261	24.6
	"1999"	"1999"	"36 years"	"36"	737	2831860	26.0
	"1999"	"1999"	"37 years"	"37"	842	2851880	29.5
	"1999"	"1999"	"38 years"	"38"	1014	2822393	35.9
	"1999"	"1999"	"39 years"	"39"	1050	2865920	36.6
	"1999"	"1999"	"40 years"	"40"	1167	2895426	40.3
	"1999"	"1999"	"41 years"	"41"	1327	2756849	48.1
	"1999"	"1999"	"42 years"	"42"	1409	2777535	50.7
	"1999"	"1999"	"43 years"	"43"	1590	2655594	59.9
	"1999"	"1999"	"44 years"	"44"	1800	2624826	68.6
	"1999"	"1999"	"45 years"	"45"	1925	2611665	73.7
	"1999"	"1999"	"46 years"	"46"	2135	2459352	86.8
	"1999"	"1999"	"47 years"	"47"	2242	2421073	92.6
	"1999"	"1999"	"48 years"	"48"	2453	2280636	107.6
	"1999"	"1999"	"49 years"	"49"	2642	2309295	114.4
	"1999"	"1999"	"50 years"	"50"	2972	2305973	128.9
	"1999"	"1999"	"51 years"	"51"	3338	2198275	151.8
	"1999"	"1999"	"52 years"	"52"	3752	2361966	158.9
	"1999"	"1999"	"53 years"	"53"	3320	1705151	194.7
	"1999"	"1999"	"54 years"	"54"	3624	1773536	204.3
	"1999"	"1999"	"55 years"	"55"	4082	1733773	235.4
	"1999"	"1999"	"56 years"	"56"	4557	1771470	257.2
	"1999"	"1999"	"57 years"	"57"	4488	1536373	292.1
	"1999"	"1999"	"58 years"	"58"	4578	1448142	316.1
	"1999"	"1999"	"59 years"	"59"	4829	1383359	349.1
	"1999"	"1999"	"60 years"	"60"	5048	1376418	366.7
	"1999"	"1999"	"61 years"	"61"	5548	1293225	429.0
	"1999"	"1999"	"62 years"	"62"	5715	1230536	464.4
	"1999"	"1999"	"63 years"	"63"	5996	1217524	492.5
	"1999"	"1999"	"64 years"	"64"	6671	1217582	547.9
	"1999"	"1999"	"65 years"	"65"	6747	1126362	599.0
	"1999"	"1999"	"66 years"	"66"	7030	1117084	629.3
	"1999"	"1999"	"67 years"	"67"	7488	1125199	665.5
	"1999"	"1999"	"68 years"	"68"	8281	1126659	735.0
	"1999"	"1999"	"69 years"	"69"	8832	1114030	792.8
	"1999"	"1999"	"70 years"	"70"	9092	1100466	826.2
	"1999"	"1999"	"71 years"	"71"	9554	1070855	892.2
	"1999"	"1999"	"72 years"	"72"	10013	1022652	979.1
	"1999"	"1999"	"73 years"	"73"	10458	1002936	1042.7
	"1999"	"1999"	"74 years"	"74"	10622	1003077	1058.9
	"2000"	"2000"	"< 1 year"	"0"	246	2379076	10.3
	"2000"	"2000"	"1 year"	"1"	145	2386016	6.1
	"2000"	"2000"	"2 years"	"2"	126	2369449	5.3
	"2000"	"2000"	"3 years"	"3"	100	2406734	4.2
	"2000"	"2000"	"4 years"	"4"	103	2466179	4.2
	"2000"	"2000"	"5 years"	"5"	91	2487710	3.7
	"2000"	"2000"	"6 years"	"6"	99	2520835	3.9
