"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	227	2379478	9.5
	"1999"	"1999"	"1 year"	"1"	128	2368505	5.4
	"1999"	"1999"	"2 years"	"2"	135	2370606	5.7
	"1999"	"1999"	"3 years"	"3"	107	2411352	4.4
	"1999"	"1999"	"4 years"	"4"	114	2487864	4.6
	"1999"	"1999"	"5 years"	"5"	103	2515558	4.1
	"1999"	"1999"	"6 years"	"6"	97	2541730	3.8
	"1999"	"1999"	"7 years"	"7"	86	2619548	3.3
	"1999"	"1999"	"8 years"	"8"	79	2619643	3.0
	"1999"	"1999"	"9 years"	"9"	75	2639474	2.8
	"1999"	"1999"	"10 years"	"10"	82	2586886	3.2
	"1999"	"1999"	"11 years"	"11"	74	2520319	2.9
	"1999"	"1999"	"12 years"	"12"	88	2501906	3.5
	"1999"	"1999"	"13 years"	"13"	94	2492172	3.8
	"1999"	"1999"	"14 years"	"14"	136	2492535	5.5
	"1999"	"1999"	"15 years"	"15"	179	2442776	7.3
	"1999"	"1999"	"16 years"	"16"	276	2495653	11.1
	"1999"	"1999"	"17 years"	"17"	341	2499082	13.6
	"1999"	"1999"	"18 years"	"18"	442	2459177	18.0
	"1999"	"1999"	"19 years"	"19"	512	2510744	20.4
	"1999"	"1999"	"20 years"	"20"	477	2403189	19.8
	"1999"	"1999"	"21 years"	"21"	488	2311054	21.1
	"1999"	"1999"	"22 years"	"22"	449	2282818	19.7
	"1999"	"1999"	"23 years"	"23"	457	2214157	20.6
	"1999"	"1999"	"24 years"	"24"	458	2276946	20.1
	"1999"	"1999"	"25 years"	"25"	410	2281410	18.0
	"1999"	"1999"	"26 years"	"26"	446	2291567	19.5
	"1999"	"1999"	"27 years"	"27"	429	2444420	17.6
	"1999"	"1999"	"28 years"	"28"	466	2584274	18.0
	"1999"	"1999"	"29 years"	"29"	521	2619006	19.9
	"1999"	"1999"	"30 years"	"30"	459	2645427	17.4
	"1999"	"1999"	"31 years"	"31"	515	2488585	20.7
	"1999"	"1999"	"32 years"	"32"	504	2554374	19.7
	"1999"	"1999"	"33 years"	"33"	549	2570761	21.4
	"1999"	"1999"	"34 years"	"34"	622	2735521	22.7
	"1999"	"1999"	"35 years"	"35"	707	2877280	24.6
	"1999"	"1999"	"36 years"	"36"	741	2835695	26.1
	"1999"	"1999"	"37 years"	"37"	852	2855237	29.8
	"1999"	"1999"	"38 years"	"38"	1018	2825811	36.0
	"1999"	"1999"	"39 years"	"39"	1053	2869614	36.7
	"1999"	"1999"	"40 years"	"40"	1174	2899063	40.5
	"1999"	"1999"	"41 years"	"41"	1327	2760359	48.1
	"1999"	"1999"	"42 years"	"42"	1417	2781705	50.9
	"1999"	"1999"	"43 years"	"43"	1595	2659559	60.0
	"1999"	"1999"	"44 years"	"44"	1811	2629006	68.9
	"1999"	"1999"	"45 years"	"45"	1935	2615698	74.0
	"1999"	"1999"	"46 years"	"46"	2142	2463358	87.0
	"1999"	"1999"	"47 years"	"47"	2251	2424920	92.8
	"1999"	"1999"	"48 years"	"48"	2469	2284195	108.1
	"1999"	"1999"	"49 years"	"49"	2642	2312715	114.2
	"1999"	"1999"	"50 years"	"50"	2976	2309771	128.8
	"1999"	"1999"	"51 years"	"51"	3342	2201323	151.8
	"1999"	"1999"	"52 years"	"52"	3742	2365076	158.2
	"1999"	"1999"	"53 years"	"53"	3315	1707207	194.2
	"1999"	"1999"	"54 years"	"54"	3639	1775737	204.9
	"1999"	"1999"	"55 years"	"55"	4087	1735452	235.5
	"1999"	"1999"	"56 years"	"56"	4555	1773085	256.9
	"1999"	"1999"	"57 years"	"57"	4502	1538009	292.7
	"1999"	"1999"	"58 years"	"58"	4595	1449442	317.0
	"1999"	"1999"	"59 years"	"59"	4837	1384627	349.3
	"1999"	"1999"	"60 years"	"60"	5058	1377743	367.1
	"1999"	"1999"	"61 years"	"61"	5553	1294165	429.1
	"1999"	"1999"	"62 years"	"62"	5729	1231551	465.2
	"1999"	"1999"	"63 years"	"63"	6013	1218499	493.5
	"1999"	"1999"	"64 years"	"64"	6675	1218533	547.8
	"1999"	"1999"	"65 years"	"65"	6733	1127169	597.3
	"1999"	"1999"	"66 years"	"66"	7036	1117546	629.6
	"1999"	"1999"	"67 years"	"67"	7491	1125841	665.4
	"1999"	"1999"	"68 years"	"68"	8292	1127188	735.6
	"1999"	"1999"	"69 years"	"69"	8838	1114480	793.0
	"1999"	"1999"	"70 years"	"70"	9094	1101083	825.9
	"1999"	"1999"	"71 years"	"71"	9571	1071208	893.5
	"1999"	"1999"	"72 years"	"72"	10021	1023095	979.5
	"1999"	"1999"	"73 years"	"73"	10460	1003356	1042.5
	"1999"	"1999"	"74 years"	"74"	10629	1003447	1059.2
	"2000"	"2000"	"< 1 year"	"0"	247	2383088	10.4
	"2000"	"2000"	"1 year"	"1"	146	2390253	6.1
	"2000"	"2000"	"2 years"	"2"	127	2374050	5.3
	"2000"	"2000"	"3 years"	"3"	100	2411494	4.1
	"2000"	"2000"	"4 years"	"4"	103	2471102	4.2
	"2000"	"2000"	"5 years"	"5"	92	2492953	3.7
	"2000"	"2000"	"6 years"	"6"	99	2525985	3.9
	"2000"	"2000"	"7 years"	"7"	80	2586497	3.1
	"2000"	"2000"	"8 years"	"8"	72	2622469	2.7
	"2000"	"2000"	"9 years"	"9"	64	2672343	2.4
	"2000"	"2000"	"10 years"	"10"	64	2671510	2.4
	"2000"	"2000"	"11 years"	"11"	80	2571604	3.1
	"2000"	"2000"	"12 years"	"12"	93	2547200	3.7
	"2000"	"2000"	"13 years"	"13"	92	2503174	3.7
	"2000"	"2000"	"14 years"	"14"	134	2520662	5.3
	"2000"	"2000"	"15 years"	"15"	168	2496436	6.7
	"2000"	"2000"	"16 years"	"16"	222	2471711	9.0
	"2000"	"2000"	"17 years"	"17"	327	2515912	13.0
	"2000"	"2000"	"18 years"	"18"	431	2508736	17.2
	"2000"	"2000"	"19 years"	"19"	496	2533556	19.6
	"2000"	"2000"	"20 years"	"20"	532	2484894	21.4
	"2000"	"2000"	"21 years"	"21"	505	2366225	21.3
	"2000"	"2000"	"22 years"	"22"	485	2325734	20.9
	"2000"	"2000"	"23 years"	"23"	437	2289784	19.1
	"2000"	"2000"	"24 years"	"24"	446	2283851	19.5
	"2000"	"2000"	"25 years"	"25"	456	2346942	19.4
	"2000"	"2000"	"26 years"	"26"	417	2267375	18.4
	"2000"	"2000"	"27 years"	"27"	399	2369660	16.8
	"2000"	"2000"	"28 years"	"28"	427	2483671	17.2
	"2000"	"2000"	"29 years"	"29"	491	2653772	18.5
	"2000"	"2000"	"30 years"	"30"	450	2706123	16.6
	"2000"	"2000"	"31 years"	"31"	532	2528984	21.0
	"2000"	"2000"	"32 years"	"32"	492	2519819	19.5
	"2000"	"2000"	"33 years"	"33"	585	2530925	23.1
	"2000"	"2000"	"34 years"	"34"	618	2630538	23.5
	"2000"	"2000"	"35 years"	"35"	670	2826512	23.7
	"2000"	"2000"	"36 years"	"36"	746	2812800	26.5
	"2000"	"2000"	"37 years"	"37"	841	2816607	29.9
	"2000"	"2000"	"38 years"	"38"	949	2833621	33.5
	"2000"	"2000"	"39 years"	"39"	1025	2865839	35.8
	"2000"	"2000"	"40 years"	"40"	1178	2930930	40.2
	"2000"	"2000"	"41 years"	"41"	1311	2767137	47.4
