"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	226	2375066	9.5
	"1999"	"1999"	"1 year"	"1"	126	2363806	5.3
	"1999"	"1999"	"2 years"	"2"	135	2365867	5.7
	"1999"	"1999"	"3 years"	"3"	104	2406542	4.3
	"1999"	"1999"	"4 years"	"4"	113	2482486	4.6
	"1999"	"1999"	"5 years"	"5"	103	2510030	4.1
	"1999"	"1999"	"6 years"	"6"	97	2536177	3.8
	"1999"	"1999"	"7 years"	"7"	86	2613771	3.3
	"1999"	"1999"	"8 years"	"8"	80	2613961	3.1
	"1999"	"1999"	"9 years"	"9"	75	2634250	2.8
	"1999"	"1999"	"10 years"	"10"	82	2581664	3.2
	"1999"	"1999"	"11 years"	"11"	71	2514957	2.8
	"1999"	"1999"	"12 years"	"12"	88	2496955	3.5
	"1999"	"1999"	"13 years"	"13"	93	2487371	3.7
	"1999"	"1999"	"14 years"	"14"	135	2487870	5.4
	"1999"	"1999"	"15 years"	"15"	181	2437964	7.4
	"1999"	"1999"	"16 years"	"16"	271	2490884	10.9
	"1999"	"1999"	"17 years"	"17"	338	2494208	13.6
	"1999"	"1999"	"18 years"	"18"	439	2454896	17.9
	"1999"	"1999"	"19 years"	"19"	506	2506497	20.2
	"1999"	"1999"	"20 years"	"20"	474	2399437	19.8
	"1999"	"1999"	"21 years"	"21"	482	2307415	20.9
	"1999"	"1999"	"22 years"	"22"	445	2278960	19.5
	"1999"	"1999"	"23 years"	"23"	450	2210371	20.4
	"1999"	"1999"	"24 years"	"24"	451	2272368	19.8
	"1999"	"1999"	"25 years"	"25"	403	2276574	17.7
	"1999"	"1999"	"26 years"	"26"	444	2286574	19.4
	"1999"	"1999"	"27 years"	"27"	420	2439015	17.2
	"1999"	"1999"	"28 years"	"28"	460	2578685	17.8
	"1999"	"1999"	"29 years"	"29"	517	2613639	19.8
	"1999"	"1999"	"30 years"	"30"	457	2640362	17.3
	"1999"	"1999"	"31 years"	"31"	513	2484047	20.7
	"1999"	"1999"	"32 years"	"32"	500	2549847	19.6
	"1999"	"1999"	"33 years"	"33"	546	2566081	21.3
	"1999"	"1999"	"34 years"	"34"	617	2730208	22.6
	"1999"	"1999"	"35 years"	"35"	708	2872059	24.7
	"1999"	"1999"	"36 years"	"36"	735	2830534	26.0
	"1999"	"1999"	"37 years"	"37"	843	2850237	29.6
	"1999"	"1999"	"38 years"	"38"	1014	2821102	35.9
	"1999"	"1999"	"39 years"	"39"	1047	2864288	36.6
	"1999"	"1999"	"40 years"	"40"	1165	2893761	40.3
	"1999"	"1999"	"41 years"	"41"	1325	2755556	48.1
	"1999"	"1999"	"42 years"	"42"	1406	2776360	50.6
	"1999"	"1999"	"43 years"	"43"	1588	2654501	59.8
	"1999"	"1999"	"44 years"	"44"	1797	2623526	68.5
	"1999"	"1999"	"45 years"	"45"	1929	2610316	73.9
	"1999"	"1999"	"46 years"	"46"	2126	2458287	86.5
	"1999"	"1999"	"47 years"	"47"	2236	2420029	92.4
	"1999"	"1999"	"48 years"	"48"	2450	2279386	107.5
	"1999"	"1999"	"49 years"	"49"	2631	2307827	114.0
	"1999"	"1999"	"50 years"	"50"	2967	2304667	128.7
	"1999"	"1999"	"51 years"	"51"	3325	2196659	151.4
	"1999"	"1999"	"52 years"	"52"	3738	2360279	158.4
	"1999"	"1999"	"53 years"	"53"	3312	1703611	194.4
	"1999"	"1999"	"54 years"	"54"	3631	1771997	204.9
	"1999"	"1999"	"55 years"	"55"	4068	1732182	234.8
	"1999"	"1999"	"56 years"	"56"	4541	1769853	256.6
	"1999"	"1999"	"57 years"	"57"	4482	1534914	292.0
	"1999"	"1999"	"58 years"	"58"	4572	1446866	316.0
	"1999"	"1999"	"59 years"	"59"	4822	1381741	349.0
	"1999"	"1999"	"60 years"	"60"	5039	1374920	366.5
	"1999"	"1999"	"61 years"	"61"	5546	1291954	429.3
	"1999"	"1999"	"62 years"	"62"	5714	1229336	464.8
	"1999"	"1999"	"63 years"	"63"	5995	1216174	492.9
	"1999"	"1999"	"64 years"	"64"	6663	1216126	547.9
	"1999"	"1999"	"65 years"	"65"	6719	1124929	597.3
	"1999"	"1999"	"66 years"	"66"	7011	1115590	628.5
	"1999"	"1999"	"67 years"	"67"	7473	1123800	665.0
	"1999"	"1999"	"68 years"	"68"	8262	1125407	734.1
	"1999"	"1999"	"69 years"	"69"	8822	1112788	792.8
	"1999"	"1999"	"70 years"	"70"	9080	1099209	826.0
	"1999"	"1999"	"71 years"	"71"	9552	1069716	892.9
	"1999"	"1999"	"72 years"	"72"	10006	1021553	979.5
	"1999"	"1999"	"73 years"	"73"	10448	1001822	1042.9
	"1999"	"1999"	"74 years"	"74"	10603	1001989	1058.2
	"2000"	"2000"	"< 1 year"	"0"	245	2378823	10.3
	"2000"	"2000"	"1 year"	"1"	144	2385616	6.0
	"2000"	"2000"	"2 years"	"2"	128	2369169	5.4
	"2000"	"2000"	"3 years"	"3"	100	2406541	4.2
	"2000"	"2000"	"4 years"	"4"	104	2465944	4.2
	"2000"	"2000"	"5 years"	"5"	92	2487671	3.7
	"2000"	"2000"	"6 years"	"6"	98	2520570	3.9
	"2000"	"2000"	"7 years"	"7"	80	2580678	3.1
	"2000"	"2000"	"8 years"	"8"	72	2616722	2.8
	"2000"	"2000"	"9 years"	"9"	63	2666837	2.4
	"2000"	"2000"	"10 years"	"10"	62	2666364	2.3
	"2000"	"2000"	"11 years"	"11"	79	2565966	3.1
	"2000"	"2000"	"12 years"	"12"	93	2542077	3.7
	"2000"	"2000"	"13 years"	"13"	92	2498268	3.7
	"2000"	"2000"	"14 years"	"14"	130	2515992	5.2
	"2000"	"2000"	"15 years"	"15"	167	2491772	6.7
	"2000"	"2000"	"16 years"	"16"	220	2467054	8.9
	"2000"	"2000"	"17 years"	"17"	324	2511368	12.9
	"2000"	"2000"	"18 years"	"18"	423	2504695	16.9
	"2000"	"2000"	"19 years"	"19"	490	2529755	19.4
	"2000"	"2000"	"20 years"	"20"	527	2481274	21.2
	"2000"	"2000"	"21 years"	"21"	498	2362678	21.1
	"2000"	"2000"	"22 years"	"22"	475	2321934	20.5
	"2000"	"2000"	"23 years"	"23"	427	2285956	18.7
	"2000"	"2000"	"24 years"	"24"	439	2279369	19.3
	"2000"	"2000"	"25 years"	"25"	453	2342229	19.3
	"2000"	"2000"	"26 years"	"26"	412	2262441	18.2
	"2000"	"2000"	"27 years"	"27"	391	2364502	16.5
