GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0500000US01003,01003,"Baldwin County, Alabama",108498,137,52104,64,1663,677,2999,785,9964,1718,2797,837,14847,2076,4496,1080,10154,1575,5184,1055,56394,117,1586,728,3771,876,14466,1600,1916,788,14411,1819,4441,985,11076,1687,4727,1100
0500000US01015,01015,"Calhoun County, Alabama",60527,273,28589,273,1951,621,4410,993,7145,1171,1786,556,5815,1103,1647,506,3568,845,2267,579,31938,273,2530,652,3873,960,8978,1248,2222,678,6989,1176,2380,699,2687,711,2279,841
0500000US01043,01043,"Cullman County, Alabama",52902,273,25437,273,1953,720,4997,993,5820,993,1557,543,5970,1048,1740,556,2481,799,919,364,27465,273,1505,572,4107,1072,7543,1219,2148,671,5509,994,2830,721,2145,816,1678,624
0500000US01049,01049,"DeKalb County, Alabama",41268,273,19583,273,2498,1096,3154,799,6149,1151,741,361,3701,947,1068,604,1495,720,777,333,21685,273,2340,612,5409,1404,6872,1393,1148,536,2414,675,1596,597,1082,515,824,465
0500000US01051,01051,"Elmore County, Alabama",40780,37,19872,18,944,508,1455,635,5142,1005,1450,517,4870,981,1025,375,3050,624,1936,636,20908,19,428,335,1383,882,4594,787,690,338,6938,1058,1115,420,3996,1169,1764,635
0500000US01055,01055,"Etowah County, Alabama",59575,33,27988,273,909,405,2811,765,6773,1167,3437,860,7472,1390,1791,632,3503,825,1292,487,31587,33,877,477,4234,969,7690,1180,1614,627,9306,1373,2668,744,3528,846,1670,577
0500000US01069,01069,"Houston County, Alabama",49745,70,23366,273,1534,432,1993,425,5692,668,1553,385,5567,684,1698,464,3475,567,1854,369,26379,70,1482,480,2553,397,6916,612,1566,312,6580,624,2448,520,2921,474,1913,384
0500000US01073,01073,"Jefferson County, Alabama",254938,351,119875,123,3468,959,8253,1543,25155,2602,6189,1024,25133,2437,6171,1467,28910,2048,16596,1662,135063,285,3470,946,9399,1390,33845,2351,5040,1065,28296,2214,7730,1191,29003,2360,18280,1821
0500000US01077,01077,"Lauderdale County, Alabama",55191,273,25965,273,1850,845,2646,834,8052,1461,1556,657,5799,1156,1128,496,3074,800,1860,536,29226,273,2040,789,3099,960,8730,1344,1597,526,5243,989,2132,565,4444,1074,1941,636
0500000US01081,01081,"Lee County, Alabama",51053,574,25255,273,676,369,2913,826,4252,905,1000,358,5449,994,1725,468,5586,779,3654,577,25798,574,469,327,2203,685,4964,950,2181,805,5050,933,2196,628,5615,841,3120,593
0500000US01083,01083,"Limestone County, Alabama",44030,107,21647,107,1553,572,2083,850,6102,1267,1537,752,4199,1091,1184,510,3541,843,1448,386,22383,273,1226,577,2837,909,4847,969,1574,733,4998,930,2592,970,3199,790,1110,399
0500000US01089,01089,"Madison County, Alabama",156040,120,75872,273,2341,795,4098,1006,9399,1470,3186,848,15695,1847,5383,1228,22008,1929,13762,1720,80168,120,2339,870,4659,1013,14901,1719,3433,1006,18524,1717,7036,1251,20395,1884,8881,1278
0500000US01095,01095,"Marshall County, Alabama",52972,273,24893,273,1288,566,4894,1290,6411,1153,1819,656,4765,1052,1584,650,3096,731,1036,407,28079,273,2890,926,4088,1112,6879,1150,2478,602,5498,870,2554,757,2159,772,1533,732
0500000US01097,01097,"Mobile County, Alabama",169587,253,81059,119,3822,961,9189,1354,20902,2076,4290,930,18519,2135,6259,1452,11984,1603,6094,892,88528,152,2532,689,10386,1934,25384,2560,4258,980,20043,1924,6501,1414,13026,1852,6398,1043
0500000US01101,01101,"Montgomery County, Alabama",66219,113,31187,273,497,325,1059,540,6604,1241,1245,508,5837,900,1581,596,7950,1178,6414,1065,35032,113,346,235,1954,644,7490,972,1141,597,8657,1227,1800,699,8959,1116,4685,996
0500000US01103,01103,"Morgan County, Alabama",65515,273,31585,273,1487,532,3635,923,6546,1310,2222,964,7702,1376,2029,750,5519,924,2445,799,33930,273,2454,750,3790,934,7868,1160,1859,717,8216,1446,2281,739,5403,1044,2059,599
0500000US01115,01115,"St. Clair County, Alabama",49582,998,24090,774,1643,726,2193,741,6709,1319,3012,733,5887,1225,1411,608,2648,967,587,287,25492,792,1120,475,3221,974,6820,1191,2079,792,5244,1094,1666,667,3627,998,1715,817
0500000US01117,01117,"Shelby County, Alabama",107205,784,51743,397,811,286,2616,643,8404,1553,1924,460,10187,1321,2561,897,17509,1717,7731,1226,55462,409,1404,534,1862,646,10796,1311,2060,666,13341,1403,4063,957,15350,1445,6586,898
0500000US01121,01121,"Talladega County, Alabama",37140,273,17799,273,1554,605,2377,711,5152,1182,1047,425,4598,1086,853,511,1270,495,948,437,19341,273,1536,596,3320,994,4259,999,1977,703,3381,843,1920,749,1511,635,1437,575
