GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",129590,200,61736,200,1214,624,4715,1576,12669,1866,3992,1209,14426,2148,4210,1298,13255,1725,7255,1393,67854,200,2190,745,2058,764,13717,2438,1768,595,16183,2161,5907,1417,18856,2023,7175,1308
0500000US01015,01015,"Calhoun County, Alabama",60256,200,28515,200,1180,484,3242,931,6863,1432,2428,678,7064,1474,2355,716,2814,727,2569,755,31741,200,1012,512,2968,847,8966,1113,2049,717,7084,1171,2548,727,4549,1034,2565,706
0500000US01043,01043,"Cullman County, Alabama",54316,200,26330,200,951,453,3884,1117,8316,1323,1124,473,6990,1369,2432,672,1674,683,959,408,27986,200,1156,496,3530,890,8224,1300,1480,588,5689,1180,3963,788,2260,718,1684,615
0500000US01049,01049,"DeKalb County, Alabama",41348,200,19806,200,1518,678,2796,859,6585,1058,1097,520,3935,925,1397,485,1596,520,882,451,21542,200,1327,654,2746,868,6002,1204,1824,575,3689,978,1981,633,2724,876,1249,479
0500000US01051,01051,"Elmore County, Alabama",42392,814,19901,446,1044,704,1159,476,4755,1105,1443,553,4341,941,1689,598,3658,841,1812,635,22491,372,203,196,1367,719,5704,1320,1616,667,4360,1054,2339,862,4338,939,2564,818
0500000US01055,01055,"Etowah County, Alabama",58311,124,27663,200,1156,630,2759,778,6747,1340,2584,838,7000,1175,2725,1032,2733,806,1959,647,30648,124,916,506,3832,878,7630,1240,3020,747,6164,1270,2492,787,4048,1312,2546,765
0500000US01069,01069,"Houston County, Alabama",50937,200,24109,200,609,210,1779,485,6743,759,1644,369,5402,634,1849,454,3660,483,2423,421,26828,200,765,334,1764,384,7009,714,1140,269,6038,584,3585,469,4122,518,2405,395
0500000US01073,01073,"Jefferson County, Alabama",239611,250,113716,190,2318,837,5257,1016,18245,2230,4477,973,20905,2225,8556,1582,32397,2352,21561,2154,125895,152,2462,661,6629,1640,25310,2093,4651,889,23240,2214,9915,1728,32565,2209,21123,1872
0500000US01077,01077,"Lauderdale County, Alabama",55202,392,26188,200,749,467,2415,899,7939,1277,1541,633,5584,1110,1005,453,4094,1027,2861,786,29014,392,584,393,2307,721,10354,1230,1270,570,5505,1113,2083,642,4550,1124,2361,762
