GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0500000US01003,01003,"Baldwin County, Alabama",114586,110,54840,184,552,243,4284,1386,12421,1751,2843,958,12595,1689,3980,1163,12615,1618,5550,1150,59746,110,1224,640,2983,789,13143,2119,3040,990,14987,2257,5768,1350,11774,1544,6827,1415
0500000US01015,01015,"Calhoun County, Alabama",60439,184,28614,184,1653,707,3856,982,6253,937,2643,806,7134,1159,1667,636,3718,923,1690,549,31825,184,1645,616,4469,1081,8502,1292,2321,592,7574,1016,2314,703,2965,746,2035,695
0500000US01043,01043,"Cullman County, Alabama",52049,184,25125,184,1416,659,3120,907,7109,1271,1382,494,6973,1077,2186,728,1781,670,1158,449,26924,184,1337,383,1691,518,6730,1068,1857,681,7466,1045,4321,923,1800,533,1722,550
0500000US01049,01049,"DeKalb County, Alabama",42089,1224,19739,760,1142,481,3623,960,7549,1338,1332,690,2912,813,1654,564,1179,472,348,217,22350,689,1195,539,3109,917,8256,1295,1130,427,4099,866,2555,769,1042,512,964,447
0500000US01051,01051,"Elmore County, Alabama",41715,184,19672,184,435,305,2144,651,5936,911,1662,523,3460,686,1660,534,2764,624,1611,524,22043,184,212,181,1454,568,5508,1036,2051,598,5872,1063,1287,496,3466,857,2193,680
0500000US01055,01055,"Etowah County, Alabama",58608,184,27762,184,1639,634,3157,745,8176,1218,2731,824,6099,1331,1900,634,2969,800,1091,548,30846,184,1702,552,3262,810,7267,1116,2396,762,7221,1132,3681,849,3446,966,1871,611
0500000US01069,01069,"Houston County, Alabama",50079,281,23674,162,970,239,1684,359,6540,798,1645,430,4736,513,1653,298,4603,559,1843,370,26405,124,738,216,2148,473,7839,735,1183,275,5642,633,2253,434,4141,572,2461,470
0500000US01073,01073,"Jefferson County, Alabama",243828,183,115094,183,2594,560,8547,1511,18470,1845,4488,875,25391,2253,5712,1053,28428,1838,21464,1681,128734,184,3095,859,8791,1521,29842,2182,3683,819,27020,2271,9022,1501,28268,2405,19013,2107
0500000US01077,01077,"Lauderdale County, Alabama",55507,184,26131,184,772,318,2965,861,7595,1123,1571,533,6032,1115,1240,601,3214,874,2742,813,29376,184,1472,546,3600,944,8130,1237,2339,640,5573,1027,1830,624,4265,891,2167,664
