GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0500000US01003,01003,"Baldwin County, Alabama",109735,475,52591,434,1486,563,3264,924,12875,1602,3385,1044,10775,2025,2986,934,13249,1672,4571,973,57144,110,1372,754,3851,851,13697,1752,2652,937,14194,1750,6266,1422,11184,1637,3928,872
0500000US01015,01015,"Calhoun County, Alabama",61026,273,28936,273,2746,961,2942,786,8536,1308,2692,905,5883,1041,1327,568,3101,764,1709,504,32090,273,3121,929,3500,864,8749,966,2721,769,6267,1318,3297,901,2949,881,1486,564
0500000US01043,01043,"Cullman County, Alabama",51865,273,24957,273,2117,787,2402,756,7610,1341,1643,646,5926,1111,1949,655,2086,705,1224,466,26908,273,1443,606,3031,972,7446,1099,930,412,6811,1304,3085,867,2720,799,1442,510
0500000US01049,01049,"DeKalb County, Alabama",40793,273,19564,273,1632,689,3217,950,5892,1058,1094,486,4141,921,1493,599,1377,500,718,346,21229,273,2461,815,2695,727,5953,980,1058,456,4295,971,1834,704,2096,737,837,410
0500000US01051,01051,"Elmore County, Alabama",41604,78,19730,78,855,455,2107,714,4257,917,1271,543,4912,962,1262,573,2772,734,2294,742,21874,273,399,358,1306,551,5212,1038,1910,703,5506,1051,2262,793,3646,809,1633,525
0500000US01055,01055,"Etowah County, Alabama",59046,135,27905,135,1653,817,3705,1248,7050,1308,1676,603,8594,1198,1753,632,2100,685,1374,506,31141,273,1632,723,4112,1048,7419,1114,2662,801,7671,1376,3167,870,2767,750,1711,666
0500000US01069,01069,"Houston County, Alabama",49876,273,23702,273,902,229,2106,435,6422,684,1602,350,5574,693,1566,430,3717,536,1813,346,26174,273,959,218,1897,442,7590,771,1614,512,5894,667,2957,627,2882,390,2381,415
0500000US01073,01073,"Jefferson County, Alabama",245224,142,115922,273,3731,948,8475,1460,20160,2166,5285,989,24902,2271,6886,1318,28700,2355,17783,1808,129302,142,4037,978,9080,1242,30481,2056,4691,925,25501,2270,9163,1487,29594,2120,16755,1799
0500000US01077,01077,"Lauderdale County, Alabama",55174,20,25930,20,965,454,2474,861,7001,1264,2213,773,4837,1021,1744,702,4565,1159,2131,652,29244,273,1033,423,2845,700,8538,1506,1189,501,6353,1379,2764,783,3844,939,2678,661
0500000US01081,01081,"Lee County, Alabama",56264,273,27462,273,713,315,2483,1184,4543,879,1832,724,6633,1195,2014,643,5123,1075,4121,824,28802,273,567,365,1680,677,6305,1294,1261,478,6514,1428,2060,644,6305,1036,4110,814
0500000US01083,01083,"Limestone County, Alabama",45930,273,22741,273,745,278,2844,706,4624,932,2136,599,4639,987,2239,663,3531,826,1983,567,23189,273,1256,533,2580,752,5263,883,1169,475,4723,971,1651,610,4730,1040,1817,560
0500000US01089,01089,"Madison County, Alabama",156900,180,76291,150,2246,801,4614,1128,11215,1713,3402,861,15320,1777,5348,1094,19761,1668,14385,1448,80609,97,2502,836,6648,1502,16157,1883,2674,758,19503,2066,5713,1119,18176,1888,9236,1462
0500000US01095,01095,"Marshall County, Alabama",54700,273,25799,273,1707,618,2570,742,6828,1356,2225,776,6165,1159,2269,770,2608,845,1427,614,28901,273,1974,870,3389,848,8723,1249,1891,689,6471,1152,3101,848,1572,570,1780,604
0500000US01097,01097,"Mobile County, Alabama",169609,92,81517,92,2599,771,9964,1730,19217,2215,4479,1108,18388,2046,6760,1433,13008,1781,7102,1214,88092,273,2895,1145,9706,1630,24664,2293,3748,941,18991,2190,6617,1210,14677,1982,6794,1104
0500000US01101,01101,"Montgomery County, Alabama",65385,273,31202,273,402,291,1832,705,4239,1011,2047,750,6819,1231,1683,609,8875,1332,5305,989,34183,273,866,429,1319,503,7766,1168,1574,597,6873,1075,1483,560,7928,1046,6374,1103
0500000US01103,01103,"Morgan County, Alabama",66157,273,31808,273,3133,1328,2783,868,7348,1042,1971,629,8448,1198,2143,668,4500,1070,1482,536,34349,273,2242,769,3172,818,9367,1378,2847,1054,8257,1526,2455,868,3728,958,2281,605
0500000US01115,01115,"St. Clair County, Alabama",50203,1086,24054,817,1032,511,3096,962,7343,1214,1739,701,5940,1273,1274,598,2811,987,819,399,26149,907,915,594,4603,1352,6491,1012,2387,927,5842,1179,2364,875,2523,810,1024,495
