GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",117592,192,56222,192,1465,850,2703,997,15133,2248,3351,944,10454,1667,5657,1425,11769,2026,5690,1297,61370,192,523,278,3561,1064,12431,2124,3432,1593,14786,1971,7131,1237,13210,2062,6296,1643
0500000US01015,01015,"Calhoun County, Alabama",60616,192,28801,192,1323,463,3805,1026,7667,1205,2151,668,6154,1050,2406,804,3053,730,2242,893,31815,192,1595,535,5479,1529,7694,1268,2267,711,8114,1502,2264,727,2441,626,1961,518
0500000US01043,01043,"Cullman County, Alabama",52143,366,25163,260,1680,660,2216,631,6720,1069,1599,555,5087,987,2428,781,3810,730,1623,653,26980,109,2045,682,2363,695,6637,928,1379,478,6396,1038,3782,819,2655,511,1723,607
0500000US01049,01049,"DeKalb County, Alabama",40615,24,19477,192,1200,495,3056,721,5014,956,1462,659,3989,1197,1903,747,1516,742,1337,756,21138,24,1513,457,3399,1091,6919,1167,1745,701,2822,723,1791,594,1678,690,1271,645
0500000US01051,01051,"Elmore County, Alabama",41683,192,19655,192,951,526,1295,468,5536,956,1777,703,4504,1003,1499,589,2270,642,1823,626,22028,192,259,215,1706,684,6044,1010,2100,892,5788,1093,2342,648,2491,801,1298,538
0500000US01055,01055,"Etowah County, Alabama",58554,192,27760,192,1058,384,3428,735,7609,1214,1120,461,7927,1098,2280,778,2897,804,1441,406,30794,192,1577,546,3732,731,7705,851,1085,427,7854,1138,3049,801,3117,796,2675,641
0500000US01069,01069,"Houston County, Alabama",50402,25,23830,18,852,269,1687,384,6779,728,1239,272,5445,661,2365,616,3644,495,1819,354,26572,18,784,210,2276,394,6620,649,1578,380,6197,636,2775,494,4049,600,2293,354
0500000US01073,01073,"Jefferson County, Alabama",243795,388,115390,194,2910,880,5829,1122,20964,2317,6051,1032,25939,2245,4517,849,29968,2486,19212,1705,128405,196,2304,659,7973,1740,29022,2458,4948,970,27179,2569,10029,1773,27178,2377,19772,1981
0500000US01077,01077,"Lauderdale County, Alabama",54901,192,25826,192,750,388,2558,829,8807,1184,1364,603,7100,1135,1339,541,3053,724,855,327,29075,192,1566,606,3716,1049,8150,1343,1567,638,5937,999,2801,704,3003,859,2335,805
0500000US01081,01081,"Lee County, Alabama",60085,759,29340,430,516,327,1770,1041,5959,1516,1385,629,6656,1224,1150,509,6812,1227,5092,1048,30745,333,273,249,1067,486,5048,1083,1447,612,6668,1514,3222,792,7402,1396,5618,1120
0500000US01083,01083,"Limestone County, Alabama",48841,192,24160,192,1803,1052,1790,535,5247,1136,1515,584,4321,904,2025,622,5760,1102,1699,606,24681,192,905,433,2174,730,7374,1284,1667,658,4196,1015,2791,756,3747,809,1827,569
0500000US01089,01089,"Madison County, Alabama",163375,82,79693,192,1097,496,3978,1195,10458,2022,3927,1309,15362,1807,5521,1228,23925,2375,15425,1797,83682,82,1384,559,4885,1195,15113,1740,3288,796,18243,1712,8180,1556,22265,2260,10324,1675
0500000US01095,01095,"Marshall County, Alabama",55204,192,25947,192,1429,577,3188,873,6482,1246,1426,591,7210,1100,1817,724,2786,750,1609,547,29257,192,2138,782,3139,956,7466,1081,1756,508,5820,875,3621,887,3774,1031,1543,473
0500000US01097,01097,"Mobile County, Alabama",169534,148,81232,192,3950,1149,6460,1288,21707,2197,4458,1050,18636,1809,5664,1114,14016,2039,6341,976,88302,148,2855,966,8389,1524,24307,2577,3995,1060,19318,2117,7157,1441,15106,1727,7175,1109
0500000US01101,01101,"Montgomery County, Alabama",61956,192,29571,192,650,454,1393,560,4918,932,1431,465,5865,960,1962,829,7533,1137,5819,983,32385,192,523,318,1800,732,6137,1034,1299,446,7806,1030,2072,715,8550,1184,4198,808
0500000US01103,01103,"Morgan County, Alabama",66234,192,31746,192,959,477,4074,971,7806,1316,2371,753,6050,1227,2155,813,5739,1048,2592,641,34488,192,2522,866,3413,930,7912,1420,1771,613,8166,1162,3225,849,5046,942,2433,638
0500000US01115,01115,"St. Clair County, Alabama",52082,192,25171,192,1565,758,2265,934,8409,1751,1446,640,5663,1205,1960,881,2807,969,1056,633,26911,192,645,599,3581,1098,7852,1315,2278,874,6664,1354,1710,780,2314,744,1867,704
0500000US01117,01117,"Shelby County, Alabama",111907,31,53415,192,973,505,3054,880,9085,1339,1826,537,11426,1466,4026,888,15876,1478,7149,1016,58492,31,1118,477,2836,1030,10681,1336,2037,725,13938,1728,3401,860,15521,1888,8960,1411
0500000US01121,01121,"Talladega County, Alabama",37406,192,18027,192,1365,831,2011,653,4670,1071,990,404,4800,926,1383,685,1780,511,1028,528,19379,192,316,210,1451,669,6619,999,1186,539,4489,886,1850,686,1695,551,1773,642
0500000US01125,01125,"Tuscaloosa County, Alabama",79219,386,38452,386,651,324,2966,816,8109,1175,3115,1053,9458,1550,3051,960,6094,1273,5008,988,40767,192,605,288,2700,725,9540,1283,1622,559,9363,1337,3285,834,8990,1452,4662,1074
0500000US01127,01127,"Walker County, Alabama",41988,192,19951,192,1827,669,2580,807,6090,1162,1892,646,4433,984,1294,497,1123,434,712,307,22037,192,1372,574,3810,946,5743,978,2284,753,5339,867,1451,508,1087,412,951,361
0500000US02020,02020,"Anchorage Municipality, Alaska",126789,56,65877,147,594,471,1665,736,12698,1685,3368,1038,17367,2079,5556,1269,15685,1899,8944,1216,60912,56,629,439,986,464,10354,1606,1312,568,16454,1744,5617,1122,16799,1775,8761,1174
