GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; 16 to 19 years,Margin of Error; 16 to 19 years,Estimate; 20 to 24 years,Margin of Error; 20 to 24 years,Estimate; 25 to 44 years,Margin of Error; 25 to 44 years,Estimate; 45 to 54 years,Margin of Error; 45 to 54 years,Estimate; 55 to 59 years,Margin of Error; 55 to 59 years,Estimate; 60 to 64 years,Margin of Error; 60 to 64 years,Estimate; 65 years and over,Margin of Error; 65 years and over,"Estimate; Car, truck, or van - drove alone:","Margin of Error; Car, truck, or van - drove alone:","Estimate; Car, truck, or van - drove alone: - 16 to 19 years","Margin of Error; Car, truck, or van - drove alone: - 16 to 19 years","Estimate; Car, truck, or van - drove alone: - 20 to 24 years","Margin of Error; Car, truck, or van - drove alone: - 20 to 24 years","Estimate; Car, truck, or van - drove alone: - 25 to 44 years","Margin of Error; Car, truck, or van - drove alone: - 25 to 44 years","Estimate; Car, truck, or van - drove alone: - 45 to 54 years","Margin of Error; Car, truck, or van - drove alone: - 45 to 54 years","Estimate; Car, truck, or van - drove alone: - 55 to 59 years","Margin of Error; Car, truck, or van - drove alone: - 55 to 59 years","Estimate; Car, truck, or van - drove alone: - 60 to 64 years","Margin of Error; Car, truck, or van - drove alone: - 60 to 64 years","Estimate; Car, truck, or van - drove alone: - 65 years and over","Margin of Error; Car, truck, or van - drove alone: - 65 years and over","Estimate; Car, truck, or van - carpooled:","Margin of Error; Car, truck, or van - carpooled:","Estimate; Car, truck, or van - carpooled: - 16 to 19 years","Margin of Error; Car, truck, or van - carpooled: - 16 to 19 years","Estimate; Car, truck, or van - carpooled: - 20 to 24 years","Margin of Error; Car, truck, or van - carpooled: - 20 to 24 years","Estimate; Car, truck, or van - carpooled: - 25 to 44 years","Margin of Error; Car, truck, or van - carpooled: - 25 to 44 years","Estimate; Car, truck, or van - carpooled: - 45 to 54 years","Margin of Error; Car, truck, or van - carpooled: - 45 to 54 years","Estimate; Car, truck, or van - carpooled: - 55 to 59 years","Margin of Error; Car, truck, or van - carpooled: - 55 to 59 years","Estimate; Car, truck, or van - carpooled: - 60 to 64 years","Margin of Error; Car, truck, or van - carpooled: - 60 to 64 years","Estimate; Car, truck, or van - carpooled: - 65 years and over","Margin of Error; Car, truck, or van - carpooled: - 65 years and over",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - 16 to 19 years,Margin of Error; Public transportation (excluding taxicab): - 16 to 19 years,Estimate; Public transportation (excluding taxicab): - 20 to 24 years,Margin of Error; Public transportation (excluding taxicab): - 20 to 24 years,Estimate; Public transportation (excluding taxicab): - 25 to 44 years,Margin of Error; Public transportation (excluding taxicab): - 25 to 44 years,Estimate; Public transportation (excluding taxicab): - 45 to 54 years,Margin of Error; Public transportation (excluding taxicab): - 45 to 54 years,Estimate; Public transportation (excluding taxicab): - 55 to 59 years,Margin of Error; Public transportation (excluding taxicab): - 55 to 59 years,Estimate; Public transportation (excluding taxicab): - 60 to 64 years,Margin of Error; Public transportation (excluding taxicab): - 60 to 64 years,Estimate; Public transportation (excluding taxicab): - 65 years and over,Margin of Error; Public transportation (excluding taxicab): - 65 years and over,Estimate; Walked:,Margin of Error; Walked:,Estimate; Walked: - 16 to 19 years,Margin of Error; Walked: - 16 to 19 years,Estimate; Walked: - 20 to 24 years,Margin of Error; Walked: - 20 to 24 years,Estimate; Walked: - 25 to 44 years,Margin of Error; Walked: - 25 to 44 years,Estimate; Walked: - 45 to 54 years,Margin of Error; Walked: - 45 to 54 years,Estimate; Walked: - 55 to 59 years,Margin of Error; Walked: - 55 to 59 years,Estimate; Walked: - 60 to 64 years,Margin of Error; Walked: - 60 to 64 years,Estimate; Walked: - 65 years and over,Margin of Error; Walked: - 65 years and over,"Estimate; Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Estimate; Taxicab, motorcycle, bicycle, or other means: - 16 to 19 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 16 to 19 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 20 to 24 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 20 to 24 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 25 to 44 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 25 to 44 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 45 to 54 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 45 to 54 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 55 to 59 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 55 to 59 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 60 to 64 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 60 to 64 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 65 years and over","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 65 years and over",Estimate; Worked at home:,Margin of Error; Worked at home:,Estimate; Worked at home: - 16 to 19 years,Margin of Error; Worked at home: - 16 to 19 years,Estimate; Worked at home: - 20 to 24 years,Margin of Error; Worked at home: - 20 to 24 years,Estimate; Worked at home: - 25 to 44 years,Margin of Error; Worked at home: - 25 to 44 years,Estimate; Worked at home: - 45 to 54 years,Margin of Error; Worked at home: - 45 to 54 years,Estimate; Worked at home: - 55 to 59 years,Margin of Error; Worked at home: - 55 to 59 years,Estimate; Worked at home: - 60 to 64 years,Margin of Error; Worked at home: - 60 to 64 years,Estimate; Worked at home: - 65 years and over,Margin of Error; Worked at home: - 65 years and over
0500000US01069,01069,"Houston County, Alabama",41282,1285,1993,520,4072,350,18238,752,10150,567,3252,388,1993,356,1584,383,35677,1450,1615,479,3579,354,15558,853,8804,553,3019,377,1812,349,1290,359,3425,533,263,134,268,133,1621,337,870,306,83,62,123,85,197,124,252,195,0,265,21,34,200,186,15,23,16,27,0,265,0,265,285,156,25,41,33,38,108,78,85,92,0,265,0,265,34,58,733,346,49,56,171,168,416,237,68,69,14,23,15,24,0,265,910,233,41,54,0,265,335,129,308,164,120,81,43,41,63,44
0500000US01073,01073,"Jefferson County, Alabama",291296,4621,9298,1428,28772,2095,129275,3104,71124,2451,28967,1848,11871,1340,11989,1339,242589,5042,7407,1267,21538,2136,109122,3527,59985,2491,24757,1794,9883,1285,9897,1201,32038,2813,994,478,5260,1252,14603,2159,7102,1537,2026,705,1151,563,902,429,3527,759,92,154,236,190,1592,629,877,425,331,289,166,197,233,212,3769,1213,383,337,1129,702,746,436,594,400,572,500,203,194,142,165,1712,751,417,538,394,266,352,396,338,247,52,85,0,265,159,152,7661,1476,5,9,215,197,2860,1172,2228,790,1229,577,468,349,656,421
0500000US01081,01081,"Lee County, Alabama",58972,2147,3709,805,11036,1169,25360,1043,11507,853,3668,741,2409,643,1283,406,47196,2272,2727,665,7838,1093,21158,1162,9396,993,2839,722,2055,613,1183,388,7572,1690,428,312,1971,997,2866,829,1470,639,694,455,105,99,38,37,728,534,242,356,387,397,87,100,0,265,0,265,12,20,0,265,1345,537,158,166,630,489,387,180,114,123,56,88,0,265,0,265,732,332,0,265,121,126,304,194,229,214,64,105,14,22,0,265,1399,397,154,181,89,133,558,286,298,185,15,25,223,179,62,50
0500000US01089,01089,"Madison County, Alabama",146957,3193,6125,1107,14219,1041,66794,2187,34118,1325,12280,1263,7227,1040,6194,979,125177,4001,4751,975,11342,1313,58111,2393,28425,1607,11091,1282,6070,994,5387,1020,14640,2132,814,367,1920,833,6885,1295,3605,1007,532,265,472,302,412,344,254,226,72,125,65,82,67,83,50,88,0,265,0,265,0,265,2060,806,243,210,557,349,442,279,292,280,96,119,267,304,163,154,998,479,0,265,57,94,263,195,266,191,166,165,246,327,0,265,3828,915,245,232,278,343,1026,581,1480,616,395,250,172,167,232,205
0500000US01097,01097,"Mobile County, Alabama",167155,4089,5411,1040,16300,1246,76289,2992,40790,1632,13844,1400,8319,1091,6202,1159,138721,4184,3887,913,13676,1386,63046,3067,34128,1980,11385,1434,7560,1055,5039,1096,20736,2621,1344,547,1800,686,10478,1778,4248,1120,1903,747,501,257,462,295,915,543,0,265,128,153,443,410,305,259,0,265,0,265,39,65,1384,508,101,121,84,148,217,184,762,409,164,184,0,265,56,91,1996,761,79,104,276,406,892,488,492,317,136,160,46,78,75,120,3403,847,0,265,336,286,1213,488,855,414,256,192,212,175,531,362
0500000US02020,02020,"Anchorage Municipality, Alaska",139811,3675,7063,1343,14488,1307,63231,2705,35022,1985,10693,1372,6371,1376,2943,664,106545,3670,4524,1100,9383,1401,50057,3014,27550,2126,8153,1205,4973,1144,1905,572,17764,2994,1880,924,2667,892,8063,1465,3480,994,761,431,658,486,255,220,1825,938,45,73,376,431,354,332,698,555,216,303,136,218,0,235,4510,1193,614,525,1299,682,1790,736,479,263,181,177,0,235,147,134,3568,914,0,235,558,352,1154,478,969,433,827,593,0,235,60,92,5599,1341,0,235,205,220,1813,878,1846,626,555,343,604,457,576,295
0500000US04003,04003,"Cochise County, Arizona",49594,2498,2594,678,5684,714,20356,1551,12021,1017,4268,952,2511,728,2160,630,36922,2559,1412,531,2447,882,16876,1669,9330,993,3702,920,1851,602,1304,494,4841,1275,236,213,1065,614,1395,511,1572,814,197,138,213,188,163,204,417,276,120,158,193,206,40,61,0,291,0,291,0,291,64,92,2836,1137,379,365,987,661,913,554,281,240,120,139,128,171,28,35,1910,917,266,385,688,614,533,307,199,176,82,97,74,97,68,71,2668,731,181,180,304,255,599,290,639,397,167,156,245,285,533,352
0500000US04005,04005,"Coconino County, Arizona",58898,2731,4483,1249,6169,1188,25775,1799,13095,1131,5482,942,2180,694,1714,623,41614,2974,2878,1114,4251,1180,18278,1835,9942,1155,3831,911,1558,564,876,394,8409,1832,1021,573,1372,634,3413,1292,1935,696,457,274,23,40,188,167,519,561,0,291,0,291,471,522,0,291,48,83,0,291,0,291,3529,962,416,333,102,199,1654,613,523,282,601,422,152,176,81,151,1893,634,73,123,352,543,1300,610,168,173,0,291,0,291,0,291,2934,1032,95,127,92,158,659,375,527,344,545,402,447,380,569,442
0500000US04013,04013,"Maricopa County, Arizona",1756715,11381,80462,4153,178082,3850,882037,8797,361715,5137,133600,4155,69835,4040,50984,3199,1308649,14478,49900,3479,122590,4107,655032,10822,282357,5723,106212,4315,53056,3566,39502,2883,252381,10776,19057,2347,35718,2986,132911,7522,41501,3596,12310,2067,7552,1364,3332,907,40867,3606,3450,1046,6459,1781,19702,2575,7211,1761,2035,906,1068,570,942,529,32148,4077,3580,1037,5062,1302,15419,2984,4658,1457,1485,547,1039,407,905,393,43867,4311,3620,994,6042,1702,21473,3129,7333,1616,2706,876,1336,607,1357,564,78803,5357,855,402,2211,814,37500,3538,18655,2387,8852,1510,5784,1141,4946,1170
