GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01073,01073,"Jefferson County, Alabama",17337,*****,10448,393,1265,*****,1067,269,286,269,760,393,163,155,979,154,1342,*****,1421,*****,1894,552,551,552,570,211,0,265,0,265,150,210,6889,393,1187,*****,780,336,185,198,184,304,175,142,489,142,651,*****,579,423,1776,441,88,154,288,234,294,269,0,265,213,231
0500000US01089,01089,"Madison County, Alabama",7372,*****,4085,570,176,202,710,380,232,248,304,286,297,208,248,119,388,219,445,232,648,190,277,149,269,155,54,87,37,62,0,265,3287,570,326,341,422,327,127,176,131,198,55,77,244,167,308,176,199,155,793,251,249,211,278,137,112,136,43,72,0,265
0500000US01117,01117,"Shelby County, Alabama",5934,*****,3620,280,442,171,710,211,141,144,0,265,132,117,286,158,426,203,708,262,524,240,170,177,41,73,0,265,40,74,0,265,2314,280,455,171,197,182,0,265,69,124,0,265,330,139,257,139,298,167,338,137,163,189,183,119,0,265,0,265,24,45
0500000US02020,02020,"Anchorage Municipality, Alaska",20874,*****,10645,153,1564,*****,1399,384,590,384,216,153,535,313,1016,313,1158,*****,471,357,2033,357,973,2,401,173,207,165,82,98,0,235,10229,153,1425,*****,941,287,871,287,835,153,251,396,935,391,856,476,848,*****,1063,445,1350,445,722,137,89,108,43,75,0,235
0500000US04003,04003,"Cochise County, Arizona",40331,*****,19590,*****,2019,*****,1180,431,2644,431,1297,*****,1058,511,1492,533,1052,602,1036,*****,2273,*****,2300,2,1415,*****,968,*****,856,4,0,291,20741,*****,1932,*****,1918,625,1847,625,1240,*****,1396,811,780,551,1493,860,1146,*****,2569,*****,2538,2,1623,*****,1200,*****,953,133,106,133
0500000US04005,04005,"Coconino County, Arizona",15158,*****,6964,458,381,378,531,376,853,376,190,242,533,480,825,429,370,276,896,514,1223,494,297,221,440,229,121,104,304,232,0,291,8194,458,1610,378,689,497,935,473,345,348,778,360,354,310,301,274,293,203,1386,384,592,362,219,198,467,222,73,116,152,184
0500000US04013,04013,"Maricopa County, Arizona",1129556,*****,596591,*****,74279,*****,63375,3185,55548,3184,29858,*****,17216,*****,50708,*****,69050,*****,60883,*****,87472,*****,48533,4,24119,*****,10026,*****,4158,673,1366,674,532965,*****,70918,*****,60361,2831,53109,2831,28100,*****,15348,*****,40978,*****,52592,*****,49564,*****,73330,*****,44857,7,23821,*****,11768,*****,6059,626,2160,625
0500000US04015,04015,"Mohave County, Arizona",25821,*****,13123,*****,1353,*****,925,330,1828,330,798,*****,356,330,1002,331,1104,*****,1040,568,1875,633,1264,447,618,318,892,309,68,121,0,291,12698,*****,1263,*****,1455,507,1134,507,725,*****,178,215,838,450,1266,467,1039,*****,1869,638,1208,638,369,235,821,368,533,317,0,291
0500000US04017,04017,"Navajo County, Arizona",10510,*****,5018,518,138,240,207,242,891,525,529,312,290,174,518,275,449,346,470,409,689,366,434,284,272,200,83,89,48,76,0,291,5492,518,985,471,78,146,677,432,417,431,290,225,345,207,300,243,296,327,180,217,968,352,617,238,143,130,106,116,90,116
