GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01073,01073,"Jefferson County, Alabama",25635,*****,13657,1064,1702,*****,951,922,734,614,421,526,75,122,2438,122,2149,*****,1780,*****,1873,597,1327,597,207,341,0,273,0,273,0,273,11978,1064,1609,*****,2066,1117,643,527,348,303,214,256,1324,256,1356,*****,1737,921,1231,733,929,644,301,391,99,172,121,196,0,273
0500000US01089,01089,"Madison County, Alabama",15543,*****,9133,480,1359,380,817,254,563,254,493,154,368,262,636,307,1547,338,1152,779,1065,559,526,338,372,278,170,173,65,111,0,273,6410,480,636,380,490,173,728,173,202,154,101,159,647,505,946,495,451,373,1212,444,482,364,291,203,64,101,109,127,51,87
0500000US01095,01095,"Marshall County, Alabama",11288,*****,6175,705,1224,315,425,329,117,193,813,820,0,273,999,365,844,365,455,265,766,381,532,484,0,273,0,273,0,273,0,273,5113,705,659,315,803,544,635,484,0,273,0,273,665,470,470,425,255,342,1162,553,464,432,0,273,0,273,0,273,0,273
0500000US01097,01097,"Mobile County, Alabama",10046,*****,5617,654,499,343,195,259,617,523,0,273,47,91,786,91,551,*****,582,*****,852,223,674,223,479,360,295,268,40,69,0,273,4429,654,509,343,418,272,384,369,338,435,51,93,455,348,427,325,235,273,703,439,604,435,80,99,188,190,0,273,37,65
0500000US01117,01117,"Shelby County, Alabama",11682,*****,6416,490,704,312,749,277,428,277,165,140,306,238,706,389,728,363,728,556,1190,475,321,277,146,215,0,273,245,301,0,273,5266,490,776,312,711,305,493,277,257,227,207,232,435,364,592,414,426,322,616,256,373,326,135,191,0,273,245,301,0,273
0500000US02020,02020,"Anchorage Municipality, Alaska",22302,*****,11098,283,1319,*****,822,435,1444,435,646,283,442,490,1369,484,835,378,546,310,1639,309,1111,*****,687,196,155,180,0,246,83,127,11204,283,1354,*****,762,424,1501,424,617,283,530,240,945,240,1022,*****,382,248,1755,495,1322,497,443,228,372,296,138,119,61,81
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",5714,*****,2856,409,282,208,231,258,436,288,49,92,0,246,504,189,390,189,39,77,320,131,391,144,214,166,0,246,0,246,0,246,2858,409,431,343,371,238,400,245,0,246,0,246,436,242,269,194,223,235,313,189,150,121,265,211,0,246,0,246,0,246
0500000US04003,04003,"Cochise County, Arizona",42877,*****,20880,338,2085,*****,2114,551,1862,551,859,338,604,359,1964,359,1609,*****,1328,*****,2424,*****,2424,*****,1774,*****,1062,*****,692,113,79,113,21997,338,1958,*****,1690,613,2267,613,1584,338,853,499,1370,499,1474,*****,1341,*****,2566,*****,2586,*****,1926,*****,1287,*****,927,157,168,157
0500000US04005,04005,"Coconino County, Arizona",18324,*****,9407,567,1266,477,825,297,914,297,413,258,656,400,1320,400,360,415,516,316,1172,624,942,590,616,254,339,252,68,114,0,305,8917,568,722,477,1101,318,520,318,505,257,279,189,1546,459,597,457,554,322,1161,543,851,439,446,240,447,271,188,177,0,305
