GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01069,01069,"Houston County, Alabama",3380,*****,1978,150,147,84,431,129,140,129,171,21,149,139,80,170,126,161,134,134,253,125,203,125,78,71,40,45,26,31,0,195,1402,150,214,85,29,47,144,116,16,21,71,88,125,102,33,36,159,97,131,92,233,92,90,61,12,22,120,126,25,28
0500000US01073,01073,"Jefferson County, Alabama",24554,*****,12641,509,1665,*****,1601,415,1256,415,416,244,210,151,946,151,1205,*****,1262,*****,2194,*****,1252,*****,449,325,185,213,0,195,0,195,11913,509,1533,*****,1714,297,1056,298,642,244,188,188,886,188,941,*****,857,518,2008,566,734,374,552,378,162,267,587,462,53,92
0500000US01089,01089,"Madison County, Alabama",17212,*****,9066,199,907,*****,1291,361,576,361,420,199,246,374,639,324,871,382,654,471,1825,401,678,406,471,254,327,258,161,178,0,195,8146,199,858,*****,1219,282,602,283,385,200,120,216,716,395,553,375,725,*****,1656,241,339,241,465,336,405,344,17,28,86,106
0500000US01097,01097,"Mobile County, Alabama",11581,*****,6040,469,252,230,714,265,415,265,33,60,21,35,522,494,647,437,459,369,1468,159,128,160,773,611,562,673,36,66,10,21,5541,469,789,230,1155,313,136,133,210,262,160,163,234,230,570,261,716,482,888,488,162,148,103,151,102,188,316,313,0,195
0500000US01101,01101,"Montgomery County, Alabama",7571,*****,4284,613,782,570,769,197,145,197,240,180,0,195,342,223,304,222,397,244,581,246,299,209,249,175,20,33,156,162,0,195,3287,613,587,569,433,163,497,180,76,91,5,9,292,143,200,144,429,197,277,159,254,184,147,97,14,25,56,71,20,36
0500000US01103,01103,"Morgan County, Alabama",9656,*****,5398,822,696,444,583,551,528,314,567,553,230,188,154,133,543,195,304,411,1291,427,290,241,166,191,46,82,0,195,0,195,4258,822,479,444,351,380,266,260,574,497,237,255,259,210,295,225,119,195,850,422,238,267,208,203,297,389,0,195,85,141
0500000US01125,01125,"Tuscaloosa County, Alabama",7229,*****,3642,308,486,295,339,159,357,159,111,100,0,195,138,136,788,136,357,275,531,234,426,300,32,61,51,80,26,41,0,195,3587,308,558,294,564,209,157,181,101,118,366,289,187,172,311,248,224,224,537,242,93,103,320,190,169,166,0,195,0,195
0500000US02020,02020,"Anchorage Municipality, Alaska",26907,*****,13733,444,1514,*****,846,415,1664,415,701,444,396,333,1924,333,1513,*****,1207,597,1574,731,1085,589,988,206,198,155,34,58,89,143,13174,444,1509,*****,1389,676,974,438,736,702,321,277,1603,580,1125,575,818,469,1941,427,1245,358,1331,194,182,194,0,155,0,155
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",4983,*****,2622,237,158,119,347,131,340,162,111,90,29,58,266,285,164,232,272,255,369,239,300,147,216,155,0,155,50,85,0,155,2361,237,210,175,263,84,211,74,180,84,150,145,251,142,33,42,335,253,297,198,142,122,270,147,0,155,19,36,0,155
