"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M"
"0500000US39045","Fairfield County, Ohio","133358","126","66056","126","3839","195","4174","710","4552","710","2809","195","1541","195","4021","195","3942","195","3919","195","8345","195","9256","92","9153","195","6451","84","3186","446","868","446","67302","195","3649","195","3930","920","4252","920","2700","195","1383","195","3488","195","3658","195","3958","195","8476","195","9369","195","9624","195","7277","195","4236","466","1302","466"
"0500000US45041","Florence County, South Carolina","70974","250","34013","149","1646","127","1715","549","2367","549","1338","214","950","841","1598","841","2079","214","2011","214","4141","214","4823","214","4862","26","4093","214","1791","383","599","383","36961","112","1778","214","2196","456","1762","456","1269","214","1025","418","1580","418","2215","214","1986","112","4330","214","4974","214","5384","214","4710","214","3046","396","706","396"
"0500000US48005","Angelina County, Texas","52142","535","25194","412","1313","248","1138","565","2006","565","963","228","516","228","1330","122","1537","228","843","502","3528","502","3416","228","3589","63","2908","228","1104","381","1003","381","26948","148","1398","228","1318","333","1670","333","932","228","305","314","1577","314","1618","228","1582","228","3077","228","3383","123","3785","92","3380","228","2228","395","695","395"
"0500000US53057","Skagit County, Washington","94541","283","46374","260","2305","204","2274","464","2190","464","1457","204","798","204","2096","204","2931","204","2629","246","5382","204","5525","204","7328","80","6972","204","3153","303","1334","303","48167","106","2165","204","1710","543","2601","543","1284","204","702","204","2133","57","2725","204","2738","204","5185","204","5675","204","8171","88","7565","204","3921","503","1592","503"
"0500000US54039","Kanawha County, West Virginia","158171","201","75770","201","3862","201","5063","791","3434","791","2612","201","1447","201","4011","201","4837","201","4389","201","9538","201","9946","201","11540","201","9300","201","4131","601","1660","601","82401","201","3878","201","3781","763","4392","763","2571","201","1472","201","3925","201","4895","201","4580","201","9793","201","10448","201","12975","201","10896","201","5977","650","2818","650"
"0500000US55025","Dane County, Wisconsin","429126","618","211940","450","10817","92","9657","1145","11670","1165","6379","151","6196","67","20490","151","17894","298","15936","116","28118","123","26230","77","27182","151","20307","151","7608","717","3456","717","217186","410","10261","76","9564","1125","10742","1128","5993","243","6420","88","20767","151","15747","151","15009","66","27685","85","26729","174","29596","151","22509","151","11225","762","4939","762"
"0500000US01083","Limestone County, Alabama","73199","6","37252","621","2661","622","2350","998","2019","998","1452","201","1172","626","1506","626","2274","6","2307","201","4936","201","5465","201","5364","201","3618","201","1810","248","318","248","35947","622","998","622","1579","701","2656","701","1379","201","914","508","1577","508","2267","201","2320","201","4629","201","5442","201","5223","201","3963","201","1600","403","1400","403"
"0500000US12091","Okaloosa County, Florida","150946","642","76877","367","4508","229","3611","771","4607","758","2265","245","1579","229","5372","229","6436","229","5865","229","8828","127","9102","229","11276","229","8148","229","4573","306","707","306","74069","512","4109","229","3929","632","4110","632","2245","229","1159","229","3919","229","5505","229","5160","229","8146","512","9065","229","11460","229","8330","229","5307","500","1625","500"
"0500000US12117","Seminole County, Florida","277494","669","135103","337","6316","176","7061","1150","7225","1150","4786","229","2708","229","7736","229","9318","137","8787","116","17046","199","19964","229","20710","229","14421","229","6968","625","2057","625","142391","530","5864","229","5409","1180","8639","1180","4672","229","2433","229","7368","54","9045","83","8741","229","17841","99","20642","95","21620","358","16934","200","9104","784","4079","768"
"0500000US13153","Houston County, Georgia","86390","113","44025","288","2525","226","2801","780","2668","780","2960","288","371","367","3124","367","3110","226","2990","226","5375","226","5697","226","6073","226","3884","226","2030","259","417","259","42365","355","2258","226","1825","643","3405","643","344","288","1190","1107","1919","1108","2893","226","3039","226","5571","226","5779","226","6187","226","4336","226","2353","528","1266","528"
"0500000US17197","Will County, Illinois","435023","671","215045","281","10999","183","10544","1186","16729","1198","9543","190","5283","190","12629","30","11894","190","12098","190","27461","190","33862","163","32011","190","20083","90","9042","627","2867","627","219978","485","10593","190","11431","1414","14365","1414","9003","136","4835","190","11826","187","11288","186","11733","163","28209","190","34267","141","32655","190","22472","190","11678","978","5623","978"
"0500000US27145","Stearns County, Minnesota","136154","147","68243","147","3827","147","3250","473","4652","473","2444","147","2636","147","6960","147","4207","147","4000","147","7945","147","8180","147","9287","147","6282","147","2724","501","1849","501","67911","147","3715","147","3978","513","3746","513","2367","147","2766","147","6681","147","3797","147","3696","147","7638","147","8001","147","9119","147","6650","147","4108","465","1649","465"
"0500000US36101","Steuben County, New York","89611","104","44367","104","2411","201","3247","401","2080","401","1797","201","994","201","2405","104","2632","201","2523","201","5077","201","5998","201","6868","201","5035","201","2616","267","684","267","45244","201","2206","201","2457","509","2779","509","1622","201","902","201","2343","201","2608","201","2481","201","5013","201","6078","201","6879","201","5420","201","2980","331","1476","331"
"0500000US38017","Cass County, North Dakota","152958","55","76829","55","4848","161","4874","874","3918","874","2211","161","2564","161","8309","161","7033","55","6049","161","10399","161","8559","161","8566","161","5970","161","1971","508","1558","508","76129","161","4611","161","5118","792","3294","792","2323","161","2347","161","8348","161","6265","161","5389","161","9587","161","8007","161","9153","161","6227","161","3812","556","1648","556"
"0500000US38101","Ward County, North Dakota","55869","39","29100","405","1949","161","1454","505","1989","505","933","402","843","161","2852","161","2918","161","2380","24","3608","161","2976","161","3373","161","2230","161","753","402","842","402","26769","400","1805","161","1712","479","1553","479","857","402","614","161","1969","161","2340","161","1909","161","3226","161","2848","16","3430","161","2201","161","1723","351","582","351"
"0500000US41051","Multnomah County, Oregon","559625","2015","276731","813","13083","96","11183","1317","12334","1286","6508","96","4387","119","12707","326","24102","118","27356","63","48871","208","39850","127","35888","207","27045","207","10398","688","3019","688","282894","1282","12202","92","11802","1006","10301","932","6202","209","4330","115","13698","196","25298","207","26813","469","46993","92","37501","103","37172","207","30490","207","12913","1073","7179","1073"
"0500000US48485","Wichita County, Texas","85349","326","43442","182","2347","228","1930","503","2663","483","1274","228","2174","228","4181","228","3426","228","3009","228","4837","228","4816","228","5935","228","3961","50","2236","274","653","274","41907","154","2186","228","1753","447","2468","441","1326","228","1160","228","2634","228","2930","228","2759","228","4662","52","4816","228","6239","228","4462","228","2998","415","1514","415"
"0500000US51015","Augusta County, Virginia","68284","103","34033","206","1518","206","887","404","2774","404","1247","206","673","390","1851","390","2030","206","1887","206","3905","206","4764","206","5352","206","4210","206","2010","478","925","478","34251","103","1503","206","1621","544","1891","544","1167","206","845","450","1424","450","1861","206","1768","206","3763","206","4859","206","5460","103","4489","206","2867","371","733","371"
"0500000US51550","Chesapeake city, Virginia","137621","344","68312","311","4026","206","3608","881","5092","881","2711","121","1516","161","3891","206","4624","206","4848","206","9080","155","9425","206","10015","206","6089","206","2689","459","698","459","69309","109","3784","206","4303","725","4060","725","2640","206","1278","206","3525","95","4325","206","4707","206","9154","206","9467","206","10428","206","6785","49","3750","479","1103","479"
"0500000US51770","Roanoke city, Virginia","57831","327","27174","301","1768","206","1085","503","1510","503","336","301","237","199","1467","199","2194","206","2153","206","3690","206","3713","206","4236","206","2929","206","905","248","951","248","30657","459","1674","206","1626","311","803","279","969","301","413","248","1419","248","2493","206","1988","298","3614","206","3778","206","4656","206","3853","206","1900","461","1471","461"
"0500000US54011","Cabell County, West Virginia","83698","408","40674","341","2302","201","1961","514","2604","514","1422","201","1262","50","3705","292","2728","201","2466","201","4989","201","5002","201","5090","201","4312","42","2477","269","354","269","43024","78","2017","201","1923","708","2255","708","1280","201","1393","201","4201","201","2625","201","2303","201","4898","58","5059","201","5681","201","5098","46","2967","501","1324","501"
"0500000US04013","Maricopa County, Arizona","2415129","2065","1188705","1280","55559","227","56165","2775","64734","2796","38685","280","25374","211","64148","216","80573","299","78031","196","146318","804","162808","132","170570","535","141462","199","78644","2153","25634","2153","1226424","1202","52308","216","56241","2692","58958","2652","36681","140","23430","211","59873","359","77989","76","74163","170","144709","355","162361","723","184435","251","163144","115","90654","2655","41478","2659"
"0500000US05069","Jefferson County, Arkansas","26298","201","13322","430","497","385","545","340","661","340","518","199","201","202","582","434","988","475","573","277","1850","277","1915","201","2100","201","1741","201","580","318","571","318","12976","430","653","385","512","372","701","372","293","199","392","287","622","270","520","389","656","289","1356","289","1644","201","2070","201","1837","201","1000","270","720","270"
"0500000US08014","Broomfield County, Colorado","52849","314","26423","204","1267","204","1847","443","1539","443","1111","204","256","248","1569","248","2135","204","1977","204","3870","204","3827","204","3389","204","2322","204","988","152","326","152","26426","314","1069","310","1498","414","1641","417","998","204","557","278","1188","278","1899","204","1717","204","3743","204","3744","204","3510","204","2819","204","1608","276","435","276"
"0500000US30031","Gallatin County, Montana","102030","72","52943","172","2824","172","3012","600","2603","600","1531","172","1927","172","6711","172","4798","172","4013","172","7406","172","5626","172","5852","172","4363","172","1908","218","369","218","49087","72","2777","172","2440","567","3039","569","1496","172","1679","172","5407","172","4007","172","3543","172","6506","172","5158","172","5976","172","4426","172","2040","304","593","301"
"0500000US42019","Butler County, Pennsylvania","177415","273","87565","198","4560","177","4851","658","4920","671","3111","73","2426","177","5050","177","5026","177","5170","70","10345","177","12670","177","13956","177","9404","34","3971","514","2105","516","89850","88","4293","177","3469","703","5860","705","3010","177","2545","177","4838","177","4621","177","4999","177","10214","177","12768","177","14174","177","10139","177","5437","642","3483","642"
"0500000US42079","Luzerne County, Pennsylvania","255323","120","124528","177","5064","177","4684","829","7100","829","4099","177","2950","177","6911","177","7873","177","7469","177","14028","177","18463","177","19983","177","15502","177","8504","561","1898","561","130795","120","4893","177","4431","989","6896","989","3827","107","2738","177","6593","177","7209","177","6961","177","13773","54","18131","177","20871","177","17348","177","10547","914","6577","914"
"0500000US45055","Kershaw County, South Carolina","45062","88","22143","687","1522","675","2061","480","831","480","871","214","976","498","1258","515","606","460","1198","214","2594","214","2931","88","3207","214","2628","214","951","274","509","274","22919","675","876","675","969","440","1679","440","866","214","422","214","1077","214","1285","214","1333","214","2736","214","3220","214","3508","214","2826","214","1408","346","714","346"
"0500000US51107","Loudoun County, Virginia","224276","585","111532","314","7025","113","8122","987","9020","979","5401","206","2611","206","5816","206","5277","206","6700","206","16489","206","18911","87","14332","96","7204","206","3045","393","1579","393","112744","348","6928","206","7010","1119","9206","1149","5332","78","2475","206","5644","206","5164","206","7309","69","16729","153","18750","82","13755","206","7980","206","4659","595","1803","595"
"0500000US72135","Toa Alta Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US08001","Adams County, Colorado","253015","514","126282","372","7373","204","7167","974","7093","974","4045","67","2108","204","6038","89","9881","288","11190","204","19213","113","17552","204","17700","141","11111","204","4000","571","1811","571","126733","260","6889","84","6516","898","7054","898","3928","204","1817","204","5976","204","9460","204","10462","190","18200","204","17090","204","18437","204","12367","204","6478","652","2059","633"
"0500000US22057","Lafourche Parish, Louisiana","75238","158","36770","158","2113","217","2262","489","2127","470","1359","217","808","217","2042","217","2676","217","2476","217","4614","217","5003","217","5451","217","3481","217","2003","345","355","345","38468","217","2000","217","2551","652","1824","652","1275","217","980","387","1844","387","2816","217","2449","217","4632","217","5222","217","5528","217","3955","217","2621","319","771","319"
"0500000US36083","Rensselaer County, New York","131779","181","65063","201","3031","201","3049","615","3378","615","2060","201","2209","201","4489","201","4588","201","4373","201","7571","201","8879","201","10128","201","7172","201","3170","348","966","348","66716","181","2815","112","2526","579","3501","579","2016","201","1583","201","3790","201","4325","201","4376","201","7584","201","9340","132","10820","63","7827","201","3484","670","2729","670"
"0500000US37057","Davidson County, North Carolina","132699","166","64861","166","3163","210","3166","605","4392","605","2542","210","1346","210","3313","210","3876","210","3435","210","7298","210","10099","210","10058","166","7414","210","3730","507","1029","507","67838","210","3106","210","4015","685","2854","685","2482","210","1276","210","3289","210","3836","210","3564","210","7817","210","10264","210","10372","210","8402","210","4954","494","1607","494"
"0500000US39089","Licking County, Ohio","157117","874","76880","609","4658","195","4834","719","5283","721","3183","140","2053","195","4599","121","4421","195","4483","195","9397","195","10674","195","10991","448","7672","195","3249","500","1383","500","80237","290","4242","129","4983","914","4538","914","2846","142","1934","195","4617","195","4513","195","4835","195","9595","195","10948","127","11843","195","8659","195","4597","649","2087","649"
"0500000US41029","Jackson County, Oregon","176438","186","85385","207","4155","207","4904","883","4024","883","2731","207","1666","207","4104","207","5267","207","5024","207","9909","207","10252","207","12760","207","12512","207","5425","626","2652","626","91053","186","3933","207","4324","955","4346","955","2552","207","1611","207","4198","207","5377","207","5230","207","10195","106","10438","135","14485","207","13901","70","7248","922","3215","922"
"0500000US45007","Anderson County, South Carolina","154143","683","74535","307","4204","214","4040","989","5007","982","2932","214","1810","214","4183","214","4577","214","4288","214","8807","214","10207","243","10609","214","8464","214","4232","415","1175","415","79608","399","3779","306","3867","799","5037","786","2913","214","1735","214","4256","214","4910","214","4582","214","9278","214","10546","205","11456","214","9606","214","5882","507","1761","507"
"0500000US48135","Ector County, Texas","50801","921","25299","476","1763","228","2225","613","1008","613","718","356","989","673","1077","673","1834","323","2049","228","3246","228","2874","228","3698","228","2369","228","965","244","484","244","25502","707","1517","197","1422","623","1463","625","991","356","462","275","1400","275","1759","169","1868","228","2983","228","2943","228","3640","194","2592","228","1845","285","617","285"
"0500000US48423","Smith County, Texas","136016","789","65346","415","3778","228","3960","885","3581","885","2374","228","1345","656","3906","656","3992","415","4123","228","7569","228","7989","228","9262","228","7655","228","5076","358","736","358","70670","387","3574","228","3640","913","3554","913","2266","228","1508","228","3560","387","4559","228","4388","228","7990","228","8521","228","10340","228","8846","228","6450","536","1474","536"
"0500000US48469","Victoria County, Texas","40678","180","19460","293","1077","228","659","352","1551","352","331","293","586","367","907","367","1364","228","1239","228","2313","228","2315","228","3024","228","2298","228","1533","223","263","223","21218","338","1027","228","787","589","1451","595","822","581","589","308","818","308","1225","180","1240","228","2286","228","2506","228","3303","228","2674","228","1602","441","888","441"
"0500000US55127","Walworth County, Wisconsin","88495","6","43811","6","1915","151","2018","435","2664","435","1618","151","1539","151","3958","6","2403","151","2214","151","4647","151","5641","151","6987","151","5104","151","2319","341","784","341","44684","151","1792","151","1647","545","2818","545","1534","151","1395","151","4054","151","2063","151","2132","151","4723","151","5873","151","7240","151","5317","151","2475","342","1621","342"
"0500000US04001","Apache County, Arizona","12998","34","6715","321","283","179","434","301","343","241","245","273","418","263","198","229","78","136","256","232","1146","155","249","155","1177","211","1155","211","569","137","164","137","6283","320","229","182","408","242","345","246","111","100","274","318","42","83","96","121","252","208","870","379","630","468","1226","34","1168","356","632","356","0","211"
"0500000US04015","Mohave County, Arizona","161051","137","80843","72","2920","211","2956","1064","3594","1064","2112","211","1159","211","3079","211","3866","211","3400","211","6658","211","8550","72","13859","211","16021","211","9474","982","3195","982","80208","118","2779","211","3315","736","3036","736","1959","211","1044","211","2684","211","3443","211","3421","211","6400","211","8823","118","15045","211","15827","211","9984","800","2448","800"
"0500000US04019","Pima County, Arizona","532748","800","262091","466","9738","178","8507","1061","12382","1063","6382","211","6242","211","19368","211","15901","211","14002","80","27201","157","29881","149","39845","126","41029","68","25475","1038","6138","1038","270657","554","9568","211","10373","1169","9563","1183","6253","211","6378","211","17856","211","14190","435","12481","211","25542","139","29553","203","44131","53","46214","105","28402","1460","10153","1474"
"0500000US06095","Solano County, California","166525","1445","83307","1024","3946","211","3700","818","3449","871","2065","248","1426","211","4705","211","5916","211","5857","211","9848","324","11279","211","14010","179","10894","103","4781","540","1431","499","83218","451","3640","211","3314","954","3659","962","2138","211","1091","211","3829","211","5169","211","5490","211","9205","390","11149","211","14695","67","11470","226","4807","565","3562","565"
"0500000US12095","Orange County, Florida","542145","2918","270235","1541","13113","448","11903","1372","13586","1442","7455","422","10500","1421","14745","1396","23685","564","21815","168","36292","727","39409","355","38637","205","24535","161","10247","955","4313","937","271910","1866","12755","100","11677","1670","12358","1639","7801","229","7499","20","19384","475","22560","1301","20755","411","34536","206","37112","103","37855","191","26960","187","13089","1380","7569","1375"
"0500000US13077","Coweta County, Georgia","103201","126","50621","226","2836","226","3652","602","2999","602","2226","226","1156","226","2800","226","3009","226","2983","226","6395","226","8057","226","7073","226","4725","226","2155","366","555","366","52580","126","2771","226","2319","733","4190","733","2155","226","866","647","3008","647","3037","226","3155","226","6738","126","8208","226","7235","226","5344","226","2754","374","800","374"
"0500000US27013","Blue Earth County, Minnesota","58993","147","29400","147","1549","147","1402","356","1740","356","885","147","1397","147","4453","147","2253","147","1913","147","3406","147","2940","147","3408","147","2426","147","1221","194","407","194","29593","147","1413","147","1553","246","1325","246","822","147","1678","147","4633","147","1853","147","1754","147","3179","147","2861","147","3502","147","2555","147","1283","249","1182","249"
"0500000US28047","Harrison County, Mississippi","131276","218","65068","218","3660","218","4441","935","3219","935","2252","218","1953","218","4384","218","4610","218","4221","218","7649","218","8174","218","9439","218","6799","218","3435","405","832","405","66208","218","3487","218","3868","1047","3346","1047","2184","218","1278","218","3615","218","4459","218","4306","218","7715","218","8701","218","9968","218","7612","218","4311","501","1358","501"
"0500000US28049","Hinds County, Mississippi","57336","77","27452","77","1364","218","1647","390","1049","390","846","218","1115","583","1294","583","1852","77","1654","218","3049","218","3335","218","4281","218","3527","218","1671","303","768","303","29884","218","1269","218","1291","424","1231","424","814","218","1166","709","1661","709","1885","218","1634","218","2935","218","3337","218","4616","218","4010","218","2943","422","1092","422"
"0500000US29099","Jefferson County, Missouri","211344","138","104831","35","6069","190","5984","1410","7993","1410","4280","190","2278","190","5662","190","6720","190","6807","190","13992","190","14396","190","15840","190","9584","35","4270","335","956","335","106513","124","5915","190","6429","1094","6677","1094","4070","190","2091","190","5349","190","6562","117","6826","190","13849","190","14700","190","16201","190","10726","42","5060","615","2058","615"
"0500000US36013","Chautauqua County, New York","111243","304","54527","201","2666","201","2300","500","3436","500","1930","201","1636","201","3395","201","3302","201","3006","201","5754","201","7061","201","8970","201","6598","201","3153","425","1320","425","56716","304","2722","201","2710","445","2787","445","1846","201","1814","201","3080","201","3075","24","2970","201","5882","24","7022","300","9237","201","6994","201","4154","567","2423","567"
"0500000US37067","Forsyth County, North Carolina","212093","2006","101399","647","4856","150","5107","660","5311","664","3511","210","2646","210","5950","210","6755","210","6501","210","11662","281","14094","468","15558","70","11584","91","5777","433","2087","433","110694","1448","4561","77","4532","673","5491","673","3399","89","2818","210","5316","972","7050","210","6757","262","12410","210","14977","456","17502","210","13921","60","7959","775","4001","775"
"0500000US39025","Clermont County, Ohio","191327","377","94080","244","5240","213","5925","839","6447","843","4132","195","2145","195","5273","195","6049","195","5794","195","11710","71","12920","195","13864","195","9313","195","4344","511","924","484","97247","239","4968","221","6862","914","4984","899","3762","195","1851","195","5226","195","5946","195","5741","195","11935","195","13247","195","14906","195","10327","195","5315","536","2177","536"
"0500000US39041","Delaware County, Ohio","172904","192","85326","177","5059","195","5216","994","7723","994","4211","195","2290","195","4602","195","3363","195","4239","177","12263","195","13387","195","11093","195","7648","195","2947","433","1285","433","87578","71","4848","195","6050","798","6154","794","4061","195","2093","195","4354","195","3422","195","4804","195","12661","195","13508","195","11489","195","8390","195","4124","618","1620","618"
"0500000US39103","Medina County, Ohio","167786","250","82939","259","4516","195","4586","732","5828","732","3688","195","1936","195","4412","195","4384","195","4551","195","10229","97","12223","195","12372","195","8850","195","4237","434","1127","434","84847","149","4121","92","4433","855","5631","855","3421","195","1701","195","4258","195","4214","195","4603","195","10387","195","12503","195","12780","195","9671","195","5413","548","1711","523"
"0500000US47011","Bradley County, Tennessee","89753","1763","43228","896","2234","100","2572","611","2486","575","1796","211","1154","136","2581","447","2999","211","2624","211","5416","211","5980","433","5961","211","4467","211","2298","387","660","387","46525","889","2252","114","1378","632","3449","680","1578","113","997","509","3087","588","3085","211","2690","211","5692","211","6102","555","6557","211","5348","211","2907","591","1403","591"
"0500000US48021","Bastrop County, Texas","45213","228","22852","537","1558","373","1061","500","1148","500","648","399","501","379","937","379","1170","228","1235","228","2643","228","3122","228","4048","228","3225","228","1374","177","182","177","22361","537","623","373","732","486","1317","486","779","399","292","357","754","435","1351","479","1051","615","2736","615","3135","228","4235","228","3315","228","1627","238","414","238"
"0500000US48355","Nueces County, Texas","104774","338","52685","134","2740","228","2852","609","2509","609","1591","228","1875","762","2043","762","3811","228","3596","228","6282","228","6419","228","8509","228","6381","134","2960","529","1117","529","52089","246","2474","228","2393","705","2379","705","1528","228","2129","548","1756","548","3430","228","3364","228","6022","228","6209","172","8551","228","6358","109","3335","629","2161","625"
"0500000US01055","Etowah County, Alabama","79629","201","38640","201","2098","201","2443","444","2002","444","1451","201","843","201","2170","201","2476","201","2112","201","4552","201","5509","201","5527","201","4630","201","2285","341","542","341","40989","201","1871","201","2295","521","1861","521","1453","201","750","201","2108","201","2464","201","2161","201","4942","201","5602","201","5955","201","5344","201","2961","477","1222","477"
"0500000US08031","Denver County, Colorado","388778","901","196015","428","9331","204","7437","941","5265","948","2796","204","2421","204","8878","71","26759","204","27704","204","35340","204","24474","100","21041","186","15951","134","6725","580","1893","566","192763","680","8783","204","7067","865","5135","841","2593","119","2530","159","9660","204","26805","204","25274","136","31189","204","21133","180","21208","433","18274","154","8985","799","4127","802"
"0500000US12109","St. Johns County, Florida","209047","336","101644","238","4891","229","6131","1139","6395","1139","4130","229","2380","229","4541","156","4448","229","4984","229","12342","229","14616","229","14938","78","13555","44","6293","717","2000","717","107403","120","4732","229","5643","1181","6603","1181","3853","229","2313","229","4456","229","4510","229","5442","229","13172","229","15053","229","16767","114","14811","38","7975","760","2073","760"
"0500000US16083","Twin Falls County, Idaho","67648","204","33142","204","2242","204","2416","469","2597","469","1383","204","469","382","2063","382","2129","204","2229","204","4239","204","3698","204","4177","204","3244","204","1907","200","349","200","34506","204","2150","204","1918","685","2992","685","1303","204","1318","671","1114","671","2429","204","2267","204","4242","204","3661","204","4426","204","3604","204","2224","334","858","334"
"0500000US21037","Campbell County, Kentucky","85903","197","42068","197","2392","197","3095","547","1647","547","1540","197","1127","197","2861","197","3365","197","2975","197","5186","197","5507","197","6180","197","3920","197","1547","380","726","380","43835","197","2357","197","2295","357","2233","357","1460","197","1266","197","2764","197","3248","197","2962","197","5278","197","5519","197","6552","197","4388","197","2410","400","1103","400"
"0500000US29043","Christian County, Missouri","80923","53","39628","31","2564","190","3850","577","2062","577","1702","190","878","190","1955","31","2468","190","2568","190","5371","190","5164","190","5002","190","3756","190","1383","395","905","395","41295","23","2347","190","2549","583","3052","583","1673","190","809","190","2031","190","2511","190","2831","190","5523","190","5223","190","5532","190","4200","23","2028","525","986","525"
"0500000US30049","Lewis and Clark County, Montana","62525","194","30919","172","1710","172","1360","423","2321","423","1132","172","556","300","1859","300","1813","172","1956","172","3875","172","3744","172","4712","172","3861","172","1454","324","566","324","31606","194","1678","172","1420","445","2068","445","1061","172","552","286","1773","286","1794","172","2008","172","3657","194","3958","172","5119","172","3864","172","1407","479","1247","479"
"0500000US35025","Lea County, New Mexico","24273","151","12207","467","691","286","650","219","846","219","461","388","530","313","266","208","824","337","827","201","1970","439","1037","439","1908","201","1297","201","526","238","374","238","12066","456","537","286","213","375","1343","431","247","243","0","201","1211","309","264","309","1015","452","1611","495","946","406","1888","201","1460","201","1011","279","320","279"
"0500000US45091","York County, South Carolina","191552","698","92876","676","5170","137","6724","809","5402","800","3738","138","2148","214","4884","214","5140","80","5515","214","12663","214","13849","459","13216","214","9191","214","4813","266","423","266","98676","145","4976","214","7117","953","4798","953","3671","145","2263","214","4912","214","5695","214","5922","214","13260","214","14577","214","13792","214","10418","214","5471","584","1804","584"
"0500000US51740","Portsmouth city, Virginia","35271","67","17834","191","1087","206","945","264","639","264","490","191","321","186","1256","186","1690","206","1500","206","2301","206","2105","206","2432","206","1900","206","1036","129","132","129","17437","203","1056","206","856","261","639","261","312","191","219","162","944","171","1398","206","1381","206","2029","206","1995","206","2652","206","2198","206","1061","276","697","276"
"0500000US01101","Montgomery County, Alabama","75153","201","36655","201","1761","201","1665","436","1743","436","1087","201","818","201","2234","201","2344","201","2345","201","4277","201","4834","201","5624","201","4636","201","2490","302","797","302","38498","201","1677","201","1741","625","1492","625","1031","201","716","201","2049","201","2072","201","2080","201","4068","201","4800","201","6162","201","5622","201","3889","406","1099","406"
"0500000US06077","San Joaquin County, California","233360","264","114979","175","5608","211","5478","918","6275","928","3859","211","2252","211","5913","211","7620","211","7017","211","13657","211","15583","67","18776","211","13907","211","6961","528","2073","528","118381","171","5355","211","5957","934","5215","934","3441","211","2054","211","5407","211","6743","211","6760","211","13427","211","15829","211","19522","171","15474","211","8571","801","4626","801"
"0500000US18097","Marion County, Indiana","519270","2084","252228","868","14535","653","12901","1553","13093","1577","7774","198","4952","198","15659","180","23508","174","20604","225","32077","268","32428","198","36864","198","23841","111","10434","802","3558","810","267042","1533","13485","450","11491","1472","12506","1419","7237","183","5174","63","16845","198","23890","372","20966","287","32782","198","32834","217","39637","431","27707","198","15888","1201","6600","1201"
"0500000US22063","Livingston Parish, Louisiana","121992","217","60107","217","4006","217","4275","1096","4199","1096","2644","217","1401","217","3394","217","4365","217","4085","217","8313","217","8246","217","7428","217","4997","217","2447","259","307","259","61885","217","3837","217","3359","1007","4811","1007","2525","217","1313","735","3231","735","4457","217","4333","217","8560","217","8289","217","7746","217","5762","217","2391","586","1271","586"
"0500000US26037","Clinton County, Michigan","71102","31","35136","31","1982","172","1594","476","2723","476","1429","172","745","172","2050","31","2169","172","2036","172","4350","172","4817","172","5261","172","3677","172","1919","210","384","210","35966","172","1848","172","1930","380","2317","380","1339","172","677","172","1911","172","2129","172","2053","172","4330","172","5188","172","5336","172","3935","172","2342","335","631","335"
"0500000US28059","Jackson County, Mississippi","96030","515","47101","515","2462","154","2421","1010","3417","1010","1481","497","1019","218","2559","218","3039","218","2925","218","5807","218","6618","218","6952","218","5103","218","3162","173","136","173","48929","218","2321","218","2235","672","3417","672","1858","218","1253","572","2003","572","3208","218","2992","218","5934","218","6698","218","7256","218","5480","218","3708","338","566","338"
"0500000US36019","Clinton County, New York","72326","174","36097","65","1814","201","1899","371","1826","382","1171","201","1244","201","3094","201","2273","201","2293","201","4239","201","4718","201","5445","201","3709","201","1504","376","868","376","36229","123","1745","201","1552","415","1975","417","1060","201","1356","381","2958","381","2052","201","1988","201","3979","201","4841","201","5543","201","3939","201","2656","331","585","331"
"0500000US36061","New York County, New York","762501","1174","368556","605","15491","201","10008","1618","10610","1635","5126","201","5529","201","20301","268","45231","238","45228","290","55279","342","48541","218","45571","201","34981","201","17257","1452","9403","1452","393945","938","14807","114","10573","1799","10194","1799","5126","126","8248","201","26826","90","52067","371","46953","68","51999","304","43345","76","44028","201","43232","738","23888","2067","12659","2067"
