"GEO_ID","NAME","B15001_001E","B15001_001M","B15001_002E","B15001_002M","B15001_003E","B15001_003M","B15001_004E","B15001_004M","B15001_005E","B15001_005M","B15001_006E","B15001_006M","B15001_007E","B15001_007M","B15001_008E","B15001_008M","B15001_009E","B15001_009M","B15001_010E","B15001_010M","B15001_011E","B15001_011M","B15001_012E","B15001_012M","B15001_013E","B15001_013M","B15001_014E","B15001_014M","B15001_015E","B15001_015M","B15001_016E","B15001_016M","B15001_017E","B15001_017M","B15001_018E","B15001_018M","B15001_019E","B15001_019M","B15001_020E","B15001_020M","B15001_021E","B15001_021M","B15001_022E","B15001_022M","B15001_023E","B15001_023M","B15001_024E","B15001_024M","B15001_025E","B15001_025M","B15001_026E","B15001_026M","B15001_027E","B15001_027M","B15001_028E","B15001_028M","B15001_029E","B15001_029M","B15001_030E","B15001_030M","B15001_031E","B15001_031M","B15001_032E","B15001_032M","B15001_033E","B15001_033M","B15001_034E","B15001_034M","B15001_035E","B15001_035M","B15001_036E","B15001_036M","B15001_037E","B15001_037M","B15001_038E","B15001_038M","B15001_039E","B15001_039M","B15001_040E","B15001_040M","B15001_041E","B15001_041M","B15001_042E","B15001_042M","B15001_043E","B15001_043M","B15001_044E","B15001_044M","B15001_045E","B15001_045M","B15001_046E","B15001_046M","B15001_047E","B15001_047M","B15001_048E","B15001_048M","B15001_049E","B15001_049M","B15001_050E","B15001_050M","B15001_051E","B15001_051M","B15001_052E","B15001_052M","B15001_053E","B15001_053M","B15001_054E","B15001_054M","B15001_055E","B15001_055M","B15001_056E","B15001_056M","B15001_057E","B15001_057M","B15001_058E","B15001_058M","B15001_059E","B15001_059M","B15001_060E","B15001_060M","B15001_061E","B15001_061M","B15001_062E","B15001_062M","B15001_063E","B15001_063M","B15001_064E","B15001_064M","B15001_065E","B15001_065M","B15001_066E","B15001_066M","B15001_067E","B15001_067M","B15001_068E","B15001_068M","B15001_069E","B15001_069M","B15001_070E","B15001_070M","B15001_071E","B15001_071M","B15001_072E","B15001_072M","B15001_073E","B15001_073M","B15001_074E","B15001_074M","B15001_075E","B15001_075M","B15001_076E","B15001_076M","B15001_077E","B15001_077M","B15001_078E","B15001_078M","B15001_079E","B15001_079M","B15001_080E","B15001_080M","B15001_081E","B15001_081M","B15001_082E","B15001_082M","B15001_083E","B15001_083M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!18 to 24 years","Margin of Error!!Total!!Male!!18 to 24 years","Estimate!!Total!!Male!!18 to 24 years!!Less than 9th grade","Margin of Error!!Total!!Male!!18 to 24 years!!Less than 9th grade","Estimate!!Total!!Male!!18 to 24 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!18 to 24 years!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!18 to 24 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Male!!18 to 24 years!!High school graduate (includes equivalency)","Estimate!!Total!!Male!!18 to 24 years!!Some college, no degree","Margin of Error!!Total!!Male!!18 to 24 years!!Some college, no degree","Estimate!!Total!!Male!!18 to 24 years!!Associate's degree","Margin of Error!!Total!!Male!!18 to 24 years!!Associate's degree","Estimate!!Total!!Male!!18 to 24 years!!Bachelor's degree","Margin of Error!!Total!!Male!!18 to 24 years!!Bachelor's degree","Estimate!!Total!!Male!!18 to 24 years!!Graduate or professional degree","Margin of Error!!Total!!Male!!18 to 24 years!!Graduate or professional degree","Estimate!!Total!!Male!!25 to 34 years","Margin of Error!!Total!!Male!!25 to 34 years","Estimate!!Total!!Male!!25 to 34 years!!Less than 9th grade","Margin of Error!!Total!!Male!!25 to 34 years!!Less than 9th grade","Estimate!!Total!!Male!!25 to 34 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!25 to 34 years!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!25 to 34 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Male!!25 to 34 years!!High school graduate (includes equivalency)","Estimate!!Total!!Male!!25 to 34 years!!Some college, no degree","Margin of Error!!Total!!Male!!25 to 34 years!!Some college, no degree","Estimate!!Total!!Male!!25 to 34 years!!Associate's degree","Margin of Error!!Total!!Male!!25 to 34 years!!Associate's degree","Estimate!!Total!!Male!!25 to 34 years!!Bachelor's degree","Margin of Error!!Total!!Male!!25 to 34 years!!Bachelor's degree","Estimate!!Total!!Male!!25 to 34 years!!Graduate or professional degree","Margin of Error!!Total!!Male!!25 to 34 years!!Graduate or professional degree","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!35 to 44 years!!Less than 9th grade","Margin of Error!!Total!!Male!!35 to 44 years!!Less than 9th grade","Estimate!!Total!!Male!!35 to 44 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!35 to 44 years!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!35 to 44 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Male!!35 to 44 years!!High school graduate (includes equivalency)","Estimate!!Total!!Male!!35 to 44 years!!Some college, no degree","Margin of Error!!Total!!Male!!35 to 44 years!!Some college, no degree","Estimate!!Total!!Male!!35 to 44 years!!Associate's degree","Margin of Error!!Total!!Male!!35 to 44 years!!Associate's degree","Estimate!!Total!!Male!!35 to 44 years!!Bachelor's degree","Margin of Error!!Total!!Male!!35 to 44 years!!Bachelor's degree","Estimate!!Total!!Male!!35 to 44 years!!Graduate or professional degree","Margin of Error!!Total!!Male!!35 to 44 years!!Graduate or professional degree","Estimate!!Total!!Male!!45 to 64 years","Margin of Error!!Total!!Male!!45 to 64 years","Estimate!!Total!!Male!!45 to 64 years!!Less than 9th grade","Margin of Error!!Total!!Male!!45 to 64 years!!Less than 9th grade","Estimate!!Total!!Male!!45 to 64 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!45 to 64 years!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!45 to 64 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Male!!45 to 64 years!!High school graduate (includes equivalency)","Estimate!!Total!!Male!!45 to 64 years!!Some college, no degree","Margin of Error!!Total!!Male!!45 to 64 years!!Some college, no degree","Estimate!!Total!!Male!!45 to 64 years!!Associate's degree","Margin of Error!!Total!!Male!!45 to 64 years!!Associate's degree","Estimate!!Total!!Male!!45 to 64 years!!Bachelor's degree","Margin of Error!!Total!!Male!!45 to 64 years!!Bachelor's degree","Estimate!!Total!!Male!!45 to 64 years!!Graduate or professional degree","Margin of Error!!Total!!Male!!45 to 64 years!!Graduate or professional degree","Estimate!!Total!!Male!!65 years and over","Margin of Error!!Total!!Male!!65 years and over","Estimate!!Total!!Male!!65 years and over!!Less than 9th grade","Margin of Error!!Total!!Male!!65 years and over!!Less than 9th grade","Estimate!!Total!!Male!!65 years and over!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!65 years and over!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!65 years and over!!High school graduate (includes equivalency)","Margin of Error!!Total!!Male!!65 years and over!!High school graduate (includes equivalency)","Estimate!!Total!!Male!!65 years and over!!Some college, no degree","Margin of Error!!Total!!Male!!65 years and over!!Some college, no degree","Estimate!!Total!!Male!!65 years and over!!Associate's degree","Margin of Error!!Total!!Male!!65 years and over!!Associate's degree","Estimate!!Total!!Male!!65 years and over!!Bachelor's degree","Margin of Error!!Total!!Male!!65 years and over!!Bachelor's degree","Estimate!!Total!!Male!!65 years and over!!Graduate or professional degree","Margin of Error!!Total!!Male!!65 years and over!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!18 to 24 years","Margin of Error!!Total!!Female!!18 to 24 years","Estimate!!Total!!Female!!18 to 24 years!!Less than 9th grade","Margin of Error!!Total!!Female!!18 to 24 years!!Less than 9th grade","Estimate!!Total!!Female!!18 to 24 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!18 to 24 years!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!18 to 24 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Female!!18 to 24 years!!High school graduate (includes equivalency)","Estimate!!Total!!Female!!18 to 24 years!!Some college, no degree","Margin of Error!!Total!!Female!!18 to 24 years!!Some college, no degree","Estimate!!Total!!Female!!18 to 24 years!!Associate's degree","Margin of Error!!Total!!Female!!18 to 24 years!!Associate's degree","Estimate!!Total!!Female!!18 to 24 years!!Bachelor's degree","Margin of Error!!Total!!Female!!18 to 24 years!!Bachelor's degree","Estimate!!Total!!Female!!18 to 24 years!!Graduate or professional degree","Margin of Error!!Total!!Female!!18 to 24 years!!Graduate or professional degree","Estimate!!Total!!Female!!25 to 34 years","Margin of Error!!Total!!Female!!25 to 34 years","Estimate!!Total!!Female!!25 to 34 years!!Less than 9th grade","Margin of Error!!Total!!Female!!25 to 34 years!!Less than 9th grade","Estimate!!Total!!Female!!25 to 34 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!25 to 34 years!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!25 to 34 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Female!!25 to 34 years!!High school graduate (includes equivalency)","Estimate!!Total!!Female!!25 to 34 years!!Some college, no degree","Margin of Error!!Total!!Female!!25 to 34 years!!Some college, no degree","Estimate!!Total!!Female!!25 to 34 years!!Associate's degree","Margin of Error!!Total!!Female!!25 to 34 years!!Associate's degree","Estimate!!Total!!Female!!25 to 34 years!!Bachelor's degree","Margin of Error!!Total!!Female!!25 to 34 years!!Bachelor's degree","Estimate!!Total!!Female!!25 to 34 years!!Graduate or professional degree","Margin of Error!!Total!!Female!!25 to 34 years!!Graduate or professional degree","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!35 to 44 years!!Less than 9th grade","Margin of Error!!Total!!Female!!35 to 44 years!!Less than 9th grade","Estimate!!Total!!Female!!35 to 44 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!35 to 44 years!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!35 to 44 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Female!!35 to 44 years!!High school graduate (includes equivalency)","Estimate!!Total!!Female!!35 to 44 years!!Some college, no degree","Margin of Error!!Total!!Female!!35 to 44 years!!Some college, no degree","Estimate!!Total!!Female!!35 to 44 years!!Associate's degree","Margin of Error!!Total!!Female!!35 to 44 years!!Associate's degree","Estimate!!Total!!Female!!35 to 44 years!!Bachelor's degree","Margin of Error!!Total!!Female!!35 to 44 years!!Bachelor's degree","Estimate!!Total!!Female!!35 to 44 years!!Graduate or professional degree","Margin of Error!!Total!!Female!!35 to 44 years!!Graduate or professional degree","Estimate!!Total!!Female!!45 to 64 years","Margin of Error!!Total!!Female!!45 to 64 years","Estimate!!Total!!Female!!45 to 64 years!!Less than 9th grade","Margin of Error!!Total!!Female!!45 to 64 years!!Less than 9th grade","Estimate!!Total!!Female!!45 to 64 years!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!45 to 64 years!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!45 to 64 years!!High school graduate (includes equivalency)","Margin of Error!!Total!!Female!!45 to 64 years!!High school graduate (includes equivalency)","Estimate!!Total!!Female!!45 to 64 years!!Some college, no degree","Margin of Error!!Total!!Female!!45 to 64 years!!Some college, no degree","Estimate!!Total!!Female!!45 to 64 years!!Associate's degree","Margin of Error!!Total!!Female!!45 to 64 years!!Associate's degree","Estimate!!Total!!Female!!45 to 64 years!!Bachelor's degree","Margin of Error!!Total!!Female!!45 to 64 years!!Bachelor's degree","Estimate!!Total!!Female!!45 to 64 years!!Graduate or professional degree","Margin of Error!!Total!!Female!!45 to 64 years!!Graduate or professional degree","Estimate!!Total!!Female!!65 years and over","Margin of Error!!Total!!Female!!65 years and over","Estimate!!Total!!Female!!65 years and over!!Less than 9th grade","Margin of Error!!Total!!Female!!65 years and over!!Less than 9th grade","Estimate!!Total!!Female!!65 years and over!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!65 years and over!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!65 years and over!!High school graduate (includes equivalency)","Margin of Error!!Total!!Female!!65 years and over!!High school graduate (includes equivalency)","Estimate!!Total!!Female!!65 years and over!!Some college, no degree","Margin of Error!!Total!!Female!!65 years and over!!Some college, no degree","Estimate!!Total!!Female!!65 years and over!!Associate's degree","Margin of Error!!Total!!Female!!65 years and over!!Associate's degree","Estimate!!Total!!Female!!65 years and over!!Bachelor's degree","Margin of Error!!Total!!Female!!65 years and over!!Bachelor's degree","Estimate!!Total!!Female!!65 years and over!!Graduate or professional degree","Margin of Error!!Total!!Female!!65 years and over!!Graduate or professional degree"
"0100000US","United States","253815197","34697","123578869","24865","15699747","30705","258207","9412","1977064","26726","5482696","38557","5732172","39695","749511","18345","1386612","20204","113485","6760","22980929","27509","688582","14708","1562708","27331","6378978","40280","5101341","34776","1857133","24668","5335034","35800","2057153","26687","20691045","21922","1030046","19636","1564514","19632","5496870","41943","4035955","33881","1708852","21777","4172588","33267","2682220","28692","40916250","28827","2105301","24030","3042194","32081","12022453","52568","8040500","39490","3263671","29527","7496639","41547","4945492","37163","23290898","12525","1661957","19780","1648572","22818","6277763","32017","4500372","27018","1481888","17701","4099118","25526","3621228","22905","130236328","23894","14956603","26503","173676","7293","1430201","21206","4334095","29277","6063892","41749","908906","15862","1884088","26017","161745","8150","22363745","22999","515122","14451","1120407","18480","4578918","43855","4916161","40560","2215843","21358","6110492","39184","2906802","29742","20807408","20754","869544","16994","1201671","21055","4124210","40302","4006542","32256","2172398","23053","4913200","33024","3519843","29043","42976356","26990","1999221","23898","2550353","32762","11214277","54507","8895294","38846","4487482","30999","8461462","40586","5368267","37923","29132216","15024","2213965","22433","2270006","22346","9868424","37057","5728489","35460","1990409","21621","4010653","34267","3050270","22742"
