"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Knox County, TN"	"47093"	"2005"	"2005"	3629	404234	897.7	889.2
	"Knox County, TN"	"47093"	"2006"	"2006"	3568	411785	866.5	845.2
	"Knox County, TN"	"47093"	"2007"	"2007"	3701	419096	883.1	853.6
	"Knox County, TN"	"47093"	"2008"	"2008"	3892	425276	915.2	878.9
	"Knox County, TN"	"47093"	"2009"	"2009"	3832	429475	892.3	847.9
	"Knox County, TN"	"47093"	"2010"	"2010"	3964	432226	917.1	863.1
	"Knox County, TN"	"47093"	"2011"	"2011"	4000	436929	915.5	848.8
	"Knox County, TN"	"47093"	"2012"	"2012"	4112	441311	931.8	854.1
	"Knox County, TN"	"47093"	"2013"	"2013"	4003	444622	900.3	815.4
	"Knox County, TN"	"47093"	"2014"	"2014"	4477	448644	997.9	895.3
	"Knox County, TN"	"47093"	"2015"	"2015"	4329	451324	959.2	850.9
	"Knox County, TN"	"47093"	"2016"	"2016"	4413	456132	967.5	847.3
	"Knox County, TN"	"47093"	"2017"	"2017"	4582	461860	992.1	868.9
	"Knox County, TN"	"47093"	"2018"	"2018"	4776	465289	1026.5	892.2
"Total"	"Knox County, TN"	"47093"			75466	8078071	934.2	877.6
	"Shelby County, TN"	"47157"	"2000"	"2000"	8199	897472	913.6	1103.9
	"Shelby County, TN"	"47157"	"2001"	"2001"	7821	899345	869.6	1044.2
	"Shelby County, TN"	"47157"	"2002"	"2002"	7945	902634	880.2	1055.2
	"Shelby County, TN"	"47157"	"2003"	"2003"	7788	906733	858.9	1025.6
	"Shelby County, TN"	"47157"	"2004"	"2004"	7564	909643	831.5	988.5
	"Shelby County, TN"	"47157"	"2005"	"2005"	7903	913201	865.4	1015.2
	"Shelby County, TN"	"47157"	"2006"	"2006"	7533	920106	818.7	949.0
	"Shelby County, TN"	"47157"	"2007"	"2007"	7626	921119	827.9	954.4
	"Shelby County, TN"	"47157"	"2008"	"2008"	7537	920685	818.6	929.1
	"Shelby County, TN"	"47157"	"2009"	"2009"	7501	922541	813.1	909.6
	"Shelby County, TN"	"47157"	"2010"	"2010"	7555	927644	814.4	909.0
	"Shelby County, TN"	"47157"	"2011"	"2011"	7460	935088	797.8	867.0
	"Shelby County, TN"	"47157"	"2012"	"2012"	7719	940764	820.5	879.4
	"Shelby County, TN"	"47157"	"2013"	"2013"	7942	939465	845.4	889.6
	"Shelby County, TN"	"47157"	"2014"	"2014"	7913	938803	842.9	876.1
	"Shelby County, TN"	"47157"	"2015"	"2015"	8242	938069	878.6	893.1
	"Shelby County, TN"	"47157"	"2016"	"2016"	8129	934603	869.8	868.0
	"Shelby County, TN"	"47157"	"2017"	"2017"	8270	936961	882.6	870.1
	"Shelby County, TN"	"47157"	"2018"	"2018"	8528	935764	911.3	878.4
"Total"	"Shelby County, TN"	"47157"			149175	17540640	850.5	937.3
	"Richmond city, VA"	"51760"	"2000"	"2000"	2471	197790	1249.3	1209.6
	"Richmond city, VA"	"51760"	"2001"	"2001"	2301	197575	1164.6	1150.5
	"Richmond city, VA"	"51760"	"2002"	"2002"	2311	197513	1170.0	1162.8
	"Richmond city, VA"	"51760"	"2003"	"2003"	2377	197306	1204.7	1205.4
	"Richmond city, VA"	"51760"	"2004"	"2004"	2107	196878	1070.2	1078.4
	"Richmond city, VA"	"51760"	"2005"	"2005"	2152	197465	1089.8	1106.6
	"Richmond city, VA"	"51760"	"2006"	"2006"	2070	198618	1042.2	1051.4
	"Richmond city, VA"	"51760"	"2007"	"2007"	2065	200201	1031.5	1043.2
	"Richmond city, VA"	"51760"	"2008"	"2008"	1943	202254	960.7	981.7
	"Richmond city, VA"	"51760"	"2009"	"2009"	1896	203678	930.9	950.6
	"Richmond city, VA"	"51760"	"2010"	"2010"	1887	204214	924.0	942.1
	"Richmond city, VA"	"51760"	"2011"	"2011"	1830	205533	890.4	900.0
	"Richmond city, VA"	"51760"	"2012"	"2012"	1852	210309	880.6	881.0
	"Richmond city, VA"	"51760"	"2013"	"2013"	1871	214114	873.8	876.8
	"Richmond city, VA"	"51760"	"2014"	"2014"	1834	217853	841.9	854.4
	"Richmond city, VA"	"51760"	"2015"	"2015"	1715	220289	778.5	785.0
	"Richmond city, VA"	"51760"	"2016"	"2016"	1806	223170	809.2	821.1
	"Richmond city, VA"	"51760"	"2017"	"2017"	1851	227032	815.3	796.5
	"Richmond city, VA"	"51760"	"2018"	"2018"	1818	228783	794.6	764.2
"Total"	"Richmond city, VA"	"51760"			38157	3940575	968.3	970.7
"Total"					2421724	284714634	850.6	855.2
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"States: Jefferson County, AL (01073); Duval County, FL (12031); Marion County, IN (18097); Jefferson County, KY (21111); Kent"
"County, MI (26081); Jackson County, MO (29095); St. Louis County, MO (29189); St. Louis city, MO (29510); Douglas County, NE"
"(31055); Guilford County, NC (37081); Mecklenburg County, NC (37119); Wake County, NC (37183); Franklin County, OH (39049);"
"Hamilton County, OH (39061); Montgomery County, OH (39113); Oklahoma County, OK (40109); Tulsa County, OK (40143); Greenville"
"County, SC (45045); Davidson County, TN (47037); Knox County, TN (47093); Shelby County, TN (47157); Richmond city, VA (51760)"
"Year/Month: 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018"
"Group By: County; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Dec 15, 2020 12:41:54 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Dec 15, 2020 12:41:54 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"3. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"4. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"5. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"6. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
