"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Tulsa County, OK"	"40143"	"2015"	"2015"	5209	639242	814.9	771.1
	"Tulsa County, OK"	"40143"	"2016"	"2016"	5238	642940	814.7	760.2
	"Tulsa County, OK"	"40143"	"2017"	"2017"	5508	646266	852.3	781.6
	"Tulsa County, OK"	"40143"	"2018"	"2018"	5577	648360	860.2	775.8
"Total"	"Tulsa County, OK"	"40143"			95541	11401388	838.0	825.5
	"Greenville County, SC"	"45045"	"2000"	"2000"	3098	379616	816.1	875.0
	"Greenville County, SC"	"45045"	"2001"	"2001"	3067	385780	795.0	850.0
	"Greenville County, SC"	"45045"	"2002"	"2002"	3103	390197	795.2	844.0
	"Greenville County, SC"	"45045"	"2003"	"2003"	3112	394242	789.4	826.2
	"Greenville County, SC"	"45045"	"2004"	"2004"	2942	399319	736.8	763.6
	"Greenville County, SC"	"45045"	"2005"	"2005"	3085	405608	760.6	777.7
	"Greenville County, SC"	"45045"	"2006"	"2006"	3081	415957	740.7	743.4
	"Greenville County, SC"	"45045"	"2007"	"2007"	3269	427970	763.8	764.7
	"Greenville County, SC"	"45045"	"2008"	"2008"	3328	438742	758.5	758.0
	"Greenville County, SC"	"45045"	"2009"	"2009"	3256	446655	729.0	722.6
	"Greenville County, SC"	"45045"	"2010"	"2010"	3396	451225	752.6	735.0
	"Greenville County, SC"	"45045"	"2011"	"2011"	3504	461299	759.6	731.7
	"Greenville County, SC"	"45045"	"2012"	"2012"	3505	467605	749.6	708.2
	"Greenville County, SC"	"45045"	"2013"	"2013"	3567	474266	752.1	703.3
	"Greenville County, SC"	"45045"	"2014"	"2014"	3635	482752	753.0	697.9
	"Greenville County, SC"	"45045"	"2015"	"2015"	3880	491863	788.8	719.6
	"Greenville County, SC"	"45045"	"2016"	"2016"	3983	498766	798.6	713.6
	"Greenville County, SC"	"45045"	"2017"	"2017"	4002	506837	789.6	702.0
	"Greenville County, SC"	"45045"	"2018"	"2018"	4058	514213	789.2	689.1
"Total"	"Greenville County, SC"	"45045"			64871	8432912	769.3	746.2
	"Davidson County, TN"	"47037"	"2000"	"2000"	4627	569891	811.9	898.2
	"Davidson County, TN"	"47037"	"2001"	"2001"	4682	574119	815.5	902.2
	"Davidson County, TN"	"47037"	"2002"	"2002"	4782	574215	832.8	922.9
	"Davidson County, TN"	"47037"	"2003"	"2003"	4761	577231	824.8	915.0
	"Davidson County, TN"	"47037"	"2004"	"2004"	4414	583013	757.1	838.6
	"Davidson County, TN"	"47037"	"2005"	"2005"	4446	589787	753.8	830.1
	"Davidson County, TN"	"47037"	"2006"	"2006"	4640	597597	776.4	854.4
	"Davidson County, TN"	"47037"	"2007"	"2007"	4553	605031	752.5	834.6
	"Davidson County, TN"	"47037"	"2008"	"2008"	4637	612649	756.9	841.8
	"Davidson County, TN"	"47037"	"2009"	"2009"	4457	621008	717.7	795.1
	"Davidson County, TN"	"47037"	"2010"	"2010"	4501	626681	718.2	797.2
	"Davidson County, TN"	"47037"	"2011"	"2011"	4416	635475	694.9	760.7
	"Davidson County, TN"	"47037"	"2012"	"2012"	4509	648295	695.5	761.7
	"Davidson County, TN"	"47037"	"2013"	"2013"	4554	658602	691.5	749.7
	"Davidson County, TN"	"47037"	"2014"	"2014"	4657	668347	696.8	751.5
	"Davidson County, TN"	"47037"	"2015"	"2015"	4686	678889	690.2	744.0
	"Davidson County, TN"	"47037"	"2016"	"2016"	4764	684410	696.1	748.8
	"Davidson County, TN"	"47037"	"2017"	"2017"	4799	691243	694.3	733.9
	"Davidson County, TN"	"47037"	"2018"	"2018"	4834	692587	698.0	729.0
"Total"	"Davidson County, TN"	"47037"			87719	11889070	737.8	806.8
	"Knox County, TN"	"47093"	"2000"	"2000"	3370	382032	882.1	891.1
	"Knox County, TN"	"47093"	"2001"	"2001"	3333	385823	863.9	871.7
	"Knox County, TN"	"47093"	"2002"	"2002"	3402	389443	873.6	877.4
	"Knox County, TN"	"47093"	"2003"	"2003"	3381	394263	857.5	861.7
	"Knox County, TN"	"47093"	"2004"	"2004"	3258	398307	818.0	818.0
	"Knox County, TN"	"47093"	"2005"	"2005"	3322	404234	821.8	814.5
	"Knox County, TN"	"47093"	"2006"	"2006"	3226	411785	783.4	764.0
	"Knox County, TN"	"47093"	"2007"	"2007"	3358	419096	801.2	774.7
	"Knox County, TN"	"47093"	"2008"	"2008"	3536	425276	831.5	797.6
	"Knox County, TN"	"47093"	"2009"	"2009"	3543	429475	825.0	782.9
	"Knox County, TN"	"47093"	"2010"	"2010"	3614	432226	836.1	783.8
	"Knox County, TN"	"47093"	"2011"	"2011"	3679	436929	842.0	778.2
	"Knox County, TN"	"47093"	"2012"	"2012"	3790	441311	858.8	783.5
	"Knox County, TN"	"47093"	"2013"	"2013"	3672	444622	825.9	743.7
	"Knox County, TN"	"47093"	"2014"	"2014"	4098	448644	913.4	815.1
	"Knox County, TN"	"47093"	"2015"	"2015"	3952	451324	875.6	769.7
	"Knox County, TN"	"47093"	"2016"	"2016"	3948	456132	865.5	751.2
	"Knox County, TN"	"47093"	"2017"	"2017"	4063	461860	879.7	762.3
	"Knox County, TN"	"47093"	"2018"	"2018"	4228	465289	908.7	778.4
"Total"	"Knox County, TN"	"47093"			68773	8078071	851.4	797.2
	"Shelby County, TN"	"47157"	"2000"	"2000"	7618	897472	848.8	1036.6
	"Shelby County, TN"	"47157"	"2001"	"2001"	7273	899345	808.7	980.8
	"Shelby County, TN"	"47157"	"2002"	"2002"	7349	902634	814.2	987.0
	"Shelby County, TN"	"47157"	"2003"	"2003"	7232	906733	797.6	961.0
	"Shelby County, TN"	"47157"	"2004"	"2004"	7010	909643	770.6	925.4
	"Shelby County, TN"	"47157"	"2005"	"2005"	7249	913201	793.8	941.2
	"Shelby County, TN"	"47157"	"2006"	"2006"	6873	920106	747.0	875.6
	"Shelby County, TN"	"47157"	"2007"	"2007"	6949	921119	754.4	879.1
	"Shelby County, TN"	"47157"	"2008"	"2008"	6866	920685	745.7	854.9
	"Shelby County, TN"	"47157"	"2009"	"2009"	6834	922541	740.8	835.5
	"Shelby County, TN"	"47157"	"2010"	"2010"	6893	927644	743.1	836.3
	"Shelby County, TN"	"47157"	"2011"	"2011"	6835	935088	730.9	799.0
	"Shelby County, TN"	"47157"	"2012"	"2012"	7062	940764	750.7	809.0
	"Shelby County, TN"	"47157"	"2013"	"2013"	7260	939465	772.8	816.6
	"Shelby County, TN"	"47157"	"2014"	"2014"	7209	938803	767.9	800.4
	"Shelby County, TN"	"47157"	"2015"	"2015"	7465	938069	795.8	809.9
	"Shelby County, TN"	"47157"	"2016"	"2016"	7278	934603	778.7	777.0
	"Shelby County, TN"	"47157"	"2017"	"2017"	7462	936961	796.4	782.9
	"Shelby County, TN"	"47157"	"2018"	"2018"	7707	935764	823.6	789.8
"Total"	"Shelby County, TN"	"47157"			136424	17540640	777.8	863.0
	"Richmond city, VA"	"51760"	"2000"	"2000"	2278	197790	1151.7	1116.6
	"Richmond city, VA"	"51760"	"2001"	"2001"	2107	197575	1066.4	1057.8
	"Richmond city, VA"	"51760"	"2002"	"2002"	2128	197513	1077.4	1074.7
	"Richmond city, VA"	"51760"	"2003"	"2003"	2155	197306	1092.2	1098.6
	"Richmond city, VA"	"51760"	"2004"	"2004"	1909	196878	969.6	982.4
	"Richmond city, VA"	"51760"	"2005"	"2005"	1966	197465	995.6	1015.9
	"Richmond city, VA"	"51760"	"2006"	"2006"	1862	198618	937.5	950.5
	"Richmond city, VA"	"51760"	"2007"	"2007"	1863	200201	930.6	946.4
	"Richmond city, VA"	"51760"	"2008"	"2008"	1796	202254	888.0	908.7
	"Richmond city, VA"	"51760"	"2009"	"2009"	1760	203678	864.1	883.3
	"Richmond city, VA"	"51760"	"2010"	"2010"	1762	204214	862.8	881.7
	"Richmond city, VA"	"51760"	"2011"	"2011"	1665	205533	810.1	825.1
	"Richmond city, VA"	"51760"	"2012"	"2012"	1715	210309	815.5	818.4
	"Richmond city, VA"	"51760"	"2013"	"2013"	1726	214114	806.1	809.7
	"Richmond city, VA"	"51760"	"2014"	"2014"	1683	217853	772.5	787.4
	"Richmond city, VA"	"51760"	"2015"	"2015"	1562	220289	709.1	720.2
	"Richmond city, VA"	"51760"	"2016"	"2016"	1609	223170	721.0	734.6
	"Richmond city, VA"	"51760"	"2017"	"2017"	1631	227032	718.4	702.3
	"Richmond city, VA"	"51760"	"2018"	"2018"	1608	228783	702.8	674.1
"Total"	"Richmond city, VA"	"51760"			34785	3940575	882.7	888.2
"Total"					2221290	284714634	780.2	785.4
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"Injury Mechanism & All Other Leading Causes: Non-Injury: Intestinal infections; Non-Injury: Tuberculosis; Non-Injury: Whooping"
"cough; Non-Injury: Scarlet fever and erysipelas; Non-Injury: Meningococcal infection; Non-Injury: Septicemia; Non-Injury:"
"Syphilis; Non-Injury: Acute poliomyelitis; Non-Injury: Arthropod-borne viral encephalitis; Non-Injury: Measles; Non-Injury:"
"Viral hepatitis; Non-Injury: Human immunodeficiency virus (HIV) disease; Non-Injury: Malaria; Non-Injury: Other and unspecified"
"infectious and parasitic diseases and their sequelae; Non-Injury: Malignant neoplasms (Cancers); Non-Injury: In situ neoplasms,"
"benign neoplasms and neoplasms of uncertain or unknown behavior; Non-Injury: Anemias; Non-Injury: Diabetes mellitus; Non-Injury:"
"Nutritional Deficiencies; Non-Injury: Meningitis; Non-Injury: Parkinsons disease; Non-Injury: Alzheimers disease; Non-Injury:"
"Diseases of Heart; Non-Injury: Essential (primary) hypertension and hypertensive renal disease; Non-Injury: Cerebrovascular"
"diseases, including stroke; Non-Injury: Atherosclerosis; Non-Injury: Other diseases of the circulatory system; Non-Injury: Other"
"disorders of circulatory system; Non-Injury: Influenza & Pneumonia; Non-Injury: Other acute lower respiratory infections;"
"Non-Injury: Chronic lower respiratory diseases; Non-Injury: Pneumoconioses and chemical effects; Non-Injury: Pneumonitis due to"
"solids and liquids; Non-Injury: Other diseases of respiratory system; Non-Injury: Peptic ulcer; Non-Injury: Diseases of"
"appendix; Non-Injury: Hernia; Non-Injury: Chronic liver disease and cirrhosis; Non-Injury: Cholelithiasis and other disorders of"
"gallbladder; Non-Injury: Nephritis, nephrotic syndrome and nephrosis; Non-Injury: Infections of kidney; Non-Injury: Hyperplasia"
"of prostate; Non-Injury: Inflammatory diseases of female pelvic organs; Non-Injury: Pregnancy with abortive outcome; Non-Injury:"
"Other complications of pregnancy, childbirth and the puerperium; Non-Injury: Certain conditions originating in the perinatal"
"period; Non-Injury: Congenital malformations, deformations and chromosomal abnormalities; Non-Injury: Symptoms, signs and"
"abnormal clinical and laboratory findings, not elsewhere classified; Non-Injury: All other diseases (Residual); Non-Injury:"
"Complications of medical and surgical care"
"States: Jefferson County, AL (01073); Duval County, FL (12031); Marion County, IN (18097); Jefferson County, KY (21111); Kent"
"County, MI (26081); Jackson County, MO (29095); St. Louis County, MO (29189); St. Louis city, MO (29510); Douglas County, NE"
"(31055); Guilford County, NC (37081); Mecklenburg County, NC (37119); Wake County, NC (37183); Franklin County, OH (39049);"
"Hamilton County, OH (39061); Montgomery County, OH (39113); Oklahoma County, OK (40109); Tulsa County, OK (40143); Greenville"
"County, SC (45045); Davidson County, TN (47037); Knox County, TN (47093); Shelby County, TN (47157); Richmond city, VA (51760)"
"Year/Month: 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018"
"Group By: County; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Dec 15, 2020 12:34:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Dec 15, 2020 12:34:59 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"3. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"4. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"5. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"6. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"8. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
