GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US01003,01003,"Baldwin County, Alabama",20030,752,10558,820,913,303,713,629,1258,612,722,527,34,73,549,609,1288,709,765,569,915,504,1354,524,728,397,835,433,127,174,357,351,9472,856,677,325,795,582,441,371,224,334,327,432,868,786,214,265,780,691,2051,435,538,435,1339,200,550,335,320,344,348,323
0500000US01015,01015,"Calhoun County, Alabama",24183,693,11270,576,1236,408,508,350,994,450,251,213,563,557,967,719,980,623,196,182,1935,493,1104,489,1495,200,687,246,311,243,43,52,12913,600,589,334,834,320,839,342,761,284,663,388,1116,435,869,391,914,489,1604,490,1411,343,1633,221,973,101,513,139,194,139
0500000US01051,01051,"Elmore County, Alabama",18092,789,9157,1074,819,574,390,443,760,667,500,766,317,259,585,279,1265,392,449,353,1490,419,1135,478,872,73,315,169,239,168,21,37,8935,917,158,258,592,452,353,514,610,602,654,719,1401,1059,112,218,187,230,1752,1016,1279,164,986,120,440,237,411,235,0,200
0500000US01055,01055,"Etowah County, Alabama",16066,643,7200,730,458,281,282,266,743,297,368,359,668,501,279,324,413,342,146,184,1182,442,976,422,1048,407,446,318,156,182,35,62,8866,515,545,310,886,380,185,158,431,309,185,256,678,415,755,416,499,459,1165,459,1154,70,1199,200,474,238,603,214,107,85
0500000US01069,01069,"Houston County, Alabama",27957,476,13036,260,968,167,1115,255,1250,240,721,86,411,200,936,43,978,66,922,200,1558,16,1475,63,1398,15,876,200,322,87,106,87,14921,283,974,87,1121,220,1001,202,669,59,308,50,966,40,1228,58,1048,83,2115,200,1912,200,1791,200,1070,43,522,120,196,132
0500000US01073,01073,"Jefferson County, Alabama",283700,2337,128560,1631,9285,531,9660,1543,10720,1572,5779,488,3776,109,9656,248,10229,456,8454,259,15672,278,15271,114,16234,61,9526,200,3307,567,991,567,155140,876,10088,179,10892,1383,9076,1360,6153,236,3857,200,10244,89,11953,234,10859,314,20261,363,19335,128,21429,230,12884,200,5611,651,2498,573
0500000US01077,01077,"Lauderdale County, Alabama",11147,894,4516,716,474,265,262,267,169,168,159,219,380,404,240,275,342,539,334,316,622,467,567,414,284,233,351,241,36,57,296,294,6631,684,320,269,42,66,920,262,581,257,328,273,574,302,545,440,714,490,484,400,620,431,765,397,389,345,349,393,0,200
0500000US01081,01081,"Lee County, Alabama",35563,1876,15408,1581,308,399,993,616,1614,632,755,896,1072,635,1527,830,616,504,1066,591,2912,741,1283,577,1890,200,935,256,345,245,92,148,20155,1690,1427,794,2023,694,687,398,597,433,977,826,1610,841,1786,896,2433,963,1527,904,2662,200,2312,200,1863,221,148,123,103,176
0500000US01083,01083,"Limestone County, Alabama",12971,331,7179,402,223,198,700,382,395,314,451,394,0,200,497,499,1211,971,766,417,831,582,770,398,716,357,474,399,31,55,114,164,5792,339,177,206,110,127,412,429,279,384,102,190,699,588,158,268,364,386,878,631,1035,631,581,329,701,386,230,198,66,94
0500000US01089,01089,"Madison County, Alabama",87843,2158,40866,1413,3199,210,2891,841,3135,911,1391,466,1328,582,3892,204,3614,230,2995,200,5065,50,4950,164,4895,285,2375,209,1060,105,76,105,46977,1274,3063,490,2696,604,2909,626,1758,225,1529,854,4867,923,4202,355,3424,229,6271,88,5783,556,5353,331,3368,200,1110,301,644,288
0500000US01097,01097,"Mobile County, Alabama",147234,1630,67639,813,5950,200,5691,1011,5396,1031,3451,189,1830,379,5405,283,5508,77,4277,200,7506,261,7493,91,8132,92,4630,162,1517,285,853,290,79595,1053,5622,426,5391,864,5890,859,3183,328,2051,183,5497,512,6545,200,5482,453,9845,229,9509,134,10039,285,6367,109,3035,509,1139,498
0500000US01101,01101,"Montgomery County, Alabama",131468,1397,60281,786,4363,515,4471,1101,4645,1013,2981,61,2250,200,5174,86,5572,200,4266,200,7668,171,6862,91,6349,135,3809,200,1562,216,309,216,71187,878,4806,117,4531,1499,4678,1558,2642,330,1992,63,5810,214,6462,200,5157,218,9576,265,8532,368,8710,59,5024,200,1750,499,1517,500
0500000US01103,01103,"Morgan County, Alabama",15143,672,8145,638,624,285,1007,539,587,462,502,408,442,413,428,439,397,307,739,558,1153,419,879,419,628,318,514,267,198,203,47,84,6998,485,508,263,290,322,53,83,221,258,642,668,451,406,369,369,394,357,1630,351,562,351,987,200,711,203,180,203,0,200
0500000US01117,01117,"Shelby County, Alabama",26651,1624,12640,1199,1262,627,979,631,1526,653,493,246,428,540,803,534,654,496,529,390,2328,488,1507,251,1444,347,466,322,221,178,0,200,14011,803,187,292,1486,476,612,476,624,112,796,610,769,529,574,281,1480,407,2567,88,2180,242,1539,200,423,364,730,391,44,93
0500000US01121,01121,"Talladega County, Alabama",26648,599,12666,744,871,477,634,504,893,500,688,316,302,332,990,715,1191,753,773,395,1978,495,1528,458,1404,281,842,400,557,392,15,31,13982,718,651,488,1116,384,802,399,614,316,530,448,712,384,1152,612,859,488,2072,631,1745,512,1806,173,1228,200,578,135,117,135
0500000US01125,01125,"Tuscaloosa County, Alabama",66928,574,30616,419,2460,200,2240,546,2550,546,1515,200,1397,635,3379,648,2948,351,1970,200,3683,93,3059,200,3018,113,2204,160,193,160,0,200,36312,314,2394,200,2850,625,1707,603,1481,200,1566,87,4175,163,3145,200,2346,54,4925,42,4132,152,3927,200,2225,200,1086,327,353,327
0500000US02020,02020,"Anchorage Municipality, Alaska",14810,1511,7577,773,439,369,435,325,241,228,0,153,280,275,699,593,1225,588,804,405,1304,670,690,433,591,339,710,353,159,196,0,153,7233,1208,390,444,540,567,622,529,158,221,158,276,1019,584,567,376,206,247,974,776,1049,664,1209,235,189,199,152,159,0,153
0500000US04013,04013,"Maricopa County, Arizona",235421,5951,119984,3592,10116,1227,7906,1514,10391,1638,5334,778,3709,532,10251,1151,12163,556,10054,668,15927,873,13805,953,11773,413,5766,444,2416,279,373,193,115437,3444,9353,1013,9377,1518,7224,1422,5275,671,3035,523,8709,1088,10797,1076,8603,760,16103,679,14100,768,11980,404,6917,495,2733,510,1231,399
0500000US04019,04019,"Pima County, Arizona",35898,2014,19646,1219,1499,515,921,457,986,560,724,416,890,505,1866,626,1932,192,1674,245,2672,203,2146,377,2385,66,1393,374,446,338,112,156,16252,1408,1571,373,1004,702,1474,767,1062,505,307,209,997,580,1142,307,1211,370,2342,726,1361,658,1795,51,1179,448,576,437,231,211
0500000US05031,05031,"Craighead County, Arkansas",13657,1674,7214,1229,469,541,575,404,751,415,633,396,123,192,663,689,996,931,572,626,1086,871,541,13,209,261,513,358,83,174,0,201,6443,1316,617,511,688,583,30,50,186,229,654,450,784,520,328,293,701,587,633,433,1095,595,351,240,0,201,376,483,0,201
0500000US05045,05045,"Faulkner County, Arkansas",15116,846,7074,517,900,273,1013,302,157,176,29,68,475,367,470,278,1064,352,524,407,494,383,1148,478,311,315,391,306,91,161,7,11,8042,530,242,203,348,217,859,297,524,186,724,362,1080,429,531,360,302,257,568,380,1768,504,513,280,478,287,101,126,4,8
0500000US05069,05069,"Jefferson County, Arkansas",39567,884,19354,714,1884,487,1614,637,1379,637,703,323,820,429,1662,435,1531,107,1047,383,2161,74,2150,66,2294,70,1452,107,493,171,164,171,20213,756,977,487,1390,477,1285,466,1116,323,1073,805,1448,888,1426,64,1298,201,2209,268,2618,201,2706,136,1521,273,418,286,728,286
0500000US05119,05119,"Pulaski County, Arkansas",144945,2359,66695,1415,6088,495,6956,1275,4827,1249,3113,519,2031,89,5843,201,5212,923,4346,81,8022,397,7164,309,7314,389,4236,158,1041,350,502,350,78250,1285,5916,409,5558,1036,5537,1076,3109,439,2021,263,6190,201,6115,629,5844,215,10935,332,9692,201,9232,306,5201,376,1844,351,1056,351
0500000US05125,05125,"Saline County, Arkansas",8837,562,4745,694,452,375,383,233,525,373,421,321,305,153,263,190,141,170,525,502,530,346,456,321,404,265,340,220,0,201,0,201,4092,490,73,127,503,362,264,202,71,123,0,201,525,378,454,311,283,256,1264,141,146,127,498,338,0,201,11,23,0,201
0500000US06001,06001,"Alameda County, California",174829,4097,82127,2044,4324,728,3742,1141,5701,1149,3388,293,1843,515,5500,646,7585,483,6082,477,10638,695,11359,351,11461,540,6584,453,2918,475,1002,465,92702,2760,4366,702,5580,1161,4204,935,2858,484,1972,385,5886,564,7825,615,6416,417,12586,713,12465,613,13000,415,8690,353,4913,573,1941,508
0500000US06013,06013,"Contra Costa County, California",94211,4516,44049,3167,2791,777,2847,871,3543,1194,2280,760,1476,238,3178,710,3211,925,2684,619,4786,1307,6447,779,5520,613,3341,247,1499,274,446,285,50162,2166,1979,865,2202,902,3072,974,1955,751,961,549,3818,762,3767,646,3670,638,6263,720,8357,468,6426,841,4722,211,2512,343,458,236
0500000US06019,06019,"Fresno County, California",46347,2118,23882,1291,1771,564,1380,707,2691,824,1005,352,719,653,2051,727,2269,221,1729,104,2809,326,2917,200,2491,107,1641,271,342,259,67,111,22465,1292,1495,460,1576,606,1941,687,798,219,458,311,1855,446,1980,415,1657,100,2642,414,2770,178,2691,210,1521,89,490,221,591,221
0500000US06029,06029,"Kern County, California",47820,3205,26321,2399,1832,514,2785,1304,1538,554,1119,204,749,224,2537,880,2855,385,2481,559,3356,507,2992,166,2233,199,1420,332,114,143,310,303,21499,1313,1920,611,1927,634,1323,490,1140,293,1350,579,1011,567,1946,258,1558,100,2665,187,2061,371,2277,143,1431,210,659,216,231,216
0500000US06031,06031,"Kings County, California",9297,1221,6263,745,215,165,192,234,275,334,314,321,113,170,406,252,1019,745,634,473,949,318,1215,618,560,289,328,175,43,89,0,210,3034,775,483,367,80,133,416,299,0,210,44,73,357,347,77,137,593,415,210,214,363,333,123,165,288,278,0,210,0,210
0500000US06037,06037,"Los Angeles County, California",823121,7991,390348,3927,21486,1487,21562,2003,23695,2021,14849,954,10399,518,30713,1509,36509,1693,29497,769,47295,1586,54311,1036,52669,685,28108,607,15243,898,4012,899,432773,5593,20507,1509,20119,2533,21154,2265,14045,1022,10343,750,29674,911,36883,1094,30738,936,53641,1295,63394,1008,61137,762,39003,518,21867,1286,10268,1272
0500000US06053,06053,"Monterey County, California",11199,1156,7276,899,25,42,148,203,511,441,160,188,363,398,686,629,294,181,382,316,1190,653,1615,189,1147,39,279,209,406,257,70,103,3923,511,0,210,117,166,274,197,199,195,166,265,220,169,257,241,0,210,467,324,967,320,392,232,195,167,264,239,405,327
