GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",16699,700,4757,571,3370,1086,1387,961,10823,470,7485,1079,3338,1105,1119,441,1119,441,0,273
0500000US01015,01015,"Calhoun County, Alabama",24836,622,6939,301,6939,301,0,273,16000,200,12688,1160,3312,1140,1897,431,1897,431,0,273
0500000US01051,01051,"Elmore County, Alabama",11240,1842,3881,517,3658,546,223,157,6590,1641,5093,1355,1497,720,769,155,769,155,0,273
0500000US01055,01055,"Etowah County, Alabama",16388,486,4773,302,4096,765,677,658,10135,360,6593,869,3542,811,1480,137,1480,137,0,273
0500000US01069,01069,"Houston County, Alabama",24961,1071,7057,973,6713,961,344,213,15705,430,11502,699,4203,605,2199,203,2199,203,0,273
0500000US01073,01073,"Jefferson County, Alabama",274436,1378,76437,815,71661,2176,4776,1963,172675,1203,130070,3962,42605,3917,25324,318,25324,318,0,273
0500000US01077,01077,"Lauderdale County, Alabama",8884,704,2533,346,2334,388,199,216,5903,523,4569,697,1334,646,448,300,448,300,0,273
0500000US01081,01081,"Lee County, Alabama",32010,860,9273,179,9273,179,0,273,20268,847,15688,1281,4580,1217,2469,273,2469,273,0,273
0500000US01083,01083,"Limestone County, Alabama",9312,462,2755,273,2581,229,174,229,5785,533,5206,596,579,406,772,336,772,336,0,273
0500000US01089,01089,"Madison County, Alabama",79178,2055,20203,1847,19396,1783,807,561,53510,1098,42839,1939,10671,1803,5465,236,5465,236,0,273
0500000US01097,01097,"Mobile County, Alabama",142341,1197,43440,757,41104,1730,2336,1488,85532,755,60604,2642,24928,2561,13369,229,13369,229,0,273
0500000US01101,01101,"Montgomery County, Alabama",122320,2089,34453,1015,32599,1633,1854,1177,78104,1476,61305,2667,16799,2447,9763,348,9763,348,0,273
0500000US01103,01103,"Morgan County, Alabama",13259,905,3818,585,3332,721,486,372,8819,679,6025,1122,2794,996,622,377,622,377,0,273
0500000US01115,01115,"St. Clair County, Alabama",7569,935,2304,263,2160,339,144,232,5006,900,4355,833,651,482,259,279,259,279,0,273
0500000US01117,01117,"Shelby County, Alabama",20863,732,5888,512,5805,527,83,110,14157,590,12029,866,2128,606,818,403,818,403,0,273
0500000US01121,01121,"Talladega County, Alabama",25104,971,7098,356,6955,412,143,237,15586,848,12366,974,3220,724,2420,273,2420,273,0,273
0500000US01125,01125,"Tuscaloosa County, Alabama",57530,890,16341,331,14434,1043,1907,1076,36742,796,25537,2300,11205,2293,4447,38,3989,440,458,434
0500000US02020,02020,"Anchorage Municipality, Alaska",16405,1282,5823,1135,5756,1175,67,91,9713,670,7752,1114,1961,875,869,432,766,434,103,168
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",3901,884,934,610,934,610,0,246,2850,494,2296,617,554,422,117,116,117,116,0,246
0500000US04013,04013,"Maricopa County, Arizona",194122,4887,60344,3667,55733,3571,4611,1652,121723,2365,94874,3559,26849,3039,12055,291,11886,339,169,214
0500000US04019,04019,"Pima County, Arizona",32402,1833,8918,1139,8625,1203,293,304,20557,1109,17551,1309,3006,917,2927,305,2834,147,93,147
0500000US04021,04021,"Pinal County, Arizona",14663,1281,6065,493,5373,984,692,859,8010,1181,6370,1172,1640,786,588,438,588,438,0,305
0500000US04027,04027,"Yuma County, Arizona",3299,742,1182,566,1182,566,0,305,1853,486,1497,590,356,329,264,192,264,192,0,305
0500000US05031,05031,"Craighead County, Arkansas",12494,1043,4611,626,4364,715,247,328,7802,524,4753,1079,3049,918,81,125,81,125,0,273
0500000US05045,05045,"Faulkner County, Arkansas",11750,1166,3180,890,2546,837,634,539,7917,669,5982,694,1935,704,653,347,653,347,0,273
0500000US05051,05051,"Garland County, Arkansas",7926,536,2560,389,2436,458,124,177,4982,409,2905,971,2077,891,384,255,384,255,0,273
0500000US05069,05069,"Jefferson County, Arkansas",41219,1828,11875,899,11541,857,334,309,25538,1466,18241,1720,7297,1586,3806,102,3806,102,0,273
0500000US05085,05085,"Lonoke County, Arkansas",4368,453,1533,137,1474,187,59,96,2229,328,1669,436,560,324,606,310,606,310,0,273
0500000US05119,05119,"Pulaski County, Arkansas",133421,2666,42284,437,39604,1332,2680,1279,82267,2625,57161,3539,25106,3454,8870,92,8816,129,54,94
0500000US05131,05131,"Sebastian County, Arkansas",8355,790,2611,570,2182,557,429,448,5272,484,3448,776,1824,621,472,317,472,317,0,273
0500000US05143,05143,"Washington County, Arkansas",7568,740,3040,575,2992,551,48,76,4438,258,3467,575,971,590,90,87,90,87,0,273
0500000US05145,05145,"White County, Arkansas",3639,818,1038,428,1038,428,0,273,2308,544,1390,584,918,509,293,206,293,206,0,273
0500000US06001,06001,"Alameda County, California",182074,4367,41973,1897,39651,2123,2322,1134,120037,2849,97195,3525,22842,3193,20064,793,19558,917,506,553
0500000US06013,06013,"Contra Costa County, California",96024,3585,25495,1920,24055,1994,1440,778,61398,2445,50694,2712,10704,2111,9131,450,9070,456,61,102
0500000US06019,06019,"Fresno County, California",45676,1562,15036,976,14498,1142,538,694,27178,1005,19426,1516,7752,1445,3462,147,3462,147,0,294
0500000US06029,06029,"Kern County, California",41677,1991,13934,1087,13185,1307,749,922,24607,1571,19252,1523,5355,1137,3136,205,3136,205,0,294
0500000US06031,06031,"Kings County, California",7681,1173,2193,494,1901,470,292,344,5450,945,3595,1038,1855,1115,38,73,38,73,0,294
0500000US06037,06037,"Los Angeles County, California",817124,7987,193249,4341,180520,4920,12729,2513,528340,5501,398679,6759,129661,6364,95535,1589,94219,1775,1316,594
0500000US06039,06039,"Madera County, California",4115,908,1269,487,1269,487,0,294,2092,612,1731,672,361,327,754,495,754,495,0,294
0500000US06047,06047,"Merced County, California",9535,930,3102,399,2955,368,147,172,5380,676,4326,798,1054,710,1053,347,1053,347,0,294
0500000US06053,06053,"Monterey County, California",9001,1097,2027,661,2027,661,0,294,5535,757,4258,793,1277,669,1439,435,1439,435,0,294
0500000US06059,06059,"Orange County, California",47903,2379,9706,1655,9323,1649,383,266,34828,1474,28604,1725,6224,1409,3369,245,3369,245,0,294
0500000US06065,06065,"Riverside County, California",131076,4294,37004,3104,34710,3313,2294,1145,82485,2443,65172,2718,17313,2560,11587,449,11587,449,0,294
0500000US06067,06067,"Sacramento County, California",135676,4661,39464,3254,37476,3158,1988,1128,85120,2424,69687,2758,15433,2422,11092,368,10928,463,164,258
0500000US06071,06071,"San Bernardino County, California",172791,5843,53411,4664,47704,4391,5707,2309,106894,2336,81550,3608,25344,3094,12486,486,12325,548,161,185
0500000US06073,06073,"San Diego County, California",142870,3275,37727,2017,35943,2231,1784,880,93933,2682,73176,3332,20757,2969,11210,580,10973,629,237,217
0500000US06075,06075,"San Francisco County, California",48688,1639,7779,840,7673,856,106,195,33437,1425,27995,1642,5442,1502,7472,219,7472,219,0,294
0500000US06077,06077,"San Joaquin County, California",46428,3007,14798,1607,13089,1762,1709,988,27647,1993,22065,2107,5582,1524,3983,90,3983,90,0,294
0500000US06079,06079,"San Luis Obispo County, California",3696,1022,1192,599,1192,599,0,294,2165,769,1572,589,593,562,339,242,339,242,0,294
0500000US06081,06081,"San Mateo County, California",17352,1725,2382,709,2247,679,135,172,11915,1268,10088,1164,1827,738,3055,322,3055,322,0,294
0500000US06083,06083,"Santa Barbara County, California",6944,1663,1004,866,1004,866,0,294,4779,1057,4245,1001,534,401,1161,389,1161,389,0,294
0500000US06085,06085,"Santa Clara County, California",46599,2853,11494,1876,11137,1906,357,231,31524,1473,25984,1966,5540,1511,3581,187,3581,187,0,294
0500000US06095,06095,"Solano County, California",57371,2471,16054,1211,14690,1709,1364,1099,35497,2098,31688,2041,3809,893,5820,119,5820,119,0,294
0500000US06097,06097,"Sonoma County, California",7906,1309,1695,932,1636,929,59,99,5677,903,3683,768,1994,1059,534,339,488,324,46,81
