GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With health insurance coverage,Margin of Error; Under 18 years: - With health insurance coverage,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 64 years:,Margin of Error; 18 to 64 years:,Estimate; 18 to 64 years: - With health insurance coverage,Margin of Error; 18 to 64 years: - With health insurance coverage,Estimate; 18 to 64 years: - No health insurance coverage,Margin of Error; 18 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With health insurance coverage,Margin of Error; 65 years and over: - With health insurance coverage,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
0500000US01003,01003,"Baldwin County, Alabama",18176,1160,5429,439,5380,451,49,86,11493,1329,9805,1851,1688,1154,1254,797,1254,797,0,195
0500000US01015,01015,"Calhoun County, Alabama",23888,670,6471,247,6471,247,0,195,14983,625,12666,1031,2317,931,2434,144,2434,144,0,195
0500000US01051,01051,"Elmore County, Alabama",17238,1025,5025,516,5025,516,0,195,11100,901,9045,1214,2055,974,1113,251,1113,251,0,195
0500000US01055,01055,"Etowah County, Alabama",16345,1202,4431,810,4280,628,151,214,10364,704,8833,794,1531,732,1550,373,1550,373,0,195
0500000US01069,01069,"Houston County, Alabama",27586,440,7884,251,7791,261,93,82,16741,344,13863,636,2878,617,2961,195,2953,15,8,15
0500000US01073,01073,"Jefferson County, Alabama",276376,3951,70007,2899,68524,2983,1483,703,174324,1560,147593,3310,26731,3018,32045,591,31972,596,73,92
0500000US01077,01077,"Lauderdale County, Alabama",9173,818,2060,653,2056,653,4,8,6605,582,5547,680,1058,590,508,318,508,318,0,195
0500000US01081,01081,"Lee County, Alabama",37595,1547,9108,843,9108,843,0,195,25448,1225,21826,1590,3622,1977,3039,259,3039,259,0,195
0500000US01083,01083,"Limestone County, Alabama",12787,878,3136,606,2776,906,360,618,8248,609,4948,1508,3300,1521,1403,398,1403,398,0,195
0500000US01089,01089,"Madison County, Alabama",85782,1531,21640,816,21362,872,278,265,56022,1195,49279,1583,6743,1210,8120,326,8120,326,0,195
0500000US01095,01095,"Marshall County, Alabama",2651,163,1021,64,932,140,89,114,1506,206,1166,388,340,284,124,139,124,139,0,195
0500000US01097,01097,"Mobile County, Alabama",144032,1864,40227,1046,39853,1062,374,302,87530,1379,69223,2891,18307,2800,16275,324,16169,317,106,135
0500000US01101,01101,"Montgomery County, Alabama",128192,2084,32323,1455,31897,1457,426,350,83594,1059,70175,2497,13419,2502,12275,348,12243,355,32,55
0500000US01103,01103,"Morgan County, Alabama",13850,1015,3517,635,2951,910,566,861,8837,724,8114,787,723,465,1496,325,1496,325,0,195
0500000US01115,01115,"St. Clair County, Alabama",7899,792,2053,377,1990,438,63,111,4686,620,4400,690,286,344,1160,358,1160,358,0,195
0500000US01117,01117,"Shelby County, Alabama",23581,1247,5183,1018,5183,1018,0,195,16586,678,15168,1002,1418,833,1812,87,1812,87,0,195
0500000US01121,01121,"Talladega County, Alabama",25537,761,6650,154,6586,191,64,116,15922,696,13169,1182,2753,1057,2965,147,2965,147,0,195
0500000US01125,01125,"Tuscaloosa County, Alabama",65850,1045,17122,408,17122,408,0,195,42927,802,37481,1822,5446,1598,5801,150,5801,150,0,195
0500000US01127,01127,"Walker County, Alabama",3123,888,1222,448,1222,448,0,195,1681,507,1306,487,375,242,220,125,220,125,0,195
0500000US02020,02020,"Anchorage Municipality, Alaska",15334,1859,4274,1079,4274,1079,0,155,9546,1180,8604,1292,942,702,1514,502,1456,499,58,93
0500000US04003,04003,"Cochise County, Arizona",3882,626,792,499,792,499,0,204,2663,595,2184,529,479,373,427,341,427,341,0,204
0500000US04013,04013,"Maricopa County, Arizona",226743,5579,63896,3384,60859,3326,3037,1192,144047,3483,129024,4020,15023,2187,18800,369,18800,369,0,204
0500000US04019,04019,"Pima County, Arizona",32384,2362,8192,1540,7972,1524,220,244,20798,1390,18769,1414,2029,942,3394,277,3394,277,0,204
0500000US04021,04021,"Pinal County, Arizona",15565,2035,4966,1420,4597,1418,369,299,8636,1081,7637,1283,999,892,1963,47,1928,76,35,61
0500000US04027,04027,"Yuma County, Arizona",3080,1116,539,573,145,160,394,524,2074,703,1482,649,592,483,467,389,467,389,0,204
0500000US05031,05031,"Craighead County, Arkansas",15177,1177,4702,1170,4702,1170,0,197,9792,283,8217,609,1575,569,683,270,683,270,0,197
0500000US05045,05045,"Faulkner County, Arkansas",12731,1108,3233,742,3233,742,0,197,8731,676,7338,922,1393,803,767,236,767,236,0,197
0500000US05051,05051,"Garland County, Arkansas",8186,1256,2161,924,2161,924,0,197,5237,572,4659,916,578,602,788,270,788,270,0,197
0500000US05069,05069,"Jefferson County, Arkansas",37758,1128,10490,293,10006,556,484,488,22741,1057,19941,1323,2800,854,4527,245,4527,245,0,197
0500000US05085,05085,"Lonoke County, Arkansas",3884,685,1065,491,1065,491,0,197,2251,445,1827,453,424,226,568,253,568,253,0,197
0500000US05119,05119,"Pulaski County, Arkansas",139881,2283,39563,1562,39372,1555,191,165,87938,1327,80310,2651,7628,2220,12380,407,12212,472,168,231
0500000US05131,05131,"Sebastian County, Arkansas",8575,861,2406,642,2406,642,0,197,5109,703,4755,781,354,260,1060,516,1060,516,0,197
0500000US05143,05143,"Washington County, Arkansas",8465,732,2605,577,2605,577,0,197,5446,483,5051,553,395,331,414,332,414,332,0,197
0500000US06001,06001,"Alameda County, California",172691,4098,33906,2071,33291,2090,615,472,115373,2496,108922,3280,6451,1626,23412,713,23375,718,37,62
0500000US06013,06013,"Contra Costa County, California",96102,4173,22792,2064,22594,2025,198,228,61674,2845,58987,2621,2687,1026,11636,521,11542,544,94,155
0500000US06019,06019,"Fresno County, California",46493,1938,14066,1332,13875,1369,191,310,28365,1334,26190,1585,2175,794,4062,353,4062,353,0,206
0500000US06029,06029,"Kern County, California",41905,3405,12228,2237,12138,2230,90,150,26200,1731,24912,1728,1288,857,3477,305,3477,305,0,206
0500000US06031,06031,"Kings County, California",6662,1421,1685,957,1685,957,0,206,4628,752,4217,737,411,329,349,297,349,297,0,206
0500000US06037,06037,"Los Angeles County, California",814107,8962,166721,5124,163346,5299,3375,1080,534111,5893,486953,6681,47158,4149,113275,1098,112313,1162,962,556
0500000US06047,06047,"Merced County, California",7825,920,2060,646,1828,625,232,328,4877,647,4183,694,694,555,888,335,888,335,0,206
0500000US06053,06053,"Monterey County, California",8102,1100,1938,589,1826,617,112,162,4875,840,4506,860,369,261,1289,122,1289,122,0,206
0500000US06059,06059,"Orange County, California",52433,2810,10351,1835,9796,1811,555,611,36669,1578,33643,2023,3026,1351,5413,263,5413,263,0,206
0500000US06061,06061,"Placer County, California",5707,888,1089,466,1089,466,0,206,3832,698,3768,693,64,81,786,257,786,257,0,206
0500000US06065,06065,"Riverside County, California",149364,4304,37021,2424,36026,2638,995,894,95515,2482,86677,2596,8838,2096,16828,895,16753,903,75,120
0500000US06067,06067,"Sacramento County, California",145609,4567,37345,2914,37261,2900,84,137,92909,2851,88456,3034,4453,1280,15355,369,15260,390,95,113
0500000US06071,06071,"San Bernardino County, California",174348,5668,49798,3176,47720,3515,2078,1431,106431,3284,96758,3532,9673,2117,18119,643,17926,665,193,190
0500000US06073,06073,"San Diego County, California",153451,5584,36118,2769,34859,2838,1259,715,102096,3668,94769,3755,7327,1665,15237,380,15177,395,60,96
0500000US06075,06075,"San Francisco County, California",42811,1982,6238,1202,5911,1206,327,318,29406,1240,26824,1395,2582,883,7167,417,7167,417,0,206
0500000US06077,06077,"San Joaquin County, California",50616,1881,12568,1654,12249,1681,319,495,32941,949,30587,1282,2354,974,5107,431,5107,431,0,206
0500000US06079,06079,"San Luis Obispo County, California",3343,958,1010,563,1010,563,0,206,1961,600,1885,596,76,93,372,230,372,230,0,206
0500000US06081,06081,"San Mateo County, California",17081,1504,2139,849,2092,842,47,81,11758,1045,11143,1018,615,410,3184,328,3184,328,0,206
0500000US06085,06085,"Santa Clara County, California",46371,2580,9524,1532,9475,1535,49,81,32436,1629,29673,1899,2763,1330,4411,323,4345,345,66,107
0500000US06095,06095,"Solano County, California",60269,2937,15225,1640,14770,1720,455,524,37251,1709,34921,1898,2330,995,7793,378,7738,381,55,90
0500000US06097,06097,"Sonoma County, California",8540,1892,2504,1049,2371,1057,133,231,5317,1109,4159,947,1158,1064,719,343,719,343,0,206
0500000US06099,06099,"Stanislaus County, California",16913,1388,5225,916,5029,836,196,328,9768,784,9467,814,301,255,1920,642,1920,642,0,206
0500000US06111,06111,"Ventura County, California",13898,1151,2837,536,2736,542,101,125,9048,803,8101,843,947,483,2013,165,2013,165,0,206
0500000US08001,08001,"Adams County, Colorado",15574,1258,4206,1136,4050,1133,156,237,10257,408,8922,827,1335,731,1111,195,1111,195,0,195
0500000US08005,08005,"Arapahoe County, Colorado",68690,2956,19569,1658,19152,1671,417,452,43769,1686,41127,1966,2642,1072,5352,168,5261,217,91,147
0500000US08013,08013,"Boulder County, Colorado",3418,511,673,311,673,311,0,195,2040,423,1873,477,167,188,705,411,705,411,0,195
0500000US08031,08031,"Denver County, Colorado",67190,2880,17021,1640,16765,1654,256,431,42238,1627,38622,1926,3616,1345,7931,461,7931,461,0,195
0500000US08035,08035,"Douglas County, Colorado",4523,1019,1546,703,1404,715,142,191,2566,543,2099,471,467,382,411,313,411,313,0,195
0500000US08041,08041,"El Paso County, Colorado",39947,4175,11312,2569,10986,2550,326,372,25679,1992,23415,2057,2264,891,2956,358,2956,358,0,195
0500000US08059,08059,"Jefferson County, Colorado",6644,1401,2137,1263,2137,1263,0,195,3971,600,3771,593,200,178,536,228,536,228,0,195
0500000US09001,09001,"Fairfield County, Connecticut",108757,3766,26930,2198,24510,2303,2420,1528,70694,2425,62251,2952,8443,2109,11133,454,10998,497,135,210
0500000US09003,09003,"Hartford County, Connecticut",117220,3435,28565,1881,28228,1889,337,232,76447,2022,71749,2088,4698,1142,12208,495,12092,515,116,128
0500000US09007,09007,"Middlesex County, Connecticut",8715,998,1821,634,1821,634,0,200,6243,428,5912,536,331,279,651,332,651,332,0,200
0500000US09009,09009,"New Haven County, Connecticut",108952,4151,27302,2363,27259,2383,43,75,70250,2521,65689,2658,4561,1437,11400,441,11346,446,54,90
0500000US09011,09011,"New London County, Connecticut",13818,2071,3269,1042,3213,1046,56,94,9154,1428,8726,1463,428,421,1395,228,1395,228,0,200
0500000US10001,10001,"Kent County, Delaware",43352,1895,10499,1208,9933,1305,566,596,27339,1128,24898,1266,2441,885,5514,140,4586,1107,928,1100
0500000US10003,10003,"New Castle County, Delaware",134429,3558,36425,2581,35431,2679,994,686,83928,1516,77040,1734,6888,1655,14076,465,13898,573,178,272
0500000US10005,10005,"Sussex County, Delaware",26661,1056,7415,657,7212,713,203,207,15952,595,15175,790,777,585,3294,264,3294,264,0,193
0500000US11001,11001,"District of Columbia, District of Columbia",314308,2844,67094,1227,64509,1682,2585,1377,202869,2012,192029,2972,10840,2328,44345,569,44309,573,36,61
0500000US12001,12001,"Alachua County, Florida",51399,2127,14034,1206,12907,1555,1127,996,32685,1556,27696,1877,4989,1265,4680,205,4680,205,0,221
0500000US12005,12005,"Bay County, Florida",20164,1148,5413,817,4901,915,512,493,12701,734,9703,1279,2998,1123,2050,385,2050,385,0,221
0500000US12009,12009,"Brevard County, Florida",56529,2922,13496,2140,12093,2072,1403,781,34220,1147,26911,1906,7309,1692,8813,925,8734,942,79,148
0500000US12011,12011,"Broward County, Florida",541149,6858,145569,3332,136542,3976,9027,2122,341910,4531,268765,7305,73145,7301,53670,1236,48726,2241,4944,1782
0500000US12015,12015,"Charlotte County, Florida",10576,1385,2527,498,2527,498,0,221,5920,1242,4672,1013,1248,919,2129,615,2129,615,0,221
0500000US12019,12019,"Clay County, Florida",20907,3620,4671,2119,4671,2119,0,221,14737,2508,11280,1931,3457,1849,1499,691,1499,691,0,221
0500000US12021,12021,"Collier County, Florida",25969,721,7497,474,5515,991,1982,935,15898,609,10805,1643,5093,1662,2574,547,2364,523,210,223
0500000US12023,12023,"Columbia County, Florida",11597,1045,3622,416,3533,405,89,151,6395,1001,4940,1176,1455,1146,1580,564,1448,447,132,143
0500000US12031,12031,"Duval County, Florida",266675,4341,75090,3252,71691,3383,3399,1585,166528,2334,141531,4084,24997,3512,25057,527,24769,588,288,269
0500000US12033,12033,"Escambia County, Florida",66947,2468,18960,1821,18424,1977,536,708,40265,1086,36039,1389,4226,983,7722,272,7692,292,30,52
