"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	15921	2371255	671.4
	"1999"	"1999"	"1 year"	"1"	1145	2359967	48.5
	"1999"	"1999"	"2 years"	"2"	793	2361979	33.6
	"1999"	"1999"	"3 years"	"3"	615	2402801	25.6
	"1999"	"1999"	"4 years"	"4"	501	2478733	20.2
	"1999"	"1999"	"5 years"	"5"	459	2506265	18.3
	"1999"	"1999"	"6 years"	"6"	392	2532464	15.5
	"1999"	"1999"	"7 years"	"7"	423	2610001	16.2
	"1999"	"1999"	"8 years"	"8"	420	2610111	16.1
	"1999"	"1999"	"9 years"	"9"	379	2630080	14.4
	"1999"	"1999"	"10 years"	"10"	409	2577832	15.9
	"1999"	"1999"	"11 years"	"11"	428	2511502	17.0
	"1999"	"1999"	"12 years"	"12"	408	2492942	16.4
	"1999"	"1999"	"13 years"	"13"	522	2483763	21.0
	"1999"	"1999"	"14 years"	"14"	705	2483967	28.4
	"1999"	"1999"	"15 years"	"15"	893	2434269	36.7
	"1999"	"1999"	"16 years"	"16"	1300	2487137	52.3
	"1999"	"1999"	"17 years"	"17"	1635	2490440	65.7
	"1999"	"1999"	"18 years"	"18"	2004	2451588	81.7
	"1999"	"1999"	"19 years"	"19"	2116	2503223	84.5
	"1999"	"1999"	"20 years"	"20"	2070	2395952	86.4
	"1999"	"1999"	"21 years"	"21"	2094	2304359	90.9
	"1999"	"1999"	"22 years"	"22"	1938	2275845	85.2
	"1999"	"1999"	"23 years"	"23"	1903	2206805	86.2
	"1999"	"1999"	"24 years"	"24"	1857	2269119	81.8
	"1999"	"1999"	"25 years"	"25"	1777	2273252	78.2
	"1999"	"1999"	"26 years"	"26"	1946	2283700	85.2
	"1999"	"1999"	"27 years"	"27"	2027	2436111	83.2
	"1999"	"1999"	"28 years"	"28"	2172	2575939	84.3
	"1999"	"1999"	"29 years"	"29"	2313	2610658	88.6
	"1999"	"1999"	"30 years"	"30"	2337	2637153	88.6
	"1999"	"1999"	"31 years"	"31"	2512	2481240	101.2
	"1999"	"1999"	"32 years"	"32"	2783	2546920	109.3
	"1999"	"1999"	"33 years"	"33"	2955	2563311	115.3
	"1999"	"1999"	"34 years"	"34"	3354	2727279	123.0
	"1999"	"1999"	"35 years"	"35"	3709	2869035	129.3
	"1999"	"1999"	"36 years"	"36"	3975	2827266	140.6
	"1999"	"1999"	"37 years"	"37"	4318	2846883	151.7
	"1999"	"1999"	"38 years"	"38"	4735	2817696	168.0
	"1999"	"1999"	"39 years"	"39"	5034	2861062	175.9
	"1999"	"1999"	"40 years"	"40"	5286	2890387	182.9
	"1999"	"1999"	"41 years"	"41"	5757	2752353	209.2
	"1999"	"1999"	"42 years"	"42"	6116	2773153	220.5
	"1999"	"1999"	"43 years"	"43"	6583	2651414	248.3
	"1999"	"1999"	"44 years"	"44"	7035	2620664	268.4
	"1999"	"1999"	"45 years"	"45"	7397	2607506	283.7
