"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	15965	2375463	672.1
	"1999"	"1999"	"1 year"	"1"	1151	2364346	48.7
	"1999"	"1999"	"2 years"	"2"	794	2366185	33.6
	"1999"	"1999"	"3 years"	"3"	616	2406849	25.6
	"1999"	"1999"	"4 years"	"4"	501	2482833	20.2
	"1999"	"1999"	"5 years"	"5"	458	2510225	18.2
	"1999"	"1999"	"6 years"	"6"	394	2536646	15.5
	"1999"	"1999"	"7 years"	"7"	427	2614380	16.3
	"1999"	"1999"	"8 years"	"8"	423	2614460	16.2
	"1999"	"1999"	"9 years"	"9"	378	2634371	14.3
	"1999"	"1999"	"10 years"	"10"	410	2582304	15.9
	"1999"	"1999"	"11 years"	"11"	427	2515871	17.0
	"1999"	"1999"	"12 years"	"12"	410	2497555	16.4
	"1999"	"1999"	"13 years"	"13"	525	2487943	21.1
	"1999"	"1999"	"14 years"	"14"	705	2488399	28.3
	"1999"	"1999"	"15 years"	"15"	896	2438468	36.7
	"1999"	"1999"	"16 years"	"16"	1303	2491498	52.3
	"1999"	"1999"	"17 years"	"17"	1643	2494676	65.9
	"1999"	"1999"	"18 years"	"18"	2018	2455186	82.2
	"1999"	"1999"	"19 years"	"19"	2121	2506104	84.6
	"1999"	"1999"	"20 years"	"20"	2071	2398970	86.3
	"1999"	"1999"	"21 years"	"21"	2103	2307346	91.1
	"1999"	"1999"	"22 years"	"22"	1948	2279064	85.5
	"1999"	"1999"	"23 years"	"23"	1910	2210540	86.4
	"1999"	"1999"	"24 years"	"24"	1860	2273052	81.8
	"1999"	"1999"	"25 years"	"25"	1782	2277230	78.3
	"1999"	"1999"	"26 years"	"26"	1955	2287643	85.5
	"1999"	"1999"	"27 years"	"27"	2034	2440535	83.3
	"1999"	"1999"	"28 years"	"28"	2173	2580290	84.2
	"1999"	"1999"	"29 years"	"29"	2326	2615159	88.9
	"1999"	"1999"	"30 years"	"30"	2344	2641550	88.7
	"1999"	"1999"	"31 years"	"31"	2517	2485016	101.3
	"1999"	"1999"	"32 years"	"32"	2792	2550728	109.5
	"1999"	"1999"	"33 years"	"33"	2964	2567272	115.5
	"1999"	"1999"	"34 years"	"34"	3373	2731473	123.5
	"1999"	"1999"	"35 years"	"35"	3713	2873261	129.2
	"1999"	"1999"	"36 years"	"36"	3987	2831860	140.8
	"1999"	"1999"	"37 years"	"37"	4325	2851880	151.7
	"1999"	"1999"	"38 years"	"38"	4748	2822393	168.2
	"1999"	"1999"	"39 years"	"39"	5054	2865920	176.3
	"1999"	"1999"	"40 years"	"40"	5307	2895426	183.3
	"1999"	"1999"	"41 years"	"41"	5777	2756849	209.6
	"1999"	"1999"	"42 years"	"42"	6129	2777535	220.7
	"1999"	"1999"	"43 years"	"43"	6594	2655594	248.3
	"1999"	"1999"	"44 years"	"44"	7049	2624826	268.6
	"1999"	"1999"	"45 years"	"45"	7430	2611665	284.5
	"1999"	"1999"	"46 years"	"46"	7752	2459352	315.2
	"1999"	"1999"	"47 years"	"47"	7971	2421073	329.2
	"1999"	"1999"	"48 years"	"48"	8269	2280636	362.6
	"1999"	"1999"	"49 years"	"49"	8740	2309295	378.5
	"1999"	"1999"	"50 years"	"50"	9159	2305973	397.2
	"1999"	"1999"	"51 years"	"51"	9893	2198275	450.0
	"1999"	"1999"	"52 years"	"52"	10913	2361966	462.0
	"1999"	"1999"	"53 years"	"53"	9504	1705151	557.4
	"1999"	"1999"	"54 years"	"54"	10175	1773536	573.7
	"1999"	"1999"	"55 years"	"55"	11180	1733773	644.8
	"1999"	"1999"	"56 years"	"56"	12254	1771470	691.7
	"1999"	"1999"	"57 years"	"57"	11880	1536373	773.2
	"1999"	"1999"	"58 years"	"58"	12180	1448142	841.1
	"1999"	"1999"	"59 years"	"59"	12730	1383359	920.2
	"1999"	"1999"	"60 years"	"60"	13185	1376418	957.9
	"1999"	"1999"	"61 years"	"61"	14239	1293225	1101.0
	"1999"	"1999"	"62 years"	"62"	14905	1230536	1211.3
	"1999"	"1999"	"63 years"	"63"	16086	1217524	1321.2
	"1999"	"1999"	"64 years"	"64"	17612	1217582	1446.5
	"1999"	"1999"	"65 years"	"65"	18195	1126362	1615.4
	"1999"	"1999"	"66 years"	"66"	19214	1117084	1720.0
	"1999"	"1999"	"67 years"	"67"	20853	1125199	1853.3
	"1999"	"1999"	"68 years"	"68"	22704	1126659	2015.2
	"1999"	"1999"	"69 years"	"69"	25154	1114030	2257.9
	"1999"	"1999"	"70 years"	"70"	26384	1100466	2397.5
	"1999"	"1999"	"71 years"	"71"	28409	1070855	2652.9
	"1999"	"1999"	"72 years"	"72"	30503	1022652	2982.7
	"1999"	"1999"	"73 years"	"73"	32414	1002936	3231.9
	"1999"	"1999"	"74 years"	"74"	34436	1003077	3433.0
	"2000"	"2000"	"< 1 year"	"0"	16006	2379076	672.8
	"2000"	"2000"	"1 year"	"1"	1134	2386016	47.5
	"2000"	"2000"	"2 years"	"2"	791	2369449	33.4
	"2000"	"2000"	"3 years"	"3"	529	2406734	22.0
	"2000"	"2000"	"4 years"	"4"	480	2466179	19.5
	"2000"	"2000"	"5 years"	"5"	443	2487710	17.8
	"2000"	"2000"	"6 years"	"6"	403	2520835	16.0
	"2000"	"2000"	"7 years"	"7"	393	2581237	15.2
	"2000"	"2000"	"8 years"	"8"	381	2617160	14.6
	"2000"	"2000"	"9 years"	"9"	365	2667170	13.7
	"2000"	"2000"	"10 years"	"10"	366	2666778	13.7
	"2000"	"2000"	"11 years"	"11"	445	2566786	17.3
	"2000"	"2000"	"12 years"	"12"	434	2542590	17.1
	"2000"	"2000"	"13 years"	"13"	511	2498676	20.5
	"2000"	"2000"	"14 years"	"14"	691	2516410	27.5
	"2000"	"2000"	"15 years"	"15"	893	2491974	35.8
	"2000"	"2000"	"16 years"	"16"	1257	2467463	50.9
