"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	16059	2379478	674.9
	"1999"	"1999"	"1 year"	"1"	1155	2368505	48.8
	"1999"	"1999"	"2 years"	"2"	799	2370606	33.7
	"1999"	"1999"	"3 years"	"3"	621	2411352	25.8
	"1999"	"1999"	"4 years"	"4"	509	2487864	20.5
	"1999"	"1999"	"5 years"	"5"	464	2515558	18.4
	"1999"	"1999"	"6 years"	"6"	394	2541730	15.5
	"1999"	"1999"	"7 years"	"7"	426	2619548	16.3
	"1999"	"1999"	"8 years"	"8"	422	2619643	16.1
	"1999"	"1999"	"9 years"	"9"	382	2639474	14.5
	"1999"	"1999"	"10 years"	"10"	410	2586886	15.8
	"1999"	"1999"	"11 years"	"11"	431	2520319	17.1
	"1999"	"1999"	"12 years"	"12"	409	2501906	16.3
	"1999"	"1999"	"13 years"	"13"	527	2492172	21.1
	"1999"	"1999"	"14 years"	"14"	708	2492535	28.4
	"1999"	"1999"	"15 years"	"15"	899	2442776	36.8
	"1999"	"1999"	"16 years"	"16"	1308	2495653	52.4
	"1999"	"1999"	"17 years"	"17"	1645	2499082	65.8
	"1999"	"1999"	"18 years"	"18"	2015	2459177	81.9
	"1999"	"1999"	"19 years"	"19"	2123	2510744	84.6
	"1999"	"1999"	"20 years"	"20"	2078	2403189	86.5
	"1999"	"1999"	"21 years"	"21"	2107	2311054	91.2
	"1999"	"1999"	"22 years"	"22"	1951	2282818	85.5
	"1999"	"1999"	"23 years"	"23"	1915	2214157	86.5
	"1999"	"1999"	"24 years"	"24"	1873	2276946	82.3
	"1999"	"1999"	"25 years"	"25"	1798	2281410	78.8
	"1999"	"1999"	"26 years"	"26"	1951	2291567	85.1
	"1999"	"1999"	"27 years"	"27"	2041	2444420	83.5
	"1999"	"1999"	"28 years"	"28"	2187	2584274	84.6
	"1999"	"1999"	"29 years"	"29"	2329	2619006	88.9
	"1999"	"1999"	"30 years"	"30"	2345	2645427	88.6
	"1999"	"1999"	"31 years"	"31"	2529	2488585	101.6
	"1999"	"1999"	"32 years"	"32"	2797	2554374	109.5
	"1999"	"1999"	"33 years"	"33"	2973	2570761	115.6
	"1999"	"1999"	"34 years"	"34"	3373	2735521	123.3
	"1999"	"1999"	"35 years"	"35"	3729	2877280	129.6
	"1999"	"1999"	"36 years"	"36"	3995	2835695	140.9
	"1999"	"1999"	"37 years"	"37"	4351	2855237	152.4
	"1999"	"1999"	"38 years"	"38"	4754	2825811	168.2
	"1999"	"1999"	"39 years"	"39"	5061	2869614	176.4
	"1999"	"1999"	"40 years"	"40"	5319	2899063	183.5
	"1999"	"1999"	"41 years"	"41"	5775	2760359	209.2
	"1999"	"1999"	"42 years"	"42"	6145	2781705	220.9
	"1999"	"1999"	"43 years"	"43"	6627	2659559	249.2
	"1999"	"1999"	"44 years"	"44"	7094	2629006	269.8
	"1999"	"1999"	"45 years"	"45"	7451	2615698	284.9
	"1999"	"1999"	"46 years"	"46"	7766	2463358	315.3
	"1999"	"1999"	"47 years"	"47"	8009	2424920	330.3
