GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate,Margin of Error; Less than high school graduate,Estimate; High school graduate (includes equivalency),Margin of Error; High school graduate (includes equivalency),Estimate; Some college or associate's degree,Margin of Error; Some college or associate's degree,Estimate; Bachelor's degree,Margin of Error; Bachelor's degree,Estimate; Graduate or professional degree,Margin of Error; Graduate or professional degree,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Less than high school graduate,Margin of Error; Same house 1 year ago: - Less than high school graduate,Estimate; Same house 1 year ago: - High school graduate (includes equivalency),Margin of Error; Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Same house 1 year ago: - Some college or associate's degree,Margin of Error; Same house 1 year ago: - Some college or associate's degree,Estimate; Same house 1 year ago: - Bachelor's degree,Margin of Error; Same house 1 year ago: - Bachelor's degree,Estimate; Same house 1 year ago: - Graduate or professional degree,Margin of Error; Same house 1 year ago: - Graduate or professional degree,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Less than high school graduate,Margin of Error; Moved within same county: - Less than high school graduate,Estimate; Moved within same county: - High school graduate (includes equivalency),Margin of Error; Moved within same county: - High school graduate (includes equivalency),Estimate; Moved within same county: - Some college or associate's degree,Margin of Error; Moved within same county: - Some college or associate's degree,Estimate; Moved within same county: - Bachelor's degree,Margin of Error; Moved within same county: - Bachelor's degree,Estimate; Moved within same county: - Graduate or professional degree,Margin of Error; Moved within same county: - Graduate or professional degree,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Less than high school graduate,Margin of Error; Moved from different county within same state: - Less than high school graduate,Estimate; Moved from different county within same state: - High school graduate (includes equivalency),Margin of Error; Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Moved from different county within same state: - Some college or associate's degree,Margin of Error; Moved from different county within same state: - Some college or associate's degree,Estimate; Moved from different county within same state: - Bachelor's degree,Margin of Error; Moved from different county within same state: - Bachelor's degree,Estimate; Moved from different county within same state: - Graduate or professional degree,Margin of Error; Moved from different county within same state: - Graduate or professional degree,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Less than high school graduate,Margin of Error; Moved from different state: - Less than high school graduate,Estimate; Moved from different state: - High school graduate (includes equivalency),Margin of Error; Moved from different state: - High school graduate (includes equivalency),Estimate; Moved from different state: - Some college or associate's degree,Margin of Error; Moved from different state: - Some college or associate's degree,Estimate; Moved from different state: - Bachelor's degree,Margin of Error; Moved from different state: - Bachelor's degree,Estimate; Moved from different state: - Graduate or professional degree,Margin of Error; Moved from different state: - Graduate or professional degree,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Less than high school graduate,Margin of Error; Moved from abroad: - Less than high school graduate,Estimate; Moved from abroad: - High school graduate (includes equivalency),Margin of Error; Moved from abroad: - High school graduate (includes equivalency),Estimate; Moved from abroad: - Some college or associate's degree,Margin of Error; Moved from abroad: - Some college or associate's degree,Estimate; Moved from abroad: - Bachelor's degree,Margin of Error; Moved from abroad: - Bachelor's degree,Estimate; Moved from abroad: - Graduate or professional degree,Margin of Error; Moved from abroad: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",120801,1115,14660,2164,32549,2729,38012,3020,25088,2886,10492,1577,107311,2474,12713,1932,29161,2667,33473,2927,22395,2724,9569,1413,7856,2219,1696,1039,1610,696,2632,1242,1441,750,477,434,2108,849,113,112,649,429,1004,656,342,356,0,271,3165,1199,84,70,1027,678,903,508,807,595,344,225,361,245,54,92,102,122,0,271,103,123,102,138
0500000US01015,01015,"Calhoun County, Alabama",76077,660,14910,1532,25966,2038,23261,2199,6946,1196,4994,968,66545,1827,12696,1391,22703,1987,20623,2147,5826,941,4697,909,6129,1370,1659,764,2126,646,1798,672,295,303,251,308,1739,800,102,100,880,531,489,380,268,278,0,271,1664,975,453,451,257,286,351,335,557,561,46,72,0,271,0,271,0,271,0,271,0,271,0,271
0500000US01043,01043,"Cullman County, Alabama",56481,909,12472,1806,20192,2269,16237,1876,4528,979,3052,850,48912,2063,10514,1622,17907,2255,13491,1757,4240,947,2760,851,3687,1215,1033,573,1021,620,1510,625,0,271,123,161,2401,1396,552,547,773,488,619,559,288,349,169,274,1481,1018,373,404,491,395,617,581,0,271,0,271,0,271,0,271,0,271,0,271,0,271,0,271
0500000US01055,01055,"Etowah County, Alabama",70917,637,13510,1956,21075,1895,23997,1916,6958,1272,5377,1083,60264,1883,10521,1728,17797,1648,21579,1968,5868,1076,4499,950,6548,1567,1491,670,1988,1030,1764,650,697,717,608,510,2835,1192,1450,846,744,453,300,235,71,88,270,296,1270,731,48,79,546,566,354,281,322,371,0,271,0,271,0,271,0,271,0,271,0,271,0,271
0500000US01069,01069,"Houston County, Alabama",65786,228,11591,1130,22936,1483,18945,1095,7874,689,4440,637,59063,957,10478,1128,20912,1416,16655,1066,7029,703,3989,574,4237,791,829,305,1427,421,1159,325,479,230,343,252,1145,440,62,50,378,250,437,259,238,148,30,35,1266,408,222,206,219,99,619,269,128,102,78,54,75,91,0,271,0,271,75,91,0,271,0,271
0500000US01073,01073,"Jefferson County, Alabama",438927,973,55372,3788,128794,5519,132645,5603,76888,3916,45228,2924,381307,5822,46323,3166,112643,4507,116888,5626,64522,3455,40931,2780,41512,4695,6727,1563,11550,2391,11937,2198,8829,2220,2469,753,8057,1722,1147,621,2310,804,2521,946,1761,722,318,201,7342,1692,1090,813,1881,783,1239,706,1686,742,1446,578,709,584,85,140,410,477,60,87,90,139,64,107
0500000US01077,01077,"Lauderdale County, Alabama",60124,838,10507,1767,19453,2015,15391,1904,9802,1673,4971,1083,52567,1796,9045,1623,16053,1718,13492,1754,9166,1719,4811,1073,3875,1273,1080,510,1375,719,877,561,422,395,121,134,2613,1140,289,272,1420,978,806,468,59,98,39,70,967,533,93,152,503,378,216,163,155,183,0,271,102,128,0,271,102,128,0,271,0,271,0,271
0500000US01081,01081,"Lee County, Alabama",74638,562,10721,1602,20478,2304,20402,1484,12786,1374,10251,1506,62800,1856,9709,1654,16450,2223,17794,1549,10542,1435,8305,1335,5482,1208,830,502,2223,842,1319,491,550,240,560,300,2359,936,125,142,818,518,524,327,622,358,270,263,3246,790,57,74,874,416,666,374,859,329,790,327,751,356,0,271,113,134,99,131,213,159,326,232
0500000US01083,01083,"Limestone County, Alabama",51454,817,10707,1695,15879,1764,14920,2082,6728,1341,3220,827,45603,1881,9675,1705,13715,1646,13529,2016,5618,1135,3066,806,2190,1039,412,251,1161,752,237,274,380,318,0,271,2605,1142,506,366,960,589,572,413,413,505,154,150,754,427,114,168,43,75,280,216,317,288,0,271,302,309,0,271,0,271,302,309,0,271,0,271
