GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
0500000US01125,01125,"Tuscaloosa County, Alabama",108671,456,17751,2048,33288,2873,28584,2312,17457,2054,11591,1885,92213,2688,15357,1743,28873,2694,24526,2283,13844,1894,9613,1758,9042,1724,841,539,2448,1010,2336,853,2258,955,1159,615,3677,1228,651,400,1246,633,594,402,768,644,418,303,3401,1465,861,641,659,396,1112,655,425,381,344,311,338,269,41,71,62,86,16,18,162,192,57,92
0500000US02020,02020,"Anchorage Municipality, Alaska",175271,1269,14372,2203,43765,3196,61764,3644,35015,2708,20355,2289,143850,3292,10985,1914,36111,3016,50365,3148,28879,2422,17510,2016,17909,2448,2052,975,4354,1176,7290,1469,3448,1030,765,368,3135,1299,720,453,1382,976,185,250,645,390,203,172,8595,1913,362,348,1860,889,3324,1103,1812,894,1237,520,1782,1128,253,259,58,101,600,634,231,227,640,824
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",56434,990,3579,868,17285,1906,21584,2124,7822,1340,6164,1027,44914,1520,2388,851,13293,1846,17298,2065,6623,1298,5312,1022,6167,1468,866,531,1787,869,2822,952,529,328,163,167,1774,855,160,164,798,705,484,334,113,192,219,216,2561,830,165,177,906,526,816,519,395,262,279,284,1018,613,0,237,501,483,164,195,162,189,191,193
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",47722,1539,4143,1163,16167,1870,17881,1623,6243,1214,3288,788,40250,2027,3335,972,13354,1835,15529,1393,5012,880,3020,782,3617,1559,641,566,1614,800,1072,592,268,233,22,37,1670,518,146,103,629,255,552,393,197,155,146,160,2185,1239,21,41,570,398,728,505,766,744,100,112,0,237,0,237,0,237,0,237,0,237,0,237
0500000US04003,04003,"Cochise County, Arizona",84139,852,14046,1785,20624,2049,32767,1934,9998,1346,6704,1251,69313,2240,11795,1802,16913,1816,26283,1899,8493,1286,5829,1196,4954,1451,668,670,1785,738,1945,850,242,183,314,234,2985,973,587,592,1039,579,1139,546,77,94,143,170,6352,1710,910,885,702,497,3136,1023,1186,643,418,363,535,297,86,140,185,182,264,213,0,292,0,292
0500000US04005,04005,"Coconino County, Arizona",76186,525,10050,1407,18998,2116,21717,2345,13130,1750,12291,1923,65880,1929,8596,1294,16739,2178,18214,2359,12069,1580,10262,1679,5220,1451,1003,660,1382,732,2192,936,301,232,342,279,1716,948,71,121,114,151,668,541,306,288,557,481,3297,1170,323,427,747,537,643,449,454,469,1130,769,73,108,57,92,16,28,0,292,0,292,0,292
0500000US04013,04013,"Maricopa County, Arizona",2473087,395,407679,11766,631092,14513,757718,13525,441817,9272,234781,6595,2028804,13785,324873,9858,513210,13504,628197,13158,362634,9236,199890,6415,304313,12238,59881,6286,80883,6085,93420,7193,49708,4157,20421,2137,17360,2693,2306,761,5292,1584,6101,1609,2544,806,1117,434,95307,7179,10531,2565,25144,3971,27029,3345,21503,2793,11100,2251,27303,4179,10088,3854,6563,2205,2971,1019,5428,1819,2253,768
0500000US04015,04015,"Mohave County, Arizona",137401,916,25620,2829,52923,3407,43041,3271,10577,2044,5240,1389,113989,3510,20705,2778,43014,3646,37748,3350,8208,1611,4314,1030,13354,3024,2971,1272,5695,1806,2449,998,1630,1294,609,752,1453,591,192,232,919,461,292,296,0,292,50,83,8549,2427,1752,1045,3239,1483,2552,1012,739,475,267,258,56,94,0,292,56,94,0,292,0,292,0,292
0500000US04017,04017,"Navajo County, Arizona",65625,1248,13237,1562,22825,2085,21249,2325,5449,1283,2865,863,53455,1909,11380,1364,18447,1930,17244,2173,4236,1210,2148,757,5277,1464,1015,583,2613,1035,972,533,509,454,168,241,4888,1780,686,506,1366,636,2287,1338,433,292,116,200,1591,914,156,208,399,378,445,319,271,329,320,354,414,433,0,292,0,292,301,380,0,292,113,192
0500000US04019,04019,"Pima County, Arizona",635539,713,82196,4554,159582,5266,206559,5335,109895,4660,77307,4282,519299,6121,65456,4129,127838,5246,169237,5906,92412,3953,64356,3700,80836,5670,12579,2210,23001,2876,26579,3460,11075,1707,7602,1579,6491,1254,1554,691,2131,685,1557,536,688,445,561,310,23477,2911,1161,632,5324,1717,8686,1668,4824,1195,3482,891,5436,1447,1446,758,1288,793,500,372,896,561,1306,578
0500000US04021,04021,"Pinal County, Arizona",193388,1141,33952,2752,62866,3843,63884,3920,22102,2145,10584,1546,155934,3755,27374,2375,50509,3750,52108,3765,17119,2024,8824,1476,10205,2456,2308,918,3793,1457,2987,1154,600,456,517,347,14661,2212,1635,580,3553,1040,6132,1507,2901,1049,440,437,11176,1980,1717,684,4828,1448,2545,892,1384,595,702,434,1412,621,918,564,183,152,112,150,98,159,101,119
0500000US04025,04025,"Yavapai County, Arizona",152367,791,19812,2464,43477,4096,51700,4004,21921,2540,15457,1830,128550,3613,16023,2357,37979,3618,43029,3427,17716,2298,13803,1763,12423,3039,2625,1522,2567,1382,5314,1584,1510,788,407,372,3982,1310,408,411,1117,632,1268,706,713,419,476,280,7250,1726,594,519,1814,873,2089,822,1982,863,771,575,162,252,162,252,0,292,0,292,0,292,0,292
0500000US04027,04027,"Yuma County, Arizona",117204,417,32172,2340,34031,2645,34878,2528,9879,1310,6244,1191,96131,2742,27713,2428,28183,2586,28144,2469,6829,1077,5262,1067,10499,2021,2638,1153,3262,1309,3067,992,1206,490,326,344,2295,746,376,244,600,332,1150,515,127,151,42,70,6150,1428,944,686,1371,748,1840,747,1425,529,570,425,2129,989,501,411,615,397,677,435,292,259,44,72
0500000US05007,05007,"Benton County, Arkansas",130302,954,21313,2412,40388,3006,35547,2340,22692,2329,10362,1475,108632,2690,16967,2066,34297,2962,31193,2411,18522,1944,7653,1229,11652,2279,3390,1323,3370,914,2675,1040,1671,661,546,358,3498,1383,483,395,641,445,701,505,685,491,988,670,6203,1631,417,431,2080,654,807,447,1724,1055,1175,524,317,230,56,95,0,267,171,150,90,146,0,267
0500000US05031,05031,"Craighead County, Arkansas",57905,500,8503,1279,22177,2115,13441,1924,8587,1559,5197,1150,49513,1764,7170,1072,18811,1984,11448,1883,7424,1392,4660,1181,5348,1501,830,524,2070,820,1407,585,835,485,206,183,1323,553,466,308,413,274,187,194,66,111,191,206,1637,854,37,61,799,636,399,331,262,188,140,171,84,105,0,267,84,105,0,267,0,267,0,267
0500000US05045,05045,"Faulkner County, Arkansas",62248,771,8555,1633,19271,2051,16873,1642,12355,1614,5194,1072,52927,1793,7054,1441,15850,2038,14373,1597,10863,1572,4787,1054,5637,1226,942,603,2245,759,1553,610,674,518,223,169,2576,866,559,409,813,477,520,348,547,441,137,175,1021,593,0,267,363,324,427,398,184,208,47,80,87,151,0,267,0,267,0,267,87,151,0,267
0500000US05051,05051,"Garland County, Arkansas",68675,616,9848,1472,23235,2366,21474,2144,9448,1408,4670,964,57496,2560,8607,1332,19543,2277,17615,2321,7812,1316,3919,895,6005,1722,892,489,2129,828,2192,986,675,450,117,134,1506,904,177,254,576,669,287,273,419,313,47,78,3363,1225,172,242,987,549,1258,647,467,348,479,390,305,386,0,267,0,267,122,205,75,143,108,229
0500000US05069,05069,"Jefferson County, Arkansas",50345,992,9604,1282,20618,1824,12351,1630,5144,1242,2628,680,42622,1397,7623,1222,17646,1736,10233,1585,4541,991,2579,669,4826,1247,1149,550,2000,715,1149,482,528,543,0,267,1373,496,233,167,582,304,558,392,0,267,0,267,1524,615,599,471,390,281,411,280,75,125,49,90,0,267,0,267,0,267,0,267,0,267,0,267
0500000US05119,05119,"Pulaski County, Arkansas",245623,586,28974,2668,66819,4030,71062,3710,51588,2874,27180,2461,205144,4346,23371,2598,54288,4272,59423,3653,43876,2890,24186,2370,27606,3322,4184,1175,8956,1841,8209,1570,4376,1339,1881,773,5729,1577,1240,655,2093,921,1331,654,828,585,237,201,6188,2066,179,181,1313,695,2020,1005,1854,965,822,662,956,701,0,267,169,276,79,99,654,652,54,89
0500000US05125,05125,"Saline County, Arkansas",65218,674,8717,1469,22845,1985,18515,1831,11163,1605,3978,844,56473,2121,7230,1312,19259,1798,16629,1996,9902,1547,3453,777,4560,1589,513,410,2410,957,882,547,591,521,164,204,2885,921,748,496,951,386,671,362,402,263,113,197,1255,657,226,250,225,231,333,266,223,197,248,220,45,78,0,267,0,267,0,267,45,78,0,267
0500000US05131,05131,"Sebastian County, Arkansas",79585,793,14990,1935,27189,2435,23170,2162,9464,1427,4772,976,66819,2338,12360,1699,21703,2115,19768,2077,8678,1471,4310,1013,8541,1859,1495,788,3934,1345,2419,1017,522,286,171,195,1734,877,310,342,888,744,324,171,93,104,119,127,2258,975,718,443,664,416,615,400,171,200,90,126,233,198,107,139,0,267,44,73,0,267,82,139
0500000US05143,05143,"Washington County, Arkansas",118138,702,19114,2494,33764,2758,32044,2792,19659,2259,13557,1679,98235,2897,15019,2279,28319,2699,27139,2549,15943,2095,11815,1529,12265,2550,2451,1036,3471,1260,3082,1412,2209,876,1052,480,2973,835,663,422,661,325,1157,615,409,302,83,135,4098,1435,785,559,1065,605,605,360,1098,602,545,402,567,563,196,245,248,317,61,102,0,267,62,107
0500000US05145,05145,"White County, Arkansas",46918,497,8041,1325,19273,1940,11648,1411,4995,1010,2961,635,39743,1781,6258,1127,15939,1827,10460,1466,4419,896,2667,577,4401,1272,760,450,2162,823,875,520,484,518,120,177,1699,815,950,664,555,412,113,106,38,64,43,69,1000,474,73,88,542,375,200,152,54,89,131,156,75,127,0,267,75,127,0,267,0,267,0,267
0500000US06001,06001,"Alameda County, California",981165,857,139841,7101,204162,9492,241929,7962,238811,7450,156422,5732,844186,6876,120284,6566,174167,8910,211138,7282,205269,7366,133328,5550,80157,6247,11215,2086,19095,2986,20026,2357,17371,2552,12450,2016,32782,3903,4312,1588,7737,2080,7393,1875,8331,1739,5009,1464,13271,2825,1310,832,1894,1125,1986,738,4614,1487,3467,969,10769,2143,2720,1279,1269,721,1386,722,3226,1012,2168,889
0500000US06007,06007,"Butte County, California",138556,715,23207,2460,31126,2585,51107,2826,23070,2372,10046,1795,116871,3353,20061,2374,26450,2381,41788,2901,20059,2183,8513,1370,13979,2531,2468,943,3403,1172,6368,1704,1332,548,408,298,4317,1156,407,274,812,463,1860,722,1113,663,125,148,2063,1009,131,165,326,334,723,552,566,487,317,301,1326,1127,140,295,135,234,368,430,0,292,683,975
0500000US06013,06013,"Contra Costa County, California",674084,728,81719,5629,142431,6012,199783,6021,160157,5562,89994,4099,589335,6646,69852,5037,122801,5381,174564,6508,142471,5105,79647,3941,53776,5346,9809,2150,14147,3070,16769,2318,8588,1926,4463,1226,22724,3594,1106,627,4163,1612,6536,1509,6757,1450,4162,1384,5189,1372,345,365,695,577,1250,721,1578,688,1321,627,3060,937,607,492,625,549,664,349,763,397,401,294
0500000US06017,06017,"El Dorado County, California",120034,942,9006,1472,29757,2807,44084,2578,26017,2530,11170,1659,104278,2508,8319,1554,25939,2429,37573,2503,22664,2206,9783,1489,8681,2333,542,384,2256,943,3906,1367,1454,951,523,400,5467,1635,145,141,1202,669,1950,786,1398,710,772,625,1519,902,0,292,360,401,602,499,501,309,56,95,89,115,0,292,0,292,53,105,0,292,36,58
0500000US06019,06019,"Fresno County, California",526070,393,142262,6094,135496,5591,150445,6399,67234,4515,30633,2702,450832,6111,120779,5720,115042,5076,126607,6261,60643,4245,27761,2646,53868,5533,15275,2967,16110,2602,16641,2690,3970,1060,1872,633,13182,2252,4437,1293,2830,1012,4334,1185,1256,615,325,266,5959,1786,788,488,1264,801,2457,1277,836,501,614,370,2229,907,983,595,250,250,406,421,529,432,61,102
0500000US06023,06023,"Humboldt County, California",85890,953,9498,1326,24625,2178,28851,2498,15882,1704,7034,1144,72986,1787,7690,1243,20876,2095,24466,2366,13627,1555,6327,1079,7724,1389,987,547,2230,775,2965,794,1382,559,160,140,3498,1064,548,286,1198,612,966,549,292,226,494,335,1272,604,0,292,184,179,454,352,581,419,53,89,410,279,273,224,137,166,0,292,0,292,0,292
0500000US06025,06025,"Imperial County, California",93249,757,35298,2800,24179,2665,23859,2527,6891,1473,3022,875,81369,1543,30738,2762,20656,2489,21611,2374,5694,1339,2670,885,6116,1287,2810,1081,1604,708,1129,527,573,361,0,292,3922,743,1407,361,1412,394,548,283,362,373,193,245,734,390,147,201,365,294,130,181,92,112,0,292,1108,670,196,203,142,131,441,511,170,182,159,197
0500000US06029,06029,"Kern County, California",465482,430,139122,6505,131503,5453,129404,6040,42737,3187,22716,2268,374021,6457,107815,5418,103874,5059,105409,5522,37235,3203,19688,2048,55356,5753,18490,3445,17938,2979,14297,2701,2898,906,1733,797,27700,3465,10597,2551,7609,1496,7072,1568,1830,790,592,366,6031,1733,1454,1018,1572,734,1814,771,537,396,654,450,2374,1089,766,548,510,398,812,713,237,217,49,80
0500000US06031,06031,"Kings County, California",88446,790,24653,2353,28382,2749,24066,2921,7886,1366,3459,935,70765,2891,18374,2702,22781,2316,19379,2553,7049,1357,3182,947,7330,2044,1724,1002,2332,1141,2828,1170,323,288,123,154,9001,1801,4489,1437,2265,732,1742,898,351,262,154,135,1091,1047,0,292,854,1011,74,110,163,207,0,292,259,245,66,109,150,180,43,72,0,292,0,292
0500000US06037,06037,"Los Angeles County, California",6262307,495,1550100,18268,1446430,21938,1493005,17306,1172729,18116,600043,13753,5547388,17724,1392246,19457,1287939,20308,1330709,17280,1017735,16267,518759,12733,551932,15950,131444,6379,125333,8122,128684,7295,110998,6185,55473,4264,59672,4600,9264,2142,15337,2210,12775,1956,15631,2272,6665,1390,59959,4552,6007,1901,9656,1927,13997,2281,17442,2528,12857,2256,43356,4191,11139,2073,8165,1881,6840,1458,10923,1665,6289,1450
0500000US06039,06039,"Madera County, California",90012,460,29181,2505,25050,2393,23623,2593,7576,1232,4582,1174,76263,2559,23700,2582,21034,2550,20392,2358,6838,1289,4299,1193,6383,1817,2662,1050,1554,742,1805,949,277,234,85,144,6076,1282,2190,493,2112,820,1198,512,461,303,115,183,482,350,152,164,102,125,228,247,0,292,0,292,808,584,477,421,248,316,0,292,0,292,83,104
0500000US06041,06041,"Marin County, California",181645,816,16375,2079,26636,3277,44014,3205,55001,3407,39619,2863,155494,3029,13512,1896,21451,2884,37367,2801,47320,2886,35844,2852,11032,1975,475,378,1658,939,3368,1003,3772,1107,1759,617,11782,2319,2050,647,2548,887,2756,1265,3015,1037,1413,780,1759,1011,0,292,478,538,302,305,549,376,430,305,1578,814,338,327,501,506,221,224,345,309,173,218
0500000US06047,06047,"Merced County, California",139312,765,46642,3449,40069,3379,35302,3299,11644,1869,5655,1348,119043,3434,40736,3768,34024,3257,29431,2720,10229,1681,4623,1230,14845,3019,4204,1460,3894,1297,4865,1468,1284,957,598,516,4082,1673,1539,780,1546,862,685,534,73,123,239,253,997,496,78,91,430,237,321,299,58,100,110,130,345,291,85,140,175,219,0,292,0,292,85,136
0500000US06053,06053,"Monterey County, California",250543,702,76471,3128,52269,3645,62702,3564,36430,2713,22671,2206,211122,4499,61403,3848,42946,3114,54706,3370,32253,2691,19814,2148,24497,4221,11274,2755,6323,1657,4794,1475,1298,681,808,498,7946,1529,2416,834,2123,598,2005,786,720,399,682,457,3819,1019,351,310,337,292,977,421,1149,512,1005,520,3159,1716,1027,920,540,528,220,231,1010,932,362,361
0500000US06055,06055,"Napa County, California",88811,913,17377,1957,21264,2284,26803,2261,15855,1710,7512,1225,77706,2796,13725,2085,18883,2287,23983,2251,14182,1809,6933,1220,7217,2213,2555,1468,1601,978,1534,573,1150,529,377,294,3024,997,882,702,694,405,959,521,325,252,164,210,533,365,0,292,29,48,327,306,139,183,38,68,331,281,215,198,57,94,0,292,59,100,0,292
0500000US06057,06057,"Nevada County, California",72177,1011,5092,1172,16732,2230,27595,2279,16024,2732,6734,1303,63720,2320,4255,1094,15034,2196,23941,2576,14584,2693,5906,1260,3795,1565,469,320,510,301,1953,1180,589,493,274,206,3162,1226,368,390,844,602,1009,751,611,441,330,294,1254,920,0,292,344,343,647,809,197,187,66,108,246,301,0,292,0,292,45,83,43,78,158,260
