GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
0500000US01095,01095,"Marshall County, Alabama",59039,566,16397,2233,18838,1833,15600,1682,5581,1183,2623,781,51348,1850,13119,2162,16888,1839,14398,1737,4878,1046,2065,759,4836,1420,1881,1162,1528,617,892,584,214,207,321,317,1507,732,890,622,343,289,13,24,246,255,15,26,1348,604,507,352,79,117,297,272,243,379,222,259,0,273,0,273,0,273,0,273,0,273,0,273
0500000US01097,01097,"Mobile County, Alabama",266009,498,45633,3717,89011,4191,81671,4170,33162,2945,16532,1494,235800,3187,39687,3293,80684,3925,71336,4301,29393,2769,14700,1472,22357,2877,4634,1091,6663,1647,7364,1589,2445,808,1251,522,1525,648,321,242,504,390,577,543,123,152,0,273,5416,1387,873,595,1051,508,2006,759,1044,509,442,293,911,611,118,133,109,131,388,358,157,172,139,233
0500000US01101,01101,"Montgomery County, Alabama",142239,279,18931,2306,40432,2769,39111,2682,27633,2195,16132,1899,115535,3117,14392,2126,31424,2550,32151,2657,23942,2079,13626,1645,19177,3042,3402,1283,7181,1991,4981,1383,2704,1022,909,696,3454,1040,684,404,1048,591,1067,496,255,197,400,363,3703,1201,376,320,779,623,860,528,647,544,1041,400,370,267,77,109,0,273,52,89,85,142,156,158
0500000US01103,01103,"Morgan County, Alabama",79574,671,16062,2001,22908,2243,23890,2324,11755,1473,4959,1023,68716,2159,13133,1613,20400,2130,19601,1823,10810,1432,4772,998,6939,1804,1469,840,1604,838,3104,1404,575,384,187,171,3287,1438,1328,1029,788,598,893,601,278,345,0,273,544,339,132,115,116,138,204,191,92,115,0,273,88,154,0,273,0,273,88,154,0,273,0,273
0500000US01117,01117,"Shelby County, Alabama",127333,887,9397,1359,27515,2557,36214,2329,39155,2924,15052,1682,112755,2827,8195,1257,23816,2422,31883,2569,35090,3020,13771,1670,7125,1855,660,341,2622,1242,1658,645,1529,594,656,434,4914,1581,387,401,972,591,1579,843,1567,827,409,233,1970,960,155,200,88,107,858,712,653,356,216,162,569,775,0,273,17,29,236,365,316,419,0,273
0500000US01125,01125,"Tuscaloosa County, Alabama",107301,648,13637,2022,34631,2404,30292,2601,16857,1989,11884,1701,96576,1994,12314,1932,31664,2433,26437,2499,15360,1984,10801,1726,6819,1581,876,527,1882,747,2891,921,891,430,279,195,1881,590,394,267,647,449,311,193,357,320,172,148,1708,701,53,88,438,394,653,465,92,110,472,333,317,314,0,273,0,273,0,273,157,233,160,229
0500000US02020,02020,"Anchorage Municipality, Alaska",178088,861,13154,1735,41897,3337,65881,3973,38610,2687,18546,1856,146523,3825,10688,1521,33885,2958,54031,3553,31586,2568,16333,1787,19332,2884,2002,783,5761,1588,6764,1855,3999,1158,806,411,2556,933,288,242,391,347,633,393,842,653,402,272,8144,1569,0,244,1657,815,3992,1132,1636,646,859,461,1533,636,176,211,203,258,461,335,547,394,146,177
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",57010,1406,3486,1116,16177,1810,22255,1878,8731,1557,6361,1390,44777,2673,2712,983,12854,2046,16368,1618,7348,1475,5495,1343,6983,1906,678,514,2320,981,3148,1034,386,262,451,476,1571,993,96,104,100,123,1220,947,27,46,128,176,3279,1576,0,244,735,457,1505,1242,759,514,280,402,400,368,0,244,168,259,14,30,211,268,7,15
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",52980,1175,4732,1272,15395,2012,21558,1904,8611,1878,2684,677,44415,1872,4224,1230,12643,1877,17107,1745,8025,1820,2416,622,3310,1275,286,242,1287,834,1285,590,270,330,182,204,1823,808,222,179,909,620,493,254,145,194,54,87,3188,1894,0,244,556,521,2517,1634,83,144,32,59,244,201,0,244,0,244,156,161,88,121,0,244
0500000US04003,04003,"Cochise County, Arizona",86123,486,14736,1781,20094,2222,32235,2400,11189,1503,7869,1404,73393,2066,13591,1711,17191,2060,26626,2331,9697,1461,6288,1288,6056,1480,588,419,2033,760,2228,1090,415,257,792,444,2182,829,183,247,191,133,1059,552,696,525,53,93,3831,1325,374,369,588,446,1870,841,342,252,657,432,661,526,0,305,91,156,452,494,39,66,79,132
0500000US04005,04005,"Coconino County, Arizona",71473,954,10133,1577,16773,2457,25524,2224,10439,1422,8604,1203,62331,1961,9671,1578,15136,2438,21379,1966,8690,1241,7455,1174,5760,1511,263,235,1151,884,3052,971,689,410,605,438,1574,715,147,153,201,215,636,450,510,318,80,94,1646,692,52,97,231,200,349,366,550,360,464,306,162,210,0,305,54,98,108,124,0,305,0,305
0500000US04013,04013,"Maricopa County, Arizona",2561548,1035,391705,11483,613383,16804,836380,14871,464484,11123,255596,8052,2077500,14505,311916,9753,487961,13862,674855,14659,382557,10104,220211,7754,359104,14967,66695,6311,96662,7785,121117,8570,52827,5203,21803,2624,25930,4281,2549,917,6838,1840,9333,2461,4853,1618,2357,1042,81555,6671,6379,1917,18858,2958,27825,3633,19873,2902,8620,1671,17459,3286,4166,1540,3064,1273,3250,1196,4374,1770,2605,883
0500000US04015,04015,"Mohave County, Arizona",138524,392,23241,2559,47033,3334,51381,3947,11759,2248,5110,1112,113174,4139,18612,2543,36731,3228,42891,3538,10674,2087,4266,973,14521,3229,2114,1027,6470,2130,5086,1676,711,540,140,163,2296,919,340,257,1027,683,848,554,37,63,44,85,7797,1985,2167,858,2149,1014,2484,996,337,306,660,514,736,677,8,16,656,673,72,120,0,305,0,305
0500000US04019,04019,"Pima County, Arizona",680373,1279,100501,5710,159120,7415,229187,8723,116235,5356,75330,4797,567541,6462,81287,5159,131782,6844,188031,7686,99048,4751,67393,4325,80844,5297,15594,2710,22067,2995,30076,2848,9898,2009,3209,876,7820,1848,1285,808,829,425,2874,992,1325,680,1507,829,18924,3381,1252,757,3438,1212,7079,1708,4657,1542,2498,789,5244,1714,1083,962,1004,748,1127,681,1307,719,723,448
0500000US04021,04021,"Pinal County, Arizona",221887,867,35573,3503,63812,3864,82750,4702,26416,2348,13336,1619,176747,4675,26793,3095,51219,3652,65245,4169,21682,2306,11808,1615,16516,3451,2851,1213,5092,1710,6713,1966,1657,728,203,196,13428,2507,2806,871,3104,859,5194,1219,1877,926,447,356,12972,2287,2175,679,4119,1252,4820,1229,980,521,878,585,2224,896,948,420,278,185,778,476,220,290,0,305
0500000US04025,04025,"Yavapai County, Arizona",157728,852,14956,2529,39902,3534,66442,3633,22885,3106,13543,2056,134300,3595,11685,2179,34630,3488,56868,3732,18961,2542,12156,1853,11863,2446,1908,940,3575,1400,4323,1268,1501,739,556,502,3820,1411,718,583,623,641,2061,845,336,383,82,136,7043,1995,451,409,1074,639,3190,1043,1579,853,749,441,702,705,194,309,0,305,0,305,508,625,0,305
0500000US04027,04027,"Yuma County, Arizona",118821,366,36218,2503,30098,2752,36032,3049,11077,1864,5396,1172,103771,2453,32241,2497,25783,2784,31985,2936,9195,1829,4567,970,9486,1996,2760,1303,2606,927,2212,1055,1366,787,542,372,1312,637,108,121,600,282,534,455,0,305,70,118,3278,1092,468,429,945,472,1280,642,411,353,174,286,974,703,641,584,164,196,21,41,105,187,43,72
0500000US05007,05007,"Benton County, Arkansas",144296,1176,22013,2000,47935,3676,39198,2715,25291,2817,9859,1644,117658,3648,17876,1793,37816,3117,33438,2599,20306,2430,8222,1609,15268,3208,1798,925,7416,2589,3301,1070,2169,1163,584,437,2843,1232,617,500,1083,859,392,356,414,320,337,330,8192,1905,1696,1021,1620,842,1935,823,2270,959,671,477,335,399,26,45,0,273,132,195,132,195,45,76
0500000US05031,05031,"Craighead County, Arkansas",62659,668,11934,1909,23089,2545,13473,1707,9025,1591,5138,1295,51225,2231,10260,1790,18167,2202,10945,1440,7284,1564,4569,1252,7679,2105,1113,695,2939,1197,2109,1056,1128,717,390,395,2429,1023,269,227,1581,1066,419,312,58,101,102,169,1161,898,127,207,402,404,0,273,555,550,77,96,165,230,165,230,0,273,0,273,0,273,0,273
0500000US05045,05045,"Faulkner County, Arkansas",63119,925,7499,1851,18949,1947,19463,2232,12571,1833,4637,930,53747,2030,6251,1807,17273,1833,15764,1983,10302,1636,4157,838,5919,1823,892,763,1106,704,2121,1037,1406,777,394,302,1682,780,246,310,256,317,855,526,325,364,0,273,1588,1086,0,273,241,231,723,757,538,466,86,116,183,202,110,156,73,121,0,273,0,273,0,273
0500000US05051,05051,"Garland County, Arkansas",69314,700,9287,1375,22217,1679,22738,1908,10111,1603,4961,1118,60122,2363,7876,1327,19594,1716,19696,1886,8439,1476,4517,1111,5134,1653,803,546,1736,837,1521,908,1017,713,57,93,1031,617,55,98,248,239,220,216,203,362,305,263,2867,1410,467,584,639,584,1227,948,452,337,82,135,160,192,86,151,0,273,74,123,0,273,0,273
0500000US05119,05119,"Pulaski County, Arkansas",252712,1068,31009,3499,66671,4068,82189,4612,44938,3188,27905,2854,213309,4166,24782,3151,56143,3908,69947,4257,38231,3032,24206,2694,24935,3685,3801,1788,7217,1784,8731,2519,3606,959,1580,707,7246,1797,1638,1047,2114,964,1632,832,1147,581,715,662,6490,1485,693,686,1197,693,1879,829,1517,614,1204,659,732,551,95,147,0,273,0,273,437,591,200,216
0500000US05125,05125,"Saline County, Arkansas",67781,563,6316,1350,25265,2187,20459,2005,10932,1853,4809,1049,60771,1516,5634,1300,23023,2308,18055,1958,9869,1724,4190,980,2487,825,369,275,689,397,1086,548,279,246,64,79,3114,1119,313,284,1378,691,818,455,454,299,151,185,1409,730,0,273,175,179,500,358,330,359,404,310,0,273,0,273,0,273,0,273,0,273,0,273
0500000US05131,05131,"Sebastian County, Arkansas",80378,1015,16430,2068,24239,2384,25884,2084,9259,1570,4566,987,70087,2330,13420,1975,21198,2189,22765,2041,8735,1538,3969,857,6975,1895,2224,1118,2156,1066,2323,946,142,163,130,152,1273,712,209,229,303,287,379,480,251,244,131,159,1890,888,577,467,582,432,362,351,95,110,274,333,153,159,0,273,0,273,55,96,36,63,62,108
0500000US05143,05143,"Washington County, Arkansas",124193,1291,22136,2603,36290,3011,29830,2113,24381,2274,11556,1706,99905,3119,17895,2449,29354,2885,23169,2125,20193,2335,9294,1607,15928,2698,2659,1234,4797,1427,4671,1311,2614,916,1187,669,3909,1374,852,739,1198,687,1032,463,598,311,229,226,3980,1640,730,896,649,396,958,622,797,538,846,622,471,423,0,273,292,299,0,273,179,296,0,273
0500000US05145,05145,"White County, Arkansas",48853,374,8150,1299,19243,2060,13946,1843,4789,1081,2725,807,40771,1795,7076,1335,16007,2025,11184,1636,4305,1034,2199,736,4893,1307,747,522,1988,751,1493,916,390,260,275,361,783,527,43,68,325,308,364,343,51,84,0,273,2259,997,137,162,923,590,905,636,43,71,251,346,147,225,147,225,0,273,0,273,0,273,0,273
0500000US06001,06001,"Alameda County, California",1016796,1188,150876,6773,203370,8825,253762,7967,245690,7990,163098,6037,871324,7535,130334,6349,175566,8229,219131,7523,204480,7183,141813,5885,92656,6171,14893,3371,19537,3257,23140,2668,24350,3246,10736,1941,32094,4039,2943,1308,5107,1720,8283,1416,10489,2301,5272,1260,11678,2187,648,462,1465,838,2254,962,4477,1220,2834,874,9044,1994,2058,1048,1695,852,954,676,1894,658,2443,932
0500000US06007,06007,"Butte County, California",134430,755,17473,1994,31567,2808,53932,3079,20669,1874,10789,1469,116188,2653,15663,2053,27045,2524,45574,3078,18253,1737,9653,1312,13372,2215,1169,478,3697,1283,6290,1414,1546,639,670,315,2912,1244,305,376,570,443,1155,573,756,498,126,148,1645,805,243,243,194,199,837,658,114,142,257,214,313,268,93,160,61,104,76,123,0,294,83,139
0500000US06013,06013,"Contra Costa County, California",691426,512,81482,5510,142340,5724,207689,7410,169147,7340,90768,4723,598909,8304,67840,4945,118483,5794,181896,7952,149123,6971,81567,4513,57089,7011,10547,2961,17108,2742,16680,2706,8895,2106,3859,980,25232,3259,2287,913,5143,1813,7213,1539,7218,1680,3371,968,5030,1455,0,294,841,580,983,442,2076,838,1130,880,5166,1788,808,459,765,567,917,554,1835,996,841,469
0500000US06017,06017,"El Dorado County, California",122064,861,7982,1484,28478,3151,46665,2937,24762,2403,14177,1874,107877,2517,7015,1318,25556,2863,40987,3015,21926,2279,12393,1750,7184,1899,548,352,2041,1095,2758,1079,1412,612,425,367,4453,1216,175,269,413,315,2160,982,803,434,902,475,1909,1002,182,242,468,572,416,291,454,389,389,323,641,493,62,105,0,294,344,359,167,203,68,111
0500000US06019,06019,"Fresno County, California",539440,664,151689,5215,121992,5760,158963,5331,70160,3941,36636,3223,461177,6710,128808,5069,102627,5501,137420,4884,61130,3847,31192,2863,60384,5415,17422,3169,16207,2791,16329,2187,6586,1505,3840,1008,11925,3079,3400,1223,2121,952,3616,1737,1891,931,897,529,4330,1245,1284,700,987,679,1385,725,145,137,529,330,1624,735,775,495,50,84,213,182,408,289,178,178
0500000US06023,06023,"Humboldt County, California",83324,1091,7529,1304,20880,2463,32831,2629,15345,1745,6739,1314,71574,1785,6989,1303,18494,2333,27194,2442,13175,1708,5722,1187,8063,1535,420,258,1725,600,3613,1087,1594,733,711,407,2172,840,91,91,551,418,1039,669,401,285,90,143,1485,798,29,46,110,121,955,646,175,204,216,231,30,59,0,294,0,294,30,59,0,294,0,294
0500000US06025,06025,"Imperial County, California",96756,635,35479,2461,20409,2301,26456,2650,9914,1652,4498,1147,84613,1729,31622,2414,16852,1981,23739,2382,8847,1687,3553,910,7109,1486,2079,990,2367,978,1747,697,273,344,643,499,2917,726,1023,342,938,324,655,462,172,196,129,217,1476,759,206,167,252,208,315,327,622,550,81,121,641,484,549,473,0,294,0,294,0,294,92,154
0500000US06029,06029,"Kern County, California",468877,853,133599,5247,128820,5458,141724,5493,43412,3127,21322,2084,381284,5243,107140,5734,102653,4582,115842,5174,36626,2928,19023,2002,58769,4906,16919,2527,18447,3047,17463,3106,4773,1238,1167,399,19596,2224,6612,1371,5554,1115,5854,1083,1081,461,495,472,6383,1464,1266,1009,1774,837,2327,873,586,401,430,246,2845,908,1662,722,392,234,238,201,346,346,207,215
0500000US06031,06031,"Kings County, California",89294,698,24488,2483,23263,2392,30404,2483,8543,1778,2596,743,75287,2370,20651,2310,19201,2328,25680,2345,7473,1636,2282,716,6849,1755,1530,795,2045,920,2518,1030,614,357,142,157,5331,1288,1821,718,1789,614,1273,496,315,285,133,165,1089,652,119,199,40,70,828,645,63,106,39,68,738,565,367,324,188,225,105,183,78,131,0,294
0500000US06037,06037,"Los Angeles County, California",6362121,*****,1536104,22183,1325922,18757,1674439,21952,1206368,20133,619288,11582,5577231,22788,1379732,22966,1169325,19031,1463601,21813,1024739,19499,539834,12079,615842,18982,131423,7969,128626,7643,171784,9497,128952,7259,55057,3785,72606,6600,10843,2226,13136,2247,22055,2971,17559,3113,9013,1888,53634,4564,5276,1655,6962,1628,11753,1970,20433,3030,9210,1561,42808,5504,8830,1954,7873,2410,5246,1408,14685,2556,6174,1641
0500000US06039,06039,"Madera County, California",91217,599,28938,2506,20506,2467,28239,2396,9818,1648,3716,1026,79612,2425,24134,2227,18236,2464,25692,2356,8689,1396,2861,780,5163,1551,1686,958,1319,718,1302,759,767,759,89,137,5230,1193,2373,827,948,508,1002,432,362,271,545,431,1010,867,543,684,3,6,243,368,0,294,221,373,202,248,202,248,0,294,0,294,0,294,0,294
0500000US06041,06041,"Marin County, California",181231,1094,14749,2011,23161,2769,45051,3305,57379,3548,40891,3261,156058,3269,11568,1880,20241,2618,38299,2930,49096,3438,36854,3170,11484,2218,1259,712,1094,740,2940,1244,3560,1074,2631,824,10448,2452,1826,897,1593,580,2786,1064,3264,1068,979,437,2971,1184,0,294,233,237,1026,619,1386,816,326,250,270,236,96,138,0,294,0,294,73,125,101,148
0500000US06047,06047,"Merced County, California",139736,620,47414,3019,32463,2562,44036,3208,11007,1651,4816,944,117680,3057,40312,2943,26907,2384,37220,3447,9009,1454,4232,921,15052,2368,4096,1273,4092,1230,5310,1075,1274,719,280,213,6074,1656,2714,1099,1173,591,1312,599,684,472,191,197,688,451,100,164,241,185,194,315,40,71,113,145,242,212,192,197,50,82,0,294,0,294,0,294
0500000US06053,06053,"Monterey County, California",252268,745,77157,3369,48761,3532,71989,4122,33486,2366,20875,2246,212155,3908,65806,3354,42874,3553,59343,3973,26202,2378,17930,2144,26154,2956,8578,2336,4102,1093,8095,1360,4023,1332,1356,499,6477,1409,2153,590,1053,659,1530,541,1172,533,569,432,5619,1328,341,230,689,405,2649,889,1465,576,475,371,1863,1001,279,350,43,71,372,288,624,479,545,461
0500000US06055,06055,"Napa County, California",90560,1137,14975,2475,17414,2038,29903,2702,17847,2001,10421,1702,77018,2820,11907,2090,14332,1921,24958,2212,15912,2043,9909,1678,7676,1660,869,577,1994,846,3339,1147,1248,575,226,203,4497,2282,2089,2080,729,471,937,641,571,381,171,199,999,595,110,139,307,400,405,462,116,159,61,107,370,385,0,294,52,88,264,379,0,294,54,93
0500000US06059,06059,"Orange County, California",1989995,513,334370,8581,368414,9199,594268,10819,450166,9929,242777,7726,1709235,11961,280583,8047,312938,8689,516943,9689,386307,8436,212464,7347,199508,10483,45239,5789,41888,4795,56904,4277,38880,4244,16597,1980,47017,4317,3935,1308,8208,2260,13238,2364,14119,2271,7517,1645,19328,3371,1465,852,2944,1000,4985,1554,5778,1428,4156,1181,14907,3289,3148,1168,2436,1275,2198,832,5082,1788,2043,784
0500000US06061,06061,"Placer County, California",236726,833,18238,2379,49253,4209,90741,4849,53217,3280,25277,2526,201318,4037,14814,2515,41939,3669,78061,4573,44508,2950,21996,2365,16860,3034,1776,1031,3935,1362,5433,1460,4175,1147,1541,596,13226,2559,921,650,2882,1295,5681,1789,2639,1167,1103,545,4381,1558,401,473,328,296,1530,1070,1653,954,469,248,941,616,326,386,169,199,36,59,242,212,168,266
0500000US06065,06065,"Riverside County, California",1300605,1027,268769,8311,330505,8760,445059,11411,164502,6315,91770,5319,1061339,13640,217273,8497,265281,8636,366057,9963,134798,6733,77930,5016,147641,11566,36666,4649,42672,5218,47849,5263,14203,2616,6251,1303,64783,5336,11102,2235,16380,2368,23127,3024,9787,1858,4387,1150,17582,3392,1460,691,3833,1797,5764,1522,3749,1302,2776,837,9260,2378,2268,887,2339,1118,2262,892,1965,1018,426,313
0500000US06067,06067,"Sacramento County, California",907740,550,135474,6130,193836,7000,329529,8033,172170,5627,76731,4173,731178,8832,105220,5403,156419,7333,263531,6938,142229,4364,63779,3842,125425,8040,21510,3090,28383,3771,49769,4003,18203,2836,7560,1703,35480,3645,6293,1648,7303,1497,11702,2172,7323,1826,2859,901,11480,2286,917,651,1288,566,3634,1332,3308,1092,2333,806,4177,1531,1534,1129,443,265,893,543,1107,588,200,195
