GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate,Margin of Error; Less than high school graduate,Estimate; High school graduate (includes equivalency),Margin of Error; High school graduate (includes equivalency),Estimate; Some college or associate's degree,Margin of Error; Some college or associate's degree,Estimate; Bachelor's degree,Margin of Error; Bachelor's degree,Estimate; Graduate or professional degree,Margin of Error; Graduate or professional degree,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Less than high school graduate,Margin of Error; Same house 1 year ago: - Less than high school graduate,Estimate; Same house 1 year ago: - High school graduate (includes equivalency),Margin of Error; Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Same house 1 year ago: - Some college or associate's degree,Margin of Error; Same house 1 year ago: - Some college or associate's degree,Estimate; Same house 1 year ago: - Bachelor's degree,Margin of Error; Same house 1 year ago: - Bachelor's degree,Estimate; Same house 1 year ago: - Graduate or professional degree,Margin of Error; Same house 1 year ago: - Graduate or professional degree,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Less than high school graduate,Margin of Error; Moved within same county: - Less than high school graduate,Estimate; Moved within same county: - High school graduate (includes equivalency),Margin of Error; Moved within same county: - High school graduate (includes equivalency),Estimate; Moved within same county: - Some college or associate's degree,Margin of Error; Moved within same county: - Some college or associate's degree,Estimate; Moved within same county: - Bachelor's degree,Margin of Error; Moved within same county: - Bachelor's degree,Estimate; Moved within same county: - Graduate or professional degree,Margin of Error; Moved within same county: - Graduate or professional degree,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Less than high school graduate,Margin of Error; Moved from different county within same state: - Less than high school graduate,Estimate; Moved from different county within same state: - High school graduate (includes equivalency),Margin of Error; Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Moved from different county within same state: - Some college or associate's degree,Margin of Error; Moved from different county within same state: - Some college or associate's degree,Estimate; Moved from different county within same state: - Bachelor's degree,Margin of Error; Moved from different county within same state: - Bachelor's degree,Estimate; Moved from different county within same state: - Graduate or professional degree,Margin of Error; Moved from different county within same state: - Graduate or professional degree,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Less than high school graduate,Margin of Error; Moved from different state: - Less than high school graduate,Estimate; Moved from different state: - High school graduate (includes equivalency),Margin of Error; Moved from different state: - High school graduate (includes equivalency),Estimate; Moved from different state: - Some college or associate's degree,Margin of Error; Moved from different state: - Some college or associate's degree,Estimate; Moved from different state: - Bachelor's degree,Margin of Error; Moved from different state: - Bachelor's degree,Estimate; Moved from different state: - Graduate or professional degree,Margin of Error; Moved from different state: - Graduate or professional degree,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Less than high school graduate,Margin of Error; Moved from abroad: - Less than high school graduate,Estimate; Moved from abroad: - High school graduate (includes equivalency),Margin of Error; Moved from abroad: - High school graduate (includes equivalency),Estimate; Moved from abroad: - Some college or associate's degree,Margin of Error; Moved from abroad: - Some college or associate's degree,Estimate; Moved from abroad: - Bachelor's degree,Margin of Error; Moved from abroad: - Bachelor's degree,Estimate; Moved from abroad: - Graduate or professional degree,Margin of Error; Moved from abroad: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",110194,421,14445,2020,31778,2537,34667,2852,19321,2442,9983,1557,92817,3513,11951,1802,27253,2692,28592,3120,16955,2193,8066,1388,9894,3012,1991,1184,2676,1301,3828,1427,879,542,520,283,2783,987,142,164,935,512,842,477,672,520,192,195,4240,1584,177,178,810,499,1352,673,696,483,1205,735,460,362,184,277,104,123,53,88,119,197,0,270
0500000US01015,01015,"Calhoun County, Alabama",74385,622,15017,1887,26197,2308,19202,2135,8925,1395,5044,876,66816,1695,13663,1828,23457,2258,17591,2068,7619,1316,4486,902,5175,1335,974,565,1862,774,1366,693,663,419,310,245,1805,739,332,246,732,530,245,224,384,350,112,142,417,316,48,85,100,120,0,270,133,156,136,160,172,172,0,270,46,85,0,270,126,147,0,270
0500000US01055,01055,"Etowah County, Alabama",69279,553,15723,1785,21930,2080,22129,1921,5656,1079,3841,682,60333,1804,13463,1954,19373,1865,19168,1881,4905,958,3424,667,4945,1299,1123,623,1387,564,1657,746,538,380,240,268,2272,835,1029,647,357,285,781,486,0,270,105,167,1665,773,108,156,774,550,498,366,213,223,72,109,64,92,0,270,39,49,25,45,0,270,0,270
0500000US01069,01069,"Houston County, Alabama",62236,104,11355,1319,18219,1336,19412,1368,8384,887,4866,902,53438,1121,10035,1312,15401,1252,16223,1224,7344,902,4435,925,4846,944,781,324,1602,489,1739,529,540,219,184,109,1372,419,124,160,565,273,500,195,131,100,52,59,2325,581,400,223,634,265,782,315,326,183,183,134,255,214,15,26,17,27,168,206,43,51,12,23
0500000US01073,01073,"Jefferson County, Alabama",428340,501,61467,4473,127411,6138,122172,5428,73020,4792,44270,3457,362287,5729,51631,4339,106226,5706,104583,5185,61436,4091,38411,3096,48134,5078,8057,2021,16186,3162,13121,2338,6895,1887,3875,1144,8959,2808,558,389,3109,1669,2667,1261,2009,814,616,391,8107,1759,1000,618,1772,785,1705,695,2486,850,1144,561,853,440,221,186,118,139,96,111,194,201,224,220
0500000US01081,01081,"Lee County, Alabama",68920,308,11264,1688,17671,1609,20889,1721,10866,1354,8230,1178,55500,2052,9391,1622,15243,1599,15921,1598,8450,1251,6495,937,6169,1536,1120,609,1053,571,2395,854,1182,534,419,239,2869,1270,176,233,551,489,1154,836,285,209,703,831,3567,1040,383,358,824,430,1092,552,852,390,416,233,815,561,194,264,0,270,327,434,97,113,197,170
0500000US01089,01089,"Madison County, Alabama",194404,421,23939,2766,40537,3437,51240,2976,50796,3298,27892,2462,163254,3946,19824,2375,32718,3044,43025,2611,42725,3221,24962,2478,20381,3449,3611,1489,4868,2020,5483,1434,4883,1271,1536,638,3041,1219,139,175,1029,831,986,475,762,552,125,145,6794,1861,233,229,1746,917,1625,737,2063,1132,1127,520,934,510,132,153,176,179,121,142,363,399,142,231
0500000US01095,01095,"Marshall County, Alabama",56414,756,15004,1728,15537,1640,17467,1531,5522,1068,2884,893,50129,1709,13141,1752,13742,1593,15724,1629,4810,934,2712,821,3958,1202,962,661,1254,618,1346,671,316,219,80,166,1220,638,823,521,144,176,125,143,128,136,0,270,1107,714,78,135,397,298,272,267,268,263,92,146,0,270,0,270,0,270,0,270,0,270,0,270
0500000US01097,01097,"Mobile County, Alabama",252650,531,43767,3571,87810,4752,68809,4909,32934,3041,19330,2877,220500,4115,37954,3136,78003,4047,59120,4492,28398,2804,17025,2541,22304,3799,4241,1399,7163,2493,6096,1305,3116,1363,1688,905,3005,1657,373,432,573,483,1418,1249,482,409,159,192,5790,1631,954,542,1829,862,1673,721,876,516,458,339,1051,639,245,340,242,214,502,427,62,101,0,270
0500000US01101,01101,"Montgomery County, Alabama",133485,471,23352,3081,35343,3177,32972,2321,23199,2616,18619,2374,114333,3281,19881,3037,30539,2935,28395,2336,19737,2483,15781,2032,13598,3135,3084,1323,3626,1290,3651,1523,2092,897,1145,494,1756,1022,66,113,336,320,156,154,719,758,479,656,3243,1030,321,346,789,382,770,502,491,273,872,529,555,398,0,270,53,85,0,270,160,166,342,272
0500000US01117,01117,"Shelby County, Alabama",111299,1074,10531,1947,25426,2429,29782,2661,31708,2095,13852,1614,94582,2614,8855,1505,21572,2266,24732,2168,27853,2022,11570,1361,7204,1764,547,706,2016,998,2560,1004,988,453,1093,665,7418,1930,1049,752,1458,789,1525,818,2506,970,880,916,1979,1023,80,96,380,280,965,714,361,350,193,199,116,138,0,270,0,270,0,270,0,270,116,138
0500000US01125,01125,"Tuscaloosa County, Alabama",101771,915,17903,1573,29756,2557,28026,2062,15688,1860,10398,1813,87417,2273,16257,1596,26629,2456,23952,1982,11792,1696,8787,1491,8376,1739,1094,482,2007,859,2752,897,2069,725,454,279,1871,574,338,312,350,324,819,397,246,221,118,149,2450,1033,160,130,638,589,413,313,730,467,509,525,1657,1091,54,90,132,169,90,91,851,837,530,488
0500000US02020,02020,"Anchorage Municipality, Alaska",161554,1249,13428,1869,38481,2894,57401,3309,31853,2612,20391,2008,132746,2442,10631,1638,30995,2683,46361,2647,26863,2380,17896,1888,18493,2641,2034,731,5433,1343,6839,1728,2617,721,1570,722,2462,976,217,216,615,395,952,643,520,523,158,147,7146,1465,379,310,1438,623,2787,996,1812,718,730,423,707,454,167,171,0,233,462,424,41,68,37,60
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",48879,821,2832,732,12335,1546,18921,1729,8527,1283,6264,1006,40506,1571,2719,716,10050,1297,14568,1502,7293,1225,5876,997,4521,1042,48,84,1454,760,2617,746,310,260,92,110,1165,688,65,110,268,260,674,542,158,246,0,233,2228,872,0,233,413,309,1017,617,549,386,249,194,459,373,0,233,150,200,45,75,217,272,47,77
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",47159,644,3213,942,16212,1429,17372,1327,6904,1032,3458,1078,41034,1716,2619,899,13845,1286,15155,1217,6347,1037,3068,992,2059,691,121,97,816,546,827,365,175,133,120,112,2092,1005,0,233,1182,872,465,272,245,171,200,166,1890,768,473,349,369,246,841,507,137,139,70,92,84,100,0,233,0,233,84,100,0,233,0,233
