SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,GRADE,Total Female Students,Total Male Students,African American Male Count,African American Female Count,Total African American Students,American Indian/Alaska Native Male Count,American Indian/Alaska Native Female Count,Total American Indian/Alaska Native Students,Asian Male Count,Asian Female Count,Total Asian Students,Hispanic or Latino Male Count,Hispanic or Latino Female Count,Total Hispanic or Latino Students,Native Hawaiian/Pacific Islander Male Count,Native Hawaiian/Pacific Islander Female Count,Total Native Hawaiian/Pacific Islander Students,Two Or More Race Male Count,Two Or More Race Female Count,Total Two or More Race Students,White Male Count,White Female Count,Total White Students,Total Membership
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,11,110,128,3,1,4,1,1,2,0,0,0,3,2,5,0,0,0,9,3,12,112,103,215,238
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,12,94,94,7,3,10,0,0,0,1,0,1,3,2,5,0,0,0,2,3,5,81,86,167,188
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,All Students,1216,1382,32,18,50,1,2,3,4,2,6,79,63,142,0,1,1,63,50,113,1203,1080,2283,2598
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,PS,34,54,1,0,1,0,0,0,0,0,0,4,3,7,0,0,0,1,2,3,48,29,77,88
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,KG,88,114,1,1,2,0,0,0,0,0,0,10,5,15,0,0,0,3,5,8,100,77,177,202
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,01,81,106,3,1,4,0,1,1,1,0,1,2,6,8,0,0,0,5,4,9,95,69,164,187
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,02,74,94,3,0,3,0,0,0,0,0,0,6,7,13,0,0,0,7,2,9,78,65,143,168
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,03,87,93,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,3,6,9,84,77,161,180
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,04,96,111,1,2,3,0,0,0,0,1,1,3,7,10,0,0,0,4,4,8,103,82,185,207
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,05,105,106,3,1,4,0,0,0,0,0,0,7,4,11,0,0,0,6,6,12,90,94,184,211
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,06,119,106,0,0,0,0,0,0,0,1,1,11,6,17,0,1,1,5,1,6,90,110,200,225
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,07,113,102,1,3,4,0,0,0,1,0,1,6,8,14,0,0,0,7,9,16,87,93,180,215
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,08,75,113,4,1,5,0,0,0,1,0,1,5,4,9,0,0,0,4,3,7,99,67,166,188
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,09,88,116,1,4,5,0,0,0,0,0,0,11,2,13,0,0,0,5,3,8,99,79,178,204
20192020,001,ADAIR,001,Adair County,"",---District Total---,001,"","",GRREC,902,10,86,99,5,1,6,0,0,0,0,0,0,6,6,12,0,0,0,3,1,4,85,78,163,185
20192020,001,ADAIR,001,Adair County,010,Adair County High School,001010,001001010,210003000001,GRREC,902,10,86,92,1,1,2,0,0,0,0,0,0,6,6,12,0,0,0,3,1,4,82,78,160,178
20192020,001,ADAIR,001,Adair County,010,Adair County High School,001010,001001010,210003000001,GRREC,902,12,94,89,3,3,6,0,0,0,1,0,1,3,2,5,0,0,0,2,3,5,80,86,166,183
20192020,001,ADAIR,001,Adair County,010,Adair County High School,001010,001001010,210003000001,GRREC,902,All Students,378,420,7,9,16,1,1,2,1,0,1,22,12,34,0,0,0,19,10,29,370,346,716,798
20192020,001,ADAIR,001,Adair County,010,Adair County High School,001010,001001010,210003000001,GRREC,902,09,88,114,1,4,5,0,0,0,0,0,0,11,2,13,0,0,0,5,3,8,97,79,176,202
20192020,001,ADAIR,001,Adair County,010,Adair County High School,001010,001001010,210003000001,GRREC,902,11,110,125,2,1,3,1,1,2,0,0,0,2,2,4,0,0,0,9,3,12,111,103,214,235
20192020,001,ADAIR,001,Adair County,012,Adair Learning Academy,001012,001001012,210003001913,GRREC,902,10,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7
20192020,001,ADAIR,001,Adair County,012,Adair Learning Academy,001012,001001012,210003001913,GRREC,902,12,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
20192020,001,ADAIR,001,Adair County,012,Adair Learning Academy,001012,001001012,210003001913,GRREC,902,All Students,0,17,9,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,7,17
20192020,001,ADAIR,001,Adair County,012,Adair Learning Academy,001012,001001012,210003001913,GRREC,902,09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
20192020,001,ADAIR,001,Adair County,012,Adair Learning Academy,001012,001001012,210003001913,GRREC,902,11,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3
20192020,001,ADAIR,001,Adair County,014,Adair County Middle School,001014,001001014,210003001919,GRREC,902,06,119,106,0,0,0,0,0,0,0,1,1,11,6,17,0,1,1,5,1,6,90,110,200,225
20192020,001,ADAIR,001,Adair County,014,Adair County Middle School,001014,001001014,210003001919,GRREC,902,08,75,113,4,1,5,0,0,0,1,0,1,5,4,9,0,0,0,4,3,7,99,67,166,188
20192020,001,ADAIR,001,Adair County,014,Adair County Middle School,001014,001001014,210003001919,GRREC,902,All Students,307,321,5,4,9,0,0,0,2,1,3,22,18,40,0,1,1,16,13,29,276,270,546,628
20192020,001,ADAIR,001,Adair County,014,Adair County Middle School,001014,001001014,210003001919,GRREC,902,07,113,102,1,3,4,0,0,0,1,0,1,6,8,14,0,0,0,7,9,16,87,93,180,215
20192020,001,ADAIR,001,Adair County,016,Adair County Elementary School,001016,001001016,210003002021,GRREC,902,03,87,93,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,3,6,9,84,77,161,180
20192020,001,ADAIR,001,Adair County,016,Adair County Elementary School,001016,001001016,210003002021,GRREC,902,05,105,106,3,1,4,0,0,0,0,0,0,7,4,11,0,0,0,6,6,12,90,94,184,211
20192020,001,ADAIR,001,Adair County,016,Adair County Elementary School,001016,001001016,210003002021,GRREC,902,All Students,288,310,4,3,7,0,0,0,0,1,1,16,15,31,0,0,0,13,16,29,277,253,530,598
20192020,001,ADAIR,001,Adair County,016,Adair County Elementary School,001016,001001016,210003002021,GRREC,902,04,96,111,1,2,3,0,0,0,0,1,1,3,7,10,0,0,0,4,4,8,103,82,185,207
20192020,001,ADAIR,001,Adair County,020,Adair County Primary Center,001020,001001020,210003002345,GRREC,902,02,74,94,3,0,3,0,0,0,0,0,0,6,7,13,0,0,0,7,2,9,78,65,143,168
20192020,001,ADAIR,001,Adair County,020,Adair County Primary Center,001020,001001020,210003002345,GRREC,902,All Students,243,314,7,2,9,0,1,1,1,0,1,18,18,36,0,0,0,15,11,26,273,211,484,557
20192020,001,ADAIR,001,Adair County,020,Adair County Primary Center,001020,001001020,210003002345,GRREC,902,PS,34,54,1,0,1,0,0,0,0,0,0,4,3,7,0,0,0,1,2,3,48,29,77,88
20192020,001,ADAIR,001,Adair County,020,Adair County Primary Center,001020,001001020,210003002345,GRREC,902,KG,88,114,1,1,2,0,0,0,0,0,0,10,5,15,0,0,0,3,5,8,100,77,177,202
20192020,001,ADAIR,001,Adair County,020,Adair County Primary Center,001020,001001020,210003002345,GRREC,902,01,81,106,3,1,4,0,1,1,1,0,1,2,6,8,0,0,0,5,4,9,95,69,164,187
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,12,91,111,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,3,4,105,88,193,202
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,All Students,1440,1528,15,16,31,1,2,3,7,9,16,70,54,124,0,0,0,42,32,74,1393,1327,2720,2968
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,PS,64,83,2,0,2,0,0,0,0,0,0,6,5,11,0,0,0,2,2,4,73,57,130,147
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,KG,91,123,1,2,3,0,0,0,0,0,0,6,1,7,0,0,0,2,0,2,114,88,202,214
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,01,115,119,1,0,1,0,0,0,0,0,0,5,4,9,0,0,0,3,2,5,110,109,219,234
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,02,93,115,2,2,4,1,0,1,1,0,1,3,8,11,0,0,0,5,3,8,103,80,183,208
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,03,132,117,2,1,3,0,1,1,2,1,3,1,4,5,0,0,0,5,3,8,107,122,229,249
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,04,111,130,0,3,3,0,0,0,0,0,0,4,6,10,0,0,0,6,5,11,120,97,217,241
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,05,118,113,1,1,2,0,0,0,0,2,2,8,6,14,0,0,0,6,2,8,98,107,205,231
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,06,113,115,2,1,3,0,0,0,1,0,1,10,4,14,0,0,0,3,1,4,99,107,206,228
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,07,131,128,0,0,0,0,1,1,0,1,1,8,6,14,0,0,0,2,0,2,118,123,241,259
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,08,120,111,2,0,2,0,0,0,0,4,4,8,7,15,0,0,0,0,0,0,101,109,210,231
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,09,114,133,2,3,5,0,0,0,1,0,1,4,2,6,0,0,0,6,6,12,120,103,223,247
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,10,94,106,2,0,2,0,0,0,1,0,1,4,2,6,0,0,0,1,4,5,98,88,186,200
20192020,002,ALLEN,005,Allen County,"",---District Total---,005,"","",GRREC,902,11,116,106,0,3,3,0,0,0,1,1,2,4,4,8,0,0,0,2,3,5,99,105,204,222
20192020,002,ALLEN,005,Allen County,010,Allen County Primary Center,005010,002005010,210007000008,GRREC,902,02,93,115,2,2,4,1,0,1,1,0,1,3,8,11,0,0,0,5,3,8,103,80,183,208
20192020,002,ALLEN,005,Allen County,010,Allen County Primary Center,005010,002005010,210007000008,GRREC,902,01,115,119,1,0,1,0,0,0,0,0,0,5,4,9,0,0,0,3,2,5,110,109,219,234
20192020,002,ALLEN,005,Allen County,010,Allen County Primary Center,005010,002005010,210007000008,GRREC,902,All Students,431,474,6,5,11,1,1,2,3,1,4,15,17,32,0,0,0,15,8,23,434,399,833,905
20192020,002,ALLEN,005,Allen County,010,Allen County Primary Center,005010,002005010,210007000008,GRREC,902,PS,64,83,2,0,2,0,0,0,0,0,0,6,5,11,0,0,0,2,2,4,73,57,130,147
20192020,002,ALLEN,005,Allen County,010,Allen County Primary Center,005010,002005010,210007000008,GRREC,902,KG,91,123,1,2,3,0,0,0,0,0,0,6,1,7,0,0,0,2,0,2,114,88,202,214
20192020,002,ALLEN,005,Allen County,010,Allen County Primary Center,005010,002005010,210007000008,GRREC,902,03,132,117,2,1,3,0,1,1,2,1,3,1,4,5,0,0,0,5,3,8,107,122,229,249
20192020,002,ALLEN,005,Allen County,015,James E Bazzell Middle School,005015,002005015,210007000009,GRREC,902,07,131,128,0,0,0,0,1,1,0,1,1,8,6,14,0,0,0,2,0,2,118,123,241,259
20192020,002,ALLEN,005,Allen County,015,James E Bazzell Middle School,005015,002005015,210007000009,GRREC,902,All Students,251,239,2,0,2,0,1,1,0,5,5,16,13,29,0,0,0,2,0,2,219,232,451,490
20192020,002,ALLEN,005,Allen County,015,James E Bazzell Middle School,005015,002005015,210007000009,GRREC,902,08,120,111,2,0,2,0,0,0,0,4,4,8,7,15,0,0,0,0,0,0,101,109,210,231
20192020,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,12,91,111,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,3,4,105,88,193,202
20192020,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,All Students,416,457,4,6,10,0,0,0,3,1,4,17,8,25,0,0,0,10,16,26,423,385,808,873
20192020,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,09,114,133,2,3,5,0,0,0,1,0,1,4,2,6,0,0,0,6,6,12,120,103,223,247
20192020,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,10,94,106,2,0,2,0,0,0,1,0,1,4,2,6,0,0,0,1,4,5,98,88,186,200
20192020,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,11,116,106,0,3,3,0,0,0,1,1,2,4,4,8,0,0,0,2,3,5,99,105,204,222
20192020,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
20192020,002,ALLEN,005,Allen County,060,Allen County Intermediate Center,005060,002005060,210007000013,GRREC,902,05,118,113,1,1,2,0,0,0,0,2,2,8,6,14,0,0,0,6,2,8,98,107,205,231
20192020,002,ALLEN,005,Allen County,060,Allen County Intermediate Center,005060,002005060,210007000013,GRREC,902,All Students,342,358,3,5,8,0,0,0,1,2,3,22,16,38,0,0,0,15,8,23,317,311,628,700
20192020,002,ALLEN,005,Allen County,060,Allen County Intermediate Center,005060,002005060,210007000013,GRREC,902,04,111,130,0,3,3,0,0,0,0,0,0,4,6,10,0,0,0,6,5,11,120,97,217,241
20192020,002,ALLEN,005,Allen County,060,Allen County Intermediate Center,005060,002005060,210007000013,GRREC,902,06,113,115,2,1,3,0,0,0,1,0,1,10,4,14,0,0,0,3,1,4,99,107,206,228
20192020,002,ALLEN,005,Allen County,901,Allen County Career and Technical Center,005901,002005901,210007002061,GRREC,902,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20192020,002,ALLEN,005,Allen County,901,Allen County Career and Technical Center,005901,002005901,210007002061,GRREC,902,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20192020,002,ALLEN,005,Allen County,901,Allen County Career and Technical Center,005901,002005901,210007002061,GRREC,902,All Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20192020,002,ALLEN,005,Allen County,901,Allen County Career and Technical Center,005901,002005901,210007002061,GRREC,902,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20192020,002,ALLEN,005,Allen County,901,Allen County Career and Technical Center,005901,002005901,210007002061,GRREC,902,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,08,18,26,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,24,16,40,44
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,All Students,182,210,1,1,2,0,0,0,8,10,18,6,5,11,0,0,0,4,7,11,191,159,350,392
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,PS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,KG,19,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,15,18,33,35
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,01,18,20,0,0,0,0,0,0,1,2,3,0,2,2,0,0,0,0,1,1,19,13,32,38
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,02,25,27,0,0,0,0,0,0,1,2,3,3,0,3,0,0,0,1,3,4,22,20,42,52
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,03,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40,40
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,04,26,24,1,0,1,0,0,0,0,2,2,1,2,3,0,0,0,1,1,2,21,21,42,50
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,05,20,26,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,24,19,43,46
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,06,26,26,0,1,1,0,0,0,3,1,4,1,0,1,0,0,0,1,0,1,21,24,45,52
20192020,056,JEFFERSON,006,Anchorage Independent,"",---District Total---,006,"","",OVEC,906,07,12,23,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,23,10,33,35
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,02,25,27,0,0,0,0,0,0,1,2,3,3,0,3,0,0,0,1,3,4,22,20,42,52
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,03,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40,40
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,04,26,24,1,0,1,0,0,0,0,2,2,1,2,3,0,0,0,1,1,2,21,21,42,50
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,05,20,26,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,24,19,43,46
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,06,26,26,0,1,1,0,0,0,3,1,4,1,0,1,0,0,0,1,0,1,21,24,45,52
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,07,12,23,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,23,10,33,35
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,08,18,26,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,24,16,40,44
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,All Students,182,210,1,1,2,0,0,0,8,10,18,6,5,11,0,0,0,4,7,11,191,159,350,392
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,PS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,KG,19,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,15,18,33,35
20192020,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,01,18,20,0,0,0,0,0,0,1,2,3,0,2,2,0,0,0,0,1,1,19,13,32,38
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,08,135,159,2,1,3,0,0,0,1,1,2,7,5,12,0,0,0,4,6,10,145,122,267,294
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,09,148,141,3,3,6,1,0,1,0,1,1,8,4,12,0,1,1,3,5,8,126,134,260,289
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,10,140,160,4,4,8,0,1,1,0,2,2,6,4,10,0,0,0,4,9,13,146,120,266,300
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,11,137,147,1,2,3,0,0,0,0,5,5,3,2,5,0,0,0,6,5,11,137,123,260,284
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,12,120,130,1,1,2,1,0,1,1,2,3,2,4,6,0,0,0,4,6,10,121,107,228,250
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,All Students,1706,1849,23,29,52,3,1,4,10,18,28,73,51,124,0,1,1,68,75,143,1672,1531,3203,3555
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,PS,82,119,1,0,1,0,0,0,1,1,2,4,4,8,0,0,0,3,1,4,110,76,186,201
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,KG,141,121,1,4,5,0,0,0,0,2,2,2,2,4,0,0,0,6,3,9,112,130,242,262
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,01,148,132,0,3,3,1,0,1,2,0,2,4,3,7,0,0,0,5,5,10,120,137,257,280
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,02,93,109,2,0,2,0,0,0,0,2,2,3,4,7,0,0,0,3,7,10,101,80,181,202
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,03,121,141,2,1,3,0,0,0,0,1,1,8,2,10,0,0,0,5,7,12,126,110,236,262
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,04,111,117,1,1,2,0,0,0,1,0,1,4,5,9,0,0,0,7,1,8,104,104,208,228
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,05,126,161,3,4,7,0,0,0,1,0,1,9,7,16,0,0,0,5,10,15,143,105,248,287
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,06,141,177,1,5,6,0,0,0,3,0,3,8,6,14,0,0,0,9,9,18,156,121,277,318
20192020,003,ANDERSON,011,Anderson County,"",---District Total---,011,"","",CKEC,901,07,143,154,2,0,2,0,0,0,1,2,3,9,3,12,0,0,0,7,2,9,135,136,271,297
20192020,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,12,117,127,1,1,2,1,0,1,1,2,3,1,4,5,0,0,0,4,6,10,119,104,223,244
20192020,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,All Students,504,529,9,9,18,2,1,3,1,10,11,15,13,28,0,1,1,17,23,40,485,447,932,1033
20192020,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,09,136,121,3,3,6,1,0,1,0,1,1,6,4,10,0,1,1,3,5,8,108,122,230,257
20192020,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,10,130,147,4,4,8,0,1,1,0,2,2,5,3,8,0,0,0,4,8,12,134,112,246,277
20192020,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,11,119,134,1,1,2,0,0,0,0,5,5,3,2,5,0,0,0,6,4,10,124,107,231,253
20192020,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
20192020,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,04,46,39,0,0,0,0,0,0,1,0,1,2,2,4,0,0,0,1,0,1,35,44,79,85
20192020,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,All Students,274,262,1,3,4,0,0,0,2,1,3,6,5,11,0,0,0,9,10,19,244,255,499,536
20192020,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,KG,50,42,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,40,48,88,92
20192020,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,01,52,38,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,35,50,85,90
20192020,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,02,35,34,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,34,31,65,69
20192020,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,03,48,50,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,3,7,44,45,89,98
20192020,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,05,43,59,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,2,4,6,56,37,93,102
20192020,003,ANDERSON,011,Anderson County,025,Anderson County Middle School,011025,003011025,210012000017,CKEC,901,08,130,156,2,1,3,0,0,0,1,1,2,7,5,12,0,0,0,4,6,10,142,117,259,286
20192020,003,ANDERSON,011,Anderson County,025,Anderson County Middle School,011025,003011025,210012000017,CKEC,901,All Students,411,484,5,6,11,0,0,0,5,3,8,23,14,37,0,0,0,20,17,37,431,371,802,895
20192020,003,ANDERSON,011,Anderson County,025,Anderson County Middle School,011025,003011025,210012000017,CKEC,901,05,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
20192020,003,ANDERSON,011,Anderson County,025,Anderson County Middle School,011025,003011025,210012000017,CKEC,901,06,141,172,1,5,6,0,0,0,3,0,3,7,6,13,0,0,0,9,9,18,152,121,273,313
20192020,003,ANDERSON,011,Anderson County,025,Anderson County Middle School,011025,003011025,210012000017,CKEC,901,07,140,154,2,0,2,0,0,0,1,2,3,9,3,12,0,0,0,7,2,9,135,133,268,294
20192020,003,ANDERSON,011,Anderson County,030,APEX Academy,011030,003011030,210012002371,CKEC,901,12,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,5,6
20192020,003,ANDERSON,011,Anderson County,030,APEX Academy,011030,003011030,210012002371,CKEC,901,All Students,51,57,0,1,1,0,0,0,0,0,0,5,1,6,0,0,0,0,2,2,52,47,99,108
20192020,003,ANDERSON,011,Anderson County,030,APEX Academy,011030,003011030,210012002371,CKEC,901,06,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,4,5
20192020,003,ANDERSON,011,Anderson County,030,APEX Academy,011030,003011030,210012002371,CKEC,901,07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
20192020,003,ANDERSON,011,Anderson County,030,APEX Academy,011030,003011030,210012002371,CKEC,901,08,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8
