SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,GRADE,Total Female Students,Total Male Students,African American Male Count,African American Female Count,Total African American Students,American Indian/Alaska Native Male Count,American Indian/Alaska Native Female Count,Total American Indian/Alaska Native Students,Asian Male Count,Asian Female Count,Total Asian Students,Hispanic or Latino Male Count,Hispanic or Latino Female Count,Total Hispanic or Latino Students,Native Hawaiian/Pacific Islander Male Count,Native Hawaiian/Pacific Islander Female Count,Total Native Hawaiian/Pacific Islander Students,Two Or More Race Male Count,Two Or More Race Female Count,Total Two or More Race Students,White Male Count,White Female Count,Total White Students,Total Membership
20192020,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,KEDC,903,KG,57,58,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,58,53,111,115
20192020,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,KEDC,903,01,36,40,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,38,35,73,76
20192020,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,KEDC,903,02,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,38,27,65,70
20192020,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,KEDC,903,05,40,46,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,3,2,5,40,38,78,86
20192020,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,KEDC,903,04,45,50,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,3,4,48,41,89,95
20192020,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,All Students,267,285,1,1,2,0,0,0,1,1,2,9,13,22,0,0,0,1,5,6,273,247,520,552
20192020,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,09,75,79,0,0,0,0,0,0,0,1,1,5,9,14,0,0,0,1,0,1,73,65,138,154
20192020,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,10,87,68,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,68,81,149,155
20192020,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,11,51,71,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,1,1,67,50,117,122
20192020,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,12,53,67,1,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,1,1,65,50,115,120
20192020,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,All Students,676,772,6,7,13,2,1,3,18,14,32,52,50,102,0,1,1,23,17,40,671,586,1257,1448
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,PS,20,22,1,1,2,0,0,0,0,0,0,4,3,7,0,0,0,0,3,3,17,13,30,42
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,KG,48,45,0,2,2,0,0,0,1,0,1,5,3,8,0,0,0,1,0,1,38,43,81,93
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,01,48,50,1,1,2,0,0,0,1,0,1,4,2,6,0,0,0,1,3,4,43,42,85,98
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,02,36,49,2,1,3,0,0,0,1,0,1,6,1,7,0,1,1,0,0,0,40,33,73,85
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,03,47,48,0,1,1,0,0,0,1,1,2,2,4,6,0,0,0,1,0,1,44,41,85,95
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,04,55,54,0,0,0,0,0,0,1,1,2,1,3,4,0,0,0,6,2,8,46,49,95,109
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,05,48,61,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,2,1,3,53,42,95,109
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,06,66,67,0,1,1,0,0,0,2,1,3,4,9,13,0,0,0,3,1,4,58,54,112,133
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,07,71,66,2,1,3,0,0,0,0,2,2,8,7,15,0,0,0,2,2,4,54,59,113,137
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,08,61,59,0,0,0,0,1,1,0,1,1,7,8,15,0,0,0,2,2,4,50,49,99,120
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,09,52,69,0,0,0,1,0,1,2,1,3,3,4,7,0,0,0,1,1,2,62,46,108,121
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,10,49,75,0,0,0,0,0,0,1,2,3,4,4,8,0,0,0,2,2,4,68,41,109,124
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,11,48,60,1,0,1,1,0,1,3,1,4,4,1,5,0,0,0,0,1,1,51,45,96,108
20192020,059,KENTON,026,Beechwood Independent,"",---District Total---,026,"","",NKCES,905,12,47,69,0,0,0,0,0,0,3,2,5,0,1,1,0,0,0,2,2,4,64,42,106,116
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,05,47,55,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,2,48,41,89,102
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,06,60,62,0,1,1,0,0,0,2,1,3,3,8,11,0,0,0,2,1,3,55,49,104,122
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,All Students,341,360,3,6,9,0,0,0,9,5,14,25,24,49,0,1,1,11,7,18,312,298,610,701
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,PS,20,22,1,1,2,0,0,0,0,0,0,4,3,7,0,0,0,0,3,3,17,13,30,42
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,KG,48,45,0,2,2,0,0,0,1,0,1,5,3,8,0,0,0,1,0,1,38,43,81,93
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,01,48,50,1,1,2,0,0,0,1,0,1,4,2,6,0,0,0,1,3,4,43,42,85,98
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,02,36,48,2,1,3,0,0,0,1,0,1,6,1,7,0,1,1,0,0,0,39,33,72,84
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,03,47,47,0,1,1,0,0,0,1,1,2,2,4,6,0,0,0,1,0,1,43,41,84,94
20192020,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,04,55,53,0,0,0,0,0,0,1,1,2,1,3,4,0,0,0,5,2,7,46,49,95,108
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,10,49,75,0,0,0,0,0,0,1,2,3,4,4,8,0,0,0,2,2,4,68,41,109,124
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,12,47,69,0,0,0,0,0,0,3,2,5,0,1,1,0,0,0,2,2,4,64,42,106,116
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,All Students,324,388,3,1,4,2,1,3,9,9,18,26,25,51,0,0,0,8,9,17,340,279,619,712
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,07,68,61,2,1,3,0,0,0,0,2,2,8,7,15,0,0,0,1,1,2,50,57,107,129
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,08,60,54,0,0,0,0,1,1,0,1,1,7,8,15,0,0,0,2,2,4,45,48,93,114
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,09,52,69,0,0,0,1,0,1,2,1,3,3,4,7,0,0,0,1,1,2,62,46,108,121
20192020,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,11,48,60,1,0,1,1,0,1,3,1,4,4,1,5,0,0,0,0,1,1,51,45,96,108
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,05,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,6,7
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,08,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,6
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,All Students,11,24,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,1,5,19,9,28,35
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,07,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,6,8
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
20192020,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,06,6,5,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,3,5,8,11
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,08,97,99,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,96,95,191,196
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,All Students,1192,1243,8,4,12,1,0,1,1,2,3,9,6,15,2,0,2,9,10,19,1213,1170,2383,2435
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,PS,96,87,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4,85,90,175,183
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,KG,95,93,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,92,92,184,188
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,01,109,107,0,1,1,0,0,0,0,0,0,2,1,3,0,0,0,2,0,2,103,107,210,216
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,02,80,89,1,0,1,0,0,0,0,0,0,1,2,3,1,0,1,2,1,3,84,77,161,169
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,03,93,91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,88,92,180,184
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,04,101,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,94,100,194,195
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,05,96,93,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,2,91,94,185,189
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,06,87,113,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,113,83,196,200
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,07,105,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,88,105,193,195
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,09,96,93,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,90,95,185,189
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,10,98,91,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,89,97,186,189
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,11,76,99,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,96,75,171,175
20192020,007,BELL,031,Bell County,"",---District Total---,031,"","",SESC,907,12,59,91,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,89,58,147,150
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,08,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,45,45
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,All Students,214,224,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,4,2,6,218,211,429,438
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,PS,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,26,42,43
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,KG,20,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,20,39,40
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,01,33,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,32,57,59
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,02,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,20,37,38
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,03,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30,20,50,51
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,04,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,27,51,52
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,05,15,26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,25,14,39,41
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,06,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,64,64
20192020,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,07,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,27,47,48
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,07,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,40,40
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,All Students,144,150,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2,148,141,289,294
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,PS,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,14,32,34
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,KG,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33,33
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,01,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,22
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,02,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,30,30
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,03,18,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,31,32
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,04,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29,29
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,05,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,15,34,35
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,06,15,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,14,38,39
20192020,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,08,21,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,12,20,32,34
20192020,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,11,73,95,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,92,72,164,168
20192020,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,All Students,309,357,4,0,4,0,0,0,1,0,1,3,2,5,1,0,1,1,2,3,347,305,652,666
20192020,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,09,90,92,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,89,89,178,182
20192020,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,10,93,86,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,84,92,176,179
20192020,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,12,53,84,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,82,52,134,137
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,07,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,12
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,All Students,45,61,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,44,104,106
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,PS,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,11
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,KG,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,16
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,10
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,02,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,10
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,03,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,9
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,04,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,11
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,05,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,12
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,06,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,11
20192020,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,08,7,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,15
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,07,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,18
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,All Students,69,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,67,67,134,137
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,PS,7,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,19
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,KG,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,18
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,01,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,15
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,02,5,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,8,3,11,13
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,03,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,11
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,04,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,18
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,05,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,20
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,06,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,6
20192020,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,08,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,8,17,18
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,08,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,09,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,10
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,12,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,13
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,All Students,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44,44
20192020,007,BELL,031,Bell County,340,Bell County Alternative School,031340,007031340,210039000002,SESC,907,06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,05,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,16
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,06,7,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,20
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,08,16,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27,28
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,07,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,21
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,All Students,86,79,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,85,163,165
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,PS,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,25
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,KG,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,17
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,01,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,19
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,02,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,03,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,17
20192020,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,04,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,19
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,08,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,52,52
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,All Students,304,281,1,1,2,1,0,1,0,2,2,3,2,5,1,0,1,3,3,6,272,296,568,585
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,PS,22,29,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,28,19,47,51
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,KG,34,30,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,30,31,61,64
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,01,47,44,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,1,41,46,87,91
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,02,37,33,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,30,36,66,70
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,03,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,30,32,62,64
20192020,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,04,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,66,66
