"GEO_ID","NAME","B20017H_001E","B20017H_001M","B20017H_002E","B20017H_002M","B20017H_003E","B20017H_003M","B20017H_004E","B20017H_004M","B20017H_005E","B20017H_005M","B20017H_006E","B20017H_006M","B20017H_007E","B20017H_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US12113","Santa Rosa County, Florida","38137","2917","47685","7190","57382","5819","14945","5711","31673","3239","41218","3452","15557","3558"
"0500000US12115","Sarasota County, Florida","34422","2666","37700","3914","50142","5003","12135","1412","31594","1193","43886","2624","15141","1987"
"0500000US12117","Seminole County, Florida","42561","2407","48111","3626","55715","5947","15799","1748","37574","2718","48562","2905","16762","2085"
"0500000US12119","Sumter County, Florida","24319","5622","30154","10752","50475","15595","12064","4034","22252","4473","36533","5642","11134","1780"
"0500000US12127","Volusia County, Florida","32943","2153","40088","3705","49643","2448","13658","2355","28970","1193","37319","2592","12138","881"
"0500000US12131","Walton County, Florida","31665","3013","38124","6338","42277","3321","11682","2823","26117","7486","49462","6505","10318","5855"
"0500000US13013","Barrow County, Georgia","32166","2367","41314","1445","47491","4232","8465","1597","29042","3630","37134","4452","10599","1305"
"0500000US13015","Bartow County, Georgia","32486","5810","42746","5889","49778","3896","20653","10637","25717","3189","38635","5430","13186","5977"
"0500000US13021","Bibb County, Georgia","33549","4598","40064","9890","61281","10556","13876","4749","26980","5784","47409","6903","8799","2643"
"0500000US13031","Bulloch County, Georgia","32007","3303","37534","5251","51117","4201","7001","2764","25685","10468","41981","7432","10307","3556"
"0500000US13045","Carroll County, Georgia","34131","3678","42077","4084","50286","6740","11540","1099","24565","4130","39005","5631","6923","2174"
"0500000US13047","Catoosa County, Georgia","32183","1630","36126","4416","46672","6037","7391","3858","25811","3770","34048","5730","15217","4307"
"0500000US13051","Chatham County, Georgia","40167","3422","46508","4579","56389","5155","11994","3629","31116","3258","49813","4609","12171","2478"
"0500000US13057","Cherokee County, Georgia","42219","3471","50659","2479","62412","5622","10617","2257","31737","4312","52440","3646","12089","1853"
"0500000US13059","Clarke County, Georgia","21520","1768","23755","2997","52044","5711","6327","1260","19358","4131","43325","2442","6435","2636"
"0500000US13063","Clayton County, Georgia","29296","5460","32668","9444","43364","10802","9478","5319","26864","5489","38122","10661","7500","3201"
"0500000US13067","Cobb County, Georgia","50126","1564","62144","3152","77529","6426","11969","984","39604","3518","55597","2731","11916","949"
"0500000US13073","Columbia County, Georgia","40680","4862","45967","7364","57658","8880","11797","2729","35400","6339","48034","9494","11464","3486"
"0500000US13077","Coweta County, Georgia","41252","1943","52278","2344","59462","5652","16295","3024","32010","3201","42950","5016","9303","2347"
"0500000US13089","DeKalb County, Georgia","61432","1574","71357","4320","84682","5636","20535","6685","51669","2026","67864","3194","15601","2346"
"0500000US13095","Dougherty County, Georgia","30518","2211","32023","7679","42174","7920","12367","3503","28603","4589","36377","8635","11961","7323"
"0500000US13097","Douglas County, Georgia","36550","4563","40866","4064","49080","6863","13628","3991","31192","2619","41007","5162","11124","2537"
"0500000US13113","Fayette County, Georgia","47082","5650","66299","13556","93000","15497","11083","3082","31659","4427","51990","8696","11827","2345"
"0500000US13115","Floyd County, Georgia","30570","2111","34801","5759","45625","6935","13793","3083","25520","4780","32346","3224","11463","1409"
"0500000US13117","Forsyth County, Georgia","50758","1595","64702","5269","82129","8055","12491","3745","36638","2431","54807","4596","10433","1584"
"0500000US13121","Fulton County, Georgia","61711","955","80069","4456","96889","6006","16975","2790","51298","1170","65218","3287","15720","2007"
"0500000US13127","Glynn County, Georgia","39546","4762","50117","9019","52572","5882","23671","10373","31272","5856","45453","8590","11356","1548"
"0500000US13135","Gwinnett County, Georgia","45501","2224","56919","5125","70095","5576","15999","2972","37306","3666","52057","2707","11951","2122"
"0500000US13139","Hall County, Georgia","38572","2830","43510","5423","52354","3006","12445","4804","32439","2640","41248","1741","14963","3482"
"0500000US13151","Henry County, Georgia","42694","2410","50592","6256","60060","7199","12646","5125","35900","2971","46238","3357","12361","2670"
"0500000US13153","Houston County, Georgia","39737","4192","48487","9020","61187","3274","9797","3392","30530","7010","46115","7336","11489","2958"
"0500000US13157","Jackson County, Georgia","39893","4915","50495","6748","61085","3488","11683","4027","30032","5197","41170","2925","10266","1528"
"0500000US13185","Lowndes County, Georgia","30711","1303","32222","4488","42309","8618","10496","4190","27299","3948","34350","5478","9241","1642"
"0500000US13215","Muscogee County, Georgia","35458","3808","46659","3353","55416","5123","9360","4176","26564","4628","37773","5146","9696","3587"
"0500000US13217","Newton County, Georgia","37707","5446","43819","9689","51059","2561","6856","6995","32081","11146","44907","7110","11701","8124"
"0500000US13223","Paulding County, Georgia","39791","4122","45079","7161","52214","4674","17305","7290","32761","3227","42238","8443","10450","2261"
"0500000US13245","Richmond County, Georgia","31034","1641","35991","7144","49732","6214","14224","2553","23374","4014","40055","4873","9352","2577"
"0500000US13247","Rockdale County, Georgia","35320","6768","45757","13329","54315","17768","11008","1639","26211","5230","48431","20886","12355","7261"
"0500000US13255","Spalding County, Georgia","31259","6435","39098","6434","42327","7684","12115","10452","22440","6802","32316","7030","12212","5338"
"0500000US13285","Troup County, Georgia","31324","2375","37343","6502","45038","13244","14869","4383","23534","7187","37922","8879","9692","2544"
"0500000US13295","Walker County, Georgia","29652","2978","31606","1824","45598","8500","6675","4246","23999","5501","37420","9168","6984","3225"
"0500000US13297","Walton County, Georgia","40765","3880","47307","6355","52410","5505","8409","8370","33003","5478","45335","2651","10553","3325"
"0500000US13313","Whitfield County, Georgia","32857","2179","36329","2093","40926","5197","16168","8209","27054","5870","32812","3280","8578","5049"
"0500000US15001","Hawaii County, Hawaii","36943","4956","39718","8245","53934","6673","15367","6246","35700","6691","48303","7440","14790","5982"
"0500000US15003","Honolulu County, Hawaii","46317","1746","51710","767","61214","1387","21904","4761","34331","5075","51618","2380","12503","2133"
"0500000US15007","Kauai County, Hawaii","41046","7346","46709","5999","51499","9485","30925","13372","33906","3223","51066","10855","22263","6645"
"0500000US15009","Maui County, Hawaii","42546","6903","47023","8346","56820","5964","26416","6388","40521","8699","52360","3829","12794","7317"
"0500000US16001","Ada County, Idaho","39033","2724","45881","2845","60158","3111","11252","1795","32665","2549","45214","2745","11979","733"
"0500000US16005","Bannock County, Idaho","27450","2926","33393","2880","45649","3389","10155","3391","23033","2446","35351","3669","11631","2981"
"0500000US16019","Bonneville County, Idaho","31941","4991","46056","4857","59721","6527","8162","3444","18924","7352","37315","3296","7162","2231"
"0500000US16027","Canyon County, Idaho","29599","1960","34529","4074","42365","3984","10009","2568","22610","2730","34428","3702","9671","1472"
"0500000US16055","Kootenai County, Idaho","30771","1840","40095","3245","44320","3837","15740","6825","25219","2131","36744","3155","11571","1404"
"0500000US16083","Twin Falls County, Idaho","31621","2251","41000","3297","48241","3433","13057","6370","22748","4281","36304","5259","6997","2477"
"0500000US17001","Adams County, Illinois","35506","1887","41471","1278","45699","2594","9845","2502","29961","2069","35844","2225","14700","2676"
"0500000US17019","Champaign County, Illinois","32048","2993","36467","7415","55024","4658","9183","1461","30131","4010","48750","6776","7385","2310"
"0500000US17031","Cook County, Illinois","51926","376","61336","681","75188","1737","16807","876","45550","1024","61132","674","15923","606"
"0500000US17037","DeKalb County, Illinois","33441","5079","42533","5633","61426","3697","9515","3984","26063","3714","41768","3390","10836","1247"
"0500000US17043","DuPage County, Illinois","50900","836","65944","1811","82104","2804","12701","1264","37932","2055","60120","2419","12604","1257"
"0500000US17089","Kane County, Illinois","48696","2894","61001","2851","76678","2776","13142","3398","37378","3067","55314","3603","12045","827"
"0500000US17091","Kankakee County, Illinois","36046","3450","51055","3232","61431","2242","10818","1158","24746","2945","39828","3728","9196","1439"
"0500000US17093","Kendall County, Illinois","53071","5386","66177","8216","75357","7475","9523","4437","40422","8384","54335","5920","8730","3051"
"0500000US17097","Lake County, Illinois","50813","951","62423","3459","82045","2866","12215","2579","39401","2649","60927","1810","11555","865"
"0500000US17099","LaSalle County, Illinois","34216","4628","42427","5784","56357","3954","11917","2717","25625","2125","39002","4515","11604","1733"
"0500000US17111","McHenry County, Illinois","44718","2660","55829","3891","70337","2429","12119","2252","34844","3254","51275","1656","11113","1025"
"0500000US17113","McLean County, Illinois","36267","2509","41780","2779","60457","5498","10684","959","30128","3766","49722","3165","8536","1428"
"0500000US17115","Macon County, Illinois","35411","2208","42144","2981","52138","5214","8544","2653","27473","5223","39339","5609","9860","1906"
"0500000US17119","Madison County, Illinois","37060","2284","45377","2793","56957","2359","10941","972","29513","3186","48615","3303","10200","1519"
"0500000US17143","Peoria County, Illinois","34964","3275","42177","2715","56341","6862","9438","2312","27124","2945","44631","4795","10980","881"
"0500000US17161","Rock Island County, Illinois","34650","2630","46413","4017","55740","4249","9781","2094","26367","3160","40182","5306","10307","2892"
"0500000US17163","St. Clair County, Illinois","39924","2106","48458","3538","57958","4210","11831","1212","31438","1646","46106","5234","11475","955"
"0500000US17167","Sangamon County, Illinois","41327","2273","47196","3374","57625","4169","12374","2223","34221","3703","45687","3596","14803","2544"
"0500000US17179","Tazewell County, Illinois","36718","1452","44663","4852","55198","4828","11181","2829","27815","2355","45688","3856","11635","874"
"0500000US17183","Vermilion County, Illinois","31525","1806","39037","3559","47556","5359","10007","3393","25456","2472","34056","3796","8237","1650"
"0500000US17197","Will County, Illinois","49773","2224","61474","1085","74513","2454","11918","1542","34215","3962","55667","1997","12160","972"
"0500000US17199","Williamson County, Illinois","30332","2942","37295","8844","47973","3135","10345","3518","25896","2000","35602","4306","12007","2225"
"0500000US17201","Winnebago County, Illinois","33323","3189","43122","3851","52708","3365","11015","1238","26648","2053","39158","3312","11058","645"
"0500000US18003","Allen County, Indiana","34008","2239","42481","3457","51617","1329","12436","1809","27251","1404","38735","2290","12084","796"
"0500000US18005","Bartholomew County, Indiana","32548","3670","40924","3049","55772","5884","11448","1391","24990","3013","37408","4951","12180","1762"
"0500000US18011","Boone County, Indiana","43538","3416","58083","9911","71429","2490","16740","4308","35707","5723","47223","6858","12148","1767"
"0500000US18019","Clark County, Indiana","36038","1731","41053","1140","47132","5936","15050","5648","32267","1937","41658","6660","10943","1544"
"0500000US18035","Delaware County, Indiana","25400","2176","32195","2937","43303","4132","8122","1686","20444","3223","35528","3542","8330","1879"
"0500000US18039","Elkhart County, Indiana","35633","1599","42337","2192","50438","1321","13455","3168","26540","1924","37840","1983","11247","2193"
"0500000US18043","Floyd County, Indiana","40261","3160","47895","4940","57016","5444","15562","3482","35318","3786","41849","2188","11677","1010"
"0500000US18053","Grant County, Indiana","28814","4261","34931","3570","47091","7456","6863","1468","21929","3183","35330","1932","9069","3479"
"0500000US18057","Hamilton County, Indiana","51269","1569","69797","3826","80973","3111","11106","1931","37887","4048","52374","2874","10763","1121"
"0500000US18059","Hancock County, Indiana","41791","2642","50356","6400","60385","5324","16683","5657","32379","3624","43147","3917","12442","6680"
"0500000US18063","Hendricks County, Indiana","42229","3368","52361","5547","63021","5162","9612","2765","31954","3744","48275","2870","9295","2047"
"0500000US18067","Howard County, Indiana","31804","2393","42135","7003","51629","1997","10659","1697","26629","2928","40453","6090","12177","2774"
"0500000US18081","Johnson County, Indiana","37961","2982","42179","5462","53447","5268","10425","2925","31988","2666","43624","3741","10539","1343"
"0500000US18085","Kosciusko County, Indiana","32088","1733","43478","5203","50994","2564","14402","3758","22794","2490","34096","4396","11900","1085"
"0500000US18089","Lake County, Indiana","40961","1433","51530","1176","62202","2688","12571","3006","28125","3291","44591","3425","11302","788"
"0500000US18091","LaPorte County, Indiana","32826","3354","42369","5715","57942","8423","15537","5497","24902","3379","36604","2050","9680","1986"
"0500000US18095","Madison County, Indiana","31990","1875","39555","2764","47316","3965","12210","2583","25642","4412","35903","1709","9999","1767"
"0500000US18097","Marion County, Indiana","38618","1775","45090","2859","52775","3281","13069","1966","32700","1615","43388","2171","11657","626"
"0500000US18105","Monroe County, Indiana","25268","1966","30273","4377","52195","2724","8313","3016","19317","3139","39662","3460","8620","1413"
"0500000US18109","Morgan County, Indiana","35837","2582","46190","6731","55828","7391","11861","6377","30560","1574","38674","4115","11931","1987"
"0500000US18127","Porter County, Indiana","38675","2685","55491","5841","68911","5729","11391","2154","28320","4425","40087","4477","10692","1172"
"0500000US18141","St. Joseph County, Indiana","34863","1654","43355","2752","52006","1617","9617","1777","28181","1844","39807","2237","10958","913"
"0500000US18157","Tippecanoe County, Indiana","27643","1700","32278","3599","51340","3609","9161","1361","22379","2427","37191","4677","7339","1619"
"0500000US18163","Vanderburgh County, Indiana","32012","1668","40563","3743","50125","4330","10845","2242","26312","2387","36373","1491","11467","1235"
"0500000US18167","Vigo County, Indiana","30608","2471","35935","3204","47542","2912","10861","1896","26744","2231","37818","3099","8949","2076"
"0500000US18177","Wayne County, Indiana","30593","1852","36824","2377","45980","4975","11773","6003","25622","2944","32291","5581","10999","1438"
"0500000US19013","Black Hawk County, Iowa","29854","2379","39365","5112","51280","2128","7419","2489","21336","2309","38028","3837","9367","1251"
"0500000US19049","Dallas County, Iowa","50770","1581","56897","6921","70471","5425","9060","2200","42980","5545","51837","2015","10515","5811"
"0500000US19061","Dubuque County, Iowa","35188","1627","41638","1975","51169","1089","9489","1589","28757","4414","39248","3260","11054","3206"
"0500000US19103","Johnson County, Iowa","34898","2879","41656","3999","56301","7750","10146","2057","29151","3813","49055","4167","10310","3711"
"0500000US19113","Linn County, Iowa","38591","2423","50716","3314","61798","1841","11579","1629","31859","1331","42268","2586","10604","1483"
"0500000US19153","Polk County, Iowa","43037","2161","49567","2732","57718","2881","9372","1545","38627","2481","50406","1718","14285","1624"
"0500000US19155","Pottawattamie County, Iowa","33532","3071","40276","3547","47091","4129","10667","1813","26369","2842","37668","3865","10750","1414"
"0500000US19163","Scott County, Iowa","36915","2072","49472","4489","56628","2792","14490","4937","30215","2855","41418","1546","11412","1073"
"0500000US19169","Story County, Iowa","22274","1874","24587","2893","51508","2198","5760","1185","19606","3365","42489","5304","6253","684"
"0500000US19193","Woodbury County, Iowa","36586","1927","46993","3473","53854","3204","11338","1452","27905","3290","38356","3133","11215","1765"
"0500000US20015","Butler County, Kansas","35729","3101","45573","7521","58877","9575","7505","4517","24350","6706","42308","5494","9977","2107"
"0500000US20045","Douglas County, Kansas","31226","1866","36164","3273","56921","3350","7423","2198","26286","3774","42408","4053","7840","3414"
"0500000US20091","Johnson County, Kansas","48726","1660","60520","1740","74604","4087","11048","1272","39277","2027","53069","1993","12360","1111"
"0500000US20103","Leavenworth County, Kansas","35438","2824","40067","7558","52376","7288","8604","3620","31726","4572","43832","4993","11905","2860"
"0500000US20161","Riley County, Kansas","19567","2760","23474","4288","43571","3543","7052","1312","15277","3714","42856","3467","7012","1828"
"0500000US20173","Sedgwick County, Kansas","36849","1368","45098","3051","56567","2629","10624","753","30592","1291","42877","2351","10529","1101"
"0500000US20177","Shawnee County, Kansas","37059","2019","43647","3744","51249","2628","10310","1997","31837","2487","43291","2314","11020","1041"
"0500000US20209","Wyandotte County, Kansas","33951","3886","39793","5424","47043","3124","12140","3276","30625","3104","41065","3650","10434","1363"
"0500000US21015","Boone County, Kentucky","41020","2543","48208","4305","56503","4832","9580","2095","35099","5780","49021","3530","15154","2765"
"0500000US21029","Bullitt County, Kentucky","35113","3168","39646","4831","49504","3373","7903","3279","31061","2001","38222","4022","11352","2541"
"0500000US21037","Campbell County, Kentucky","38877","2605","47423","7409","61598","4293","12784","3232","33465","3565","43674","4157","10741","1816"
"0500000US21047","Christian County, Kentucky","33383","4433","34773","4411","37071","4049","16196","7889","31698","3698","38143","2727","11844","5874"
"0500000US21059","Daviess County, Kentucky","31455","2092","41891","2514","47477","3096","13603","3344","25072","2172","35532","3931","11335","2312"
"0500000US21067","Fayette County, Kentucky","34263","2101","40351","2020","51936","2104","11665","848","29642","2166","44858","4815","10234","1073"
"0500000US21093","Hardin County, Kentucky","34611","3329","39957","3143","47947","4724","19010","5783","30319","3597","35890","3486","10964","2614"
"0500000US21111","Jefferson County, Kentucky","37893","1637","43869","2558","54875","2712","12672","1644","32682","1866","45970","2118","11717","860"
"0500000US21117","Kenton County, Kentucky","37989","2295","41975","1389","52249","4452","11485","2647","32335","2780","42477","3533","17086","2250"
"0500000US21145","McCracken County, Kentucky","29912","4920","32001","3866","41950","9110","11336","1985","25906","5977","40102","9190","11314","1781"
"0500000US21151","Madison County, Kentucky","26199","2398","31658","3791","48946","4862","6238","1408","21983","2037","35803","3872","9581","2468"
"0500000US21185","Oldham County, Kentucky","45797","5156","62122","10137","86667","9771","10080","3321","31132","1475","48016","7996","12011","2287"
"0500000US21227","Warren County, Kentucky","26627","2202","37994","4546","54225","4021","11373","1400","18815","3528","35209","4734","7241","1231"
"0500000US22005","Ascension Parish, Louisiana","49113","4180","62477","9498","80431","9729","11408","2689","40390","4231","48037","4352","16068","2187"
"0500000US22015","Bossier Parish, Louisiana","39622","4532","46362","4461","51167","5433","15251","5546","30842","7672","46175","8244","6812","2209"
"0500000US22017","Caddo Parish, Louisiana","38403","3047","42983","4479","51423","3082","16321","4989","32235","4432","41577","3506","9059","2909"
"0500000US22019","Calcasieu Parish, Louisiana","38441","6093","51767","6782","65369","4874","10283","3090","25459","1955","34566","11370","13748","2866"
"0500000US22033","East Baton Rouge Parish, Louisiana","42127","2154","50643","1910","62268","5951","12257","3597","34619","4456","50744","1553","10257","2064"
"0500000US22045","Iberia Parish, Louisiana","30864","5373","38596","6255","49771","6009","14887","4936","21960","2554","35800","12173","7068","3054"
"0500000US22051","Jefferson Parish, Louisiana","40175","1505","43748","4671","54334","3326","14910","3137","35215","2775","45319","3229","12458","4322"
"0500000US22055","Lafayette Parish, Louisiana","40660","2521","51478","3423","61047","2265","11682","2211","29039","3730","45018","4344","11042","1740"
"0500000US22057","Lafourche Parish, Louisiana","40248","2006","52810","7158","70546","8170","17886","11486","30258","4029","37941","2844","10174","3767"
"0500000US22063","Livingston Parish, Louisiana","46608","7241","58698","7734","66109","11236","15320","6580","35170","4841","45534","7424","11481","2413"
"0500000US22071","Orleans Parish, Louisiana","43949","2806","50123","5097","62084","4352","17335","5018","40681","2131","54995","3380","13785","3477"
"0500000US22073","Ouachita Parish, Louisiana","41669","3874","58922","7436","66826","11002","12324","6966","30916","2746","40020","6480","10707","1985"
"0500000US22079","Rapides Parish, Louisiana","41185","4042","50856","5546","56449","7811","11861","8488","30913","3871","41414","7836","11489","4800"
"0500000US22097","St. Landry Parish, Louisiana","32061","7094","41377","6913","56841","10546","14029","2647","25920","4542","38134","8353","8810","2236"
"0500000US22103","St. Tammany Parish, Louisiana","37950","3708","47982","6123","65588","6115","11436","2033","29528","3777","42096","4517","11206","1120"
"0500000US22105","Tangipahoa Parish, Louisiana","38906","6350","45377","7744","56594","4652","15015","6298","28917","7742","46184","7570","10730","2360"
"0500000US22109","Terrebonne Parish, Louisiana","36667","5646","49657","5485","56142","4405","17286","7541","26641","2914","35375","5955","10213","2297"
"0500000US23001","Androscoggin County, Maine","33673","1664","36276","2124","42224","2204","16496","6892","31227","1307","37480","1800","10922","1588"
"0500000US23003","Aroostook County, Maine","28403","1835","35204","3554","42259","2555","10990","1755","24837","1927","31542","4193","10545","1434"
"0500000US23005","Cumberland County, Maine","40449","1152","42004","1979","54563","3103","12108","2768","38386","2055","51392","1261","15030","2179"
"0500000US23011","Kennebec County, Maine","32127","1573","39409","3632","45847","3863","12365","5553","28001","2540","36953","2386","9707","1438"
"0500000US23019","Penobscot County, Maine","30585","1313","33746","3094","45949","2801","9619","2303","26920","2490","37053","2797","12061","1394"
"0500000US23031","York County, Maine","36726","1572","42027","3195","52463","3341","11551","2453","32067","1269","45636","2518","12020","1611"
"0500000US24001","Allegany County, Maryland","26292","1634","37315","5998","47775","5558","10813","1912","21437","3509","35140","9107","10867","1080"
"0500000US24003","Anne Arundel County, Maryland","55105","2653","61957","1130","77097","3786","14077","2298","46570","2848","61817","2350","14202","2377"
"0500000US24005","Baltimore County, Maryland","47670","2012","55560","1741","67659","4086","11977","960","40306","1298","55543","1713","13831","2456"
"0500000US24009","Calvert County, Maryland","56413","4013","70999","6326","81019","2990","15673","6597","44198","8513","62422","6620","11518","3324"
"0500000US24013","Carroll County, Maryland","50279","2867","61323","1533","72210","5219","11925","4881","35889","3402","52237","4410","12164","1479"
"0500000US24015","Cecil County, Maryland","39915","2522","46038","3985","53449","6548","10161","2679","32813","5502","46638","3798","15699","2325"
"0500000US24017","Charles County, Maryland","59224","6333","70344","7132","76896","6508","18098","10646","47155","4654","60740","3878","11701","2732"
"0500000US24021","Frederick County, Maryland","52099","1424","61808","2666","76257","6319","11562","1927","42154","2639","60634","2820","14175","3870"
"0500000US24025","Harford County, Maryland","46658","1982","58003","7102","75054","4532","11280","1316","37201","2379","52192","2606","12899","1895"
"0500000US24027","Howard County, Maryland","66556","6132","86797","4411","106491","9146","16250","4248","52203","7494","77805","5701","15421","3791"
"0500000US24031","Montgomery County, Maryland","70774","1678","84140","5124","107015","6359","17023","3006","60150","4101","86385","3792","19275","2715"
"0500000US24033","Prince George's County, Maryland","49269","3718","52701","3902","80710","4252","11940","2155","45932","2417","66285","4617","10097","1858"
"0500000US24037","St. Mary's County, Maryland","54612","5900","75399","12018","82051","6079","12104","3325","38748","4725","55647","11915","10183","2508"
"0500000US24043","Washington County, Maryland","37487","3436","45543","4752","55952","3170","15877","2165","30461","1910","42168","2121","11813","1766"
"0500000US24045","Wicomico County, Maryland","33292","2933","41459","4023","53711","5106","10649","3879","26002","4392","43172","2989","6663","3423"
"0500000US24510","Baltimore city, Maryland","51807","1395","55598","3231","66760","3337","15967","2639","49615","3380","61486","1384","13080","2694"
"0500000US25001","Barnstable County, Massachusetts","35589","2008","38416","4023","59340","4171","11528","1450","33174","2695","52307","2675","15868","2310"
"0500000US25003","Berkshire County, Massachusetts","35602","1856","42465","3701","56435","3909","11669","2725","30405","2544","45100","4186","14742","3784"
"0500000US25005","Bristol County, Massachusetts","41067","1184","50475","1305","62844","4064","13386","3169","33852","2062","50032","2025","13741","1520"
"0500000US25009","Essex County, Massachusetts","46518","1366","57498","4074","76131","4175","15445","1618","37596","2592","60724","1985","15530","1224"
"0500000US25011","Franklin County, Massachusetts","38554","4189","41653","5190","56079","5836","13189","3758","36491","3418","47012","3858","15989","3499"
"0500000US25013","Hampden County, Massachusetts","41933","1897","50065","2972","60284","3925","13049","1838","36581","2463","52512","2774","15021","1599"
"0500000US25015","Hampshire County, Massachusetts","33166","3263","40277","4674","61797","3550","10057","2809","30318","2804","54801","4619","9380","2154"
"0500000US25017","Middlesex County, Massachusetts","55148","1971","65322","1886","82131","2222","16006","1244","45051","2276","66345","2256","17077","1032"
"0500000US25021","Norfolk County, Massachusetts","53025","3374","65859","3144","84067","5117","18473","3599","43883","3824","70921","1501","15388","1910"
"0500000US25023","Plymouth County, Massachusetts","49356","3021","60632","1636","76876","3230","14127","1973","38021","3086","60183","2848","15978","1497"
"0500000US25025","Suffolk County, Massachusetts","56090","1507","60495","2065","80022","4866","15268","2556","52278","2276","70864","1719","13045","2725"
"0500000US25027","Worcester County, Massachusetts","42597","1919","50730","1156","67286","4601","12956","2710","36786","1026","52447","1969","15702","1120"
"0500000US26005","Allegan County, Michigan","36672","1725","46297","4934","52644","2610","12097","2932","29029","2569","40635","1782","11483","1662"
"0500000US26017","Bay County, Michigan","31109","1325","36987","4716","51364","1633","10755","3028","26952","2831","38335","5176","11881","1636"
"0500000US26021","Berrien County, Michigan","35143","2188","41918","3674","52977","4269","15376","2323","28728","3144","40389","2096","10748","1390"
"0500000US26025","Calhoun County, Michigan","30840","981","33391","4000","45000","5698","11390","2188","26533","2006","35349","3444","10006","1540"
"0500000US26037","Clinton County, Michigan","36643","2543","47798","4178","55389","5011","11071","1374","27571","5039","41590","2734","11558","1170"
"0500000US26045","Eaton County, Michigan","36663","1840","41531","1572","52968","3774","10931","2075","32509","2193","45160","4394","11438","1654"
"0500000US26049","Genesee County, Michigan","32307","1554","40855","1709","54261","4307","12157","878","25842","1590","40487","1552","12003","1040"
"0500000US26055","Grand Traverse County, Michigan","32141","1825","39193","2634","49891","2727","11558","2600","26267","2049","40906","2625","10828","879"
"0500000US26065","Ingham County, Michigan","28717","2228","34543","4287","53222","3903","8144","1193","23962","1740","45095","3398","8690","1151"
"0500000US26073","Isabella County, Michigan","17790","2649","23763","4971","42414","4902","6415","753","14510","2760","33703","2540","5991","1302"
"0500000US26075","Jackson County, Michigan","31048","1290","36881","3268","50060","4940","8508","3302","25120","3120","37200","2584","9976","1499"
"0500000US26077","Kalamazoo County, Michigan","33138","2313","38292","2854","51734","1687","8894","2900","29678","2609","47203","3889","9715","1153"
"0500000US26081","Kent County, Michigan","36469","953","43293","2924","57022","3211","12227","1108","30009","1644","44288","2287","11708","580"
"0500000US26087","Lapeer County, Michigan","32346","3824","43722","5781","56574","5104","11239","1562","27873","4355","40722","3199","10139","1754"
"0500000US26091","Lenawee County, Michigan","31464","2013","36583","3841","47027","4109","7933","2601","27890","2940","39609","3239","11644","1774"
"0500000US26093","Livingston County, Michigan","41943","1188","52346","4214","68497","4864","11252","1346","31008","2118","45398","2665","11962","697"
"0500000US26099","Macomb County, Michigan","36626","709","45513","1280","57416","2246","12078","751","29579","1413","42341","1805","11911","619"
"0500000US26103","Marquette County, Michigan","26806","1710","35737","6519","48860","2898","7899","2484","19463","3772","35975","3363","9629","1658"
"0500000US26111","Midland County, Michigan","32523","3033","41650","3723","56510","7391","9840","2301","25810","2893","41747","3537","8896","3124"
"0500000US26115","Monroe County, Michigan","40921","1490","51714","1352","61281","2304","16468","3973","29521","3704","45209","3925","12333","1505"
"0500000US26121","Muskegon County, Michigan","34464","2148","40030","2192","50074","3576","10351","1347","27928","2907","40858","2648","13489","1980"
"0500000US26125","Oakland County, Michigan","46003","1110","60236","1646","75773","1729","13024","1390","35679","1038","54937","2058","12425","974"
"0500000US26139","Ottawa County, Michigan","32924","2176","45369","2884","58092","4029","11857","1337","23433","2198","41592","1885","8881","989"
"0500000US26145","Saginaw County, Michigan","32325","1848","41068","2601","52351","2883","10103","1331","27005","2264","39485","2451","11206","1633"
"0500000US26147","St. Clair County, Michigan","34262","3589","46658","5513","58034","4304","11466","1744","25396","1058","38755","1785","10721","1132"
"0500000US26155","Shiawassee County, Michigan","31793","1881","41625","4672","50300","3926","14207","2250","26575","2357","35649","2443","11463","861"
