"GEO_ID","NAME","B20017H_001E","B20017H_001M","B20017H_002E","B20017H_002M","B20017H_003E","B20017H_003M","B20017H_004E","B20017H_004M","B20017H_005E","B20017H_005M","B20017H_006E","B20017H_006M","B20017H_007E","B20017H_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US26159","Van Buren County, Michigan","34218","4497","36688","3102","46656","4408","11847","4415","30477","6773","41186","5353","10314","1738"
"0500000US26161","Washtenaw County, Michigan","35371","1855","44127","3934","71562","4192","8566","1986","26353","2437","56082","2846","8241","1551"
"0500000US26163","Wayne County, Michigan","38496","1528","45471","1955","57916","2360","12328","904","32072","790","46453","1595","12652","1046"
"0500000US27003","Anoka County, Minnesota","46313","1217","52492","3651","62287","1932","12100","1711","37837","3283","50823","1416","15299","1473"
"0500000US27013","Blue Earth County, Minnesota","31244","1312","37376","5111","53074","3088","9344","2701","24907","4632","37054","2713","10607","1709"
"0500000US27019","Carver County, Minnesota","53759","3840","65071","7006","81723","5982","11284","5921","44424","4222","59958","5143","18046","4707"
"0500000US27037","Dakota County, Minnesota","49459","1958","60293","2588","71251","2554","12392","2780","41590","942","56259","3144","15521","1518"
"0500000US27053","Hennepin County, Minnesota","50644","535","56748","1209","71674","1223","16441","1113","44665","1693","60460","1455","15180","1016"
"0500000US27109","Olmsted County, Minnesota","46179","2473","51543","2438","65231","6031","15510","1875","41261","1963","52032","3585","18143","1911"
"0500000US27123","Ramsey County, Minnesota","42136","980","46723","2060","60523","1699","12345","1021","39278","1850","54353","2761","14740","3463"
"0500000US27131","Rice County, Minnesota","37997","4029","46777","3387","56321","7188","7512","3073","27215","4263","45096","3874","7165","2385"
"0500000US27137","St. Louis County, Minnesota","31222","740","36802","2160","55080","4648","10570","1152","25977","1915","40970","1368","11292","908"
"0500000US27139","Scott County, Minnesota","50864","1911","65536","5336","73588","4271","15832","5804","40026","3824","53413","4051","11530","1086"
"0500000US27141","Sherburne County, Minnesota","40023","3449","45035","6327","52389","7739","15983","4943","31044","3085","45465","3692","12274","2789"
"0500000US27145","Stearns County, Minnesota","32151","1211","39925","4161","50785","1917","10842","1855","27724","3255","43847","2002","10776","770"
"0500000US27163","Washington County, Minnesota","50548","2304","60419","2814","74848","3058","14403","2841","41506","3358","59985","4764","14801","1878"
"0500000US27171","Wright County, Minnesota","46229","1282","52950","3722","65203","6974","14154","2967","36136","2795","46518","2684","17058","3523"
"0500000US28033","DeSoto County, Mississippi","38213","3165","46481","1982","52052","4658","15665","3598","31556","2234","42107","2997","10302","1824"
"0500000US28035","Forrest County, Mississippi","26857","4158","35782","7574","46803","8501","6464","1079","21709","7080","35268","4375","9473","2757"
"0500000US28047","Harrison County, Mississippi","29272","2846","35036","5079","43555","3385","11824","2423","22403","4006","39639","4738","10204","2239"
"0500000US28049","Hinds County, Mississippi","39638","5023","50813","4936","60164","5975","7367","3895","32172","3475","40050","6748","12247","3021"
"0500000US28059","Jackson County, Mississippi","31698","3414","39136","8267","48779","5866","17369","4534","25594","2833","41707","3501","10200","5955"
"0500000US28067","Jones County, Mississippi","36104","1597","40274","2339","42074","4160","6329","6345","28029","7374","34755","5060","11521","1747"
"0500000US28075","Lauderdale County, Mississippi","35448","5490","40548","6114","45125","6803","7317","8828","30019","9508","37120","5585","7149","4476"
"0500000US28081","Lee County, Mississippi","37076","3353","49567","6733","52119","7539","7257","6293","29164","4057","36385","3448","9602","2574"
"0500000US28089","Madison County, Mississippi","51459","2570","62283","10671","77379","11589","11490","5346","38023","3278","55039","8966","11340","7253"
"0500000US28121","Rankin County, Mississippi","40452","3707","51764","2858","60389","4378","12142","7813","31030","3812","41597","7453","7900","4976"
"0500000US29019","Boone County, Missouri","30512","1877","33722","2203","47473","6113","6600","1036","27860","3368","41331","2143","8179","1101"
"0500000US29021","Buchanan County, Missouri","30624","1638","35630","3002","45337","6781","10731","2657","26431","1793","36832","3169","11073","2450"
"0500000US29031","Cape Girardeau County, Missouri","29242","3126","34175","3537","42005","7074","11819","6017","22471","6400","37813","3914","9907","2113"
"0500000US29037","Cass County, Missouri","37440","3166","44720","4029","54423","4760","15170","3593","32290","2848","42050","4431","11998","2643"
"0500000US29043","Christian County, Missouri","29166","1977","35781","3023","48481","5592","12190","4625","22892","2375","32847","4897","8854","3269"
"0500000US29047","Clay County, Missouri","41450","1135","46409","1649","55337","4123","11816","4807","34423","2845","47643","2478","11512","957"
"0500000US29051","Cole County, Missouri","35005","2695","40708","3347","49474","3769","15791","6364","31308","2882","37287","3002","10797","1298"
"0500000US29071","Franklin County, Missouri","33992","2720","38071","2626","46516","4610","14192","4391","26609","4863","36292","2729","12075","2118"
"0500000US29077","Greene County, Missouri","31104","875","35091","2306","41452","1386","10200","1586","26728","958","36948","1440","9025","1566"
"0500000US29095","Jackson County, Missouri","40213","1063","46723","1812","54878","2018","12059","1315","32414","1867","45121","1908","11590","854"
"0500000US29097","Jasper County, Missouri","29089","3516","32449","3820","44554","4284","8774","1359","24592","3459","32774","2376","7815","2298"
"0500000US29099","Jefferson County, Missouri","36927","1355","45255","2028","51980","2079","11059","1969","31108","901","38736","2935","10666","1342"
"0500000US29165","Platte County, Missouri","45981","4861","58311","7804","69410","7456","11029","2205","39504","4405","48956","3534","11318","2696"
"0500000US29183","St. Charles County, Missouri","44425","2611","51444","1334","65220","4201","11242","1432","34601","2740","50890","1723","11685","898"
"0500000US29187","St. Francois County, Missouri","27103","2427","30650","4197","37773","8953","10475","2416","24204","4244","31107","4157","10716","2859"
"0500000US29189","St. Louis County, Missouri","43792","2065","53744","2909","70905","1396","14473","1463","35129","1600","50848","980","11645","630"
"0500000US29510","St. Louis city, Missouri","45355","2601","50091","2875","56489","2299","18015","3895","41080","1298","50227","2566","14421","2387"
"0500000US30013","Cascade County, Montana","33239","2810","40455","3092","48702","5422","14950","5011","27259","2666","36731","3186","12893","2560"
"0500000US30029","Flathead County, Montana","30089","1863","34730","5053","45946","4544","16155","2096","27091","1652","36302","6728","14006","4183"
"0500000US30031","Gallatin County, Montana","30285","1453","38208","2675","53070","3505","15595","2722","23425","3025","36881","5287","13666","3650"
"0500000US30049","Lewis and Clark County, Montana","35143","3598","34642","4684","50875","3375","14500","5456","35542","5120","45596","6253","11087","1875"
"0500000US30063","Missoula County, Montana","27493","2172","31099","1976","51344","3608","11650","2427","25203","1771","40345","2986","15528","2749"
"0500000US30111","Yellowstone County, Montana","34778","2555","42503","3208","51388","2920","15851","4913","28955","3246","39047","3376","11445","1840"
"0500000US31055","Douglas County, Nebraska","41843","744","49520","2297","59747","2230","11829","920","36001","1260","50022","1679","12212","810"
"0500000US31109","Lancaster County, Nebraska","32799","1699","40107","2038","52039","1618","9496","1348","27670","2029","41693","1643","10546","1346"
"0500000US31153","Sarpy County, Nebraska","42085","1347","51032","2297","61714","2931","10733","2945","35142","2990","46566","2658","9236","1715"
"0500000US32003","Clark County, Nevada","41614","606","46297","1618","59549","3524","16912","1309","37372","1334","48042","2195","15407","1218"
"0500000US32031","Washoe County, Nevada","40510","869","45797","3132","57783","3853","16095","1143","34670","2101","46821","2300","14671","2454"
"0500000US33005","Cheshire County, New Hampshire","30317","2685","37593","4572","52444","7174","11683","1894","25918","2035","42829","3567","11528","1960"
"0500000US33009","Grafton County, New Hampshire","34909","4178","37831","3531","51288","4298","11287","2676","30075","3900","43071","3134","11782","3570"
"0500000US33011","Hillsborough County, New Hampshire","43233","2101","53216","2895","65666","3002","16093","1741","35805","1063","47566","2527","12800","1769"
"0500000US33013","Merrimack County, New Hampshire","39210","2823","46844","4417","55339","3512","10110","1567","31781","1859","42648","2444","12468","4545"
"0500000US33015","Rockingham County, New Hampshire","46027","1664","60295","3129","72163","3194","16416","1406","35615","2238","51037","2085","14941","2295"
"0500000US33017","Strafford County, New Hampshire","35145","1974","42281","3426","59502","7209","11572","2692","26500","2826","43793","3565","8015","1314"
"0500000US34001","Atlantic County, New Jersey","38288","3931","48427","5501","64124","7832","13191","3138","31538","2187","51138","2495","14294","2904"
"0500000US34003","Bergen County, New Jersey","58028","3309","71308","2482","87479","5412","16354","1967","47243","2251","66421","4494","16242","939"
"0500000US34005","Burlington County, New Jersey","50204","1582","60970","1875","72214","3016","14914","2655","39580","2688","55715","3199","13944","2198"
"0500000US34007","Camden County, New Jersey","46267","1740","55361","2190","71622","3223","15852","2048","38331","3684","50690","1747","13606","2133"
"0500000US34009","Cape May County, New Jersey","35724","3399","44850","7431","58908","6098","10992","1446","30106","4066","50451","3721","11652","1455"
"0500000US34011","Cumberland County, New Jersey","41386","4248","47039","4169","58840","6827","16966","8492","31885","5032","42251","9542","15254","5923"
"0500000US34013","Essex County, New Jersey","61663","1232","78956","5203","100612","6170","21951","10254","51423","1706","66327","2637","17642","4289"
"0500000US34015","Gloucester County, New Jersey","46296","2821","52474","2514","66197","2211","13295","2121","36598","2013","55466","3706","14462","1708"
"0500000US34017","Hudson County, New Jersey","67384","3024","72944","3848","88043","6133","22126","4406","60015","4535","73517","4286","19572","2930"
"0500000US34019","Hunterdon County, New Jersey","56859","4849","66388","8296","86258","12012","19093","9349","48041","9829","71110","7796","12388","3709"
"0500000US34021","Mercer County, New Jersey","50904","2379","60941","6053","80100","8300","9707","1614","42002","4509","66092","4280","11209","1754"
"0500000US34023","Middlesex County, New Jersey","51194","1223","61624","2843","76789","2498","16749","3713","40955","1450","56662","2357","16866","1529"
"0500000US34025","Monmouth County, New Jersey","52345","1756","67372","3818","86109","6483","15748","2005","41230","1588","61001","2209","15562","1267"
"0500000US34027","Morris County, New Jersey","60696","2242","76865","5301","98215","8444","10413","1375","45962","3945","70247","4961","15911","1378"
"0500000US34029","Ocean County, New Jersey","41581","1089","51711","980","67364","4628","12846","2389","32097","1700","51294","1115","13753","1709"
"0500000US34031","Passaic County, New Jersey","51246","1498","58919","6648","70273","3561","19949","3763","42082","3547","66711","2399","16208","2584"
"0500000US34033","Salem County, New Jersey","39989","3672","52129","4545","62202","10758","14032","2416","31292","2225","40720","4040","17448","2969"
"0500000US34035","Somerset County, New Jersey","66466","4050","78768","6439","97416","7135","15773","3327","54838","6116","75153","5346","15155","3718"
"0500000US34037","Sussex County, New Jersey","48029","3524","54802","5690","70851","2998","17216","3471","39361","4797","56205","4703","14247","2663"
"0500000US34039","Union County, New Jersey","60272","3463","69443","5270","85250","8532","15807","3596","51925","2697","66706","4748","16606","2706"
"0500000US34041","Warren County, New Jersey","41997","4418","54103","8655","71571","6325","15738","3434","30789","1883","46834","3420","13923","3656"
"0500000US35001","Bernalillo County, New Mexico","38656","1800","44326","4655","56719","4260","12936","2596","32081","2433","47123","3333","10907","804"
"0500000US35005","Chaves County, New Mexico","29207","7677","35079","11461","50253","12750","12998","3564","25860","7592","40704","7647","9734","5378"
"0500000US35013","Doña Ana County, New Mexico","27974","6044","31476","5277","51400","5334","10062","2729","23639","6547","42255","15737","9770","2719"
"0500000US35025","Lea County, New Mexico","31544","4043","49771","13348","70864","11207","6795","3562","22096","8227","29281","4350","10497","5137"
"0500000US35031","McKinley County, New Mexico","53803","16067","61883","44828","62108","56277","10156","142956","51370","4741","53711","8694","40822","28929"
"0500000US35035","Otero County, New Mexico","28753","3953","31141","3446","37136","18583","10908","3145","25016","3367","32794","10626","14263","6382"
"0500000US35043","Sandoval County, New Mexico","33927","1823","38462","2373","42223","2980","18677","5838","30023","6591","36054","4091","12266","4665"
"0500000US35045","San Juan County, New Mexico","36569","6272","49179","4195","57743","10521","13306","8070","29457","5668","41681","7013","9177","2272"
"0500000US35049","Santa Fe County, New Mexico","43854","6505","52093","5758","68271","6538","20828","6694","34505","5049","51291","6066","15169","3886"
"0500000US35061","Valencia County, New Mexico","37086","5564","41964","7222","54193","14870","15409","6905","25233","8839","41266","4833","9362","2730"
"0500000US36001","Albany County, New York","41743","1254","46767","3469","60486","3078","10008","2688","37243","2863","52218","3473","11077","1510"
"0500000US36005","Bronx County, New York","47200","2916","48341","4240","57037","5325","12059","2421","45820","4922","66791","12131","11242","2451"
"0500000US36007","Broome County, New York","30114","1696","33308","2982","47958","4457","12280","2541","25965","2490","41299","2684","11153","1030"
"0500000US36009","Cattaraugus County, New York","30823","1520","37011","3676","45000","4885","12513","2976","25647","2144","36819","2205","11764","1297"
"0500000US36011","Cayuga County, New York","36824","1813","41587","1207","48328","4247","13994","2529","31357","2651","41254","2949","14568","3015"
"0500000US36013","Chautauqua County, New York","31286","1180","36860","3812","47879","2927","11479","2220","24222","2569","37721","3145","11479","1528"
"0500000US36015","Chemung County, New York","32173","2034","37348","5770","49088","4559","16362","6935","29174","3804","36519","3171","9941","1659"
"0500000US36019","Clinton County, New York","36881","2872","42026","3183","50991","2325","11172","1736","31826","4719","42386","5471","17070","4186"
"0500000US36027","Dutchess County, New York","41418","1777","50889","2754","67102","6160","12079","1289","35372","3051","57860","6165","13412","2136"
"0500000US36029","Erie County, New York","39651","1122","45559","1703","55751","1259","11733","848","33876","1701","46410","1225","11867","449"
"0500000US36045","Jefferson County, New York","33980","2826","40687","1984","46145","2154","11353","1860","26129","2452","36714","3625","12019","1808"
"0500000US36047","Kings County, New York","54720","2341","60920","1037","76493","2466","21805","942","50315","965","68531","3126","18171","2218"
"0500000US36051","Livingston County, New York","36831","3091","43788","5812","55195","2973","11126","1794","30275","3739","45784","5791","6318","1461"
"0500000US36053","Madison County, New York","33222","2862","35828","2036","45958","6957","11010","3223","30547","3107","42056","5027","9646","1970"
"0500000US36055","Monroe County, New York","40914","801","46501","1866","59595","2863","12024","782","34681","2530","51552","1074","11685","625"
"0500000US36059","Nassau County, New York","60696","825","76452","2631","93097","3195","17615","1812","46794","1406","67350","4487","14661","1511"
"0500000US36061","New York County, New York","83195","4255","101563","1812","124214","5068","27399","3421","70812","2785","88488","5674","20870","2500"
"0500000US36063","Niagara County, New York","37651","3548","46215","3756","53234","3580","13701","3648","31366","1598","44069","3899","12609","1916"
"0500000US36065","Oneida County, New York","35750","1363","40290","1717","49464","3471","11529","1592","31588","1893","41457","1298","11990","1134"
"0500000US36067","Onondaga County, New York","41038","1072","44816","2811","60686","1882","11977","1622","37179","1910","50205","2367","12117","1413"
"0500000US36069","Ontario County, New York","36731","2585","42215","3400","56751","4621","14271","2468","30692","2161","45289","4051","11384","1649"
"0500000US36071","Orange County, New York","40761","2518","50490","2330","67064","8749","14419","3169","32379","2379","51820","2835","13382","2784"
"0500000US36075","Oswego County, New York","31642","1532","40351","4479","50449","4182","10614","1039","27143","1677","37683","3671","11599","3466"
"0500000US36079","Putnam County, New York","46854","6253","64722","12504","81147","6239","12227","7863","32468","3488","61649","3831","14084","3637"
"0500000US36081","Queens County, New York","52499","1968","60204","2560","70917","1782","20559","2087","49593","2232","61940","1091","16892","1219"
"0500000US36083","Rensselaer County, New York","42007","2586","45966","2989","56148","1616","12622","2134","38134","4103","51377","1834","14551","3467"
"0500000US36085","Richmond County, New York","55003","4089","65429","5636","77094","4014","18132","5984","41858","2087","57025","4241","16178","1971"
"0500000US36087","Rockland County, New York","47328","5243","60428","5801","76574","4252","16704","3685","37344","5488","63165","3208","13118","1565"
"0500000US36089","St. Lawrence County, New York","30854","2002","34374","4011","52626","4651","9755","1766","27038","3510","42321","5994","10017","1681"
"0500000US36091","Saratoga County, New York","45739","2486","51386","1127","67249","8119","15766","3402","36930","4612","52428","4156","10955","1541"
"0500000US36093","Schenectady County, New York","39327","3219","43183","5200","58329","5288","8291","1821","36040","4389","50201","5178","10814","2590"
"0500000US36101","Steuben County, New York","35141","2454","40971","1760","51860","1631","15085","3675","27498","2790","41099","3237","11660","2608"
"0500000US36103","Suffolk County, New York","52109","729","65104","3385","81129","1325","13566","1992","42311","969","59830","2240","15723","1062"
"0500000US36105","Sullivan County, New York","36817","3045","50048","9912","60019","10177","11462","2522","29660","6121","40683","3128","12978","4247"
"0500000US36109","Tompkins County, New York","32089","2588","35906","3161","55850","5983","10502","2430","28926","5641","51571","3241","6467","1075"
"0500000US36111","Ulster County, New York","37194","2455","46995","5267","61189","3830","12028","2835","28063","4136","50780","3988","10772","922"
"0500000US36113","Warren County, New York","32602","3609","34098","7028","46282","6728","15198","3315","31599","3622","42603","2820","16830","2772"
"0500000US36117","Wayne County, New York","35590","1981","42449","3194","50521","2676","15799","2677","27479","3550","38653","3425","11274","1697"
"0500000US36119","Westchester County, New York","62254","2111","80855","2581","101307","1467","15367","2633","47396","3608","77156","4269","15207","1898"
"0500000US37001","Alamance County, North Carolina","36459","1830","42347","3302","53473","4125","12320","2167","31174","5093","42048","3634","11989","1805"
"0500000US37019","Brunswick County, North Carolina","31427","1693","36533","5104","51106","2000","11288","3490","26949","4365","38428","3959","13988","1913"
"0500000US37021","Buncombe County, North Carolina","34069","1466","37379","2709","46139","1902","17243","3683","31429","1118","40229","2551","12936","1289"
"0500000US37023","Burke County, North Carolina","30919","1890","39837","5363","44703","3962","11417","1617","23196","2921","34998","4405","10412","2547"
"0500000US37025","Cabarrus County, North Carolina","41082","1878","51457","3368","60018","5855","12186","2664","31897","2382","45618","3831","11693","2040"
"0500000US37027","Caldwell County, North Carolina","28762","3407","31402","2290","40484","3931","11377","2354","24420","5189","37269","3891","10649","1045"
"0500000US37031","Carteret County, North Carolina","28443","2109","32631","7909","47081","5487","9643","2986","23772","3428","34925","4999","8510","4149"
"0500000US37035","Catawba County, North Carolina","35417","2596","42246","5026","50789","1374","11416","1571","26956","3469","36839","2114","11063","1000"
"0500000US37037","Chatham County, North Carolina","41570","4352","50969","5439","61668","9138","12690","15955","32594","6138","52286","11048","11801","8139"
"0500000US37045","Cleveland County, North Carolina","30822","2372","35155","7090","45832","6407","7232","7519","26447","3461","35392","2445","13135","2817"
"0500000US37049","Craven County, North Carolina","30441","1860","32118","4830","37464","4565","11080","4794","24245","4260","36122","5222","9100","1402"
"0500000US37051","Cumberland County, North Carolina","32231","1574","34777","2250","40820","2056","12377","1769","29312","4643","40234","2259","11363","1313"
"0500000US37057","Davidson County, North Carolina","33699","3460","38127","3856","45230","4281","13049","2954","28755","3208","38395","2568","12193","2956"
"0500000US37063","Durham County, North Carolina","50395","1838","53832","6848","70627","7247","20094","4456","47841","2756","53713","3378","16450","5271"
"0500000US37067","Forsyth County, North Carolina","40127","1549","45673","3022","55359","3469","11149","1086","35012","1889","42584","4088","12628","1872"
"0500000US37069","Franklin County, North Carolina","39070","3590","42878","6331","50434","9042","15573","7226","35296","7108","45811","10588","16756","7629"
"0500000US37071","Gaston County, North Carolina","36290","1892","43880","4103","51224","1294","8018","2180","30101","3145","42283","2630","11366","1519"
"0500000US37081","Guilford County, North Carolina","40438","1624","47189","3633","57401","4255","14157","3265","34856","2494","47288","3040","12871","1991"
"0500000US37085","Harnett County, North Carolina","35797","2008","46534","7584","55542","3282","10937","2206","25323","2855","37085","3820","10935","2422"
"0500000US37089","Henderson County, North Carolina","32797","2173","37472","3162","46076","3394","12006","2992","29824","3130","37181","4449","11723","1176"
"0500000US37097","Iredell County, North Carolina","36480","1447","45629","3876","52187","2470","10770","1036","28545","3792","37553","4034","10569","1270"
"0500000US37101","Johnston County, North Carolina","36558","3587","46618","4151","52367","4592","13545","5180","28157","4709","40489","4478","12347","2379"
"0500000US37109","Lincoln County, North Carolina","37350","3133","42288","4686","52387","6062","17074","5397","31191","2650","40874","1604","12227","2715"
"0500000US37119","Mecklenburg County, North Carolina","49867","1937","61340","1086","72243","3893","16380","4369","39153","2413","51835","969","11613","883"
"0500000US37125","Moore County, North Carolina","37293","3346","45437","4609","52376","11853","12590","6438","30134","4617","41653","5222","10247","5346"
"0500000US37127","Nash County, North Carolina","39359","4094","50293","8913","59375","12623","13750","4458","32016","5710","41732","6342","10675","3050"
"0500000US37129","New Hanover County, North Carolina","35346","2474","38767","3302","46674","3280","11289","1504","30454","2612","42772","4415","10722","1200"
"0500000US37133","Onslow County, North Carolina","26820","1785","29132","2831","34998","3809","14779","2587","21839","3018","32275","3955","10797","1320"
"0500000US37135","Orange County, North Carolina","36733","4241","42153","4429","71554","9877","8375","3318","28575","6320","55894","13591","8119","1812"
"0500000US37147","Pitt County, North Carolina","31677","3116","35197","4703","50843","3127","10561","1609","26031","5448","44064","4711","7638","2478"
"0500000US37151","Randolph County, North Carolina","31319","1462","38340","2282","45117","5181","15210","2264","24945","2860","39388","3580","10767","1162"
"0500000US37155","Robeson County, North Carolina","31706","2548","40357","7125","46200","5140","8636","7336","26268","4342","36868","6705","9636","3613"
"0500000US37157","Rockingham County, North Carolina","31224","1599","33552","5992","44941","4395","13294","1549","28063","4441","40900","1823","11182","1014"
"0500000US37159","Rowan County, North Carolina","34615","3078","40135","3098","50348","3126","6514","1621","26309","2467","38775","3297","10803","1230"
"0500000US37161","Rutherford County, North Carolina","30739","1792","34783","5657","42120","6946","20986","9647","23314","3454","32198","6653","11005","1731"
"0500000US37171","Surry County, North Carolina","33277","3666","40166","5544","46829","7668","10480","5017","27184","4264","37376","7232","11632","3028"
"0500000US37179","Union County, North Carolina","41395","1066","55412","5389","68909","3033","9239","1968","31671","3208","47371","2525","10521","1032"
"0500000US37183","Wake County, North Carolina","49958","1349","60252","2723","75108","3000","14685","3223","41553","1000","55676","2769","12249","905"
"0500000US37191","Wayne County, North Carolina","35121","2767","36677","4238","45184","6054","10706","2150","32636","5490","38357","4191","10148","4605"
"0500000US37193","Wilkes County, North Carolina","27899","3297","31443","2687","41024","4093","11793","6323","22710","3672","34323","3394","9323","1233"
"0500000US37195","Wilson County, North Carolina","35578","5358","42703","9769","56384","7385","10760","7422","29367","4570","41695","2894","15304","4761"
"0500000US38015","Burleigh County, North Dakota","45796","2965","55121","6947","68428","7500","15895","2439","37494","3921","47396","5600","12408","5318"
"0500000US38017","Cass County, North Dakota","38284","3272","45169","3444","52231","3457","11824","1391","34154","3526","43750","4718","11300","1584"
"0500000US38035","Grand Forks County, North Dakota","35588","4130","41488","3534","53022","4099","9811","4929","29672","4134","41172","1886","9072","3542"
"0500000US38101","Ward County, North Dakota","37861","4877","46408","5474","51590","3684","11286","4467","29010","6017","40773","3074","12017","5163"
"0500000US39003","Allen County, Ohio","32233","1968","41083","2021","47787","3288","9358","2173","23295","2703","37050","3265","10833","1798"
"0500000US39007","Ashtabula County, Ohio","30374","3009","35324","5683","45808","3870","14401","3865","24856","3067","36705","3325","10028","2192"
"0500000US39009","Athens County, Ohio","13919","3658","15287","5363","40123","5698","5822","583","12808","3473","34317","3131","5789","1104"
"0500000US39013","Belmont County, Ohio","30556","3035","41859","2578","51274","4606","8098","3050","21883","1802","31969","2035","11618","2635"
"0500000US39017","Butler County, Ohio","34382","1828","42744","3107","53007","3749","9371","1728","27045","1746","41305","1493","10763","737"
"0500000US39023","Clark County, Ohio","31823","1186","40840","1618","49697","2024","9396","2138","25555","2510","36956","3047","7772","2556"
"0500000US39025","Clermont County, Ohio","36858","2139","41568","2327","53651","2976","10962","1710","32955","3254","42977","4093","12703","1881"
"0500000US39029","Columbiana County, Ohio","30709","2407","37554","2717","46171","2848","8826","2532","23470","1751","33885","3213","10975","1207"
"0500000US39035","Cuyahoga County, Ohio","41221","684","48868","2074","60033","2169","11872","626","34433","1442","49593","1621","11169","519"
"0500000US39041","Delaware County, Ohio","49695","3050","60723","3827","76832","5184","10704","1893","36712","4431","61968","3159","10450","1403"
"0500000US39043","Erie County, Ohio","34033","5017","43115","6503","50969","2312","11386","5134","26373","4451","35765","5484","11465","1792"
"0500000US39045","Fairfield County, Ohio","38048","2389","45667","4440","56437","4083","11601","3221","31777","2194","42072","3749","10305","1880"
"0500000US39049","Franklin County, Ohio","40980","739","46488","1602","59986","3396","11450","628","35877","1098","48326","2376","12228","917"
"0500000US39055","Geauga County, Ohio","41790","2704","51848","2553","65057","7214","10179","3600","31791","2233","45888","5587","11865","3415"
"0500000US39057","Greene County, Ohio","38676","3427","46750","5089","59905","6621","9400","2226","30161","2706","47779","4858","10003","2330"
"0500000US39061","Hamilton County, Ohio","39999","1150","46661","1613","60411","1817","10671","840","34375","1788","46641","1124","12162","988"
"0500000US39063","Hancock County, Ohio","33469","2722","40963","4942","50619","4118","15203","4105","22409","6023","37980","3610","9189","1857"
"0500000US39081","Jefferson County, Ohio","28533","3869","36919","7170","55775","7037","10391","2016","24110","2948","35796","2830","9985","1778"
"0500000US39085","Lake County, Ohio","41461","1056","47118","2112","55341","3409","15226","2219","33792","2433","49286","2575","11441","1035"
"0500000US39089","Licking County, Ohio","36952","2373","45742","2965","52749","4421","12009","3033","29813","2456","42306","4848","9616","1457"
"0500000US39093","Lorain County, Ohio","37230","1846","49312","3362","60955","1491","11061","1286","31126","1116","42440","4620","11358","1289"
"0500000US39095","Lucas County, Ohio","34906","1867","42355","3693","53601","3114","11536","1019","29985","1907","40417","1329","11279","1090"
"0500000US39099","Mahoning County, Ohio","34014","2129","40158","3241","50348","2167","11328","2153","27176","2511","42057","2480","10647","1155"
"0500000US39101","Marion County, Ohio","30902","3623","36021","4169","46029","8768","6848","2136","23459","4007","34467","4917","8888","3395"
"0500000US39103","Medina County, Ohio","42079","2535","51766","2593","62154","2801","14391","3997","31338","1830","47366","4484","10585","1097"
"0500000US39109","Miami County, Ohio","37808","2810","46447","1840","52390","3105","9030","4430","30418","2606","40899","2080","8892","3345"
"0500000US39113","Montgomery County, Ohio","35631","1503","41990","1144","51553","969","11860","2303","29597","1543","42508","2057","10331","792"
"0500000US39119","Muskingum County, Ohio","31940","2339","43159","4615","50892","2007","9842","3243","24720","3023","34643","4476","11153","1639"
"0500000US39133","Portage County, Ohio","31354","1607","37439","4455","51154","1700","8561","2619","25670","3327","45261","4958","9025","1626"
"0500000US39139","Richland County, Ohio","32346","1945","39944","3039","50576","3630","11609","3408","26261","2045","35663","4641","9089","2444"
"0500000US39141","Ross County, Ohio","33844","4539","41896","4091","51009","3962","8924","2743","26881","4937","40699","9726","9417","2384"
"0500000US39145","Scioto County, Ohio","31523","2710","40846","7626","51924","6931","12371","5451","21782","3303","36875","4242","10224","1633"
"0500000US39151","Stark County, Ohio","32683","1452","39664","2203","50755","1211","11818","1032","27071","1646","40723","1355","10900","754"
"0500000US39153","Summit County, Ohio","37825","1767","44813","2108","57190","2874","11009","920","31913","933","45640","1873","11219","812"
"0500000US39155","Trumbull County, Ohio","31639","1555","40492","1892","48642","3387","11317","2042","26408","1630","35890","3258","11092","1090"
