GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0500000US01003,01003,"Baldwin County, Alabama",105087,271,50518,271,1474,491,4911,1262,10646,1288,2096,641,11042,1567,2418,737,13501,1935,4430,828,54569,271,968,450,4024,991,11905,1376,2648,753,12758,1368,6990,1380,9906,1420,5370,1026
0500000US01015,01015,"Calhoun County, Alabama",59661,389,28202,389,1962,575,3589,932,6601,1197,2032,720,7332,1100,2062,625,2820,630,1804,476,31459,271,2189,669,4397,984,7775,1071,2550,743,7491,1273,1757,703,2911,795,2389,644
0500000US01043,01043,"Cullman County, Alabama",52954,271,25505,271,1662,550,3735,896,6713,1207,2196,752,5266,1081,2226,891,2724,743,983,404,27449,271,1935,689,4558,952,7398,1443,1984,646,5319,1075,2514,778,1804,560,1937,679
0500000US01049,01049,"DeKalb County, Alabama",41740,271,19889,271,2173,704,4056,1061,6208,1163,1868,714,3232,1066,674,376,1069,614,609,357,21851,271,2208,580,3202,959,5829,1041,1883,837,5326,982,1573,712,955,529,875,405
0500000US01051,01051,"Elmore County, Alabama",39713,271,19393,271,840,380,1906,705,6314,1050,2038,1083,3193,819,1301,447,2486,716,1315,474,20320,271,785,594,1891,775,6001,925,817,368,5792,863,1397,505,2262,576,1375,440
0500000US01055,01055,"Etowah County, Alabama",59513,271,27973,271,1414,559,2660,767,8284,1192,923,396,6380,1100,2976,762,3166,754,2170,690,31540,271,2202,794,3946,876,7378,1134,1833,537,7933,1175,2784,870,2963,982,2501,705
0500000US01069,01069,"Houston County, Alabama",48919,271,22843,271,895,301,1795,387,6432,676,1315,375,5237,629,1872,401,3307,463,1990,380,26076,271,1211,330,2845,533,7978,798,1048,286,5660,551,1947,335,3446,477,1941,425
0500000US01073,01073,"Jefferson County, Alabama",252352,271,118399,271,3274,873,7484,1491,24160,2517,6570,1386,25539,2276,5303,1082,27753,2444,18316,1511,133953,271,3732,985,9371,1453,36791,2303,4825,834,28273,2713,8373,1355,25914,1718,16674,1576
0500000US01077,01077,"Lauderdale County, Alabama",53916,271,25446,271,1461,623,1578,618,7493,1332,2096,808,4793,1091,1220,704,4927,1205,1878,576,28470,271,1712,798,3902,1095,7030,1140,1542,709,5926,1035,1273,554,4428,1023,2657,911
